year,des_DET êtres_NOUN,des_DET etres_NOUN,des_DET maîtres_NOUN
1800,7.93272672439116e-06,6.917161599062638e-08,2.9555146454640635e-06
1801,7.01020158544452e-06,2.143064325998978e-08,2.5859642569514563e-06
1802,6.612817713858021e-06,5.594600338554301e-08,2.5354728450110997e-06
1803,7.3449775896961e-06,2.7304748240197796e-08,2.8904026834197794e-06
1804,6.661638281002524e-06,1.2359254508709228e-08,2.7511701432558766e-06
1805,6.0951295921540805e-06,6.538618801954499e-08,2.9622786392735634e-06
1806,5.645189638414649e-06,4.639487212187987e-07,2.763520640769457e-06
1807,4.293208480277144e-06,4.4412499144996787e-07,3.162967097125602e-06
1808,5.0578773453935355e-06,1.1556977286275583e-07,3.4059091404969877e-06
1809,4.827548366392875e-06,4.292158006791169e-08,2.67469222947625e-06
1810,5.145938587247656e-06,1.8721014072298203e-08,2.89473679515595e-06
1811,3.6252330914976483e-06,7.019814773912003e-08,2.5722608469891384e-06
1812,5.107703927365037e-06,5.3344164641089264e-09,2.8752505230045244e-06
1813,4.762228329013851e-06,3.163315653864629e-08,2.3638595436636933e-06
1814,4.090680079116282e-06,6.293354282149721e-09,3.1089169780784687e-06
1815,5.890736176183964e-06,8.091670666843243e-09,3.1530543083135854e-06
1816,6.6306648491831766e-06,2.5493642752394408e-08,2.859923256437469e-06
1817,7.153833522011155e-06,4.0478708385194295e-08,3.0717112622369314e-06
1818,7.1777409260675995e-06,8.34482416500748e-09,2.8288954130317734e-06
1819,5.983942173770629e-06,1.0351050239165716e-08,3.466566738552501e-06
1820,7.398751023401928e-06,3.5599445169509636e-08,3.181403638308211e-06
1821,6.970099988734546e-06,1.2819935113483893e-08,3.3460029165155447e-06
1822,6.20986637045462e-06,1.7043547018147365e-08,3.434775933897072e-06
1823,4.721947661323611e-06,1.087095569118901e-08,2.8304015877722577e-06
1824,5.269932259466259e-06,7.66321237577472e-08,2.687176973381611e-06
1825,5.81071181926518e-06,5.283265824829186e-09,3.323174226466108e-06
1826,5.317380342262368e-06,4.40399205992037e-09,3.1312383423909296e-06
1827,4.979170892482898e-06,3.6869092223668076e-09,3.615936330803038e-06
1828,5.893203720575002e-06,1.8344602503717056e-09,2.929633001969023e-06
1829,5.79803882772012e-06,9.430493774775783e-09,3.1566435172436513e-06
1830,6.299673941612127e-06,1.7742621372107692e-08,3.1759290655131167e-06
1831,6.860130575603307e-06,1.091384405071949e-08,3.2944217993602365e-06
1832,5.816533608538066e-06,9.470978779013706e-09,3.0713029528506297e-06
1833,6.468297954143054e-06,2.0850531079474877e-08,3.497097539550964e-06
1834,5.739803121684872e-06,3.2670858240990697e-08,2.944111120228854e-06
1835,5.894670572104133e-06,1.1344631900556124e-08,2.9972516770726543e-06
1836,5.658199548008724e-06,2.3522624903460354e-08,2.656712431381436e-06
1837,5.413934978548696e-06,1.2524203896191466e-08,2.912573118685202e-06
1838,4.724653305032689e-06,1.3255540221024376e-08,2.9742905924834417e-06
1839,5.059031593646068e-06,3.425822825420255e-08,2.6078201846857496e-06
1840,5.438440098259889e-06,6.879263869663532e-08,2.9937537089352872e-06
1841,5.889569322903299e-06,2.8892468861840825e-08,3.2635647215784047e-06
1842,5.490714848122025e-06,1.2074877542289641e-08,3.1086100076294088e-06
1843,6.929397528665504e-06,1.9492806480059244e-08,3.3344513852284763e-06
1844,5.572536096565273e-06,1.3721403624433748e-08,3.844737147318256e-06
1845,5.378223555396744e-06,1.5066615954850704e-08,3.389430393241355e-06
1846,5.7087240357134306e-06,2.9272507529043423e-08,3.200070535669397e-06
1847,5.35007803392773e-06,1.887628364727334e-08,3.492112229608324e-06
1848,4.906780738167527e-06,1.769948809737798e-08,2.920415388629749e-06
1849,4.480473094758963e-06,1.6758829879393033e-08,2.9755303336820305e-06
1850,4.9912697228648994e-06,1.425689166723032e-08,3.0333233915769142e-06
1851,4.733888182784085e-06,1.0964045893402385e-08,2.863550909282253e-06
1852,5.339298112971846e-06,5.859490892490271e-09,3.045633265585934e-06
1853,5.742609815229116e-06,1.851298847554972e-08,3.2278290795773046e-06
1854,5.179557682311042e-06,6.390667484090784e-08,2.9942614716560456e-06
1855,5.654010610811611e-06,8.491099379170919e-09,3.1188869691334276e-06
1856,4.667753586318213e-06,1.967331991759025e-08,3.4366181864697865e-06
1857,5.357456004162486e-06,1.2203772437047178e-08,2.970886511022286e-06
1858,5.188275530088049e-06,3.034079210095797e-08,2.6024568882121457e-06
1859,5.3992312913919704e-06,1.171199892624486e-08,3.137287983179249e-06
1860,5.465615416255787e-06,5.034902300637967e-09,3.0351305904119386e-06
1861,5.971353139955227e-06,1.3204698223745481e-08,3.3304136710654575e-06
1862,4.863160434354086e-06,8.13237568952907e-09,2.972383250643418e-06
1863,5.519555337230031e-06,1.198709037586454e-08,2.9708004500861307e-06
1864,6.289244431911811e-06,9.589455562952764e-09,3.3481584953420906e-06
1865,5.671747430824325e-06,1.1767110841276462e-08,3.334799282939116e-06
1866,5.249509573701516e-06,1.6543084235820515e-08,2.98213407567971e-06
1867,4.6193912268677195e-06,1.4073153309368536e-08,3.1344310436054457e-06
1868,5.4407775209597276e-06,1.1855697534812748e-08,3.0113472639925476e-06
1869,5.981334389559834e-06,1.367385404904553e-08,3.040479032101473e-06
1870,5.542531468449852e-06,1.0894692259455496e-08,2.8263126097272107e-06
1871,4.487447533563227e-06,1.4869647735338276e-08,2.6595428952447264e-06
1872,5.351290536026454e-06,6.652073447632745e-09,3.352644815990402e-06
1873,4.83848725707503e-06,1.735941301816979e-08,2.78887948645945e-06
1874,4.134429339330836e-06,7.766991660940192e-09,2.9478722138875924e-06
1875,5.093303315106823e-06,1.3731664694205392e-08,3.0455688229125144e-06
1876,5.48373549236203e-06,1.0278225159865428e-08,3.257592844363444e-06
1877,4.9831061552652045e-06,1.2988113584633254e-08,2.943353910822566e-06
1878,4.787789386284658e-06,6.642997596451039e-09,3.4356374740696083e-06
1879,5.620579294429717e-06,1.8327975581655664e-08,3.6387140340821134e-06
1880,4.683744208477947e-06,3.8507077526617195e-09,3.4572936726817716e-06
1881,4.43869839727995e-06,1.2550513517339823e-08,3.705887808180819e-06
1882,4.227500678410934e-06,8.652000893505374e-09,3.899390168982109e-06
1883,4.541076982889081e-06,1.3270612164717477e-08,3.4377203821378544e-06
1884,4.5016971057521005e-06,3.300848483434038e-09,3.5220053504758653e-06
1885,4.071708261221829e-06,8.379326621454908e-09,3.4065185587905944e-06
1886,4.088269534463507e-06,6.4534639854230136e-09,3.373870988809813e-06
1887,4.155007786721399e-06,5.223139809551469e-09,3.2683796433730095e-06
1888,4.441600822246983e-06,6.340614699951175e-09,3.3649642539046454e-06
1889,4.139375761269548e-06,4.385595775424633e-09,3.6500686562135343e-06
1890,4.31213093321503e-06,6.554386366985909e-09,3.2811259416121175e-06
1891,4.3076979849843156e-06,1.2748439637277897e-08,3.422318719970008e-06
1892,4.767830517948823e-06,5.014809900671935e-09,3.4871734939656562e-06
1893,4.448224451891747e-06,1.23168328869383e-08,3.133402412203168e-06
1894,4.768374676444864e-06,8.192001299534013e-09,3.276170168931003e-06
1895,4.5897953953044635e-06,1.8657704714541978e-08,3.441443851670556e-06
1896,5.138671269833139e-06,1.3563167033936452e-08,3.1106827904636702e-06
1897,4.796550783225939e-06,1.2236098356765979e-08,3.0887407973523295e-06
1898,4.970299130491185e-06,1.584339415217073e-08,3.243934848740082e-06
1899,4.975926280792464e-06,1.0502398950507086e-08,3.380114193873851e-06
1900,4.840657084059785e-06,2.1283318663023465e-08,3.73029085309895e-06
1901,4.808550791324251e-06,2.0119459875900247e-08,3.3325650470317214e-06
1902,4.118746140591156e-06,6.38336894454028e-09,2.988889850286114e-06
1903,5.06054654891841e-06,1.9980814336406638e-08,3.3562368528805564e-06
1904,5.038173604532403e-06,2.8485513503540005e-08,3.301632148122735e-06
1905,4.6400384761113855e-06,9.805442235943929e-09,3.5273787162282133e-06
1906,4.791293491734905e-06,1.800464577428329e-08,3.469752527962555e-06
1907,4.849187014599465e-06,9.257118183114699e-09,3.347991111013471e-06
1908,5.416279876158114e-06,2.1118973680955833e-08,3.155076342409302e-06
1909,5.337604370936333e-06,1.0451868703853506e-08,3.570138403574674e-06
1910,5.076408697846091e-06,1.977335761793597e-08,3.7302172231079567e-06
1911,5.1160718825826734e-06,9.576673676292558e-09,3.6194505312892034e-06
1912,5.240157022967651e-06,1.614920552839294e-08,3.2689117333006834e-06
1913,5.150263831410484e-06,1.0605979205990934e-08,3.582169568971949e-06
1914,4.762724287843412e-06,1.2054139020278853e-08,3.402615426750799e-06
1915,4.047869914813873e-06,1.1780762143587253e-08,2.93223165215295e-06
1916,4.458712041355284e-06,1.2086208256434361e-08,3.0094657645918232e-06
1917,4.876768883832483e-06,9.8697816586224e-09,3.141880590362689e-06
1918,4.625563562399293e-06,1.72295644418341e-08,3.188618073579619e-06
1919,4.618656774368901e-06,1.5653342400057113e-08,3.937276034093884e-06
1920,5.180920837233316e-06,6.057785206792232e-08,3.612711715561545e-06
1921,5.078284573301062e-06,2.120369213542972e-08,3.649306961506227e-06
1922,5.710521989499284e-06,1.475587119159627e-08,3.29793719799909e-06
1923,5.648746025599394e-06,3.290943828559989e-08,3.387549099898024e-06
1924,5.395144953013187e-06,1.6759112098085893e-08,3.2435327881330522e-06
1925,5.621168597258475e-06,1.3197813508725176e-08,3.2609597226951337e-06
1926,5.5095360664836335e-06,4.235532569119016e-08,2.9849359179934254e-06
1927,6.008317257055751e-06,1.3379069851993108e-08,3.0258996090992696e-06
1928,5.450221820524348e-06,1.3711249358117072e-08,2.949061276069642e-06
1929,5.169148593608952e-06,2.7851015271807e-08,3.2463144137295785e-06
1930,4.999715329745413e-06,2.6259008301110498e-08,3.356951616240167e-06
1931,4.871227659464239e-06,2.8513391647777553e-08,3.131910943920957e-06
1932,4.715888728412665e-06,1.3151444155923286e-08,2.8856460403403617e-06
1933,4.370322201907584e-06,1.1470662197865522e-08,2.8745480165071058e-06
1934,4.74230949265575e-06,1.5576054224197833e-08,2.6814775750949593e-06
1935,5.281603961293513e-06,3.4708024898577605e-08,2.8747818774377265e-06
1936,5.144516286748058e-06,6.0623572828433225e-09,2.7959592614479334e-06
1937,4.617162801423547e-06,1.5109341555685774e-08,2.937507808553619e-06
1938,5.4881753968061275e-06,3.111651514231539e-08,2.8951324217985075e-06
1939,5.375858748379869e-06,1.8352860564618823e-08,2.9165754824589385e-06
1940,4.014144387554097e-06,1.5214697501875207e-08,3.354840821145899e-06
1941,5.292044107818583e-06,5.9030051957620344e-09,3.240749812505328e-06
1942,6.165518115608393e-06,9.102635312174812e-09,2.9007064412667205e-06
1943,6.390020615754111e-06,8.709705623388686e-09,2.9061384267947687e-06
1944,6.564539248188339e-06,6.4263723231761105e-09,3.38991134896105e-06
1945,6.864466229217214e-06,2.3963544037997053e-08,2.734022515937795e-06
