year,des_DET êtres_NOUN,des_DET etres_NOUN,des_DET maîtres_NOUN
1946,7.080273519477487e-06,3.062642850437669e-08,2.88445269092108e-06
1947,7.146562012394497e-06,2.264965548448572e-08,3.0612797274898185e-06
1948,6.5122608816636784e-06,2.1743775890925576e-08,2.9451943035496697e-06
1949,5.674230578733841e-06,3.2396126892209054e-08,2.555367217382809e-06
1950,6.1451119819366795e-06,1.1698897850465073e-08,2.8194342860388133e-06
1951,5.494886551105083e-06,1.5992102420092635e-08,2.6237709818133226e-06
1952,5.267129580488472e-06,1.370824520563474e-08,2.5117722302070433e-06
1953,5.726289288077169e-06,1.2928593084993167e-08,2.6772960737275753e-06
1954,6.334558051435124e-06,2.247683283940205e-08,2.365930917846981e-06
1955,5.55815675085114e-06,1.407841221379158e-08,2.459029161627768e-06
1956,6.512076325293492e-06,4.098936656760088e-08,2.3564523772279244e-06
1957,5.3257608243484356e-06,1.0602045130703175e-08,2.455256996825028e-06
1958,5.034487230659579e-06,2.7298403371123214e-08,2.31622805557663e-06
1959,5.5580611899586074e-06,6.898165705315762e-08,2.77476761567641e-06
1960,5.30827907141429e-06,2.35308324492145e-08,2.5766261444459815e-06
1961,5.581456491654535e-06,3.057190145483446e-08,2.5068957754115218e-06
1962,5.744543955188419e-06,5.644341122268415e-08,2.7035761149818427e-06
1963,5.827853755135948e-06,2.9097239173658807e-08,2.3892067204656087e-06
1964,5.678167568134995e-06,2.7377857536592387e-08,2.7438697074444462e-06
1965,5.662470599077096e-06,3.994591590839036e-08,2.6145422324930223e-06
1966,5.750113473368401e-06,2.5479743426259915e-08,2.5945026820295425e-06
1967,5.426820592902004e-06,3.648448243520619e-08,2.344374543383765e-06
1968,6.103385103983783e-06,3.952445881694189e-08,3.0617981039426923e-06
1969,5.011829777856747e-06,1.7712855071572164e-08,2.4997833847351103e-06
1970,5.208515879928655e-06,4.5067504450546636e-08,2.5817242317316413e-06
1971,5.303853981786233e-06,4.5731737285947816e-08,2.503427147360071e-06
1972,5.1460501850897344e-06,2.0007572099078885e-08,2.4558013720366034e-06
1973,4.981731031250547e-06,3.804110521032911e-08,2.2223723519232408e-06
1974,4.588216228285091e-06,3.4878544608041295e-08,2.441498175187462e-06
1975,4.358430736317587e-06,3.712462159910501e-08,2.20120452354422e-06
1976,4.759368053441904e-06,2.3425460626835815e-08,2.130574266345775e-06
1977,4.662050805848139e-06,4.172515044587044e-08,2.1268073524538522e-06
1978,4.7471264821297154e-06,2.8514838934512454e-08,2.189107959793546e-06
1979,5.157344290296351e-06,5.091216759289807e-08,2.229601790304514e-06
1980,5.333808573482202e-06,5.912556716447526e-08,1.9858230828617707e-06
1981,5.248308568184257e-06,3.226030242942102e-08,2.297439614551422e-06
1982,5.699728674812832e-06,3.600351305976801e-08,2.041026771593124e-06
1983,5.149508680801773e-06,5.557478155449047e-08,2.039847018409091e-06
1984,5.291015483521733e-06,3.8853356643109294e-08,2.4060086829535976e-06
1985,5.364674620977894e-06,3.549179306006067e-08,2.1469527169415414e-06
1986,5.572473710913073e-06,3.4768015300112864e-08,2.0836831780002285e-06
1987,5.342076171643839e-06,2.93319216138066e-08,2.0263467703784954e-06
1988,5.230794002386574e-06,7.31579574697605e-08,2.0969948337778987e-06
1989,5.295488918477531e-06,2.3050112596401107e-08,2.05146008624979e-06
1990,5.672045588767105e-06,3.868542208795844e-08,2.0274429886057987e-06
1991,5.597699058057515e-06,5.978694539443552e-08,1.966521615770489e-06
1992,5.555676750645944e-06,1.9284804475550033e-08,2.036475407862781e-06
1993,5.707599491699966e-06,3.268132431344384e-08,2.0389822594779616e-06
1994,5.820354061825128e-06,3.0067081824292075e-08,2.1706322428372005e-06
1995,5.7467133558475325e-06,2.819674393972349e-08,2.0767987223280215e-06
1996,5.7774171011715225e-06,2.829188838759933e-08,2.1421764202500526e-06
1997,6.117326563526149e-06,1.8700088588730068e-08,2.138043448951521e-06
1998,6.045987689162757e-06,2.9085587271993063e-08,2.211935239415652e-06
1999,6.176169947025301e-06,2.9249287658572598e-08,2.3175490753146732e-06
2000,6.5841924623555315e-06,2.827540179772825e-08,2.2152009719889065e-06
2001,6.280466990915556e-06,5.345078335494691e-08,2.1651949140277793e-06
2002,6.457482172095297e-06,2.5411083903748022e-08,2.021933706686241e-06
2003,6.838753932925101e-06,2.8751767022772157e-08,2.182634268876882e-06
2004,6.405447237511908e-06,2.0702519532012076e-08,1.985679862315237e-06
2005,6.6029474794504495e-06,2.1167622321627277e-08,1.993809995326501e-06
2006,6.7224553674805065e-06,3.088417344088157e-08,2.1149483480087383e-06
2007,6.8257663627946386e-06,1.1184542542119758e-08,1.937322576139877e-06
2008,6.6850316073896465e-06,2.0435710623711856e-08,1.8315505556643075e-06
2009,6.7479461733910284e-06,2.2887324035991696e-08,2.042216767250693e-06
2010,7.236850777303516e-06,1.6060895724478996e-08,1.6778913121129335e-06
2011,6.885444136628394e-06,3.020937805464641e-08,1.5793004450870285e-06
2012,7.372249541504061e-06,1.5659562424552576e-08,1.546211571223921e-06
2013,7.702726605884891e-06,1.0319762711041847e-08,1.5460120010857281e-06
2014,8.13146337463877e-06,1.0610681194789251e-08,1.7574752888549483e-06
2015,7.563398355614481e-06,1.7732603024844806e-09,1.6901387382972644e-06
2016,7.786374453644385e-06,6.006886321685556e-09,1.7927448254795308e-06
2017,7.261815028414276e-06,7.546834102090116e-09,1.3996860985798776e-06
2018,8.10167472309331e-06,1.4714360063727838e-08,1.4347792216540256e-06
2019,7.59709652697893e-06,9.438654746674047e-09,1.5522760286046378e-06
