year,quelques_DET âges_NOUN,quelques_DET ages_NOUN,quelques_DET mages_NOUN
1851,1.9348316282474798e-09,1.2898877521649865e-09,0.0
1852,0.0,1.3021090872200602e-09,1.3021090872200602e-09
1853,0.0,1.1943863675867306e-09,2.388772735173461e-09
1854,5.195664454227256e-10,0.0,1.0391328908454511e-09
1855,5.306937111981824e-10,1.0613874223963649e-09,4.776243400783642e-09
1856,0.0,2.0708756931497874e-09,0.0
1857,1.9526036343364694e-09,1.9526036343364694e-09,3.905207268672939e-09
1858,5.872411001917044e-09,9.787352039936081e-10,6.361778603913848e-09
1859,0.0,0.0,9.165912473463322e-09
1860,2.746310290291376e-09,0.0,1.3731551729012637e-09
1861,4.715963730639317e-10,0.0,9.431927461278633e-10
1862,0.0,9.035972525772706e-10,0.0
1863,0.0,4.994620828036034e-10,9.989241656072068e-10
1864,6.233146443435089e-09,0.0,2.3973640850272204e-09
1865,1.882737743486018e-09,4.706844358715045e-10,5.177528739075399e-09
1866,2.919367858567057e-09,9.731225825149181e-10,1.9462452205409875e-09
1867,1.455843445796745e-09,1.455843445796745e-09,2.91168689159349e-09
1868,1.4819622196071691e-09,0.0,9.87974813071446e-10
1869,4.883519144627257e-10,4.883519144627257e-10,8.30198221279943e-09
1870,1.1468097582678638e-09,0.0,3.4404292748035914e-09
1871,1.0621177271019633e-09,2.1242354542039266e-09,0.0
1872,6.047339295989218e-10,6.047339295989218e-10,1.8142017887967654e-09
1873,2.3944017879529156e-09,3.591602570907071e-09,0.0
1874,1.1949218281515073e-09,1.1949218281515073e-09,1.1949218281515073e-09
1875,0.0,5.721527140956084e-10,2.8607636259891933e-09
1876,1.813804439976252e-09,0.0,0.0
1877,3.0924081073635534e-09,1.2369631985365004e-09,1.8554447978047506e-09
1878,4.22736201599605e-09,1.2078177347163432e-09,7.850815442189685e-09
1879,4.887460214320072e-09,1.221865053580018e-09,4.887460103297769e-09
1880,6.417846254436199e-10,1.2835692508872398e-09,6.417846254436199e-09
1881,4.183504653809678e-09,6.972507571312292e-10,2.091752326904839e-09
1882,0.0,6.655385131892899e-10,1.3310770263785798e-09
1883,3.159669414998234e-09,0.0,1.895801682305631e-09
1884,2.6406787867472303e-09,1.3203393933736152e-09,6.601696966868076e-10
1885,0.0,3.86738152613475e-09,1.933690763067375e-09
1886,0.0,6.453463874400711e-10,2.5813855497602844e-09
1887,3.264462256069578e-09,6.528924623161458e-10,0.0
1888,0.0,1.268122939990235e-09,1.268122939990235e-09
1889,0.0,6.265136742733546e-10,0.0
1890,2.6217545912032847e-09,0.0,1.9663159989136147e-09
1891,6.374220040683554e-10,0.0,6.374220040683554e-10
1892,3.1342561879199593e-09,1.8805537127519756e-09,6.268512375839919e-10
1893,6.158416554491453e-10,6.158416554491453e-10,6.158416554491453e-10
1894,1.2603078580752936e-09,6.301539290376468e-10,1.8904617871129403e-09
1895,2.4074457982692365e-09,6.018614495673091e-10,1.2037228991346183e-09
1896,1.179405795248556e-09,1.7691086373616827e-09,5.89702897624278e-10
1897,5.2440420894583895e-09,2.330685422435863e-09,2.330685422435863e-09
1898,0.0,3.3950129374460403e-09,2.8291773368493978e-09
1899,2.7637891975018647e-09,0.0,1.1055156790007459e-09
1900,0.0,1.038210628578895e-09,1.5573159428683425e-09
1901,0.0,1.676621730339889e-09,5.588738916095792e-10
1902,1.4730852093691738e-09,9.820567692386817e-10,0.0
1903,6.480264325148255e-09,5.400220270956879e-10,2.1600881083827517e-09
1904,4.299700151477737e-09,5.374625189347171e-10,5.374625189347171e-10
1905,1.5482277682110634e-09,0.0,6.192911072844254e-09
1906,1.1317205839134203e-08,1.0288369045596824e-09,0.0
1907,3.599990305858114e-09,0.0,3.0857059130084963e-09
1908,3.437972351250096e-09,9.822778146428846e-10,2.9468334439286537e-09
1909,3.300590023513905e-09,1.1001967115120692e-09,0.0
1910,0.0,5.344150677544235e-10,2.137660271017694e-09
1911,3.1922244847493175e-09,1.5961122423746588e-09,2.128149656499545e-09
1912,4.688478938419394e-09,1.0418842455450772e-09,1.4586379659675686e-08
1913,5.30298971401777e-10,1.060597942803554e-09,0.0
1914,1.0045115850232378e-08,1.3393487430235496e-09,3.348371913070025e-09
1915,1.1780761921542648e-09,0.0,0.0
1916,0.0,0.0,0.0
1917,0.0,0.0,0.0
1918,0.0,1.1486376294556067e-09,1.1486376294556067e-09
1919,2.762354567309444e-09,0.0,0.0
1920,7.572231730534895e-10,0.0,7.572231730534895e-10
1921,7.572747429129834e-10,0.0,3.0290989716519334e-09
1922,0.0,7.377935484775833e-10,5.164555005876537e-09
1923,0.0,0.0,0.0
1924,9.02413699321869e-09,1.289162443462999e-09,1.289162443462999e-09
1925,1.0998177923937646e-09,0.0,0.0
1926,2.229227691330493e-09,1.1146138456652466e-09,0.0
1927,4.4596899506643695e-09,0.0,2.2298449753321847e-09
1928,7.998228745975666e-09,1.1426041224282812e-09,1.1426041224282812e-09
1929,2.2280812750352652e-09,1.1140406375176326e-09,1.1140406375176326e-09
1930,0.0,1.0503603542488804e-09,2.100720708497761e-09
1931,3.4216069977333063e-09,0.0,0.0
1932,1.0959536611565568e-09,0.0,0.0
1933,0.0,0.0,0.0
1934,4.7926320689839486e-09,0.0,0.0
1935,1.196828414151696e-09,0.0,0.0
1936,2.424942913137329e-09,0.0,1.2124714565686645e-09
1937,3.777335444432595e-09,1.2591118148108649e-09,0.0
1938,7.779128452511941e-09,0.0,0.0
1939,7.647025235257843e-09,0.0,0.0
1940,7.607348528892999e-09,0.0,0.0
1941,2.9515025978810172e-09,0.0,5.9030051957620344e-09
1942,0.0,0.0,0.0
1943,2.9032352077962287e-09,0.0,2.9032352077962287e-09
1944,2.2492303131116387e-08,3.2131861615880553e-09,3.2131861615880553e-09
1945,6.535512131478072e-09,2.178504043826024e-09,2.178504043826024e-09
1946,5.568441707737293e-09,0.0,1.3921104269343232e-09
1947,1.1920870957027319e-09,0.0,1.1920870957027319e-09
1948,3.2615663503321457e-09,1.0871887834440486e-09,0.0
1949,3.9268033269479474e-09,9.817008317369869e-10,1.9634016634739737e-09
1950,2.0207187034770868e-08,0.0,0.0
1951,8.529121409139861e-09,0.0,0.0
1952,2.1089607837865287e-09,0.0,5.272401848444019e-09
1953,3.232148326759443e-09,2.1547654771580937e-09,0.0
1954,9.772536113672459e-10,0.0,0.0
1955,9.385607846468247e-09,9.385607846468247e-10,0.0
1956,2.616342476002842e-09,0.0,8.72114158667614e-10
1957,2.6505113659425206e-09,8.835037701437898e-10,0.0
1958,2.481673033738474e-09,0.0,1.6544486891589827e-09
1959,5.425523585955716e-09,0.0,1.5501495642666896e-09
1960,4.844583401109048e-09,6.920833350854139e-10,6.920833350854139e-10
1961,4.8637115446226176e-09,0.0,2.08444772553662e-09
1962,6.976152211457531e-09,6.341956404476434e-10,1.9025869213429303e-09
1963,5.819447812527301e-09,6.466053248388448e-10,2.5864212993553792e-09
1964,6.083968440151466e-09,1.2167936658258327e-09,3.0419841645645818e-09
1965,6.0192477668863376e-09,2.73602163147757e-09,1.0944086747954884e-09
1966,1.6617224263271169e-09,5.539074754423723e-10,1.1078149508847446e-09
1967,3.451234853457663e-09,4.930335584241163e-10,3.944268356370628e-09
1968,7.63540694559417e-09,0.0,2.24570789741918e-09
1969,2.2708788183223305e-09,4.5417578031781147e-10,4.5417578031781147e-10
1970,5.518470042042978e-09,4.5987250119061684e-10,2.2993624781975086e-09
1971,8.735275947024945e-09,0.0,1.0276794970565106e-09
1972,1.2312352470900123e-08,5.130146862875051e-10,1.5390440033513642e-09
1973,6.064523994098181e-09,0.0,1.6539611902288698e-09
1974,1.4063929631991101e-08,5.625571675160757e-10,5.625571675160757e-10
1975,5.140332159925265e-09,0.0,2.8557400888473694e-09
1976,6.856232248608762e-09,5.713526873840635e-10,1.142705374768127e-09
1977,9.402851386397515e-09,5.876781838942691e-10,0.0
1978,5.346532105932056e-09,0.0,2.3762365408686037e-09
1979,4.681578569254441e-09,0.0,2.3407893401383717e-09
1980,1.7623967174529298e-08,0.0,5.685150683554241e-10
1981,3.795329828193417e-09,0.0,6.325549528618524e-10
1982,3.1037510339615437e-09,0.0,1.2415004579935385e-09
1983,6.946847541655643e-09,0.0,6.315316047889041e-10
1984,3.4794050418618383e-09,0.0,5.799008495621649e-10
1985,4.210890747202711e-09,0.0,1.2031116103372597e-09
1986,4.795588426365072e-09,1.1988970927134801e-09,5.994485463567401e-10
1987,6.110816741511371e-09,6.110816852533674e-10,1.8332451112712533e-09
1988,7.195864570874733e-09,0.0,0.0
1989,3.2928733073589456e-09,1.0976244357863152e-09,2.1952488715726304e-09
1990,2.724325431913144e-09,0.0,5.44865097484859e-10
1991,4.68917216167597e-09,0.0,0.0
1992,3.30596661157756e-09,0.0,1.65298330578878e-09
1993,5.539207315052863e-09,5.539207426075166e-10,1.6617622278225497e-09
1994,7.912389854425328e-09,0.0,2.1099706426497278e-09
1995,1.626735190995987e-09,0.0,0.0
1996,5.3380921904988554e-09,0.0,0.0
1997,1.917957792585412e-09,0.0,0.0
1998,1.9072516899143466e-09,0.0,1.43043876743576e-09
1999,4.570201161957499e-09,0.0,4.1131811012729e-09
2000,3.976228457602815e-09,0.0,1.7672125984802278e-09
2001,2.6287270138425356e-09,0.0,8.762423564512289e-10
2002,8.76244299341522e-10,0.0,2.190610748353805e-09
2003,2.0834615144238455e-09,0.0,0.0
2004,4.845270407116686e-09,0.0,0.0
2005,3.602999676388663e-09,0.0,2.251874686720612e-09
2006,1.6471559671771274e-09,0.0,8.235779835885637e-10
2007,3.994479469415779e-10,0.0,1.1983438408247338e-09
2008,4.257439734089985e-09,0.0,4.257439678578834e-10
2009,4.291373478793048e-09,0.0,0.0
2010,1.8895172093635892e-09,4.723793023408973e-10,2.3618964561933353e-09
2011,1.1471915639660324e-09,0.0,2.2943831279320648e-09
2012,6.808505426114664e-10,0.0,2.7234021704458655e-09
2013,5.578250084070646e-10,0.0,5.578250084070646e-09
2014,1.7323561474213989e-09,0.0,1.0610681777656339e-08
2015,8.866301581811342e-10,0.0,4.876465897751814e-09
2016,6.214020409345267e-10,0.0,6.421154274960372e-09
2017,1.0062445321423752e-09,0.0,1.0062445682246235e-08
2018,1.0325866828253538e-09,0.0,6.711813271831346e-09
2019,1.02039510174734e-09,0.0,7.397864543179367e-09
