year,tels_ADJ êtres_NOUN,tels_ADJ maîtres_NOUN
1950,8.189228140054183e-08,4.2541444145172136e-08
1951,4.264560615752089e-08,4.584402901741669e-08
1952,6.326882129314981e-08,3.690681316115274e-08
1953,9.265491485166422e-08,4.2017925361292896e-08
1954,7.427127712844594e-08,3.713563723195534e-08
1955,7.41462997666531e-08,3.003394510869839e-08
1956,4.883839466174322e-08,3.226822542501395e-08
1957,8.304935761316301e-08,3.799066305987253e-08
1958,7.941353885598801e-08,3.060730124904154e-08
1959,5.348016074435691e-08,4.262911146302173e-08
1960,5.7442917977823527e-08,2.3530832615747954e-08
1961,6.392306772795564e-08,2.501337270643944e-08
1962,7.356669584623887e-08,4.50278889729816e-08
1963,6.336732383260824e-08,2.586421288253149e-08
1964,5.77976990712159e-08,3.954579413933956e-08
1965,9.685516744184497e-08,4.7059574459495934e-08
1966,5.4836839069594134e-08,4.65282290473823e-08
1967,5.867099517331553e-08,2.613077831892241e-08
1968,5.9286687559279017e-08,3.278733495815089e-08
1969,5.5409444144061126e-08,2.679637134406221e-08
1970,5.104584843707016e-08,2.7592349738370103e-08
1971,4.059333846839763e-08,3.699646167198978e-08
1972,5.130146973897354e-08,2.8215808356435446e-08
1973,6.946636688098806e-08,2.4258096975593446e-08
1974,5.906850120140916e-08,2.025205780853412e-08
1975,3.8838066984681063e-08,1.484984890609553e-08
1976,5.942067815567498e-08,3.485251370838327e-08
1977,4.7014253823363106e-08,1.880570188461661e-08
1978,3.5643548557118265e-08,1.7821774278559133e-08
1979,5.383815349091492e-08,2.8674669083628146e-08
1980,4.150160037852402e-08,2.1603572708528418e-08
1981,4.933928465788995e-08,2.4669642328944974e-08
1982,6.331652002700139e-08,2.1726258681020738e-08
1983,5.9363969739933964e-08,1.452522668810019e-08
1984,4.233276129639307e-08,2.435583495996596e-08
1985,4.8726018775369084e-08,1.9851341903631692e-08
1986,6.114375139532058e-08,1.7983455669057236e-08
1987,5.927492452428851e-08,2.0776777631681398e-08
1988,5.5767952034102564e-08,1.8589316752581908e-08
1989,5.1039535264862934e-08,2.2501300045441042e-08
1990,4.576866885486197e-08,2.8877850832831342e-08
1991,4.4547135757966316e-08,1.6998249918742658e-08
1992,4.958949872957419e-08,2.0386792698445788e-08
1993,5.594599628011565e-08,2.3264671966671813e-08
1994,6.013416253836112e-08,2.5319648377930548e-08
1995,5.097103894513566e-08,1.4640617052030791e-08
1996,5.818520421030371e-08,1.4946658577486005e-08
1997,4.411302967355368e-08,2.013855748828064e-08
1998,5.101898281623107e-08,2.0979768700080115e-08
1999,5.5756455452637965e-08,2.1936965050040058e-08
2000,4.948195453380322e-08,1.8113929911578452e-08
2001,4.600272518473503e-08,1.664860427297299e-08
2002,4.030723843584383e-08,3.285916044815096e-08
2003,5.416999826479696e-08,2.416815325645416e-08
2004,5.373845368694674e-08,2.070251881036711e-08
2005,5.4945743954704085e-08,1.621349843272668e-08
2006,5.1473623585707173e-08,1.9765871051014017e-08
2007,4.433872291542684e-08,1.5179021817246507e-08
2008,5.108927680907982e-08,1.8732735446169713e-08
2009,6.055604728771868e-08,1.7642312499788204e-08
2010,4.771030859274106e-08,1.8895172759769707e-08
2011,5.0476430146773055e-08,1.0324724075694292e-08
2012,6.468080471222493e-08,1.5999987890147338e-08
2013,7.335398777286173e-08,1.3666712317395024e-08
2014,6.82115199879263e-08,1.9055917399590783e-08
2015,6.827052345670381e-08,1.3964425171764105e-08
2016,6.400441066034546e-08,2.6720286705472773e-08
2017,5.584657003510074e-08,1.0062445376934903e-08
2018,6.221334558631497e-08,6.9699601645822895e-09
2019,6.658078177679272e-08,1.7601815560652767e-08
