year,six_DET oies_NOUN,six_DET mois_NOUN
1909,2.7504918342913243e-09,1.7922755432664417e-05
1910,5.344150677544235e-10,1.7657074181443022e-05
1911,2.128149656499545e-09,1.756787457907194e-05
1912,1.0418842455450772e-09,1.7099403407883074e-05
1913,0.0,1.7466987628722563e-05
1914,2.678697486047099e-09,1.897388438010239e-05
1915,1.1780761921542648e-09,2.2382269207810168e-05
1916,0.0,2.1525536340050166e-05
1917,7.676497326691845e-09,2.050063392289303e-05
1918,3.44591288836682e-09,2.0405546592883184e-05
1919,9.207848372660976e-10,2.1599770320790412e-05
1920,7.572231730534895e-10,2.0037639046677214e-05
1921,4.543648568500203e-09,1.97217065078803e-05
1922,2.951174193910333e-09,1.9339044683874818e-05
1923,4.246379248229459e-09,1.8581094877845317e-05
1924,1.289162443462999e-09,1.9150507228005154e-05
1925,2.1996355847875293e-09,1.8516531895329535e-05
1926,1.1146138456652466e-09,1.8631885154718475e-05
1927,2.2298449753321847e-09,1.9542361201274616e-05
1928,0.0,1.958880511665484e-05
1929,1.1140406375176326e-09,1.923056925079436e-05
1930,6.302162347537887e-09,1.927516257183015e-05
1931,5.7026783295555106e-09,1.8851914887818566e-05
1932,3.2878609834696704e-09,1.9318375620969164e-05
1933,0.0,1.798944003894576e-05
1934,0.0,1.820121758555615e-05
1935,2.393656828303392e-09,1.8023039046966005e-05
1936,3.6374143697059935e-09,1.7814842976804357e-05
1937,7.554670666820584e-09,1.8821202615981747e-05
1938,1.2965214457594243e-09,1.8142224575967703e-05
1939,1.5294050470515685e-09,1.9287326153971662e-05
1940,0.0,1.7423364170099376e-05
1941,5.9030051957620344e-09,1.694752796765897e-05
1942,1.2136847082899749e-08,1.4758405768589e-05
1943,1.1612940831184915e-08,1.3621979178424226e-05
1944,6.4263723231761105e-09,1.510518802660954e-05
1945,2.178504043826024e-09,1.7449817676151724e-05
1946,8.352662561605939e-09,1.7702076547720935e-05
1947,1.1920870957027319e-09,1.7248308381567767e-05
1948,3.2615663503321457e-09,1.5996895626813057e-05
1949,7.853606653895895e-09,1.818109967643977e-05
1950,1.0635361480382244e-09,1.6619879943391425e-05
1951,2.1322803522849654e-09,1.6521975112482323e-05
1952,6.326882129314981e-09,1.600279449576192e-05
1953,1.0773827385790469e-09,1.577180603362649e-05
1954,1.9545072227344917e-09,1.5563740589641384e-05
1955,0.0,1.5109889659470355e-05
1956,0.0,1.5379733611098345e-05
1957,0.0,1.4154614120798215e-05
1958,2.4816730892496253e-09,1.6069660432549426e-05
1959,1.5501495642666896e-09,1.5876631437095057e-05
1960,2.076250060767393e-09,1.4643791701018927e-05
1961,2.08444772553662e-09,1.4431327144848183e-05
1962,2.5367825617905737e-09,1.446283141603999e-05
1963,1.939815863494232e-09,1.3597462952930073e-05
1964,4.867174663303331e-09,1.4203632872522576e-05
1965,1.0944086747954884e-09,1.3471623617533623e-05
1966,1.1078149508847446e-09,1.3078862878046493e-05
1967,4.437302081328198e-09,1.3081166116535314e-05
1968,4.0422742653145605e-09,1.3635040374992968e-05
1969,1.3625273131978588e-09,1.4616285113788763e-05
1970,4.5987250119061684e-10,1.5295818968752428e-05
1971,6.679916619845017e-09,1.4154743780636636e-05
1972,3.0780880067027283e-09,1.3883716462714801e-05
1973,1.102640756478479e-09,1.3692041534341115e-05
1974,1.6876715580593782e-09,1.5306055558994558e-05
1975,1.1422960355389478e-09,1.4653945015652425e-05
1976,1.7140580066410394e-09,1.427410415999475e-05
1977,3.526069047854463e-09,1.3104047695833287e-05
1978,1.7821774056514528e-09,1.3194647124237235e-05
1979,1.7555920051037788e-09,1.2846837194047112e-05
1980,3.411090521154847e-09,1.2401019262142654e-05
1981,2.5302198114474095e-09,1.2527750811841543e-05
1982,2.483000915987077e-09,1.2613023500307463e-05
1983,2.5261264191556165e-09,1.2398228477650264e-05
1984,1.739702604197646e-09,1.3032111780830746e-05
1985,1.8046674155058895e-09,1.3772620206964348e-05
1986,1.7983456945813714e-09,1.3954563087281713e-05
1987,0.0,1.3259861361802905e-05
1988,2.398621523624911e-09,1.2604755681877577e-05
1989,3.292873196336643e-09,1.3595175914815627e-05
1990,2.724325487424295e-09,1.3758388604401262e-05
1991,2.344586136349136e-09,1.2928047340210469e-05
1992,3.3059665005552574e-09,1.2220504856941261e-05
1993,0.0,1.3247568062979553e-05
1994,2.6374632478010085e-09,1.3206833727963385e-05
1995,3.253470381991974e-09,1.3474790534928616e-05
1996,0.0,1.3143984688213095e-05
1997,2.8769365778558154e-09,1.2648931488001836e-05
1998,1.43043876743576e-09,1.2899696969270735e-05
1999,1.8280804647829996e-09,1.2369706041681638e-05
2000,1.3254094488601709e-09,1.221364846060169e-05
2001,1.9277332619083154e-08,1.1888856477071386e-05
2002,3.0668549366730247e-09,1.2038720797136193e-05
2003,1.2500768753476166e-09,1.244868258254428e-05
2004,1.7619165015858584e-09,1.2088068160664989e-05
2005,2.251874686720612e-09,1.1916921209831344e-05
2006,4.1178899179428186e-09,1.167051203765368e-05
2007,2.3966877371606188e-09,1.2544263597646932e-05
2008,8.514879357157668e-10,1.2614367847163521e-05
2009,4.76819250749827e-10,1.2265221300822304e-05
2010,9.447586046817946e-10,1.2781166446984571e-05
2011,1.911985902935953e-09,1.2748357448799652e-05
2012,3.744677901096338e-09,1.3311989619069209e-05
2013,3.068037435216553e-09,1.4057190355742932e-05
2014,5.4136128913029324e-09,1.5294539366550453e-05
2015,2.881548111233201e-09,1.4652450090579805e-05
2016,1.6570720351438695e-09,1.4589690294997126e-05
2017,2.0124891197959016e-09,1.4022771892996388e-05
2018,7.744400065679002e-09,1.4008587186253862e-05
2019,3.316284080678855e-09,1.4303132843451749e-05
