year,vrais_ADJ auteurs_NOUN,vrais_ADJ moteurs_NOUN
1851,8.513259075471069e-08,1.2898877521649865e-09
1852,7.096494414327026e-08,0.0
1853,4.0609137164082654e-08,5.971931837933653e-10
1854,6.33871053423718e-08,1.558699391779328e-09
1855,6.315255518529739e-08,5.306937111981824e-09
1856,5.384276846598368e-08,3.6240324075009767e-09
1857,4.637433548282388e-08,2.9289055625270066e-09
1858,4.159624467092726e-08,2.936205500958522e-09
1859,6.314294864750991e-08,5.092173349652285e-10
1860,6.545373310018476e-08,4.577183909670879e-10
1861,5.046081241744105e-08,9.431927461278633e-10
1862,6.912519273649664e-08,4.517986262886353e-10
1863,9.889349428249261e-08,1.897955925755923e-08
1864,6.32904075814622e-08,1.9178911792039344e-09
1865,8.754730629334517e-08,5.6482134525026595e-09
1866,6.519920958680814e-08,1.4596839292835284e-09
1867,4.367530337390235e-08,4.367530337390235e-09
1868,4.3964877960434023e-08,4.93987406535723e-10
1869,7.960136372275883e-08,1.953407657850903e-09
1870,6.250112960515253e-08,2.2936195165357276e-09
1871,7.434824311758348e-08,0.0
1872,7.01491345012073e-08,6.652073114565837e-09
1873,7.003625057677709e-08,2.3944017879529156e-09
1874,3.7042575229406793e-08,4.182226565063729e-09
1875,9.554950491930114e-08,2.8607636259891933e-09
1876,3.869449471949338e-08,3.02300739996042e-09
1877,7.731019735501832e-08,7.421779191219002e-09
1878,5.555961446468416e-08,5.435179861734696e-09
1879,5.803859082220697e-08,3.0546627449723474e-09
1880,6.995452395130997e-08,5.776061406947974e-09
1881,6.066081681410651e-08,2.091752326904839e-09
1882,3.0614771162618126e-08,0.0
1883,5.1186646032874705e-08,1.0742875922176154e-08
1884,4.423137056619453e-08,1.9805090900604227e-09
1885,7.348024411157894e-08,4.511945039809007e-09
1886,7.034275739670193e-08,3.2267319927115068e-09
1887,4.83140425444617e-08,1.9586774424595887e-09
1888,3.867775077992519e-08,6.340614699951175e-10
1889,6.515742256851809e-08,8.771191772893872e-09
1890,4.7191583973926754e-08,8.520702365899524e-09
1891,2.932141285327816e-08,5.736798147637501e-09
1892,5.202865338560514e-08,5.014809900671935e-09
1893,5.542574754713314e-08,1.9091091374434654e-08
1894,4.348062176973144e-08,1.8904618315218613e-08
1895,5.11582243234443e-08,1.2037228991346183e-08
1896,5.012474701970859e-08,5.897029087265082e-09
1897,5.884980680548324e-08,1.1653427112179315e-09
1898,5.6017714911149596e-08,1.584339415217073e-08
1899,3.703477347016815e-08,7.738609753005221e-09
1900,3.945200433008722e-08,5.710158568206225e-09
1901,6.42704947040329e-08,3.912117296778206e-09
1902,4.910283735171106e-08,3.928227076954727e-09
1903,5.022204874194358e-08,3.7801539676252105e-09
1904,7.094505161120424e-08,1.0749250378694342e-09
1905,4.489860216949637e-08,2.0643036169332163e-09
1906,5.96725371337925e-08,1.0288369045596824e-09
1907,4.6799875974556926e-08,5.142843484406967e-09
1908,3.3397444809679655e-08,2.9468334439286537e-09
1909,5.115914802900079e-08,7.151278680339601e-09
1910,3.5271394693836555e-08,7.481810726517324e-09
1911,3.8838731342139e-08,9.044636151145369e-09
1912,4.375913675858101e-08,7.293189607793238e-09
1913,3.712092677687906e-08,6.893886794756554e-09
1914,4.151981158884155e-08,5.357394972094198e-09
1915,2.591767689352764e-08,0.0
1916,1.648119329900055e-08,0.0
1917,3.838248474608008e-08,6.57985488317081e-09
1918,2.6418664589300533e-08,6.89182577673364e-09
1919,2.762354434082681e-08,2.762354567309444e-09
1920,3.7861159540852896e-08,2.2716695191604686e-09
1921,3.559191341651058e-08,5.300923255902035e-09
1922,3.32007097370024e-08,0.0
1923,3.503262746562541e-08,2.1231896241147297e-09
1924,4.1253198190815965e-08,2.578324886925998e-09
1925,4.179307566687385e-08,5.499089184013428e-09
1926,5.015762383209221e-08,5.57306911730393e-09
1927,5.128643598695248e-08,1.1149224876660924e-09
1928,4.227635130860108e-08,2.2852082448565625e-09
1929,4.790374674712439e-08,0.0
1930,2.6259009189288918e-08,0.0
1931,3.9918749195066994e-08,5.7026783295555106e-09
1932,3.287861005674131e-08,2.1919073223131136e-09
1933,2.6382522833046096e-08,2.2941324395731044e-09
1934,1.677421224144382e-08,5.990790086229936e-09
1935,5.744776387928141e-08,2.393656828303392e-09
1936,4.00115567344983e-08,3.6374143697059935e-09
1937,2.7700460591972842e-08,1.2591118370153254e-08
1938,1.4261735792331365e-08,5.186085783037697e-09
1939,1.8352860564618823e-08,3.058810094103137e-09
1940,4.564409294971483e-08,0.0
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,4.5513175450651033e-08,0.0
1943,3.774205836748479e-08,5.806470415592457e-09
1944,1.6065930807940276e-08,9.639558484764166e-09
1945,3.485606470121638e-08,4.357008087652048e-09
1946,1.9489545977080525e-08,0.0
1947,2.5033829231801974e-08,7.152522574216391e-09
1948,4.348755311411878e-08,6.523132700664291e-09
1949,2.1597418964347526e-08,1.9634016634739737e-09
1950,2.5524867552917385e-08,2.1270722960764488e-09
1951,2.1322803078760444e-08,2.1322803522849654e-09
1952,2.003512733494972e-08,2.1089607837865287e-09
1953,2.8011951869189033e-08,5.386913581872932e-09
1954,2.052232517257835e-08,7.818028890937967e-09
1955,2.3464020060259827e-08,9.385607846468247e-10
1956,2.9651880950609666e-08,2.616342476002842e-09
1957,3.6223653410161205e-08,3.534015080575159e-09
1958,1.7371711180658167e-08,2.4816730892496253e-09
1959,3.565343986711156e-08,2.325224457422337e-09
1960,3.3220000972278285e-08,4.152500121534786e-09
1961,2.014966149488373e-08,2.779263708063695e-09
1962,2.2831043722248978e-08,5.0735651235811474e-09
1963,2.133797494252576e-08,2.5864212993553792e-09
1964,2.7377857758636992e-08,6.6923653285755336e-09
1965,2.681301225493371e-08,3.2832261354087677e-09
1966,3.26805427164345e-08,7.754704434148607e-09
1967,4.042875145771063e-08,3.944268467392931e-09
1968,2.9643343779639508e-08,8.084548142051062e-09
1969,2.679637134406221e-08,3.1792304344691047e-09
1970,2.8971968379920554e-08,5.518470125309705e-09
1971,2.9288864888954436e-08,3.083038491169532e-09
1972,2.9241836285720524e-08,2.0520587451500205e-09
1973,2.205281468548037e-08,1.1026407342740185e-08
1974,2.3627400480563665e-08,6.1881286761433785e-09
1975,1.6563292959403952e-08,4.569184142155791e-09
1976,2.28541078839406e-08,1.085570122683066e-08
1977,3.114694280270669e-08,4.7014254711541525e-09
1978,2.673266052966028e-08,8.316828115084718e-09
1979,2.1652301285257636e-08,7.607565244427406e-09
1980,2.9562784220615868e-08,3.411090521154847e-09
1981,1.8344094243616382e-08,5.060439622894819e-09
1982,1.6139505731871395e-08,6.828252629986764e-09
1983,2.5261265079734585e-08,3.78918940668882e-09
1984,2.551563760277986e-08,9.278413592994639e-09
1985,2.3460676956688076e-08,4.812446441349039e-09
1986,2.337849314137941e-08,7.1933827783254856e-09
1987,2.688759437319277e-08,4.888653482026939e-09
1988,2.5185526553173077e-08,4.197587610832443e-09
1989,3.128229764115531e-08,3.2928733073589456e-09
1990,2.7788119860705507e-08,1.6345953479657283e-09
1991,2.1687421636329418e-08,4.10302547493302e-09
1992,3.0855687782604946e-08,7.162927584403178e-09
1993,4.2097974883859024e-08,7.200969598386564e-09
1994,3.006708115815826e-08,1.0549853435293244e-08
1995,4.229511563202948e-08,1.1929391696696712e-08
1996,2.93595068256991e-08,3.736664311304594e-09
1997,3.212579358091716e-08,1.917957792585412e-09
1998,4.338997428021685e-08,6.675381136744818e-09
1999,2.8335247842514732e-08,9.597422412355172e-09
2000,3.225163092146488e-08,1.3254094488601709e-09
2001,3.986902896713218e-08,6.571817756650944e-09
2002,3.1106672793157486e-08,3.066854992184176e-09
2003,2.8335076507346457e-08,7.083769126836614e-09
2004,2.8190664025373735e-08,7.488145215006625e-09
2005,3.693074646093919e-08,9.908249332113428e-09
2006,4.735573355674205e-08,9.471146533712727e-09
2007,3.475197019042753e-08,7.190063211481856e-09
2008,2.809910171208685e-08,9.79211112195344e-09
2009,3.766871969901331e-08,3.337734755248789e-09
2010,2.739800031292816e-08,1.1809482280966677e-08
2011,3.709252638373073e-08,9.942326961720482e-09
2012,3.097870049373341e-08,3.744677901096338e-09
2013,2.5659950608769577e-08,7.530637446961919e-09
2014,2.3819897165822113e-08,7.795602385840539e-09
2015,2.4382329405492342e-08,6.64972610309178e-09
2016,2.8998761003595774e-08,2.6927420293532123e-09
2017,2.6917041040519507e-08,9.559323110863716e-09
2018,2.4782080942920004e-08,9.551427204712581e-09
2019,2.653027308952005e-08,8.16316081397872e-09
