year,gros_ADJ effets_NOUN,gros_ADJ méfaits_NOUN
2001,1.2267393323384113e-08,0.0
2002,1.0514931148009055e-08,0.0
2003,1.4584229823810801e-08,0.0
2004,1.6297727611913615e-08,0.0
2005,1.261049931144953e-08,0.0
2006,1.1941880373456115e-08,0.0
2007,1.1583990655594789e-08,7.988958938831558e-10
2008,1.1495087548496485e-08,0.0
2009,9.059565542202108e-09,0.0
2010,9.447585824773341e-09,0.0
2011,1.6825476123472072e-08,0.0
2012,1.3617010630184723e-08,0.0
2013,1.338780020176955e-08,0.0
2014,1.2559581819004961e-08,6.496335691608124e-10
2015,1.3077794847049518e-08,1.10828768384863e-09
2016,1.2013772199281902e-08,1.4499380585064614e-09
2017,3.144514337805049e-08,5.031222660711876e-10
2018,2.1942467398616827e-08,5.162933414126769e-10
2019,4.26014956644849e-08,0.0
