year,gros_ADJ effets_NOUN,gros_ADJ méfaits_NOUN
1800,9.432493897065797e-09,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.4926814390369145e-08,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,8.00162425207418e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,1.2454987263765815e-08,0.0
1818,2.384235475716423e-09,1.1921177378582115e-09
1819,1.035105001712111e-09,0.0
1820,1.0679833017945839e-08,0.0
1821,0.0,0.0
1822,8.02049271442229e-09,0.0
1823,1.9765373782121287e-09,0.0
1824,1.6842225392110777e-09,0.0
1825,5.283265824829186e-09,0.0
1826,0.0,0.0
1827,4.608636583469661e-09,0.0
1828,1.6510142586412258e-08,0.0
1829,1.714635211591542e-09,0.0
1830,1.3567886369969528e-08,0.0
1831,1.4032085715598441e-08,0.0
1832,8.117981842303834e-09,0.0
1833,1.853380560135065e-08,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,1.344150035720304e-08,3.36037508930076e-09
1837,9.045257876039159e-09,0.0
1838,3.1560809521380406e-09,0.0
1839,1.3982950353153e-09,0.0
1840,6.369688665408546e-10,0.0
1841,0.0,0.0
1842,4.024959032733477e-09,2.0124795163667386e-09
1843,2.3627644285539873e-09,0.0
1844,1.6465684371524958e-09,0.0
1845,5.580227946389016e-10,0.0
1846,1.7563503984519002e-09,0.0
1847,1.1325769655456952e-08,1.6179670936367074e-09
1848,2.172209789819135e-08,0.0
1849,1.6758829879393033e-09,0.0
1850,4.752297222410107e-09,0.0
1851,0.0,0.0
1852,1.4974254725075298e-08,0.0
1853,1.1346670270029335e-08,0.0
1854,2.5978321716024766e-09,0.0
1855,5.306937111981824e-10,0.0
1856,6.212626857404757e-09,0.0
1857,7.322263684272912e-09,0.0
1858,4.893676019968041e-10,1.9574704079872163e-09
1859,1.018434669930457e-09,6.110608019582742e-09
1860,9.154367819341758e-10,0.0
1861,1.8863854922557266e-09,0.0
1862,4.066187830886747e-09,4.517986262886353e-10
1863,8.490855130105501e-09,4.994620828036034e-10
1864,9.589456340108882e-09,0.0
1865,8.001635798393636e-09,4.706844358715045e-10
1866,7.784980660119345e-09,9.731225825149181e-10
1867,9.220341823379385e-09,1.455843445796745e-09
1868,9.87974857480367e-09,4.93987406535723e-10
1869,6.8369265804335555e-09,4.883519144627257e-10
1870,5.734048791339319e-09,5.734048791339319e-10
1871,0.0,0.0
1872,1.8142017887967654e-09,0.0
1873,4.190203295451056e-09,1.1972008939764578e-09
1874,3.5847653734322193e-09,5.974609140757536e-10
1875,2.8607636259891933e-09,0.0
1876,2.8416270225761764e-08,1.209202959984168e-09
1877,6.184816214727107e-09,1.2369631985365004e-09
1878,1.1474268646338714e-08,0.0
1879,4.887460214320072e-09,1.832797580370027e-09
1880,1.6686399817444908e-08,1.2835692508872398e-09
1881,1.9523021421719022e-08,6.972507571312292e-10
1882,1.9966154951589488e-08,1.3310770263785798e-09
1883,2.9068958795619437e-08,1.2638677882037541e-09
1884,1.9805090900604227e-08,6.601696966868076e-10
1885,1.4824961702686323e-08,4.511945039809007e-09
1886,1.7424351739236954e-08,2.5813855497602844e-09
1887,1.8933882017790893e-08,6.528924512139156e-09
1888,1.268122939990235e-08,1.9021844099853524e-09
1889,1.628935564212952e-08,1.0650732740202784e-08
1890,1.7041404731799048e-08,6.554386478008212e-10
1891,1.3385862196457765e-08,0.0
1892,2.4447198043731078e-08,6.268512375839919e-10
1893,2.3401982574000613e-08,3.695050043717174e-09
1894,2.2685540557176864e-08,6.301539290376468e-10
1895,1.5046536461227333e-08,1.8055843487019274e-09
1896,3.774098544795379e-08,1.7691086373616827e-09
1897,4.0204323425996336e-08,1.1653427112179315e-09
1898,1.7540900287826844e-08,0.0
1899,9.39688327150634e-09,0.0
1900,1.1939421895590385e-08,5.191053142894475e-10
1901,1.4530721514915967e-08,4.470991132876634e-09
1902,1.3257766440233354e-08,0.0
1903,3.0241231741001684e-08,1.0800440541913758e-09
1904,3.0097901060344157e-08,5.374625189347171e-10
1905,3.818961857859904e-08,5.160759042333041e-10
1906,2.623534101076075e-08,0.0
1907,2.468564730406797e-08,0.0
1908,3.5361999550787004e-08,5.893666887857307e-09
1909,3.4106097501762633e-08,6.60118004702781e-09
1910,5.237267686197811e-08,0.0
1911,3.990280461607654e-08,5.320374141248863e-10
1912,3.3861237369592345e-08,6.772247651554153e-09
1913,4.454511426388308e-08,1.060597942803554e-09
1914,3.4823067096567684e-08,6.696743715117748e-10
1915,3.887651445211304e-08,0.0
1916,3.955486249651585e-08,0.0
1917,4.605898240583883e-08,0.0
1918,4.824278221349232e-08,0.0
1919,4.6960025201769895e-08,0.0
1920,2.7260034229925623e-08,0.0
1921,2.8019165654313838e-08,2.2718242842501013e-09
1922,5.2383342108441866e-08,0.0
1923,6.794206797167135e-08,2.1231896241147297e-09
1924,4.383152329978657e-08,1.289162443462999e-09
1925,3.409435223034052e-08,4.399271169575059e-09
1926,4.681378129589575e-08,4.458455382660986e-09
1927,6.801027296887696e-08,0.0
1928,2.742249805010033e-08,0.0
1929,2.8965056131369238e-08,0.0
1930,1.7856125467119455e-08,0.0
1931,5.5886246741465584e-08,0.0
1932,1.53433514782364e-08,2.1919073223131136e-09
1933,2.7529589274877253e-08,0.0
1934,3.714289675826876e-08,0.0
1935,2.6330225111337313e-08,0.0
1936,3.273672888326473e-08,0.0
1937,2.895957251780601e-08,0.0
1938,3.1116513810047763e-08,0.0
1939,3.211750509990452e-08,0.0
1940,4.564409294971483e-08,2.5357829169792012e-09
1941,2.3612020783048138e-08,0.0
1942,6.675266206457309e-08,0.0
1943,3.4838823381733164e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,3.0499055725385915e-08,0.0
1946,4.454753366189834e-08,2.7842208538686464e-09
1947,4.0530959921625254e-08,0.0
1948,3.913879709216417e-08,0.0
1949,2.7487622844546422e-08,4.908504269707237e-09
1950,3.616023036556726e-08,1.0635361480382244e-09
1951,2.6653504292539765e-08,0.0
1952,3.1634410646574906e-08,3.1634410646574906e-09
1953,2.3702419582605216e-08,1.0773827385790469e-09
1954,3.127211556375187e-08,0.0
1955,4.5050917663047585e-08,2.815682353940474e-09
1956,2.8779767902165077e-08,0.0
1957,2.9155623693100097e-08,2.6505113659425206e-09
1958,3.887954491688106e-08,0.0
1959,2.1702094343822864e-08,0.0
1960,2.0070416439921246e-08,0.0
1961,2.987708569435199e-08,6.948159270159238e-10
1962,2.3465238641051656e-08,6.341956404476434e-10
1963,2.4571003010009917e-08,0.0
1964,2.068549243006146e-08,0.0
1965,2.7360217202954118e-08,0.0
1966,2.326411419062424e-08,0.0
1967,2.415864486238206e-08,4.930335584241163e-10
1968,6.737123925404376e-08,8.982831700699023e-10
1969,2.5888018839737015e-08,0.0
1970,2.483311511980446e-08,0.0
1971,2.2608949379332444e-08,5.138397485282553e-10
1972,2.7189777540570503e-08,5.130146862875051e-10
1973,2.3706776985932265e-08,0.0
1974,1.2938814464291681e-08,0.0
1975,9.709516746170266e-09,0.0
1976,2.399681342524218e-08,0.0
1977,2.4682483612537e-08,0.0
1978,2.0198010375338527e-08,0.0
1979,2.3993090181306798e-08,0.0
1980,2.5014662341504845e-08,5.685150683554241e-10
1981,2.5934753011824796e-08,0.0
1982,1.924325765401136e-08,1.2415004579935385e-09
1983,2.273513821648976e-08,6.315316047889041e-10
1984,2.551563760277986e-08,0.0
1985,1.7445119127046382e-08,0.0
1986,2.038125046510686e-08,5.994485463567401e-10
1987,1.8332450224534114e-08,0.0
1988,1.3192418713003917e-08,1.798966087207532e-09
1989,1.2622680678475717e-08,5.488122178931576e-10
1990,2.397406362319998e-08,5.44865097484859e-10
1991,2.6962739596569918e-08,5.861465202094962e-10
1992,1.928480486412809e-08,5.509944167592096e-10
1993,2.1048988330107932e-08,0.0
1994,1.6879765141197822e-08,0.0
1995,1.7894087989134277e-08,5.422450821690461e-10
1996,1.5480466686312866e-08,0.0
1997,1.3905194329311144e-08,1.917957792585412e-09
1998,1.1920323395031573e-08,4.768129224785866e-10
1999,1.4624643718263997e-08,0.0
2000,1.899753598877396e-08,4.4180314962005696e-10
