year,ses_DET eaux_NOUN,ses_DET maux_NOUN
1800,7.29131750176748e-06,2.9743796190473404e-06
1801,6.350613830363727e-06,3.343180338788443e-06
1802,9.786074770090636e-06,3.267246540872293e-06
1803,7.477600348693159e-06,3.1478475257529226e-06
1804,9.55370396127364e-06,4.256527443402547e-06
1805,6.604005093890919e-06,4.167658602227675e-06
1806,6.0025169261734845e-06,4.002638306133122e-06
1807,7.222724946132075e-06,2.9038941420367337e-06
1808,6.415255626279759e-06,2.5402689045606053e-06
1809,6.250737442314858e-06,2.6204754846048672e-06
1810,6.056247940477988e-06,3.5172105903313877e-06
1811,6.232593023014488e-06,2.9257586078301756e-06
1812,7.428174882306848e-06,3.0939616131320236e-06
1813,6.306501518338337e-06,3.2409609431738318e-06
1814,5.210897285223837e-06,3.908172999445014e-06
1815,4.34252993386508e-06,3.0721376074183127e-06
1816,5.0037069598829476e-06,3.098636355503004e-06
1817,4.376371066427964e-06,3.0141068805278337e-06
1818,5.666135464821309e-06,2.954067834792795e-06
1819,4.332949657737117e-06,3.3175114921846216e-06
1820,5.325676738721086e-06,3.6631828024269453e-06
1821,4.665470214604284e-06,3.395310418596864e-06
1822,5.791798173504503e-06,3.371614724301253e-06
1823,4.699217583947757e-06,3.1664128528063884e-06
1824,4.559190628583565e-06,3.6699208578738762e-06
1825,5.242760593660023e-06,2.987686869460049e-06
1826,6.053727787502794e-06,3.2025830538628952e-06
1827,4.123807855194173e-06,2.1549984889901452e-06
1828,4.8539817782966566e-06,2.257303279407097e-06
1829,5.31022510585899e-06,2.0755660079530003e-06
1830,5.133879398044883e-06,2.167730720259442e-06
1831,5.466277002597053e-06,2.1094901434537405e-06
1832,5.0480313689149625e-06,2.0754972993586307e-06
1833,7.221234170629032e-06,2.7036189322870996e-06
1834,5.709932622721681e-06,2.4437800938414966e-06
1835,5.971057817077963e-06,2.2651448432498e-06
1836,5.223366983386768e-06,2.256155877233823e-06
1837,5.070911015536694e-06,1.9085495175374945e-06
1838,5.344507485460781e-06,2.129092154135037e-06
1839,4.167618499195669e-06,2.010049142242565e-06
1840,4.895742691246596e-06,2.12301717006369e-06
1841,4.443019719246877e-06,1.9178178032319693e-06
1842,4.607236263609593e-06,2.0882828319912505e-06
1843,4.280147635427056e-06,1.9557783303980614e-06
1844,3.849127978128308e-06,2.2009130713485092e-06
1845,4.2560396451563065e-06,1.9447094512514695e-06
1846,4.042533049641861e-06,1.7089288952831794e-06
1847,3.7757957898065797e-06,1.7021013363205384e-06
1848,4.015369981402728e-06,1.501238319878695e-06
1849,3.980222174959636e-06,1.6599620771273749e-06
1850,3.942370099707659e-06,1.5254874261572127e-06
1851,4.119901419130656e-06,1.4459642194708522e-06
1852,4.3275595658087695e-06,1.6367511492809683e-06
1853,4.1289937087185535e-06,1.5341893266906936e-06
1854,4.1461400144271465e-06,2.0034482446362745e-06
1855,4.2359970109373535e-06,1.8919231301595119e-06
1856,4.155729655508367e-06,2.002019176217118e-06
1857,4.142448688071454e-06,1.6460448470922984e-06
1858,3.978558709150093e-06,1.6530838102823964e-06
1859,4.140446108635842e-06,1.547002252966223e-06
1860,3.826067924705967e-06,1.6734184944411368e-06
1861,4.2778507634011476e-06,1.670865908742769e-06
1862,4.4524755082875345e-06,2.0245095857518436e-06
1863,3.770439263917069e-06,1.8405177328872924e-06
1864,4.161344378417198e-06,1.5851370047670343e-06
1865,3.77018224639869e-06,1.5170159031185904e-06
1866,3.763064995609966e-06,1.424651456360948e-06
1867,3.5808896683420244e-06,1.2801716504640126e-06
1868,3.7473885186045663e-06,1.2458362634859554e-06
1869,3.711474647616342e-06,1.4704276338761701e-06
1870,3.5453623326020534e-06,1.3302993444597178e-06
1871,3.5092370609390855e-06,1.0175088238639773e-06
1872,3.4149324648069523e-06,1.1000110196057733e-06
1873,3.577834775114752e-06,1.0044515832419165e-06
1874,3.416281614931904e-06,9.56534941920495e-07
1875,3.694962131817192e-06,1.0653483051292767e-06
1876,4.102220998447592e-06,1.0169396489345672e-06
1877,4.404207629704615e-06,1.1862477471424882e-06
1878,3.4531508958934864e-06,1.0652951978329384e-06
1879,3.714469713145263e-06,1.0636334777380796e-06
1880,3.897558059406947e-06,1.0069601072970613e-06
1881,4.195357604430683e-06,8.959671982111672e-07
1882,3.5526445998357303e-06,1.181330837596306e-06
1883,3.6816469730638346e-06,8.543746496947335e-07
1884,3.677145201663734e-06,8.780257054752383e-07
1885,3.5670148719191275e-06,7.509165573793553e-07
1886,3.4713181236156743e-06,8.202352645980682e-07
1887,3.410710263551664e-06,8.017519599334832e-07
1888,3.1373361650821607e-06,8.737367220845726e-07
1889,3.5454407765200813e-06,9.241076597277242e-07
1890,3.3938612631345677e-06,8.173319976378934e-07
1891,2.7708734151588033e-06,8.127130328716703e-07
1892,3.497203081792577e-06,7.666390366978248e-07
1893,3.103226063672082e-06,7.30388194813969e-07
1894,3.398420233224897e-06,7.334991614094122e-07
1895,3.113429173140503e-06,7.246411675154718e-07
1896,3.1112725480397785e-06,7.518711671039569e-07
1897,2.7851690589386635e-06,6.823081779572249e-07
1898,2.899906910158734e-06,7.112552005139605e-07
1899,2.7765027112991447e-06,7.722027106638052e-07
1900,2.951113614813039e-06,6.504389808981159e-07
1901,2.8262253195521225e-06,6.77355136424751e-07
1902,2.4242071816615862e-06,5.784314378587396e-07
1903,3.0840658098441054e-06,6.707073612055581e-07
1904,2.8206032425259764e-06,6.798901077686992e-07
1905,2.8337727684402125e-06,7.199258824641674e-07
1906,2.9260121863217137e-06,7.330462858945452e-07
1907,2.5642215888410647e-06,8.197692196176831e-07
1908,2.8972284695782946e-06,7.828753965100077e-07
1909,2.320314870019047e-06,7.354814988147496e-07
1910,2.7249824228192665e-06,7.556628915939001e-07
1911,2.569208696456826e-06,7.677300022379541e-07
1912,2.618776001384049e-06,8.017299082396789e-07
1913,2.3577093415383388e-06,7.524942455816586e-07
1914,2.5983365787851653e-06,7.419992180679458e-07
1915,2.2100709529127016e-06,5.183535267683226e-07
1916,2.2831945756252026e-06,5.559656068854224e-07
1917,2.443319353062634e-06,5.176152066965756e-07
1918,2.103155537724888e-06,6.168183999122334e-07
1919,2.2982788436820556e-06,6.261337031077119e-07
1920,2.448859746095877e-06,6.602986317716386e-07
1921,2.3513379758810515e-06,6.202080182760028e-07
1922,2.1145162705238363e-06,6.831968129006327e-07
1923,2.1221280803729314e-06,8.131816215950494e-07
1924,2.1902869633549926e-06,6.652078208269074e-07
1925,2.725348473120448e-06,7.632735670171087e-07
1926,1.9550327365891462e-06,7.233843719589572e-07
1927,2.1863631118890225e-06,7.124354688414769e-07
1928,2.4554561974809985e-06,7.838264322046484e-07
1929,2.4709420358703937e-06,6.294329608635962e-07
1930,2.214159593449949e-06,6.386190696261451e-07
1931,2.197812243309727e-06,6.272945931584673e-07
1932,2.552476132677839e-06,6.466126531989858e-07
1933,1.956894983834445e-06,6.423571008440376e-07
1934,2.2213849817376286e-06,6.314292768649921e-07
1935,2.008278102039185e-06,6.438937019126456e-07
1936,2.0769636392969915e-06,6.050232350673923e-07
1937,1.9440685932181623e-06,4.709078296194491e-07
1938,2.1094404232258057e-06,4.797129218303553e-07
1939,1.858227179241112e-06,5.58232826186611e-07
1940,2.0260905699842624e-06,4.209399770971345e-07
1941,1.7000654892740386e-06,5.607854696165759e-07
1942,1.8387323379442932e-06,7.524845293538363e-07
1943,1.6577472834455875e-06,8.012929146872239e-07
1944,1.783318339221296e-06,6.137185462051775e-07
1945,1.8735134901248784e-06,4.70556875242778e-07
1946,1.7234327032156216e-06,6.15312796270473e-07
1947,1.5330240614730428e-06,6.329982760178154e-07
1948,1.5677261941959841e-06,6.392670082178142e-07
1949,1.8554145384541698e-06,5.340452489122072e-07
1950,1.976050256757844e-06,5.817542776398454e-07
1951,1.6365252193395463e-06,6.514116206446374e-07
1952,1.5732847913341175e-06,4.3760937273873424e-07
1953,1.616074058574668e-06,4.6004243969832714e-07
1954,1.5655602823017034e-06,4.1240101822381803e-07
1955,1.4294280532567427e-06,4.5332486564575447e-07
1956,1.5654448972668433e-06,5.738511239528066e-07
1957,1.4162565378228464e-06,5.115486816364978e-07
1958,1.6072968875846527e-06,4.756540032957446e-07
1959,1.2881742819104147e-06,5.169749011102454e-07
1960,1.353022931027681e-06,4.948396030712843e-07
1961,1.3423843441273675e-06,5.0165711584782e-07
1962,1.3108823324614605e-06,6.07559417886705e-07
1963,1.252474504553902e-06,5.282765425107527e-07
1964,1.482663080309976e-06,6.284739404449624e-07
1965,1.319309681946379e-06,5.948111319042937e-07
1966,1.3615045659776115e-06,5.993278904270483e-07
1967,1.3188647791650965e-06,7.518761560021403e-07
1968,1.6663153132867592e-06,7.451258756674406e-07
1969,1.4615376286997162e-06,5.990578797465673e-07
1970,1.5516098272883028e-06,5.730011247706557e-07
1971,1.2311600414705026e-06,6.150661580051064e-07
1972,1.3800095075566787e-06,5.915059118066779e-07
1973,1.226687846411778e-06,4.498774304195763e-07
1974,1.2229992556456182e-06,4.0222837061065775e-07
1975,1.2930791015719478e-06,4.209360966456188e-07
1976,1.1124236749537886e-06,4.730800151619974e-07
1977,1.1160008810406907e-06,3.943320536770045e-07
1978,1.3057420282791554e-06,4.930690571391949e-07
1979,1.1212380819358714e-06,5.108772889172997e-07
1980,1.391156338570454e-06,4.536750326522565e-07
1981,1.22019844894794e-06,4.0357006247937477e-07
1982,1.0589999241972237e-06,4.3576666364231187e-07
1983,1.0496054976272262e-06,4.414406018504735e-07
1984,1.101811591297519e-06,4.604412628950172e-07
