year,ses_DET eaux_NOUN,ses_DET maux_NOUN
1985,1.1940882806982245e-06,3.946205966443017e-07
1986,9.878912443639365e-07,4.459897282593772e-07
1987,1.0467829305582654e-06,4.680885572483362e-07
1988,9.50453763692849e-07,4.1915910697909453e-07
1989,1.2298881983952015e-06,4.83503556303333e-07
1990,1.0777432066788606e-06,5.13262937928971e-07
1991,1.041582315508549e-06,4.683310681485864e-07
1992,1.056807288790651e-06,4.1655177085431205e-07
1993,1.1050718882188448e-06,5.43950187115172e-07
1994,1.2522676300363855e-06,4.6419354671201063e-07
1995,1.0329769111194764e-06,5.362804031960877e-07
1996,1.050002737201794e-06,4.628125980232767e-07
1997,1.0798102181297509e-06,4.3297898189020856e-07
1998,9.397982623227108e-07,5.340304896073178e-07
1999,1.1420932963801533e-06,5.379126610804974e-07
2000,9.98033311105928e-07,4.775892179509356e-07
2001,1.0506145642352749e-06,4.920100984406872e-07
2002,1.0339682354754132e-06,5.480908171762167e-07
2003,1.0467310360695592e-06,5.112814465135784e-07
2004,9.373395570833054e-07,4.845270353825981e-07
2005,9.782144125836112e-07,5.354958421133205e-07
2006,1.122124949404224e-06,5.732103005584577e-07
2007,1.0421596847720593e-06,5.296679823629802e-07
2008,1.1908058326071114e-06,5.326056822241299e-07
2009,1.2955178974038972e-06,5.683685628810053e-07
2010,1.2584184929664843e-06,5.772475066834204e-07
2011,1.4829362982027305e-06,5.158538307625804e-07
2012,1.6663816495565698e-06,6.546377733229747e-07
2013,1.2525960357834265e-06,6.242061623140671e-07
2014,1.4077558816438795e-06,7.070178433821184e-07
2015,1.7109745584775737e-06,7.319131754002228e-07
2016,2.066575945036675e-06,9.190536029990426e-07
2017,1.3310100044350293e-06,6.148154092500135e-07
2018,1.5052531807668856e-06,7.158407004936862e-07
2019,1.4831442882723422e-06,7.188683497361126e-07
