year,quelques_DET ondes_NOUN,quelques_DET mondes_NOUN
1968,1.2575964603023237e-08,4.4914158503495116e-10
1969,8.629339909305145e-09,0.0
1970,1.1036939723263473e-08,9.197450023812337e-10
1971,1.1818314327172175e-08,5.652237122788506e-09
1972,1.128632298730281e-08,3.078088173236182e-09
1973,1.0475087464101307e-08,2.205281512956958e-09
1974,6.1881286761433785e-09,1.1251143350321513e-09
1975,5.711480177694739e-09,0.0
1976,8.570290255249802e-09,5.713526873840635e-10
1977,7.052138428775834e-09,0.0
1978,3.5643548113029055e-09,2.970295565063452e-09
1979,1.7555920051037788e-09,1.7555920051037788e-09
1980,7.95921106799824e-09,7.390696055153967e-09
1981,5.060439622894819e-09,3.1627747087981106e-09
1982,1.179425412889401e-08,3.1037510339615437e-09
1983,5.68378455412244e-09,3.78918940668882e-09
1984,2.3196033982486597e-09,4.639206796497319e-09
1985,7.218669662023558e-09,1.8046674155058895e-09
1986,2.997242676272549e-09,6.593934065435292e-09
1987,9.166225112267057e-09,1.8332451112712533e-09
1988,4.1975875553212916e-09,0.0
1989,3.2928733073589456e-09,2.744061089465788e-09
1990,1.1442166825137434e-08,1.6345953479657283e-09
1991,5.275318681885466e-09,5.861465202094962e-10
1992,3.856960972825618e-09,2.7549720282848966e-09
1993,5.539207592608619e-09,4.4313659408601325e-09
1994,4.747434001473039e-09,1.5824779819872958e-09
1995,7.0491861237087505e-09,5.422450821690461e-10
1996,5.871901409548741e-09,5.338092190498855e-10
1997,5.274384040632185e-09,5.753873488778538e-09
1998,5.721755180765342e-09,3.814503490850996e-09
1999,1.3710603763428253e-09,4.570201161957499e-10
2000,6.1852442057031e-09,8.836062992401139e-10
2001,6.571817756650944e-09,1.7524847129024579e-09
2002,5.257465574004527e-09,0.0
2003,5.0003075569016175e-09,3.7502307925763034e-09
2004,2.2023955992267474e-09,1.7619165015858584e-09
2005,4.053374524914943e-09,1.3511248786457486e-09
2006,6.1768350434476815e-09,2.4707338397433887e-09
2007,3.994479552682506e-09,4.393927444112933e-09
2008,3.8316958494988285e-09,3.405951826129794e-09
2009,4.76819250749827e-09,1.430457752249481e-09
2010,4.251413721068076e-09,1.8895172093635892e-09
2011,9.55992968121322e-09,3.4415748029203996e-09
2012,9.872332784599536e-09,3.4042526575461807e-09
2013,6.972812438554854e-09,5.5782499175371925e-09
2014,5.197068386753045e-09,6.9294243676409906e-09
2015,7.093041182182347e-09,4.654808205550864e-09
2016,8.906762549720781e-09,6.214020242811813e-09
2017,1.2829617923593162e-08,5.0312226884674516e-09
2018,8.518840077798018e-09,3.3559067191824e-09
2019,1.0714148734880524e-08,7.142765823253683e-09
