year,rares_ADJ eaux_NOUN,rares_ADJ mots_NOUN
1972,2.0520587451500205e-09,3.5911028817281476e-08
1973,3.3079223804577396e-09,3.528450420731133e-08
1974,3.937900228123681e-09,3.31908722728258e-08
1975,2.2845920710778955e-09,3.255543745694922e-08
1976,2.285410749536254e-09,4.399415587386102e-08
1977,5.876781838942691e-10,2.703319701424789e-08
1978,7.128709622605811e-09,3.26732525479656e-08
1979,3.5111840102075575e-09,2.984506508596496e-08
1980,4.548120546843393e-09,2.9562784220615868e-08
1981,3.1627747087981106e-09,3.795329561739891e-08
1982,5.586751949948621e-09,3.1658260013500694e-08
1983,1.89459470334441e-09,2.841892232652299e-08
1984,1.1598016991243298e-09,2.609553817478627e-08
1985,3.609334831011779e-09,2.7671566371623157e-08
1986,2.997242676272549e-09,3.2370220282018636e-08
1987,3.0554083707556856e-09,3.238733015109574e-08
1988,2.99827696004229e-09,4.3175187869337606e-08
1989,2.1952488715726304e-09,2.798942233539492e-08
1990,1.6345953479657283e-09,3.8140555602694803e-08
1991,4.10302547493302e-09,3.57549367890897e-08
1992,5.509944167592096e-10,3.7467621893938485e-08
1993,5.539207426075166e-10,3.877445209354846e-08
1994,7.384897138251745e-09,2.6902124972139063e-08
1995,3.253470381991974e-09,2.982347879765257e-08
1996,4.804283193493575e-09,3.4163790019192675e-08
1997,2.876936688878118e-09,3.7400177177460137e-08
1998,1.9072516899143466e-09,4.4343600791307836e-08
1999,3.1991407301035224e-09,4.067479153491149e-08
2000,2.6508188977203417e-09,3.932047931698435e-08
2001,4.3812117822561447e-10,4.249775287235025e-08
2002,2.1906108038649563e-09,3.5926017716292336e-08
2003,1.2500769308587678e-09,3.958576755280774e-08
2004,2.642874807889939e-09,2.8631143678126136e-08
2005,1.8014998381943315e-09,3.2877373712381086e-08
2006,5.353256948836815e-09,4.4473210891737835e-08
2007,1.997239706952314e-09,3.1955835311237024e-08
2008,4.257439734089985e-09,4.257439556454301e-08
2009,4.76819250749827e-09,4.6251468432956244e-08
2010,3.3066551718974324e-09,4.109699958121382e-08
2011,1.529588788962144e-09,4.971163392042399e-08
2012,2.0425516833455504e-09,4.765953676155732e-08
2013,5.578250084070646e-10,5.606141328939884e-08
2014,2.5985342766432495e-09,5.3919585241146706e-08
2015,1.5516027351836215e-09,5.253283674733211e-08
2016,2.899876117012923e-09,4.805508879712761e-08
2017,1.0062445321423752e-09,4.930598151986487e-08
2018,2.0651733656507076e-09,4.2594201943302323e-08
2019,2.04079020349468e-09,4.61728788536675e-08
