year,ses_DET amants_NOUN,ses_DET mamans_NOUN
1974,2.559635210452882e-07,5.625571675160757e-10
1975,2.712953008909835e-07,5.711480177694739e-10
1976,2.976747395244672e-07,0.0
1977,3.202846015071259e-07,0.0
1978,3.308909350963063e-07,0.0
1979,2.966950436444904e-07,0.0
1980,3.354239037633988e-07,1.1370301367108482e-09
1981,3.8016552394992686e-07,0.0
1982,3.165826294448948e-07,6.207502289967692e-10
1983,3.833396737817907e-07,1.89459470334441e-09
1984,3.2938367233725785e-07,5.799008495621649e-10
1985,3.825894854259104e-07,2.4062232206745193e-09
1986,4.286057118108033e-07,2.997242676272549e-09
1987,3.709265712359411e-07,6.110816852533674e-10
1988,3.3880529226593126e-07,0.0
1989,3.7813162556687985e-07,0.0
1990,3.2147040407437544e-07,1.089730194969718e-09
1991,3.874428484706982e-07,3.5168792322792797e-09
1992,3.9120602934872295e-07,1.1019888335184191e-09
1993,4.021464539150088e-07,0.0
1994,3.7029985744396754e-07,5.274926606624319e-10
1995,3.9204319834951207e-07,2.1689803286761844e-09
1996,3.5284788912903764e-07,2.6690460952494277e-09
1997,3.8742747676678846e-07,4.315404922294874e-09
1998,3.795430965070068e-07,1.9072516899143466e-09
1999,3.633310052819638e-07,9.140402323914998e-10
2000,3.9187940803486754e-07,1.4137700787841823e-08
2001,4.197200826894232e-07,1.7524847129024579e-09
2002,4.604663761398342e-07,5.6955880012310445e-09
2003,4.379435951662458e-07,1.2500769308587678e-09
2004,4.4312200930818335e-07,8.809582507929292e-10
2005,4.1389458793616996e-07,4.5037495954858286e-10
2006,4.3937885774170127e-07,4.117890028965121e-09
2007,4.593651441453517e-07,1.0385647009059085e-08
2008,4.874768499973925e-07,5.108927503272298e-09
2009,4.882629180968934e-07,0.0
2010,5.347333598137993e-07,6.613310343794865e-09
2011,5.300025067711545e-07,3.4415748029203996e-09
2012,6.403399339660609e-07,6.468080293586809e-09
2013,5.979884267759417e-07,5.578249862026041e-09
2014,8.081441595919614e-07,4.7639794331644225e-09
2015,6.691841374362184e-07,7.536356427806368e-09
2016,6.402512191527876e-07,4.971216327476213e-09
2017,6.190919226156666e-07,1.2578056818313144e-08
2018,6.402037620034662e-07,9.551427204712581e-09
2019,6.39277512703984e-07,9.693753355577428e-09
