year,deux_DET âges_NOUN,deux_DET ages_NOUN,deux_DET mages_NOUN
1800,1.0690159513160324e-07,0.0,0.0
1801,1.0000967165524344e-07,0.0,4.7623651688866175e-09
1802,1.0070280609397742e-07,0.0,4.0281122437590966e-08
1803,1.677291692203653e-07,3.900678446910888e-09,1.950339223455444e-09
1804,1.5819846055364906e-07,2.4718509461507665e-09,2.4718509461507665e-09
1805,2.4164461365216994e-07,0.0,0.0
1806,1.2679343797117326e-07,2.5935023018064385e-08,0.0
1807,1.224190668835945e-07,2.8469551160981155e-09,1.1387820908481672e-08
1808,1.0197332755979005e-07,2.2660739951163578e-09,0.0
1809,1.6490922405409947e-07,2.259030518203531e-09,1.8072244145628247e-08
1810,2.340126741273707e-07,9.360507036149102e-09,0.0
1811,1.6045291317823285e-07,0.0,9.02547649950236e-08
1812,1.3069320203840107e-07,2.6672082320544632e-09,5.3344164641089264e-09
1813,1.6679301495514665e-07,0.0,0.0
1814,2.0138733702879108e-07,2.2026739099345605e-08,6.293354282149721e-09
1815,1.1058616422587875e-07,2.697223555614414e-09,2.697223555614414e-09
1816,7.416332437060191e-08,0.0,2.3176038865813098e-09
1817,9.029865566390072e-08,0.0,9.341240669868967e-09
1818,1.1325118265403944e-07,3.5763532135746345e-09,8.344824387052086e-09
1819,8.591371347677068e-08,1.035105001712111e-09,2.3807414706311647e-08
1820,8.42520151422832e-08,1.1866481131050932e-09,0.0
1821,1.203101618330038e-07,0.0,9.861488514673056e-09
1822,8.922798144794797e-08,1.0025615893027862e-09,3.909990198280866e-08
1823,1.6108778955192804e-07,1.9765373782121287e-09,2.9648061783404955e-09
1824,8.589535305247864e-08,2.5263338088166165e-09,3.3684450784221553e-09
1825,1.4088708999437927e-07,8.805443041381977e-10,8.805443041381977e-10
1826,8.896063974361823e-08,5.2847906051312066e-09,2.554315514657901e-08
1827,9.770309361556428e-08,0.0,1.2904182056239222e-08
1828,1.403362119845042e-07,3.668920500743411e-09,6.420610709767516e-09
1829,1.4574398754518825e-07,0.0,2.3147574523818548e-08
1830,1.586399023256746e-07,0.0,5.218417697960831e-09
1831,1.4967557149248023e-07,3.1182412207897414e-09,3.1182412207897414e-09
1832,2.1242051673198148e-07,1.3529969367098715e-09,2.705993873419743e-09
1833,2.3514765246090974e-07,1.1583628500844156e-09,3.4750886612755494e-09
1834,1.9135788198454406e-07,8.401078055442213e-09,9.334531370086552e-09
1835,1.5428700095299064e-07,3.025235173481633e-09,3.781543966852041e-09
1836,1.411357573033456e-07,1.3441500135158435e-09,8.736974699274924e-09
1837,1.2524203940600387e-07,0.0,2.087367279024477e-09
1838,1.2813688954338431e-07,1.8936485712828244e-09,8.2058102535143e-09
1839,1.3493547612597467e-07,2.09744255297295e-09,3.4957374772659477e-09
1840,1.2420892669950945e-07,1.910906599622564e-09,2.547875410652267e-09
1841,1.6436603900160662e-07,1.2841097074556274e-09,3.2102742686390684e-09
1842,1.663649680239132e-07,6.708265054555795e-09,3.3541325272778977e-09
1843,1.7957009390556777e-07,1.7720733214154905e-09,5.906911182407271e-09
1844,1.2568804663715127e-07,1.097712254427563e-09,7.683985892015244e-09
1845,1.5624638649569533e-07,1.6740683839167048e-09,5.022205318283568e-09
1846,1.2938448024080174e-07,2.3418005312692003e-09,7.025401593807601e-09
1847,1.4292043104546792e-07,5.393223645455691e-10,9.707802561820245e-09
1848,1.7619036085658735e-07,4.022610855525244e-09,2.4135665133151463e-09
1849,2.4132714004920786e-07,2.513824481908955e-09,8.379414939696517e-10
1850,1.690460056380516e-07,1.3577992064028876e-09,2.7155984128057753e-09
1851,1.2060450194084638e-07,1.2898877521649865e-09,4.514607132577453e-09
1852,1.738315613675212e-07,5.859490892490271e-09,9.114763832585027e-09
1853,2.3768288670567017e-07,2.9859659189668264e-09,1.1943863675867306e-09
1854,1.5742863013201713e-07,1.5586993362681767e-09,2.5978321716024766e-09
1855,1.459407634740728e-07,1.5920811335945473e-09,8.491099379170919e-09
1856,1.5842199729831918e-07,2.588594560926083e-09,5.6949079896284616e-09
1857,2.0502338271555232e-07,2.4407544874094356e-09,1.4644527812635033e-09
1858,1.8498095322172503e-07,3.91494070495213e-09,2.397901255335455e-08
1859,1.3443337820717716e-07,4.073738679721828e-09,8.14747758148826e-09
1860,1.6111687370368166e-07,2.746310373558103e-09,8.238930870874128e-09
1861,2.2353668294172735e-07,6.130753016364565e-09,5.187559992680946e-09
1862,2.0240578013641652e-07,5.873382169507835e-09,7.680576674662376e-09
1863,2.0328106931088996e-07,1.4983862484108101e-09,2.9967724968216203e-09
1864,2.1144750617096975e-07,4.794727948009836e-09,1.4384183844029508e-09
1865,2.0568909508966726e-07,3.765475486972036e-09,3.765475486972036e-09
1866,2.2333162874588197e-07,1.1677471267734774e-08,9.731225825149181e-10
1867,1.848921122871161e-07,6.79393608038481e-09,4.367530337390235e-09
1868,1.6350983722546175e-07,1.975949626142892e-09,5.9278488784286765e-09
1869,1.7287657827491643e-07,1.4650557433881772e-09,1.8069020613076248e-08
1870,1.9151723407162535e-07,2.8670243956696595e-09,4.013834153937523e-09
1871,8.709365162395954e-08,8.496941816815706e-09,1.0621177271019633e-09
1872,2.3282256056411654e-07,3.628403577593531e-09,3.628403577593531e-09
1873,1.9873534995440423e-07,1.1972008939764578e-09,0.0
1874,1.899925767823163e-07,1.1949218281515073e-09,4.779687312606029e-09
1875,1.773673403704379e-07,3.4329162845736505e-09,5.721527251978387e-09
1876,2.097967111147625e-07,2.418405919968336e-09,7.859819239897092e-09
1877,1.5400191566428134e-07,3.710889595609501e-09,7.421779191219002e-09
1878,1.7513356892484566e-07,4.22736201599605e-09,3.563062167533104e-08
1879,2.2787783393596328e-07,3.665595160740054e-09,2.0771705910860305e-08
1880,1.6172973005268432e-07,1.2835692508872398e-09,6.417846254436199e-09
1881,1.3526664588425774e-07,1.3945015142624584e-09,6.972507682334594e-09
1882,1.7969539878315288e-07,2.6621540527571597e-09,6.655385131892899e-09
1883,1.7188602297046884e-07,1.895801682305631e-09,7.58320695126713e-09
1884,1.967305669481334e-07,2.6406787867472303e-09,5.941527270181268e-09
1885,1.6823108794916664e-07,7.734762830224895e-09,9.668453482269967e-09
1886,1.7617956871163187e-07,0.0,9.034849424160996e-09
1887,1.7628096316002484e-07,4.570247291724172e-09,7.181817029966453e-09
1888,1.5471100311970076e-07,3.804368819970705e-09,1.1413106459912115e-08
1889,2.0925556043493998e-07,3.759082101151279e-09,1.2530273485467092e-09
1890,1.9400984285766754e-07,2.6217545912032847e-09,1.1142457290169716e-08
1891,1.7146652453448041e-07,3.1871099093194744e-09,1.0836174180184344e-08
1892,1.5107114847978664e-07,5.014809900671935e-09,1.002961980134387e-08
1893,1.6381388001640573e-07,2.463366621796581e-09,2.463366621796581e-09
1894,1.7014156328265528e-07,5.041231432301174e-09,3.780923574225881e-09
1895,1.5467839586946752e-07,1.8055843487019274e-09,1.8055843487019274e-09
1896,1.521433425910601e-07,1.769108692872834e-09,1.7691086373616827e-09
1897,1.1536892685626299e-07,1.7480140668268973e-09,2.9133566670225264e-09
1898,1.1825961931943851e-07,4.526683805572418e-09,4.52668391659472e-09
1899,1.564304668022487e-07,4.9748205555033564e-09,5.527578395003729e-09
1900,1.3237185214620695e-07,3.114631885736685e-09,1.1939422006612688e-08
1901,1.3860072223259579e-07,2.235495621949468e-09,2.794369458047896e-09
1902,1.19810921017649e-07,9.820567692386817e-10,1.0311596465584216e-08
1903,1.1610473249490383e-07,3.7801541896698154e-09,1.1340462791054051e-08
1904,1.3920279684498382e-07,9.674325340824907e-09,4.299700151477737e-09
1905,1.429530314123184e-07,2.0643036724443675e-09,9.289366442732927e-09
1906,1.3529205489248852e-07,8.230695014432854e-09,7.201858220895474e-09
1907,1.4502817857753314e-07,3.0857059130084963e-09,6.68569621886661e-09
1908,1.6404039593354014e-07,2.4556945366072114e-09,4.4202501658929805e-09
1909,1.7108058880666022e-07,2.2003934230241384e-09,9.901770681164379e-09
1910,1.453608944324003e-07,4.809735609789811e-09,7.481811059584231e-09
1911,1.2236860458259002e-07,1.0640748282497725e-09,3.19222459577162e-09
1912,1.3596589587550056e-07,2.0837684910901544e-09,9.897900277167082e-09
1913,1.2408996097335034e-07,1.060597942803554e-09,5.302989658506618e-09
1914,1.6072184350068852e-07,6.027069177072519e-09,5.357394972094198e-09
1915,6.950649833470379e-08,1.1780761921542648e-09,0.0
1916,9.668966782783173e-08,1.0987462051303964e-09,5.493731025651982e-09
1917,1.4146687288274506e-07,3.289927441585405e-09,3.289927441585405e-09
1918,1.4932288650015835e-07,1.1486376294556067e-09,0.0
1919,1.7126598017558337e-07,5.524709134618888e-09,9.207848372660976e-10
1920,2.226236119895475e-07,2.2716695191604686e-09,5.300562211374427e-09
1921,1.7644501248970101e-07,3.786373770076068e-09,2.2718242842501013e-09
1922,1.5641222717022174e-07,2.21338064543275e-09,2.2133805899215986e-09
1923,1.4225371103293583e-07,7.431163684401554e-09,1.1677542932631013e-08
1924,1.946635279637121e-07,0.0,1.675911143195208e-08
1925,1.5837375988425606e-07,0.0,1.0998178368026856e-08
1926,1.6496285515366083e-07,4.458455493683289e-09,4.458455382660986e-09
1927,1.5497422645172065e-07,0.0,1.0034302277972529e-08
1928,1.5082373749919498e-07,1.1426041224282812e-09,1.1426041335305115e-08
1929,1.715622528486449e-07,2.2280812750352652e-09,7.798284684668033e-09
1930,1.827627067463311e-07,3.1510810627466412e-09,1.1553964007759987e-08
1931,1.7450195244350653e-07,2.2810713318222042e-09,1.2545892325022123e-08
1932,1.8302426285643492e-07,2.1919073223131136e-09,2.4110980323399644e-08
1933,1.6173634165284057e-07,1.1470662197865522e-09,4.588264879146209e-09
1934,1.8092186770957142e-07,5.990790086229936e-09,2.3963160344919743e-09
1935,1.7952426745182493e-07,0.0,3.590485242455088e-09
1936,2.000577836724915e-07,0.0,9.699771652549316e-09
1937,1.7753476011517222e-07,2.5182236296217297e-09,0.0
1938,1.5558257149272947e-07,3.8895642262559704e-09,2.5930428915188486e-09
1939,1.8505801335777505e-07,0.0,6.117620188206274e-09
1940,1.8004058688347868e-07,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.2136269706152234e-07,0.0,2.9515025978810172e-09
1942,1.608132293995368e-07,3.034211770724937e-09,3.034211770724937e-09
1943,1.4806499870623213e-07,2.9032352077962287e-09,5.806470415592457e-09
1944,3.116790594503982e-07,6.4263723231761105e-09,6.4263723231761105e-09
1945,1.764588346553353e-07,2.178504043826024e-09,2.178504043826024e-09
1946,2.3526665504647326e-07,4.1763312808029696e-09,0.0
1947,2.431857675233573e-07,0.0,0.0
1948,2.1526337601329715e-07,7.61032148410834e-09,7.61032148410834e-09
1949,2.0517546994724967e-07,2.9451024952109606e-09,5.890205101444224e-09
1950,2.2334259175416094e-07,1.0635361480382244e-09,1.3825969480407707e-08
1951,2.1962487695148525e-07,0.0,9.595261696304647e-09
1952,2.509663374894444e-07,6.326882462381889e-09,3.163441175679793e-09
1953,2.1547655082443384e-07,1.0773827385790469e-09,6.464296431474281e-09
1954,2.462678985182265e-07,1.0749790169128914e-08,3.9090144454689835e-09
1955,2.49657178486018e-07,9.385607846468247e-10,1.3139850540966336e-08
1956,2.6686692233823806e-07,2.616342476002842e-09,1.744228317335228e-09
1957,2.138079111535518e-07,3.534015080575159e-09,8.835037701437898e-09
1958,2.0928775479323036e-07,4.136121722897457e-09,8.272243612328367e-09
1959,2.007443686835586e-07,1.3176271629333769e-08,3.1002992395556817e-09
1960,2.2077458439184738e-07,6.920833350854139e-10,1.2457500142559752e-08
1961,2.6403005359831866e-07,1.3896318540318475e-09,1.04222386276831e-08
1962,2.688989635402095e-07,3.170978202238217e-09,1.9025869213429303e-09
1963,2.204924163251576e-07,5.172842487688456e-09,3.233026624194224e-09
1964,2.518762886594139e-07,6.083968329129164e-10,3.650380997477498e-09
1965,2.2763700835426448e-07,4.377634699181954e-09,3.830430472806512e-09
1966,2.1380827908146216e-07,3.877352328096606e-09,3.8773524391189085e-09
1967,2.00664657779015e-07,3.4512349644799656e-09,3.4512349644799656e-09
1968,2.2277422861982643e-07,3.593132624768458e-09,3.1439910119779313e-09
1969,2.0528744770764717e-07,3.6334061870313406e-09,2.725054598640142e-09
1970,2.0418339730099433e-07,5.05859748534121e-09,9.197450023812337e-10
1971,2.019390281660094e-07,4.1107179882260425e-09,2.5691987426412766e-09
1972,1.759640326781664e-07,3.591102859523687e-09,3.5911026929902334e-09
1973,1.9571873233203974e-07,3.307922269435437e-09,8.821126162850135e-09
1974,1.7439272714803167e-07,2.8127858375803783e-09,9.563472069817891e-09
1975,1.576368577893561e-07,2.8557400888473694e-09,2.8557400888473694e-09
1976,1.8454691419478308e-07,3.4281161798155324e-09,1.7140580621521906e-09
1977,2.0451200999360708e-07,3.5260691033656144e-09,3.526069047854463e-09
1978,1.9128704265014562e-07,5.346532216954358e-09,2.970295565063452e-09
1979,2.1359702495615807e-07,2.3407893401383717e-09,2.9259866751729646e-09
1980,2.2342642758133024e-07,2.2740603289328476e-09,3.979605589510271e-09
1981,1.9988735977527483e-07,1.8976649140967083e-09,4.427884670032967e-09
1982,1.9491556768613805e-07,2.483000915987077e-09,1.8622506869903077e-09
1983,2.3366669843483123e-07,1.8945948143667124e-09,3.157657912922218e-09
1984,2.4239855633823026e-07,5.219107479526031e-09,0.0
1985,2.2618498274340482e-07,3.007779025843149e-09,2.4062232206745193e-09
1986,2.002158154823519e-07,4.7955883708539204e-09,7.193382556280881e-09
1987,2.0654561705413244e-07,1.8332451112712533e-09,5.499735000746853e-09
