year,anciens_ADJ arrêts_NOUN,anciens_ADJ marais_NOUN
1931,3.307553342324354e-08,2.6232321204133768e-08
1932,1.753525857850491e-08,2.520693342944469e-08
1933,1.0323596200123575e-08,5.964744076436546e-08
1934,2.6359476379411717e-08,4.7926320689839486e-08
1935,2.6330225111337313e-08,5.984142159576322e-08
1936,9.699771652549316e-09,2.667437204451062e-08
1937,1.510934133364117e-08,4.9105361443757545e-08
1938,1.4261735792331365e-08,3.24130358109187e-08
1939,6.117620188206274e-09,4.435274547631707e-08
1940,1.2678914806940611e-08,1.01431314458722e-08
1941,1.4757512545315876e-08,1.1510859998509204e-07
1942,6.068423541449874e-09,4.24789639019707e-08
1943,8.709705845433291e-09,6.096794180621146e-08
1944,2.2492303131116387e-08,5.462416474699694e-08
1945,2.6142048525912287e-08,3.0499057057653545e-08
1946,2.7842208538686464e-09,1.5313214696277555e-08
1947,9.536696765621855e-09,4.5299308082391576e-08
1948,1.6307831529616124e-08,3.9138795093762724e-08
1949,6.8719057111366055e-09,4.123143426681963e-08
1950,2.9779013033248702e-08,4.2541445033350556e-08
1951,1.7058242818279723e-08,4.264560815592233e-08
1952,4.007025411478793e-08,5.694194271654851e-08
1953,1.508335856215126e-08,2.0470272588113403e-08
1954,1.5636057781875934e-08,3.02948610642062e-08
1955,1.5016972554349195e-08,3.2849627906728074e-08
1956,3.575668117150599e-08,4.883839466174322e-08
1957,1.236905244894615e-08,4.3291683571311523e-08
1958,1.7371711180658167e-08,3.060730113801924e-08
1959,2.015194411342236e-08,3.797866554577922e-08
1960,1.4533750203327145e-08,4.844583245677825e-08
1961,1.181187059273725e-08,2.431855783413539e-08
1962,1.1415521861124489e-08,4.122271735074179e-08
1963,7.1126584622049904e-09,2.974384449849765e-08
1964,6.6923653285755336e-09,4.137098441603371e-08
1965,9.302473458205895e-09,1.9699356812452606e-08
1966,9.970334780007306e-09,3.711180018850513e-08
1967,1.4791006530678885e-08,2.5144711979230294e-08
1968,8.533690198930799e-09,3.772789369804741e-08
1969,8.175163657142548e-09,2.7250546708046386e-08
1970,8.7375777724219e-09,3.219107613805505e-08
1971,7.707596338946132e-09,3.5454942093338104e-08
1972,8.208234980600082e-09,1.949455741279138e-08
1973,2.205281512956958e-09,2.3155456219114967e-08
1974,6.750686232237513e-09,3.431598827319249e-08
1975,1.599214405345606e-08,2.969969781219106e-08
1976,9.712995741040231e-09,4.285145038807059e-08
1977,3.526069214387917e-09,2.3507126911681553e-08
1978,2.3762365408686037e-09,2.732671922078822e-08
1979,1.2289143924704149e-08,2.5163485517509798e-08
1980,3.97960553399912e-09,3.0699815189993984e-08
1981,2.5302198114474095e-09,2.4669643661212604e-08
1982,3.7245013739806154e-09,4.0969514003563745e-08
1983,1.89459470334441e-09,3.410270821291306e-08
1984,5.799008384599347e-09,2.6675439024348435e-08
1985,7.820225356169885e-09,1.9851341903631692e-08
1986,5.994485352545098e-09,4.256084662479509e-08
1987,4.277571630240118e-09,3.055408515084679e-08
1988,7.795519785247507e-09,2.6984492862425213e-08
1989,3.841685636274406e-09,2.1403676053743936e-08
1990,5.993515905799995e-09,2.669838927715773e-08
1991,6.4476117778156095e-09,2.5790447388818194e-08
1992,6.61193322315512e-09,2.4243753671271406e-08
1993,3.323524566667402e-09,2.381859270927933e-08
1994,5.802419433820205e-09,3.006708121366941e-08
1995,2.7112254663563817e-09,2.4401027864939806e-08
1996,6.939520069693117e-09,2.2953795753011264e-08
1997,4.794894259418925e-09,2.4453961633419397e-08
1998,3.337690568372409e-09,3.3853718162113466e-08
1999,8.226361813967742e-09,3.519054883605044e-08
2000,5.3016377954406835e-09,2.2090157258958243e-08
2001,1.7524847129024579e-09,2.3220422917802352e-08
2002,3.943099347036849e-09,2.4972962364699924e-08
2003,2.5001538617175356e-09,3.250199914761609e-08
2004,3.9643119897903034e-09,2.8190664025373735e-08
2005,6.305249655724765e-09,2.6121748541996226e-08
2006,5.353256948836815e-09,2.9237018472905163e-08
2007,2.7961355453243186e-09,2.4765773432022797e-08
2008,3.8316958494988285e-09,4.85348110867978e-08
2009,5.245011536203492e-09,2.717869729274014e-08
2010,2.3618964561933353e-09,2.7870378005445673e-08
2011,1.529588788962144e-09,4.168129308368407e-08
2012,2.7234021704458655e-09,4.5616986438234974e-08
2013,5.578249862026041e-09,2.370756352343406e-08
2014,1.5158115873603606e-09,2.663497511434798e-08
2015,7.979671146074452e-09,2.3052384889865607e-08
2016,6.214020242811813e-09,2.98272964660562e-08
2017,3.018733707449428e-09,2.0124890198758294e-08
2018,2.8396134332808742e-09,2.1426172835958823e-08
2019,7.1427654901867754e-09,3.0101655723591136e-08
