year,devez_VERB être_VERB,devez_VERB etre_VERB,devez_VERB mettre_VERB
1800,8.489244009979302e-07,1.5720821977538435e-08,6.60274537267469e-08
1801,1.2858386071457062e-06,2.3811825844433088e-09,2.6193008650921e-08
1802,9.667469385021832e-07,0.0,3.8043282302169246e-08
1803,1.1350974773449707e-06,0.0,3.705644502360883e-08
1804,1.4287298881754396e-06,0.0,7.415552971679062e-08
1805,9.864785397439846e-07,0.0,5.401467717547348e-08
1806,2.0142867924732855e-06,2.881669125542885e-09,3.1698359492793315e-08
1807,8.626274166090298e-07,0.0,3.701041606518629e-08
1808,8.656402883389092e-07,0.0,9.064295980465431e-09
1809,1.034635943142348e-06,0.0,1.581321384946932e-08
1810,1.6919116205826867e-06,2.3401267590372754e-09,6.31834211617388e-08
1811,6.969673336243432e-07,0.0,4.262030373070047e-08
1812,1.1842404319395428e-06,0.0,2.6672083208723052e-08
1813,7.965804229570494e-07,0.0,8.627225156487839e-09
1814,6.324821129055636e-07,0.0,3.4613449884091096e-08
1815,8.981754717751755e-07,0.0,6.47333635583891e-08
1816,9.432648084839457e-07,0.0,1.0660977523002657e-07
1817,1.1489726148283808e-06,1.556873407970727e-09,4.826307531402563e-08
1818,1.152777826973761e-06,0.0,5.48374146092101e-08
1819,1.1127378911623964e-06,1.035105001712111e-09,1.2524770909294602e-07
1820,1.1617285053944215e-06,3.5599443393152796e-09,7.119888323359191e-08
1821,2.0640095499402378e-06,3.94459531705138e-09,9.664258726616026e-08
1822,1.6271574168058578e-06,2.0051231786055723e-09,6.51665033046811e-08
1823,1.296608502343588e-06,9.882686891060644e-10,4.4472091786929013e-08
1824,1.194113792735152e-06,0.0,3.9579230559638745e-08
1825,1.3789323247692664e-06,8.805443041381977e-10,2.905796137042671e-08
1826,1.035818968375679e-06,0.0,6.165588928297439e-08
1827,1.1355680271663005e-06,1.8434546111834038e-09,1.3641563612054597e-07
1828,1.2446812434063759e-06,9.172301251858528e-10,7.979902250099258e-08
1829,9.902017836793675e-07,8.57317605795771e-10,5.229637523029851e-08
1830,1.1313529739709338e-06,7.305785310052215e-09,4.696576283436116e-08
1831,1.1303624205538654e-06,0.0,2.9623292263636358e-08
1832,1.2028142464259872e-06,0.0,2.4353944638733083e-08
1833,1.008934077617596e-06,0.0,4.865124125785769e-08
1834,1.109875711335917e-06,0.0,6.534171603789218e-08
1835,1.225220216838352e-06,1.5126175867408165e-09,4.840376277570613e-08
1836,1.2151116379754967e-06,1.3441500135158435e-09,1.0215540413582858e-07
1837,1.0638615322022815e-06,1.3915781860163179e-09,3.2006298056330706e-08
1838,1.00552733783843e-06,4.418513555037862e-09,3.092959488526503e-08
1839,8.585531645621813e-07,0.0,7.410963576148788e-08
1840,9.669187193139805e-07,2.5478754661634184e-09,8.407989326997267e-08
1841,8.886038926902984e-07,1.2841097074556274e-09,5.521671653241356e-08
1842,9.217156389240699e-07,6.708265054555795e-10,7.982835370512475e-08
1843,9.297477845393587e-07,1.7720733769266417e-09,4.1939067330076796e-08
1844,1.108689389184292e-06,1.097712254427563e-09,4.610391357573462e-08
1845,1.1545491815923015e-06,5.580227946389016e-10,3.682950477923441e-08
1846,9.197421491080604e-07,5.854501328173001e-10,4.976326195560432e-08
1847,7.237705972329422e-07,3.235934187273415e-09,6.525800699819229e-08
1848,8.391166375076864e-07,1.6090443422100975e-09,3.218088551193432e-08
1849,7.533093935307988e-07,8.379414939696517e-10,4.776266493422554e-08
1850,7.929547223284317e-07,4.073397619208663e-09,4.616517301769818e-08
1851,7.191124495875556e-07,6.449438760824933e-10,3.5471913406581734e-08
1852,8.632983394818439e-07,6.510545436100301e-10,3.906327350478023e-08
1853,8.366676524929062e-07,1.1943863675867306e-09,2.7470886010405593e-08
1854,1.1430462336647906e-06,1.0391328908454511e-09,6.546537179019651e-08
1855,9.101397040467418e-07,1.0613874223963649e-09,3.92713346286655e-08
1856,1.0939401136056404e-06,4.659470143053568e-09,3.468716869292621e-08
1857,1.0016856322181411e-06,1.9526036343364694e-09,1.9526035899275485e-08
1858,1.1084175639552996e-06,1.468102750479261e-09,4.404308384664546e-08
1859,9.894092727336101e-07,4.073738679721828e-09,7.027199444564758e-08
1860,1.0399361372037674e-06,9.154367819341758e-10,8.513561766676503e-08
1861,1.1313596814943594e-06,0.0,4.0557289082698844e-08
1862,1.2261814390512882e-06,5.421583626485926e-09,7.499857446191527e-08
1863,1.1522590739332372e-06,1.9978483312144135e-09,5.743813957792554e-08
1864,1.0778547903100844e-06,2.3973640850272204e-09,4.698833322436258e-08
1865,1.09434131445596e-06,2.8241067262513297e-09,4.424433797112215e-08
1866,1.1069269021390937e-06,9.731225825149181e-10,6.519920958680814e-08
1867,8.943731586441572e-07,4.85281148598915e-10,3.930777126015528e-08
1868,8.713938086657436e-07,3.457911734727759e-09,4.791677810089823e-08
1869,1.0353060133638792e-06,4.395167341186834e-09,6.788091866383184e-08
1870,9.552925348543795e-07,5.160643912205387e-09,3.956493799250893e-08
1871,7.944640856294427e-07,2.1242354542039266e-09,1.911811864374613e-08
1872,8.925872521103884e-07,1.8142017887967654e-09,2.9027228620748247e-08
1873,8.134979907481465e-07,1.7958012854535355e-09,1.855661402316855e-08
1874,7.354743729592883e-07,0.0,5.078417686377179e-08
1875,8.622341169939318e-07,1.1443054281912168e-09,5.149374260327022e-08
1876,8.252810062003846e-07,1.209202959984168e-09,2.6602464231473277e-08
1877,8.980352959042648e-07,6.184815992682502e-10,3.463496867084359e-08
1878,6.673192842754361e-07,1.2078177347163432e-09,2.0532901601200138e-08
1879,7.233441010612296e-07,6.10932526790009e-10,2.932476128592043e-08
1880,8.734688776712574e-07,1.2835692508872398e-09,3.3372799634889816e-08
1881,8.360036645171931e-07,2.091752326904839e-09,4.392679642251096e-08
1882,1.0136151331607834e-06,3.3276925659464496e-09,3.5939081044489285e-08
1883,6.749053795829241e-07,0.0,3.917990198942789e-08
1884,7.710781915193365e-07,5.281357573494461e-09,2.2445769687351458e-08
1885,5.897756523154385e-07,5.156508553483263e-09,2.6427105837001363e-08
1886,6.201779001457908e-07,3.872078213618124e-09,2.5168509054651622e-08
1887,6.084957817620307e-07,1.9586774424595887e-09,6.920659956222153e-08
1888,5.972859185021662e-07,0.0,3.867775077992519e-08
1889,7.223702596093062e-07,3.759081934617825e-09,4.322944491264025e-08
1890,6.803452947679034e-07,0.0,3.211649257650606e-08
1891,5.953521622359403e-07,6.374220040683554e-10,2.932141285327816e-08
1892,6.061651447453187e-07,1.2537024751679837e-09,4.387958796314706e-08
1893,5.573367047873035e-07,6.158416554491453e-10,3.079208354961338e-08
1894,5.992764045004151e-07,1.8904617871129403e-09,2.898708117982096e-08
1895,5.91027969676361e-07,6.018614495673091e-10,3.49079627426363e-08
1896,5.271944019114017e-07,5.89702897624278e-10,3.715128116255073e-08
1897,5.686872555088485e-07,0.0,1.9228155068162778e-08
1898,6.297748882388987e-07,5.6583548957434e-10,2.319925584970406e-08
1899,7.086355253704824e-07,1.1055156790007459e-09,4.2009595802028343e-08
1900,6.33308502528962e-07,5.191053142894475e-10,3.8932899570909285e-08
1901,5.48255286503263e-07,3.912117296778206e-09,2.6267072072982955e-08
1902,5.13124689405231e-07,0.0,2.6515532880466708e-08
1903,5.767435027337342e-07,0.0,2.592105730059302e-08
1904,5.439120513983653e-07,0.0,2.579820090886642e-08
1905,5.697477831745346e-07,2.580379465655369e-09,1.909480928929952e-08
1906,5.710044774787093e-07,0.0,1.6461390472954918e-08
1907,5.07084337186825e-07,1.5428529565042481e-09,1.902852098112362e-08
1908,6.974172492846265e-07,4.911389073214423e-10,3.241516921548282e-08
1909,6.089588850954897e-07,2.2003934230241384e-09,2.9705311987981986e-08
1910,7.187882715697924e-07,2.137660271017694e-09,1.9238942883248455e-08
1911,6.294002332651871e-07,5.320374141248863e-10,1.4897047151407605e-08
1912,6.537823651342478e-07,2.6047106693738442e-09,2.2400511667797218e-08
1913,6.21510366727307e-07,1.590896969716482e-09,2.227255713194154e-08
1914,5.210066547078895e-07,0.0,2.4777952134513725e-08
1915,5.430931082628376e-07,1.1780761921542648e-09,1.5314990164938536e-08
1916,5.361881676435587e-07,0.0,1.3184954461564757e-08
1917,5.384514452089206e-07,0.0,1.6449636319748606e-08
1918,4.6864414571246016e-07,2.2972752589112133e-09,5.972916028440522e-08
1919,4.115908325275086e-07,0.0,3.038589824200244e-08
1920,5.315706630426575e-07,0.0,1.8930579770426448e-08
1921,4.3391841586526425e-07,0.0,1.5145495524393482e-08
1922,5.990883664708235e-07,7.377935484775833e-10,1.8444838545406128e-08
1923,6.571272024302743e-07,2.1231896241147297e-09,2.229349149729387e-08
1924,5.698097993445117e-07,2.578324886925998e-09,2.0626599095407983e-08
1925,5.510087248694617e-07,2.1996355847875293e-09,1.9796720707176974e-08
1926,5.405877345765475e-07,0.0,2.0063049888108253e-08
1927,6.589191912098613e-07,0.0,1.4493992672726108e-08
1928,5.701594432139245e-07,3.4278122562625413e-09,1.82816659588525e-08
1929,6.327750838863722e-07,0.0,1.3368487650211591e-08
1930,4.947196998728032e-07,0.0,1.6805765667982087e-08
1931,4.5507371737585345e-07,1.1405356659111021e-09,1.596749932275543e-08
1932,4.350935967067926e-07,0.0,9.863582839386709e-09
1933,4.5997356323823624e-07,0.0,1.1470662641954732e-08
1934,4.660834633796185e-07,1.1981580172459871e-09,3.1152108448395666e-08
1935,5.577220463237609e-07,0.0,1.3165112555668657e-08
1936,4.098153567611007e-07,0.0,2.5461901032031165e-08
1937,4.6838960088280146e-07,0.0,1.1332006444320086e-08
1938,4.447068420176947e-07,2.5930428915188486e-09,3.8895642262559704e-09
1939,4.374098523385328e-07,1.5294050470515685e-09,1.8352860564618823e-08
1940,2.8907925297971815e-07,2.5357829169792012e-09,7.607348528892999e-09
1941,4.7224040145010804e-07,0.0,0.0
1942,4.763712411204324e-07,3.034211770724937e-09,1.8205270180260413e-08
1943,4.6451762614196923e-07,0.0,2.9032352077962287e-09
1944,4.948306582264195e-07,0.0,1.2852744646352221e-08
1945,5.163054765944253e-07,0.0,8.714016175304096e-09
1946,5.777258138550678e-07,1.3921104269343232e-09,1.6705325123211878e-08
1947,6.04388162628311e-07,0.0,2.7418003867296648e-08
1948,4.892349352303427e-07,0.0,2.391815279167986e-08
1949,4.761249101647991e-07,0.0,3.9268033269479474e-09
1950,5.147514912096085e-07,0.0,1.4889506516624351e-08
1951,6.098321705394483e-07,0.0,1.5992101864981123e-08
1952,4.892788751931221e-07,0.0,1.687168627029223e-08
1953,5.343818543224188e-07,0.0,2.3702419582605216e-08
1954,5.599663381872233e-07,9.772536113672459e-10,8.795282724349818e-09
1955,5.255940322967945e-07,5.631364707880948e-09,3.754243138587299e-09
1956,5.189079388401296e-07,0.0,2.0058624983221307e-08
1957,4.841600684812875e-07,1.7670075402875796e-09,1.5903067307476704e-08
1958,5.558947577810613e-07,0.0,1.4890038535497752e-08
1959,4.906223125544784e-07,2.325224457422337e-09,2.5577467255288866e-08
1960,5.176783588467515e-07,6.920833350854139e-10,1.5225833038812198e-08
1961,5.273652732284972e-07,6.948159270159238e-10,1.528595028332802e-08
1962,5.530185944735422e-07,5.7077609305622445e-09,1.9025868880362395e-08
1963,4.2934593125210085e-07,2.5864212993553792e-09,1.7458344103715717e-08
1964,6.284739129114314e-07,6.083968329129164e-10,1.8251904876365188e-08
1965,5.067112169854227e-07,1.0396882466068291e-08,1.4774516721161035e-08
1966,4.652822838124848e-07,0.0,1.8278946356531378e-08
1967,5.378996092986199e-07,9.860671168482327e-10,2.1693477236794934e-08
1968,4.998946110390534e-07,2.245707841908029e-09,2.0660513300185812e-08
1969,4.859680871049932e-07,2.7250546263957176e-09,4.360087402233148e-08
1970,4.6401135023188544e-07,2.2993624781975086e-09,1.4256047897731605e-08
1971,4.891754201707954e-07,2.0553589941130213e-09,1.4387513402880359e-08
1972,4.499138697156013e-07,0.0,1.1799337507056862e-08
1973,3.941940747154149e-07,2.7566018356850464e-09,2.205281468548037e-08
1974,3.3022107004399004e-07,5.06301445213353e-09,2.306484425673716e-08
1975,4.0779968912829645e-07,5.711480177694739e-10,1.5420996035686585e-08
1976,3.136726149932656e-07,5.142174241967723e-09,1.656922776760439e-08
1977,3.144078277728113e-07,1.7630346071939584e-09,1.645498848290572e-08
1978,3.956433829443995e-07,5.346532105932056e-09,1.7227714366185864e-08
1979,4.552835264348687e-07,2.925986564150662e-09,1.8726314721106974e-08
1980,3.8602172480750596e-07,1.1370301367108482e-09,1.5349906234973787e-08
1981,3.972445199451613e-07,1.2651099057237047e-09,1.644642821929665e-08
1982,3.5631063610708225e-07,2.483000915987077e-09,1.6139505731871395e-08
1983,3.7512978678932996e-07,5.052252838311233e-09,1.326216381158929e-08
1984,3.7055664847684966e-07,1.739702604197646e-09,1.681712546997005e-08
1985,3.6755059795723355e-07,9.624892882698077e-09,1.9249785765396155e-08
1986,4.1661672867121524e-07,2.3977941854269602e-09,1.3787316177626963e-08
1987,3.733709093012294e-07,6.110816852533674e-10,1.2221633483022742e-08
