year,devez_VERB être_VERB,devez_VERB etre_VERB,devez_VERB mettre_VERB
1988,3.543963202901068e-07,2.99827696004229e-09,8.395175221664886e-09
1989,3.5233745165896835e-07,3.2928733073589456e-09,2.798942233539492e-08
1990,3.5961096500614076e-07,3.814055737905164e-09,1.9070277801347402e-08
1991,3.598939599669393e-07,1.7584396161396398e-09,1.582595565707834e-08
1992,3.372085757291643e-07,6.060938417817852e-09,2.920270425477156e-08
1993,4.148866423747677e-07,5.539207315052863e-09,1.994114740000441e-08
1994,4.2937901412187784e-07,0.0,2.2682185019107237e-08
1995,4.901895636066911e-07,5.422450821690461e-10,1.0844901865425527e-08
1996,4.1103308490164636e-07,9.60856638698715e-09,2.5622842514394506e-08
1997,3.236553709484724e-07,6.233362714880286e-09,1.6782131240233866e-08
1998,3.8717209349670156e-07,9.536258449571733e-10,1.2873949017944142e-08
1999,3.898381635281112e-07,1.8280804647829996e-09,1.7366764026860437e-08
2000,3.353285933371808e-07,1.7672125984802278e-09,1.9439339027371716e-08
2001,3.7941293840049184e-07,2.190605918883648e-09,2.4096664219541708e-08
2002,4.061392360199534e-07,2.1906108038649563e-09,2.8477940006155222e-08
2003,4.304431513446616e-07,1.2500769308587678e-09,2.708499913239848e-08
2004,4.713126600108808e-07,2.2023955992267474e-09,3.7000248198637564e-08
2005,5.562130809266819e-07,5.854874363109275e-09,4.4587121550421216e-08
2006,5.690923785550694e-07,2.0589450144825605e-09,4.200247616381603e-08
2007,8.588131095166318e-07,6.7906151812735516e-09,4.393927355295091e-08
2008,9.626071459933883e-07,1.7029758714315335e-09,7.280221581140722e-08
2009,9.932144848789903e-07,2.384096253749135e-09,8.2489727049051e-08
2010,1.2664488622249337e-06,0.0,5.999217478347418e-08
2011,1.6917251741688233e-06,3.82397197240536e-10,1.0248244564081688e-07
2012,1.963572913155076e-06,1.7021263287730903e-09,1.028084284371289e-07
2013,1.9239384982938645e-06,2.789125042035323e-10,8.451048927327065e-08
2014,2.043530685114092e-06,2.1654451842767486e-10,8.09876468110815e-08
2015,2.0394709281390533e-06,2.2165753954528356e-10,8.356489189509375e-08
2016,2.123123522324022e-06,1.0356699942093428e-09,8.699628040176322e-08
2017,1.9619253635028144e-06,5.031222660711876e-10,9.33291772753364e-08
2018,2.171787855331786e-06,2.5814667070633845e-10,9.57724139993843e-08
2019,2.108646413034876e-06,0.0,9.489674113183355e-08
