year,aux_ADP yeux_NOUN,aux_ADP mieux_NOUN
1800,3.5525915563994204e-05,0.0
1801,3.640590210807204e-05,0.0
1802,3.013923094385973e-05,0.0
1803,3.072759488986776e-05,0.0
1804,3.60321719199419e-05,0.0
1805,3.384161607300484e-05,0.0
1806,3.091166399826761e-05,0.0
1807,2.8720083264488494e-05,0.0
1808,3.115625190730498e-05,0.0
1809,3.07928455072215e-05,0.0
1810,3.9059055211509985e-05,0.0
1811,2.7114034764963435e-05,0.0
1812,2.7826983568957075e-05,0.0
1813,3.295887449894508e-05,0.0
1814,3.4383739489385334e-05,0.0
1815,3.430598565046239e-05,0.0
1816,3.066421697894839e-05,0.0
1817,3.429013736422348e-05,0.0
1818,3.4840833279758954e-05,0.0
1819,3.736832661616063e-05,0.0
1820,3.428701131724665e-05,0.0
1821,3.6753767972186324e-05,0.0
1822,3.3558745712980453e-05,0.0
1823,3.2219534261912486e-05,0.0
1824,3.3167395031341584e-05,0.0
1825,3.443544648007446e-05,0.0
1826,3.087462789608253e-05,0.0
1827,2.995337223410388e-05,0.0
1828,3.177927248998458e-05,0.0
1829,3.303587550362863e-05,0.0
1830,3.366296937201696e-05,1.0436835840010872e-09
1831,3.0487044341498404e-05,0.0
1832,3.404005167340074e-05,0.0
1833,3.230326478842471e-05,0.0
1834,3.1475105288336636e-05,0.0
1835,3.2047827744463575e-05,0.0
1836,3.0221868428270682e-05,0.0
1837,2.9352557874062768e-05,6.957890930081589e-10
1838,2.8857941060778103e-05,6.312161904276081e-10
1839,3.083310468809941e-05,1.3982950353153e-09
1840,3.2254192888103717e-05,6.369688665408546e-10
1841,3.1049772587721236e-05,0.0
1842,3.257868797845731e-05,0.0
1843,3.359850995821034e-05,5.906911071384968e-10
1844,3.509111695620959e-05,3.2931368743049916e-09
1845,3.355725880282989e-05,0.0
1846,3.277408450230723e-05,0.0
1847,3.189930146163533e-05,0.0
1848,2.969813203890226e-05,6.43617736884039e-09
1849,3.090998552579549e-05,0.0
1850,3.0018224606465083e-05,0.0
1851,3.083154251726228e-05,0.0
1852,3.1054000487529265e-05,1.3021090872200602e-09
1853,3.189130984537769e-05,0.0
1854,3.408355723877321e-05,1.0391328908454511e-09
1855,3.365500174368208e-05,5.306937111981824e-10
1856,3.329295111598185e-05,0.0
1857,3.0984402314970794e-05,0.0
1858,3.1430612693839066e-05,0.0
1859,3.4402213714201935e-05,0.0
1860,3.416867741634633e-05,4.577183909670879e-10
1861,3.418696246626496e-05,0.0
1862,3.222227701371594e-05,9.035972525772706e-10
1863,3.261437313994975e-05,4.994620828036034e-10
1864,3.349500900640123e-05,0.0
1865,3.231248490465077e-05,0.0
1866,3.251591886055394e-05,0.0
1867,2.998940465204214e-05,4.85281148598915e-10
1868,2.976718781155796e-05,0.0
1869,3.214967148323922e-05,9.767038289254515e-10
1870,2.900625997881434e-05,0.0
1871,2.6847150365938433e-05,0.0
1872,2.9111286039551487e-05,0.0
1873,2.6478492372916662e-05,0.0
1874,2.5575509198461077e-05,5.974609140757536e-10
1875,2.7142352791997837e-05,0.0
1876,2.5868478019219765e-05,0.0
1877,2.692497741918487e-05,0.0
1878,2.6181865450780606e-05,0.0
1879,2.7359391879144823e-05,0.0
1880,2.5916546860571543e-05,0.0
1881,2.607787621400348e-05,0.0
1882,2.627812250466377e-05,6.655385131892899e-10
1883,2.46334145685978e-05,1.2638677882037541e-09
1884,2.525479249015916e-05,0.0
1885,2.283366404753906e-05,0.0
1886,2.4327623350473004e-05,1.2906927748801422e-09
1887,2.3269739472198125e-05,0.0
1888,2.353192382997804e-05,0.0
1889,2.4507335410817177e-05,0.0
1890,2.3258240844370448e-05,0.0
1891,2.3143518092183513e-05,1.2748440081367107e-09
1892,2.3080663027030823e-05,0.0
1893,2.2561358377970464e-05,6.158416554491453e-10
1894,2.260362168726715e-05,6.301539290376468e-10
1895,2.34569481563085e-05,7.22233739480771e-09
1896,2.343597202525416e-05,0.0
1897,2.288674795636325e-05,5.826713556089658e-10
1898,2.338428316761565e-05,1.6975064687230201e-09
1899,2.360607686568983e-05,0.0
1900,2.36997528872962e-05,3.633737311048435e-09
1901,2.342296306778735e-05,0.0
1902,1.994950139305729e-05,4.910283846193408e-10
1903,2.2685244971398788e-05,1.6200660812870638e-09
1904,2.2075198558013653e-05,0.0
1905,2.244930112738075e-05,5.160759042333041e-10
1906,2.2909625499778485e-05,2.0576738091193647e-09
1907,2.208645469181647e-05,1.028568674676933e-09
1908,2.2727452346771315e-05,4.911389073214423e-09
1909,2.303976884832082e-05,6.60118004702781e-09
1910,2.28467791885123e-05,4.809735720812114e-09
1911,2.2669582676826394e-05,0.0
1912,2.3243916643878038e-05,1.5628263128064646e-09
1913,2.2886112105879874e-05,1.060597942803554e-09
1914,2.260017117805546e-05,0.0
1915,2.2438816813519225e-05,1.5314990164938536e-08
1916,2.4620704948574712e-05,1.0987462051303964e-09
1917,2.5796319619075803e-05,0.0
1918,2.5110367914749077e-05,0.0
1919,2.4684399136276625e-05,6.4454939163738345e-09
1920,2.419858083158033e-05,1.514446346106979e-09
1921,2.313171489731758e-05,2.2718242842501013e-09
1922,2.4495483671671536e-05,0.0
1923,2.5159797814922058e-05,0.0
1924,2.492208807325369e-05,2.578324886925998e-09
1925,2.5588360585970804e-05,1.0998177923937646e-09
1926,2.4676436396475765e-05,1.1146138456652466e-09
1927,2.7008997903976706e-05,0.0
1928,2.3616484327249054e-05,1.1426041224282812e-09
1929,2.4935570650086447e-05,0.0
1930,2.3326403606915846e-05,0.0
1931,2.3000042347121052e-05,2.2810713318222042e-09
1932,2.3626568577128637e-05,0.0
1933,2.313632637651608e-05,0.0
1934,2.2342052034218796e-05,0.0
1935,2.227656659670174e-05,0.0
1936,2.25265067683722e-05,0.0
1937,2.2687935143039795e-05,1.2591118148108649e-09
1938,2.2296279780675832e-05,0.0
1939,2.2603077127314464e-05,0.0
1940,2.1412150204014324e-05,2.5357829169792012e-09
1941,2.17702823874788e-05,0.0
1942,2.383373407610634e-05,0.0
1943,2.554556567702093e-05,0.0
1944,2.6084646037816128e-05,6.4263723231761105e-09
1945,2.9313950903997466e-05,0.0
1946,2.7179563858226174e-05,0.0
1947,2.92228234002323e-05,0.0
1948,2.5893574957081e-05,0.0
1949,2.426960861612315e-05,0.0
1950,2.5678016754682176e-05,0.0
1951,2.5348548319925612e-05,1.0661401761424827e-09
1952,2.4660077883709164e-05,0.0
1953,2.509439889308851e-05,1.0773827385790469e-09
1954,2.5673429036032758e-05,0.0
1955,2.4343450490960095e-05,0.0
1956,2.5293054022768047e-05,0.0
1957,2.3808659875612648e-05,1.7670075402875796e-09
1958,2.4038311721596983e-05,0.0
1959,2.3967637503119477e-05,2.325224457422337e-09
1960,2.4468606511618418e-05,6.920833350854139e-10
1961,2.5465003091085237e-05,0.0
1962,2.6243650268042984e-05,0.0
1963,2.5953443810067256e-05,6.466053248388448e-10
1964,2.541091043894994e-05,0.0
1965,2.6164575388065714e-05,5.472043373977442e-10
1966,2.6143879495066358e-05,2.215629901769489e-09
1967,2.7533952106750803e-05,0.0
1968,2.820429517669254e-05,4.4914158503495116e-10
1969,2.528668983359239e-05,0.0
1970,2.5275052394135855e-05,0.0
1971,2.5303010147581517e-05,1.0276794970565106e-09
1972,2.4767323679952824e-05,5.130146862875051e-10
1973,2.397196055881068e-05,5.513203782392395e-10
1974,2.2268262796387717e-05,1.1251143350321513e-09
1975,2.247010502287594e-05,1.7134440533084216e-09
1976,2.3097503913049877e-05,5.713526873840635e-10
1977,2.3405458136949164e-05,5.876781838942691e-10
1978,2.5308701992798888e-05,0.0
1979,2.5209715886376216e-05,1.1703946700691858e-09
1980,2.4442169205940445e-05,5.685150683554241e-10
1981,2.5263611632908578e-05,6.325549528618524e-10
1982,2.6062198458021157e-05,6.207502289967692e-10
1983,2.521074156902614e-05,0.0
1984,2.5814865466600168e-05,0.0
1985,2.6186926788795972e-05,0.0
1986,2.6982378813045216e-05,5.994485463567401e-10
1987,2.6681660074245883e-05,1.2221633705067347e-09
1988,2.650416899996344e-05,5.996553809062277e-10
1989,2.6783134217112092e-05,2.7440609784434855e-09
1990,2.6650441441233852e-05,5.44865097484859e-10
1991,2.708290071495867e-05,2.344586080837985e-09
1992,2.7523273956830963e-05,2.7549720282848966e-09
1993,2.807602686516475e-05,0.0
1994,2.7429619194663246e-05,1.0549853213248639e-09
1995,2.830573589562846e-05,3.253470381991974e-09
1996,2.8444558438422973e-05,5.338092190498855e-10
1997,2.932077973127889e-05,4.79489448146353e-10
1998,2.9665870215467294e-05,1.9072516899143466e-09
1999,2.8829285156461992e-05,1.3710603763428253e-09
2000,3.0417263815252227e-05,8.836062992401139e-10
2001,2.990352368215099e-05,0.0
2002,3.063656754420663e-05,0.0
2003,3.1162332561507355e-05,8.333845835650777e-10
2004,3.165811517646944e-05,1.7619165015858584e-09
2005,3.170999934809515e-05,1.8014998381943315e-09
2006,3.1874115620667e-05,0.0
2007,3.251626048950129e-05,3.1955835755326234e-09
2008,3.320419637020677e-05,2.1287198670449925e-09
2009,3.30020902765682e-05,0.0
2010,3.5001417018065695e-05,4.723793023408973e-10
2011,3.2876600926101673e-05,3.82397197240536e-10
2012,3.491844086056517e-05,1.7021263287730903e-09
2013,3.7968918377373484e-05,1.1156500168141292e-09
2014,4.0067881855065934e-05,1.5158115873603606e-09
2015,3.892239942615561e-05,6.649726325136385e-10
2016,3.904662344211829e-05,2.0713400439298368e-10
2017,3.886644662998151e-05,1.7609279590047322e-09
2018,3.941280010621995e-05,0.0
2019,3.916148966709443e-05,0.0
