year,six_DET êtres_NOUN,six_DET maîtres_NOUN
1930,4.201441416995522e-09,3.046045060628444e-08
1931,7.983749661377715e-09,2.2810714206400462e-08
1932,6.575721855917038e-09,3.06867030674951e-08
1933,2.2941324395731044e-09,4.014731613821709e-08
1934,3.5944740517379614e-09,2.516131836216573e-08
1935,0.0,2.6330224223158893e-08
1936,3.6374143697059935e-09,2.0612015205756506e-08
1937,1.2591118148108649e-09,3.6514243628715803e-08
1938,3.8895642262559704e-09,1.9447821797413667e-08
1939,0.0,1.2235240376412548e-08
1940,0.0,2.0286263113789005e-08
1941,0.0,1.7709015587286103e-08
1942,6.068423541449874e-09,4.8547388331598995e-08
1943,2.9032352077962287e-09,4.064529379732562e-08
1944,0.0,1.6065930807940276e-08
1945,4.357008087652048e-09,1.5249528306782167e-08
1946,4.1763312808029696e-09,1.6705325123211878e-08
1947,0.0,2.5033829231801974e-08
1948,5.435944139264848e-09,2.6092530802657166e-08
1949,8.835307596655184e-09,2.2579119018928395e-08
1950,3.190608444114673e-09,1.4889506072535141e-08
1951,1.0661401761424827e-09,2.3455084097179224e-08
1952,3.1634410646574906e-09,2.0035126779838208e-08
1953,1.4005975934594517e-08,2.154765532669245e-08
1954,9.772535891627854e-09,2.0522326282801373e-08
1955,0.0,1.407841176970237e-08
1956,0.0,1.7442283395396885e-08
1957,1.7670075402875796e-09,1.5019563925910973e-08
1958,0.0,2.150783356968944e-08
1959,2.325224457422337e-09,1.937686999742283e-08
1960,2.7683333958528067e-09,1.7302083210601893e-08
1961,2.779263708063695e-09,1.2506686963842384e-08
1962,6.341956404476434e-09,4.819887000628853e-08
1963,0.0,1.3578711488548834e-08
1964,1.2167936658258327e-09,2.3119079428646216e-08
1965,1.6416130677043839e-09,2.0246560539227687e-08
1966,5.539074754423723e-10,2.0494577035456985e-08
1967,4.930335584241163e-10,1.2818872408004722e-08
1968,9.88111459321317e-09,2.5601069653102826e-08
1969,7.266812429573832e-09,3.724241348646018e-08
1970,3.6789800095249348e-09,3.770954554171979e-08
1971,5.138397485282553e-10,4.932861585871251e-08
1972,3.0780880067027283e-09,1.949455785688059e-08
1973,1.102640756478479e-09,4.9067514051870376e-08
1974,1.1251143350321513e-09,4.781736051562291e-08
1975,1.1422960355389478e-09,4.1693805297171593e-08
1976,0.0,1.999734389190877e-08
1977,2.938390863960194e-09,1.9981059029561266e-08
1978,7.128709622605811e-09,2.43564250990147e-08
1979,3.5111840102075575e-09,2.5163484518309076e-08
1980,2.8425752862659692e-09,2.2172088498528808e-08
1981,1.8976649140967083e-09,2.3404533255888538e-08
1982,1.8622506869903077e-09,1.1794254350938616e-08
1983,6.315316047889041e-10,1.7682885711245433e-08
1984,1.739702604197646e-09,2.087643063974909e-08
1985,3.6093347199894765e-09,1.5038894685126536e-08
1986,2.997242676272549e-09,1.5585661872208334e-08
1987,6.110816852533674e-10,1.4054878372249391e-08
1988,5.996553809062277e-10,1.4391729474816373e-08
1989,2.1952488715726304e-09,1.7013178421620978e-08
1990,4.90378582185258e-09,1.7980548661089557e-08
1991,3.5168792322792797e-09,1.5825955879122944e-08
1992,2.2039776670368383e-09,1.8733810169813125e-08
1993,2.7696036575264316e-09,1.1078414907661482e-08
1994,2.1099706426497278e-09,1.582477948680605e-08
1995,1.626735190995987e-09,1.4640616718963884e-08
1996,2.6690460952494277e-09,7.473328622609188e-09
1997,2.397447240731765e-09,1.678213146227847e-08
1998,0.0,1.5258013963403982e-08
1999,6.398281821029528e-09,2.1479945572222547e-08
2000,4.4180314962005696e-10,1.63467162028752e-08
2001,2.1906058911280724e-09,1.533424159871899e-08
2002,3.066854992184176e-09,1.3581786695304743e-08
2003,1.6667691671301554e-09,1.3334153448063546e-08
2004,3.523833003171717e-09,9.250061605570181e-09
2005,3.602999676388663e-09,1.6213498543748983e-08
2006,2.058944903460258e-09,2.0177661097520172e-08
2007,5.991719037590215e-09,1.597791748908506e-08
2008,1.2772318758180745e-09,1.702975843675958e-08
2009,2.384096253749135e-09,1.7165492804949167e-08
2010,4.723792912386671e-09,1.4643758428078968e-08
2011,1.911985902935953e-09,6.1183551280930004e-09
2012,2.7234021704458655e-09,1.157445952970626e-08
2013,3.6258624991347688e-09,1.3108887531032565e-08
2014,6.496335469563519e-09,1.2343037925077738e-08
2015,4.211493209727024e-09,1.063956234226282e-08
2016,6.421154274960372e-09,1.0978101899761228e-08
2017,5.534344982294215e-09,8.804639961557115e-09
2018,8.002546736385341e-09,1.084216039171082e-08
2019,5.1019753422032466e-09,6.632567994824257e-09
