year,six_DET êtres_NOUN,six_DET maîtres_NOUN
1800,0.0,1.5720821977538435e-08
1801,0.0,6.191074675143682e-08
1802,0.0,4.475680270843441e-09
1803,3.900678446910888e-09,7.801356893821776e-09
1804,0.0,1.4831105676904599e-08
1805,1.9900143755080535e-08,1.7057265822018053e-08
1806,0.0,6.051505074822217e-08
1807,0.0,1.5088861893275407e-07
1808,0.0,1.1103762576070153e-07
1809,0.0,1.219876448743662e-07
1810,4.680253518074551e-09,2.3401267146283544e-08
1811,0.0,6.016984244183732e-08
1812,0.0,5.60113715408761e-08
1813,0.0,3.4508900625951355e-08
1814,3.1466771410748606e-09,8.810695639738242e-08
1815,0.0,2.4275012222574333e-08
1816,4.6352077731626196e-09,7.416332437060191e-08
1817,0.0,2.0239354636686357e-08
1818,0.0,7.74876505182931e-08
1819,0.0,8.487861125061613e-08
1820,3.5599443393152796e-09,2.1359666035891678e-08
1821,6.903041693817613e-09,3.747365440176509e-08
1822,0.0,1.012587205195814e-07
1823,9.882686891060644e-10,6.81905376609393e-08
1824,4.210556348027694e-09,7.494790299489296e-08
1825,3.522177216552791e-09,8.012953145453139e-08
1826,2.642395191543301e-09,9.60070315469963e-08
1827,9.217273055917019e-10,1.4655464530832774e-07
1828,9.172301251858528e-10,5.136488767654157e-08
1829,0.0,1.088793372128194e-07
1830,0.0,2.400472176589119e-08
1831,1.5591206103948707e-09,3.1182413096075834e-08
1832,0.0,8.117981509236927e-09
1833,0.0,3.127579728534613e-08
1834,3.733812370398937e-09,7.841006066655609e-08
1835,1.5126175867408165e-09,3.554651328840919e-08
1836,3.36037508930076e-09,5.1077700624624356e-08
1837,1.461157062010443e-08,6.401259333710385e-08
1838,2.5248647617104325e-09,6.375283589932224e-08
1839,2.7965900706306e-09,9.927894950578775e-08
1840,3.1848443882154243e-09,1.1783923808961205e-07
1841,0.0,4.49438415373038e-08
1842,8.049918065466954e-09,5.836190553054621e-08
1843,3.5441467538532834e-09,5.965980420796768e-08
1844,5.488561161115513e-09,5.872760411307354e-08
1845,3.3481367678334095e-09,5.412821169059612e-08
1846,0.0,7.083946940156238e-08
1847,0.0,7.496581222454779e-08
1848,9.65426583121598e-09,3.298540768303937e-08
1849,8.379414939696517e-10,1.759677070722887e-08
1850,0.0,4.5486272526318317e-08
1851,3.8696632564949596e-09,5.224045374063735e-08
1852,5.859490670445666e-09,6.380334482969374e-08
1853,1.1943863675867306e-09,6.449686273946043e-08
1854,3.117398783558656e-09,5.2476209710938804e-08
1855,2.1227748447927297e-09,6.792879503336735e-08
1856,4.659470143053568e-09,4.141751297481733e-08
1857,4.881509085841174e-10,6.199516394689297e-08
1858,1.2234189661342043e-08,5.676664183162927e-08
1859,5.092173349652285e-10,4.786642837650845e-08
1860,4.57718396518203e-09,2.9293977188427078e-08
1861,1.4147891747029462e-09,3.961409644759328e-08
1862,0.0,4.653525925712998e-08
1863,9.989241656072068e-10,5.8437065519889586e-08
1864,9.589455896019672e-10,5.801620783785211e-08
1865,9.41368871743009e-10,4.8009812125826556e-08
1866,9.731225825149181e-10,7.930949230683382e-08
1867,9.220341823379385e-09,5.435149041943532e-08
1868,5.433861360870651e-09,2.5193358066388782e-08
1869,4.883519144627257e-10,5.811387759901976e-08
1870,0.0,4.300536504686647e-08
1871,0.0,2.973929724703339e-08
1872,0.0,4.958818156097777e-08
1873,1.1972008939764578e-09,3.412022708815243e-08
1874,2.9873046258899194e-09,4.600448910707655e-08
1875,5.721527140956084e-10,5.4354508560727766e-08
1876,1.209202959984168e-09,6.408775998778538e-08
1877,5.566334504436554e-09,7.298082882467583e-08
1878,4.831270938865373e-09,5.6163523109997726e-08
1879,0.0,7.392283718488102e-08
1880,0.0,4.4924923781053394e-08
1881,8.367009307619355e-09,6.484432146791619e-08
1882,2.6621540527571597e-09,6.52227738484612e-08
1883,1.8958017378167824e-09,5.561018223687597e-08
1884,4.621187876807653e-09,5.281357484676619e-08
1885,1.933690763067375e-09,3.9962940068249964e-08
1886,1.1616235084943582e-08,4.5174245677515046e-08
1887,6.528924623161458e-10,4.89669330083764e-08
1888,1.268122939990235e-09,5.769959199319885e-08
1889,0.0,5.074760922596511e-08
1890,6.554386478008212e-10,5.505684647078013e-08
1891,1.2748440081367107e-09,4.270727416155751e-08
1892,6.268512375839919e-10,4.8267544405788954e-08
1893,1.847525021858587e-09,6.589505852083732e-08
1894,6.301539290376468e-09,4.15901597605739e-08
1895,0.0,4.1528439354010516e-08
1896,6.48673198488936e-09,6.13291007978134e-08
1897,4.078699600285063e-09,4.0204323425996336e-08
1898,2.8291773368493978e-09,2.0370077402631637e-08
1899,5.527578395003729e-09,3.537650172802387e-08
1900,3.633737311048435e-09,5.710158301752699e-08
1901,1.1177477832191585e-09,2.738482018926902e-08
1902,2.9461704187383475e-09,2.2096277696448396e-08
1903,5.400220270956879e-10,5.5622269234945065e-08
1904,5.374625189347171e-10,2.6873125946735854e-08
1905,3.0964554253998244e-09,5.883265297157436e-08
1906,5.658602919567102e-09,4.835533279345938e-08
1907,2.5714217422034835e-09,4.782844292838817e-08
1908,2.9468334439286537e-09,3.290630656849203e-08
1909,4.950885035270858e-09,4.2357572560547396e-08
1910,6.412980813053082e-09,2.992724446038153e-08
1911,2.128149656499545e-09,3.883873100907209e-08
1912,1.5628263128064646e-09,2.8651816919023076e-08
1913,1.590896969716482e-09,3.7651227025037315e-08
1914,0.0,1.138446426018902e-08
1915,0.0,2.3561524176152204e-08
1916,1.0987462051303964e-09,3.186363972673689e-08
1917,0.0,2.302949086985251e-08
1918,1.1486376294556067e-09,2.1824114959656526e-08
1919,5.524709134618888e-09,1.565334223352366e-08
1920,3.028892692213958e-09,2.3473917476479755e-08
1921,1.5145494858259667e-09,3.7863735702359236e-08
1922,2.951174193910333e-09,4.0578645388311685e-08
1923,4.246379248229459e-09,2.866305992554885e-08
1924,1.289162443462999e-09,2.062659898438568e-08
1925,0.0,3.739380560752181e-08
1926,3.343841648018042e-09,1.3375366592072169e-08
1927,2.2298449753321847e-09,2.6758140592164636e-08
1928,2.2852082448565625e-09,2.5137291359556002e-08
1929,3.342121912552898e-09,1.782465064437133e-08
