year,vrais_ADJ êtres_NOUN,vrais_ADJ maîtres_NOUN
1870,0.0,8.371711146537564e-08
1871,1.0621177271019633e-09,5.523012092112367e-08
1872,0.0,8.526748729309475e-08
1873,0.0,1.0834668273673742e-07
1874,0.0,1.0336074041106258e-07
1875,1.1443054281912168e-09,8.696721209844327e-08
1876,6.04601479992084e-10,6.287855569553358e-08
1877,0.0,8.225805459005642e-08
1878,6.039088673581716e-10,1.1293095525388708e-07
1879,3.0546627449723474e-09,1.1790997689331562e-07
1880,0.0,1.2514800573626417e-07
1881,0.0,1.0040410813871858e-07
1882,0.0,9.117877652897732e-08
1883,0.0,1.1438003610919623e-07
1884,0.0,1.3731529602267756e-07
1885,0.0,1.4373768136843879e-07
1886,6.453463874400711e-10,1.0583680420950259e-07
1887,3.9173548849191775e-09,1.1752064210668323e-07
1888,6.340614699951175e-10,1.2237386215474544e-07
1889,1.8795409673089125e-09,1.2404970561874507e-07
1890,2.6217545912032847e-09,1.2781053426724753e-07
1891,1.9122659011827636e-09,1.1664822596735291e-07
1892,5.641661360300532e-09,1.372804196986266e-07
1893,6.15841644346915e-09,1.2871090859789547e-07
1894,3.780923574225881e-09,1.0586585830196782e-07
1895,6.018614495673091e-09,1.5889142357394803e-07
1896,5.897029087265082e-09,1.7160354065515193e-07
1897,5.826713556089658e-10,1.375104340395339e-07
1898,3.3950129374460403e-09,1.2674714466864856e-07
1899,5.527578395003729e-10,1.5200841119167308e-07
1900,1.5573159428683425e-09,1.2718079744900024e-07
1901,1.1177477832191585e-09,1.0898041230555933e-07
1902,0.0,1.0557110030617878e-07
1903,4.320176216765503e-09,1.4310583651422348e-07
1904,1.6123875568041512e-09,1.5586412960288953e-07
1905,0.0,1.8991592942718682e-07
1906,5.144184522798412e-10,1.54839951860275e-07
1907,1.028568674676933e-09,1.398853413103751e-07
1908,4.911389073214423e-09,1.144353629634054e-07
1909,1.6502950117569526e-09,1.633792085509178e-07
1910,2.67207544979442e-09,1.6459984042427322e-07
1911,4.788336838146279e-09,1.745082762738548e-07
1912,2.6047106693738442e-09,1.5315698931317456e-07
1913,4.242391771214216e-09,1.7499866600267922e-07
1914,3.3483718020477227e-09,1.9353589869597343e-07
1915,1.295883844676382e-08,6.597226587246041e-08
1916,3.2962386153911893e-09,1.274545553542339e-07
1917,2.1932848870420685e-09,1.5024000821206585e-07
1918,0.0,1.424310651643168e-07
1919,1.8415696745321952e-09,1.602165649594589e-07
1920,1.514446346106979e-09,2.3095306067588695e-07
1921,0.0,2.044641852494422e-07
1922,0.0,2.0363101782550075e-07
1923,2.1231896241147297e-09,2.0064141326159302e-07
1924,1.289162443462999e-09,1.637236368701167e-07
1925,0.0,1.5727394497844216e-07
1926,6.687683296036084e-09,1.6161901295053127e-07
1927,1.1149224876660924e-09,1.6946821823626834e-07
1928,3.4278122562625413e-09,1.7824624787277088e-07
1929,3.342121912552898e-09,1.492814425407829e-07
1930,3.1510811737689437e-09,1.5650369711295298e-07
1931,4.5621426636444085e-09,1.2773999547022186e-07
1932,2.1919073223131136e-09,1.479537408144438e-07
1933,8.02946331646126e-09,1.3305967794252638e-07
1934,4.7926320689839486e-09,1.1622132944921759e-07
1935,9.574627313213568e-09,1.8191791628652254e-07
1936,2.424942913137329e-09,1.5155893606788595e-07
1937,8.813782592653752e-09,1.1709740022070037e-07
1938,2.5930428915188486e-09,1.4002431214521494e-07
1939,1.5294050470515685e-09,1.330582453107354e-07
1940,2.5357829169792012e-09,1.4961119632062037e-07
1941,2.9515025978810172e-09,1.5052663115966425e-07
1942,1.2136847082899749e-08,1.3350531946620947e-07
1943,8.709705845433291e-09,1.800005842156338e-07
1944,0.0,1.6708568750800623e-07
1945,4.357008087652048e-09,1.9388686478549744e-07
1946,6.960552134671616e-09,1.3921104091707548e-07
1947,2.3841741914054637e-09,1.3470583826169502e-07
1948,2.174377566888097e-09,1.1850358005993655e-07
1949,0.0,1.1682239886567913e-07
1950,1.0635361480382244e-09,9.359118147145296e-08
1951,1.0661401761424827e-09,1.26870683736513e-07
1952,3.1634410646574906e-09,9.279427359842884e-08
1953,6.464296653518886e-09,9.696444891460487e-08
1954,9.772536557761669e-09,1.2606571897499919e-07
1955,6.569925492527773e-09,1.1450441439464498e-07
1956,7.849027205963921e-09,1.1947963685088325e-07
1957,0.0,1.0778745790362976e-07
1958,1.1581140491045971e-08,1.0505749481470872e-07
1959,1.3176271629333769e-08,8.835852693955815e-08
1960,1.1765417085030094e-08,1.0519666965302932e-07
1961,5.55852741612739e-09,1.1603425731365746e-07
1962,1.2683912808952869e-09,9.956871666050304e-08
1963,1.2285501505004959e-08,1.1962198431803017e-07
1964,3.041984220075733e-09,8.639235093976794e-08
1965,2.73602163147757e-09,1.2093216139597018e-07
1966,3.3234448526542337e-09,9.637990028288357e-08
1967,2.465167847631733e-09,8.726693756511139e-08
1968,3.1439910674890825e-09,1.2036994334607698e-07
1969,1.3625273131978588e-09,9.174350412699539e-08
1970,4.598724956395017e-09,9.473373197010915e-08
1971,5.652237344833111e-09,1.2023850448628082e-07
1972,3.5911027485013847e-09,9.029058811726998e-08
1973,1.102640756478479e-09,7.112033195699752e-08
1974,1.6876715580593782e-09,9.282193336179745e-08
1975,7.4249242310031605e-09,9.252597710229793e-08
1976,7.427584769459372e-09,9.313048976444804e-08
1977,1.7630346071939584e-09,8.63886907009892e-08
1978,7.128709622605811e-09,8.732669543043414e-08
1979,4.096381456264453e-09,9.070558926183026e-08
1980,7.95921106799824e-09,8.641429283251512e-08
1981,1.8976649140967083e-09,8.539491741510474e-08
1982,4.966001831974154e-09,9.24917835654071e-08
1983,3.78918940668882e-09,8.715135901837812e-08
1984,3.479405208395292e-09,8.466552081642931e-08
1985,4.812446441349039e-09,8.903025805473419e-08
1986,4.7955883708539204e-09,7.852776123806748e-08
1987,1.2832715334809564e-08,8.371819437691386e-08
1988,5.396898483667201e-09,8.93486526987175e-08
1989,4.390497743145261e-09,8.012658270217798e-08
1990,3.2691906959314565e-09,7.628111042823349e-08
1991,3.5168792322792797e-09,8.909427151593263e-08
1992,4.958949695321735e-09,7.052728634437955e-08
1993,5.539207315052863e-09,9.195084516022689e-08
1994,5.274926717646622e-09,7.490395848019915e-08
1995,9.21816667442954e-09,7.103410276654287e-08
1996,1.014237493990322e-08,8.861233147250402e-08
1997,4.315404922294874e-09,9.062350359023696e-08
1998,5.72175506974304e-09,1.0108434234101793e-07
1999,9.140402212892695e-09,8.089256101073694e-08
2000,5.3016377954406835e-09,9.277866486190334e-08
2001,8.762423675534592e-09,9.463417480204406e-08
2002,7.009954394732176e-09,1.029587055612069e-07
2003,5.416999737661854e-09,8.958884034626635e-08
2004,4.845270407116686e-09,8.853630151239855e-08
2005,9.457874483587148e-09,8.151786690113738e-08
2006,5.7650457740976435e-09,1.021236723519614e-07
2007,1.2382886716011399e-08,7.589511030747786e-08
2008,9.366367237362283e-09,8.216858402021465e-08
2009,4.76819250749827e-09,5.912558664888934e-08
2010,4.723792912386671e-09,6.471596575297056e-08
2011,1.1471915861704929e-08,6.386033121752455e-08
2012,9.872333173177594e-09,6.740420666062619e-08
2013,1.0877587719448911e-08,6.944921038254392e-08
2014,9.311413862178597e-09,9.462995731457369e-08
2015,1.329945220618356e-08,6.871383517736973e-08
2016,1.0356700386182638e-08,6.752568681989146e-08
2017,1.3081178806828575e-08,5.2324716337537325e-08
2018,1.290733386838383e-08,6.42785242810362e-08
2019,8.673358031785483e-09,5.816252235391062e-08
