year,mes_DET airs_NOUN,mes_DET mères_NOUN
1860,1.876645361331697e-08,1.0527523297554353e-08
1861,1.7920661843362495e-08,9.431927461278633e-09
1862,2.5300723294208183e-08,1.8071945329101169e-09
1863,1.9479021062807078e-08,1.648224873251891e-08
1864,8.151037178549814e-09,7.192092033037056e-09
1865,1.3179164537469035e-08,2.965311962643824e-08
1866,3.503241252644784e-08,8.27154222893256e-09
1867,1.5043715606566366e-08,6.308654931785895e-09
1868,1.2349684830326169e-08,3.951899252285784e-09
1869,1.6115613732381462e-08,7.325278716940886e-09
1870,1.490852596930381e-08,3.4404292748035914e-09
1871,1.5931766128574054e-08,3.18635318130589e-09
1872,1.8746751706544273e-08,0.0
1873,3.112722185560912e-08,5.387403856360606e-09
1874,2.3898437007119355e-08,6.572069888299836e-09
1875,2.7463329999033448e-08,2.3458261722009155e-08
1876,4.353130833578689e-08,6.650616279912924e-09
1877,8.040260901509555e-09,3.0924081073635534e-09
1878,2.355244521634603e-08,1.3889903893726796e-08
1879,2.077170613290491e-08,2.443730107160036e-09
1880,2.6954953824542827e-08,2.5671385017744797e-09
1881,2.9284532132578533e-08,4.183504598298526e-09
1882,2.6621540527571597e-08,1.9966155395678697e-09
1883,1.895801765572358e-08,9.47900863357276e-09
1884,2.3105939384038265e-08,6.601696966868076e-09
1885,2.6427105892512515e-08,5.156508553483263e-09
1886,1.677900662855336e-08,1.0970888586481209e-08
1887,2.154545164501087e-08,2.3504128865425855e-08
1888,1.9021844543942734e-08,1.5217475501927424e-08
1889,1.3156787381785051e-08,6.891650250473447e-09
1890,1.2453334363726754e-08,2.6217545912032847e-09
1891,2.6771723837804018e-08,1.912266012205066e-09
1892,1.6298132621272998e-08,6.268512375839919e-09
1893,1.23168328869383e-08,4.310891699166319e-09
1894,1.827446460822557e-08,1.0082462864602348e-08
1895,2.7083764564395096e-08,5.416753046105782e-09
1896,9.435246361988447e-09,8.255840677762194e-09
1897,9.322741689743452e-09,4.661370844871726e-09
1898,1.5277558773618694e-08,1.5277558773618694e-08
1899,1.9346524382513053e-08,4.9748205555033564e-09
1900,1.9206896184620348e-08,2.07642125715779e-09
1901,6.147612641171918e-09,1.1736351668290013e-08
1902,7.365425880312415e-09,4.910284012726862e-09
1903,1.0800440541913758e-08,1.2420506845245427e-08
1904,1.2361637935498493e-08,5.374625189347171e-09
1905,9.28936660926638e-09,9.805442124921626e-09
1906,9.259531807970234e-09,3.6009292214700395e-09
1907,1.7485666858885196e-08,6.685696329888913e-09
1908,1.7680999775393502e-08,6.3848057951787496e-09
1909,1.9803540807217246e-08,7.701377091606787e-09
1910,1.6566866878342523e-08,3.7409054742809644e-09
1911,2.2877608141236294e-08,4.788336727123976e-09
1912,1.2502610502451716e-08,4.688478938419394e-09
1913,3.712092677687906e-08,9.015082680363662e-09
1914,1.1384464038144415e-08,8.036092513652449e-09
1915,2.1205371680821372e-08,1.1780761921542648e-09
1916,1.2086208478478966e-08,0.0
1917,1.864292187292449e-08,1.0966424435210342e-09
1918,1.8378202071289707e-08,9.189101035644853e-09
1919,1.2890987832747669e-08,3.6831393490643904e-09
1920,1.2872794385998532e-08,1.3630017114962811e-08
1921,3.634918854800162e-08,7.572747429129834e-09
1922,2.87739485571592e-08,8.853522359686394e-09
1923,2.7601466001669905e-08,2.1231896241147297e-09
1924,1.675911143195208e-08,2.449408642579698e-08
1925,2.859526304632709e-08,2.969508106076546e-08
1926,3.343841470382358e-08,1.3375365814916051e-08
1927,3.4562596340492746e-08,5.574612438330462e-09
1928,2.5137291359556002e-08,5.713020501119104e-09
1929,2.4508894691521732e-08,4.4561625500705304e-09
1930,2.6259009189288918e-08,1.260432447303117e-08
1931,1.8248570654577634e-08,6.843213995466613e-09
1932,2.082311922890767e-08,4.38381475564853e-09
1933,1.261772819560747e-08,2.2941324395731044e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,1.196828414151696e-08,3.590485242455088e-09
1936,1.8187071404440758e-08,1.2124714565686645e-09
1937,1.510934133364117e-08,6.295558963032022e-09
1938,1.5558256905023882e-08,1.2965214457594243e-09
1939,6.117620188206274e-09,1.3764645423464117e-08
1940,2.028626333583361e-08,2.5357828725702802e-08
1941,5.9030051957620344e-09,1.1806010835613279e-08
1942,6.37184480734021e-08,6.068423541449874e-09
1943,1.1612940831184915e-08,0.0
1944,1.927911696952833e-08,9.639558484764166e-09
1945,1.3071024262956144e-08,4.357008087652048e-09
1946,9.744772988540262e-09,1.1136883415474585e-08
1947,2.3841741692010032e-08,2.3841741914054637e-09
1948,2.2830963786191205e-08,5.435943917220243e-09
1949,1.2762110479513922e-08,1.3743811866362421e-08
1950,2.3397795700930146e-08,1.0635361036293034e-08
1951,1.2793681780642885e-08,3.1984206394497505e-09
1952,1.7926166329118587e-08,1.2653764702719172e-08
1953,2.693456835345387e-08,3.232148326759443e-09
1954,2.14995790059902e-08,9.772535891627854e-09
1955,1.595553333899602e-08,9.385607846468247e-09
1956,2.0058624983221307e-08,2.4419196442693192e-08
1957,1.9437083054185678e-08,5.3010225653515874e-09
1958,2.7298403371123214e-08,1.1581141046157484e-08
1959,2.1702094343822864e-08,8.525822714489095e-09
1960,3.114374991231017e-08,1.1765416974007792e-08
1961,1.9454845512356655e-08,1.181187103682646e-08
1962,3.044139235131027e-08,1.0147130080628841e-08
1963,2.0044765847160306e-08,8.40586911188268e-09
1964,2.068549243006146e-08,6.692365051019777e-09
1965,2.2435377389218303e-08,7.113656441681826e-09
1966,1.2185964348709888e-08,1.2739872379263772e-08
1967,1.5284040699725665e-08,6.902469928959931e-09
1968,2.290622133638287e-08,7.186265249536916e-09
1969,1.7712854627482955e-08,4.541757636644661e-09
1970,2.299362514279757e-08,1.6095537569427165e-08
1971,2.9288864888954436e-08,1.592903242642052e-08
1972,2.3598675014113724e-08,6.156176013405457e-09
1973,1.5436970424165253e-08,4.961883570686609e-09
1974,1.1813700295792984e-08,5.06301445213353e-09
1975,1.4278700888326057e-08,2.8557400444384484e-08
1976,1.8854638628162945e-08,1.2569759455516305e-08
1977,1.410427652448476e-08,1.2928919823629315e-08
1978,2.1386128423728223e-08,1.2475241506493262e-08
1979,2.6919078188747392e-08,1.6970722827025497e-08
1980,1.762396628635088e-08,1.4212877152974812e-08
1981,1.771153890217647e-08,2.213942373874289e-08
1982,1.7381006189864934e-08,9.9320033308814e-09
1983,1.3893695083311286e-08,1.8314415761722103e-08
1984,9.278413259927731e-09,9.278413592994639e-09
1985,2.045289804186723e-08,9.02333718855175e-09
1986,1.8582905048081244e-08,1.138952232526691e-08
1987,1.8332450224534114e-08,3.972030954146888e-08
1988,1.2592763276586538e-08,1.379207387186554e-08
1989,1.481792966107065e-08,1.0427432473036902e-08
1990,1.7435683119515488e-08,1.2531897519707513e-08
1991,1.4653663449326615e-08,5.861465368628416e-09
1992,2.4794748032519465e-08,7.713921723606632e-09
1993,1.2186256725943423e-08,1.5509780904032766e-08
1994,1.4242301560329906e-08,1.47697947205927e-08
1995,1.3013881861034804e-08,1.6267352020982173e-08
1996,1.4946657245218375e-08,3.3096171137003694e-08
1997,1.2466725429760572e-08,1.870008825566316e-08
1998,1.5734826774860267e-08,9.536258560594035e-09
1999,1.919484465817689e-08,3.564756850815698e-08
2000,2.2973763780242962e-08,1.4579504048484182e-08
2001,1.3581756164171566e-08,4.425023814036422e-08
2002,1.6648641576466616e-08,1.2267419968736704e-08
2003,2.333476845084448e-08,2.9168460757844628e-08
2004,1.805964444656638e-08,3.479785037896477e-08
2005,1.7114248795913056e-08,2.702249746189267e-08
2006,1.4824404093172205e-08,1.4412614379732958e-08
2007,2.5964116190380082e-08,2.1969637137297937e-08
2008,2.256442965808958e-08,2.9376334337305465e-08
2009,2.8132335794239793e-08,2.0026409419671154e-08
2010,3.5900827866086615e-08,3.023227446163901e-08
2011,3.862211614413802e-08,3.479814475459975e-08
2012,3.7106354211502435e-08,2.655317166144755e-08
2013,3.988448804559397e-08,3.402732440260792e-08
2014,5.954974247046607e-08,2.1654451398678276e-08
2015,4.832134492538387e-08,2.2165754398617565e-08
2016,5.054069562859809e-08,6.545434710902853e-08
2017,4.578412787781261e-08,5.961998916781397e-08
2018,4.904786887749424e-08,3.123574671137774e-08
2019,4.336679171323965e-08,5.867271946069508e-08
