year,différents_DET êtres_NOUN,différents_DET mètres_NOUN
1993,5.539207426075166e-10,2.2156829704300662e-09
1994,2.1099706426497278e-09,0.0
1995,2.7112254663563817e-09,2.1689803286761844e-09
1996,3.2028553142993132e-09,1.067618438099771e-09
1997,4.315404922294874e-09,2.3974471297094624e-09
1998,2.86087753487152e-09,1.9072516899143466e-09
1999,3.656160929565999e-09,4.113180906983871e-09
2000,2.2090156370779823e-09,8.836062992401139e-10
2001,3.943090742808408e-09,4.3812117822561447e-10
2002,3.9430991805033955e-09,3.504977197366088e-09
2003,1.2500769308587678e-09,4.166922806803086e-09
2004,1.3214374039449694e-09,2.642874807889939e-09
2005,4.503749373441224e-09,2.702249757291497e-09
2006,4.529678854225949e-09,2.0589450144825605e-09
2007,1.997239706952314e-09,2.7961355453243186e-09
2008,5.5346713878634546e-09,2.554463751636149e-09
2009,8.582746957586096e-09,1.907277002999308e-09
2010,5.668551850135373e-09,0.0
2011,3.059177577924288e-09,1.529588788962144e-09
2012,1.7021263287730903e-09,2.382976926895708e-09
2013,1.9523875849358774e-09,1.1156500168141292e-09
2014,2.3819897165822113e-09,2.165445156521173e-09
2015,3.546520632724537e-09,4.433150790905671e-10
2016,3.935546111222266e-09,8.285360175719347e-10
2017,4.2765391228272165e-09,1.0062445321423752e-09
2018,4.904786798931582e-09,1.8070267504555204e-09
2019,4.08158040698936e-09,0.0
