year,pas_ADV annuelle_ADJ,pas_ADV manuelle_ADJ
1941,5.9030051957620344e-09,0.0
1942,1.517105907566929e-08,0.0
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,8.352662561605939e-09,1.3921104269343232e-09
1947,3.5762612871081956e-09,0.0
1948,1.0871887834440486e-09,0.0
1949,6.8719057111366055e-09,0.0
1950,4.2541445921528975e-09,0.0
1951,2.1322803522849654e-09,0.0
1952,4.2179215675730575e-09,0.0
1953,6.464296653518886e-09,0.0
1954,1.9545072227344917e-09,0.0
1955,5.631364707880948e-09,0.0
1956,1.744228317335228e-09,1.744228317335228e-09
1957,7.068030161150318e-09,0.0
1958,4.9633461784992505e-09,8.272243445794913e-10
1959,2.325224457422337e-09,0.0
1960,2.076250060767393e-09,0.0
1961,1.3896318540318475e-09,0.0
1962,3.805173953708163e-09,6.341956404476434e-10
1963,1.2932106496776896e-09,0.0
1964,2.4335873316516654e-09,1.2167936658258327e-09
1965,2.73602163147757e-09,3.830430195250756e-09
1966,1.6617224263271169e-09,1.1078149508847446e-09
1967,4.930335695263466e-09,9.860671168482327e-10
1968,4.940557296606585e-09,1.3474247273492779e-09
1969,4.087581828571274e-09,0.0
1970,1.8394900047624674e-09,0.0
1971,2.0553589941130213e-09,0.0
1972,3.5911027485013847e-09,0.0
1973,9.923766697284009e-09,5.513203782392395e-10
1974,1.6876715580593782e-09,5.625571675160757e-10
1975,8.567219822452898e-09,0.0
1976,3.9994687561772935e-09,0.0
1977,5.876781727920388e-09,5.876781838942691e-10
1978,2.970295565063452e-09,5.940591352171509e-10
1979,4.681578680276743e-09,1.1703946700691858e-09
1980,4.548120546843393e-09,5.685150683554241e-10
1981,8.223214109648325e-09,0.0
1982,6.207502289967692e-10,0.0
1983,3.157658134966823e-09,0.0
1984,5.799008384599347e-09,1.739702604197646e-09
1985,4.812446441349039e-09,0.0
1986,2.997242676272549e-09,5.994485463567401e-10
1987,3.0554083707556856e-09,1.2221633705067347e-09
1988,2.398621523624911e-09,5.996553809062277e-10
1989,1.0976244357863152e-09,5.488122178931576e-10
1990,2.179460389939436e-09,0.0
1991,4.68917216167597e-09,0.0
1992,3.30596661157756e-09,0.0
1993,6.093128224193833e-09,2.2156829704300662e-09
1994,4.2199412852994556e-09,0.0
1995,8.133675954979935e-09,0.0
1996,5.3380921904988554e-09,5.338092190498855e-10
1997,6.7128524960935465e-09,9.58978896292706e-10
1998,2.86087753487152e-09,9.536258449571733e-10
1999,4.113180906983871e-09,0.0
2000,1.3254094488601709e-09,4.4180314962005696e-10
2001,1.3143635069212678e-09,8.762423564512289e-10
2002,3.9430991805033955e-09,2.1906108038649563e-09
2003,2.9168460979889232e-09,8.333845835650777e-10
2004,2.642874807889939e-09,1.3214374039449694e-09
2005,5.404499514582994e-09,1.3511248786457486e-09
2006,5.7650457740976435e-09,0.0
2007,3.1955835755326234e-09,0.0
2008,2.9802078582719105e-09,1.2772318758180745e-09
2009,9.53638501499654e-10,4.76819250749827e-10
2010,3.3066551718974324e-09,1.4171379625338432e-09
2011,2.2943831279320648e-09,1.1471915639660324e-09
2012,2.7234021704458655e-09,1.3617010852229328e-09
2013,1.1156500168141292e-09,8.367375126105969e-10
2014,1.2992671383216248e-09,1.9489005964601347e-09
2015,1.329945265027277e-09,1.329945265027277e-09
2016,1.0356699942093428e-09,1.6570720351438695e-09
2017,3.773417134311785e-09,2.0124890642847504e-09
2018,2.0651733656507076e-09,2.581466596041082e-09
2019,2.04079020349468e-09,1.53059265262101e-09
