year,deux_DET eaux_NOUN,deux_DET mots_NOUN
1872,2.3100835733202985e-07,5.530896316940925e-06
1873,2.4722197355941944e-07,4.91391111268058e-06
1874,2.4973866263877653e-07,4.895594912568413e-06
1875,3.2269414429464405e-07,5.5664738454197504e-06
1876,2.9867314310649817e-07,5.0284704968817096e-06
1877,3.6861502650253897e-07,4.573052848400039e-06
1878,2.6571990474622e-07,4.680293756109677e-06
1879,3.048553307571922e-07,4.789711084640658e-06
1880,2.7147488346201953e-07,4.623416657523194e-06
1881,3.158545851533745e-07,4.799176764436197e-06
1882,3.108064907664243e-07,4.900359868997839e-06
1883,3.4756363653798417e-07,4.758462097242955e-06
1884,3.630933216314247e-07,4.512259806688235e-06
1885,2.945655560582239e-07,4.568666469140226e-06
1886,3.4913240387624e-07,4.326402176957345e-06
1887,3.832478638887693e-07,4.27840450356598e-06
1888,3.265416665954035e-07,4.505006558019886e-06
1889,2.618827292799608e-07,4.647478618835521e-06
1890,2.91670203989014e-07,4.72046897925793e-06
1891,2.5305653839069464e-07,4.3280955708269175e-06
1892,2.3757662592771567e-07,4.5371492944923375e-06
1893,2.4818419330774333e-07,4.254849869766986e-06
1894,2.6340435121952055e-07,4.10482277857227e-06
1895,2.5518925816925275e-07,4.198585429548984e-06
1896,2.2054888337841305e-07,4.089589680233985e-06
1897,3.123118581527251e-07,3.86019775078239e-06
1898,2.3878257504605926e-07,4.1656806786249945e-06
1899,3.0346405388570474e-07,4.053373203305455e-06
1900,2.922562937213158e-07,4.097817452475283e-06
1901,2.0957771351692855e-07,4.014391208784218e-06
1902,2.563168124414261e-07,3.3360469444687624e-06
1903,2.543503780927381e-07,3.6370483940117992e-06
1904,3.257022891389738e-07,3.7348271462178673e-06
1905,3.158384638268785e-07,3.6956195685888815e-06
1906,2.6441109790553696e-07,3.4728390119198593e-06
1907,3.342848184928471e-07,3.657590326611171e-06
1908,3.153111804987674e-07,3.624605142249493e-06
1909,3.2455802134734313e-07,3.5992935920603486e-06
1910,3.014100866671754e-07,3.6142490387192083e-06
1911,2.2185960579790276e-07,3.4348334878586684e-06
1912,2.7870402474761136e-07,3.550741553226544e-06
1913,2.487102257475726e-07,3.476109753819401e-06
1914,2.2634993790404678e-07,3.3430145833790448e-06
1915,4.1703897180056515e-07,3.3492705995286087e-06
1916,2.5820535798359856e-07,3.183067775580639e-06
1917,2.9499682341338485e-07,3.277864237816175e-06
1918,2.6533529240424514e-07,3.224225906706124e-06
1919,2.0349345597470148e-07,3.2595784347222434e-06
1920,2.1126525950876385e-07,3.2590885439276462e-06
1921,2.0219235352669784e-07,3.0048661301407265e-06
1922,2.7150802139885855e-07,3.2610475386718463e-06
1923,2.590291372506215e-07,3.6975346517920116e-06
1924,2.6427831256725653e-07,3.6586430383067636e-06
1925,2.111650161396028e-07,3.5216164633311564e-06
1926,3.2546725425852685e-07,3.2669331915258226e-06
1927,3.177529165343529e-07,3.532074515533168e-06
1928,2.742249889386983e-07,3.1421612618487416e-06
1929,2.428608536497734e-07,3.196182518649948e-06
1930,2.2897855211923002e-07,3.200448105644682e-06
1931,2.2582605918586296e-07,2.908366042220223e-06
1932,1.9727166034044785e-07,3.178265501446731e-06
1933,2.7070761943193133e-07,3.040872513793147e-06
1934,2.132721306224994e-07,2.946270512893534e-06
1935,2.1901960156611722e-07,3.062683830989954e-06
1936,2.012702564613278e-07,2.75594771892429e-06
1937,2.0523522925586235e-07,2.8544064605284802e-06
1938,1.9966430764295495e-07,2.7978932166661252e-06
1939,3.3646911745677244e-07,2.684105936623382e-06
1940,3.575453888515767e-07,2.6270710833387056e-06
1941,2.774412468653509e-07,2.8245880940858115e-06
1942,2.973527655214525e-07,3.0675881248498627e-06
1943,3.280655676007882e-07,2.856783524407547e-06
1944,2.634812688029342e-07,3.2517444310542487e-06
1945,3.7034567412774777e-07,2.583705906999967e-06
1946,3.549881455455761e-07,3.052898136957083e-06
1947,3.0159803565688037e-07,3.3342675749281625e-06
1948,2.989769223304961e-07,2.8495218771240616e-06
1949,2.7487622922262034e-07,2.648628864676539e-06
1950,2.190884502706325e-07,2.9428044854284963e-06
1951,2.9851923954993254e-07,3.2677197339125996e-06
1952,2.4463944647834523e-07,2.7869915868450335e-06
1953,2.95202881805956e-07,2.6902246048621237e-06
1954,3.3422074663391754e-07,2.582881378998536e-06
1955,3.0127802119750413e-07,2.740597423667168e-06
1956,2.9739092788361177e-07,2.8718720130882502e-06
1957,2.9509026200358335e-07,2.4225673627142896e-06
1958,2.4072228282934205e-07,2.6297461346302953e-06
1959,2.7437647753814076e-07,2.8631261841383093e-06
1960,2.6368374606011713e-07,2.8548438422149047e-06
1961,2.9668640832980486e-07,2.8744533722147025e-06
1962,2.3592077491585428e-07,3.261668126697259e-06
1963,2.586421374850545e-07,2.7894553511487175e-06
1964,2.482258998348641e-07,3.102823882272787e-06
1965,2.8016862541058174e-07,3.1847292234488123e-06
1966,2.902475080279743e-07,3.058123255073042e-06
1967,2.9434104042991294e-07,3.2126066287219146e-06
1968,2.748746443514971e-07,3.204625272701378e-06
1969,2.566093195155439e-07,2.7809184075522353e-06
1970,2.3085599709649074e-07,2.7192260318997796e-06
1971,2.3020020112340944e-07,3.1220902485529223e-06
1972,2.7189778095682016e-07,3.0416639731356554e-06
1973,2.519534116895983e-07,2.812285202935527e-06
1974,2.396493653522569e-07,2.422933803813976e-06
1975,2.096113220773077e-07,2.517049395578397e-06
1976,1.8797503975598318e-07,2.393967804437125e-06
1977,2.3154519812607077e-07,2.453556348314123e-06
1978,2.405939536487267e-07,2.599602808572854e-06
1979,2.744575454682874e-07,2.696004131053087e-06
1980,2.4105039431177033e-07,2.745359154232574e-06
1981,2.897101820664716e-07,2.7648976015370863e-06
1982,2.805791071702757e-07,2.566802194792217e-06
1983,2.5892794663917584e-07,2.4175028841000312e-06
1984,2.8705092197656157e-07,2.3677352771755977e-06
1985,2.8092657089473505e-07,2.4369025197756855e-06
1986,2.0680974399667207e-07,2.7826400810226914e-06
1987,2.16322919133205e-07,2.462659097091091e-06
1988,2.3386559155902376e-07,2.5581299070154273e-06
1989,2.145855804158714e-07,2.6716179490904324e-06
1990,2.1086279988757894e-07,2.4017652719976468e-06
1991,2.2039109204285978e-07,2.526291495996702e-06
1992,2.639263274595294e-07,2.4623939793855243e-06
1993,2.647741190742181e-07,2.6100745742496656e-06
1994,2.4475659177181086e-07,2.4855455080796673e-06
1995,2.2774293917393607e-07,2.5051721763702517e-06
1996,2.0871940553668367e-07,2.3957356631854054e-06
1997,2.330318693566369e-07,2.3437445264562484e-06
1998,2.3792964931601546e-07,2.6010145859345357e-06
1999,2.170845561089152e-07,2.4286050148702998e-06
2000,2.4210811866431925e-07,2.562016476304052e-06
2001,2.760163293480389e-07,2.628727031606104e-06
2002,2.729500869769197e-07,2.5060586210656766e-06
2003,2.470985251967761e-07,2.5505735550268582e-06
2004,2.466683159951799e-07,2.4992785938593443e-06
2005,2.5626335187212135e-07,2.5126419274101863e-06
2006,2.9278198265814126e-07,2.6058007591700516e-06
2007,2.328781548155412e-07,2.8001301188851357e-06
2008,2.7503059163436205e-07,2.7285931025744503e-06
2009,3.156543451066085e-07,2.7526775738806464e-06
2010,2.9051327343765365e-07,2.9211936976025754e-06
2011,3.3612713035147124e-07,3.0106132271612296e-06
2012,3.8808481539476247e-07,3.511486738716485e-06
2013,3.645386483785984e-07,3.4797124612850894e-06
2014,4.1576546716548535e-07,3.556960194828207e-06
2015,3.86127433360528e-07,3.917575384093652e-06
2016,3.5772043593951253e-07,4.030413549571676e-06
2017,3.3457630377320413e-07,3.2871493260699935e-06
2018,3.9238293014776104e-07,3.6961440912364196e-06
2019,3.576484872702679e-07,3.7382174014055636e-06
