year,nos_DET airs_NOUN,nos_DET mères_NOUN
1935,2.393656917121234e-08,1.831147429243174e-07
1936,2.9099314957647948e-08,1.5034645706180072e-07
1937,1.6368453259474336e-08,1.9012588259315066e-07
1938,1.2965214124527336e-08,2.268912506764309e-07
1939,2.2941076593951948e-08,3.349396955343309e-07
1940,1.0143131667916805e-08,2.408993713398644e-07
1941,1.0920559567750843e-07,2.1545969319802794e-07
1942,4.5513175450651033e-08,5.067133503899868e-07
1943,2.6129116648121453e-08,2.4096852024868554e-07
1944,3.213186161588055e-08,3.920087223718838e-07
1945,2.6142049414090707e-08,2.614204861473013e-07
1946,2.227376683094917e-08,2.2969822577323384e-07
1947,1.668921911779364e-08,2.4080158889105974e-07
1948,1.8482209318548826e-08,2.3700716056396232e-07
1949,1.0798709482173763e-08,1.70815940059299e-07
1950,1.8080114516649815e-08,1.6484810005934492e-07
1951,2.1322804077961166e-08,1.5672261099997087e-07
1952,2.319856839960721e-08,1.4235485146230076e-07
1953,1.4005975934594517e-08,1.4652405289083958e-07
1954,2.6385848173049453e-08,1.4756529598258794e-07
1955,7.508486277174597e-09,1.5955533561040625e-07
1956,2.3547081839936368e-08,1.47387294369139e-07
1957,2.6505112771246786e-08,1.669822111693975e-07
1958,1.4062814024384807e-08,1.7123544049368888e-07
1959,2.402731746897757e-08,1.4648913337911296e-07
1960,1.6610000486139143e-08,1.9585958321854946e-07
1961,1.0422239238305764e-08,2.001069890900098e-07
1962,1.6489086374082973e-08,1.4967016648270715e-07
1963,1.939815952312074e-08,1.7070380531336582e-07
1964,6.692365273064382e-09,1.8130226203671995e-07
1965,2.1340969214023175e-08,2.0082398544118973e-07
1966,2.1602391320207914e-08,2.1768563962520915e-07
1967,3.1061113570096666e-08,2.0312982185188844e-07
1968,3.278733495815089e-08,1.935800182095715e-07
1969,1.907538335621517e-08,1.5214888501868806e-07
1970,2.4373242757391722e-08,1.752114204833788e-07
1971,3.185806363159571e-08,1.80357755175109e-07
1972,3.026786604687359e-08,1.8519830291552353e-07
1973,3.69384653975402e-08,1.5326706370721865e-07
1974,1.518904385600095e-08,1.367013902076053e-07
1975,1.1994108817248161e-08,2.0389983745872087e-07
1976,1.656922776760439e-08,2.0740101869254346e-07
1977,1.8218024422367307e-08,2.0745040274494642e-07
1978,2.8514838157356337e-08,2.536632567329278e-07
1979,2.1067103284089228e-08,2.4402728804329143e-07
1980,2.0466542682839872e-08,2.2399493482261335e-07
1981,1.4548763749289151e-08,2.1696634716628083e-07
1982,1.9864007771985825e-08,2.420925835355803e-07
1983,2.2103606056589342e-08,2.3682435301708438e-07
1984,2.145633182237816e-08,2.2674122934773777e-07
1985,1.6843562988810845e-08,2.1234919556079035e-07
1986,1.7983456501724504e-08,2.925308895118661e-07
1987,1.588812459374367e-08,2.2426697549038366e-07
1988,1.739000587974715e-08,2.4166112261303496e-07
1989,1.3720305114262032e-08,2.359892599113067e-07
1990,2.2339469218923824e-08,2.4573415313700053e-07
1991,1.9928982464278988e-08,2.807641896751534e-07
1992,1.2672871640972971e-08,2.126838453131441e-07
1993,1.4955860494492157e-08,2.730829216091024e-07
1994,1.1077346151466827e-08,2.637463272225915e-07
1995,2.006306776269895e-08,2.6678458420192896e-07
1996,1.921713232988509e-08,2.434169985576773e-07
1997,1.1507746533467866e-08,3.015988494503574e-07
1998,2.193339376788117e-08,2.5032677863912056e-07
1999,1.736676483177213e-08,2.934069103233128e-07
2000,1.9439339027371716e-08,3.521171145770552e-07
2001,1.095302959441824e-08,3.846703918730654e-07
2002,1.3143664545633982e-08,3.3078222538840407e-07
2003,9.167230530238157e-09,2.8918444128223086e-07
2004,4.625030919358508e-08,2.9291860692559624e-07
2005,1.7564622978305522e-08,3.2607147870677977e-07
2006,1.6059770735488144e-08,3.372551934388568e-07
2007,2.1570189912001325e-08,4.4258832065935394e-07
2008,2.6396125840655316e-08,3.6358533916924785e-07
2009,2.574823909640145e-08,3.3472709981552384e-07
2010,2.3618965894200983e-08,3.594806433082631e-07
2011,2.3708625951357476e-08,3.950163056654077e-07
2012,2.6212745751763578e-08,4.4391455666925594e-07
2013,2.6217775839221247e-08,4.599267047211697e-07
2014,2.8583876265919628e-08,4.441327961512975e-07
2015,3.125371372814101e-08,4.3223218648691386e-07
2016,3.0655832650161585e-08,4.82829355608061e-07
2017,2.213738048428837e-08,5.277752628263244e-07
2018,3.536609383125722e-08,4.91769403754283e-07
2019,3.775461876465158e-08,4.913202489298385e-07
