year,plusieurs_DET in_ADJ,plusieurs_DET mines_NOUN
1800,0.0,5.533729297013679e-07
1801,0.0,7.238795163289069e-07
1802,0.0,5.39319501058344e-07
1803,0.0,8.913049960312946e-07
1804,0.0,5.462790308996546e-07
1805,0.0,2.95659289939465e-07
1806,0.0,4.178420258682536e-07
1807,0.0,4.5266587633818745e-07
1808,0.0,7.183454258097299e-07
1809,0.0,5.331312138423527e-07
1810,0.0,3.556992727027364e-07
1811,0.0,3.7856858403628735e-07
1812,0.0,3.06728935584033e-07
1813,5.751483289628823e-09,2.530652523091703e-07
1814,0.0,2.0768069219911922e-07
1815,0.0,1.995945408950206e-07
1816,0.0,3.916750639376687e-07
1817,0.0,2.7712345485042533e-07
1818,0.0,3.147190898999952e-07
1819,0.0,4.430249358478022e-07
1820,2.3732962262101864e-09,3.1090179852810707e-07
1821,0.0,1.9328517453232053e-07
1822,0.0,2.456275893791826e-07
1823,9.882686891060644e-10,1.689939503890514e-07
1824,5.894778887238772e-09,4.943193232520571e-07
1825,0.0,2.33344240818667e-07
1826,0.0,2.6071634273705513e-07
1827,1.8434546111834038e-09,4.433508304924061e-07
1828,0.0,4.026640283427696e-07
1829,0.0,3.763624416563971e-07
1830,0.0,2.630082747145934e-07
1831,0.0,2.8687819764172673e-07
1832,0.0,2.1918551018629273e-07
1833,0.0,2.4788965546918007e-07
1834,0.0,1.558866618012189e-07
1835,0.0,2.6243913708867694e-07
1836,0.0,2.4665151521219286e-07
1837,0.0,2.8109878691395807e-07
1838,0.0,3.4843134422146704e-07
1839,0.0,3.1881125650556896e-07
1840,0.0,2.4204817483663987e-07
1841,0.0,1.7463892065805453e-07
1842,0.0,2.5424325578171647e-07
1843,0.0,1.9670013839956368e-07
1844,0.0,2.4424097322395255e-07
1845,0.0,2.2711527947194554e-07
1846,0.0,2.3593640374741653e-07
1847,0.0,2.0871775063824316e-07
1848,0.0,1.295280700475132e-07
1849,0.0,2.0361977881577786e-07
1850,6.788996032014438e-10,2.1045888143333968e-07
1851,0.0,1.5220675209093315e-07
1852,0.0,1.608104795991494e-07
1853,0.0,2.036428821128311e-07
1854,2.5978321716024766e-09,2.0782658050055858e-07
1855,0.0,2.780835188787023e-07
1856,0.0,1.4754988786336298e-07
1857,0.0,1.493741779157176e-07
1858,0.0,1.2087379408498578e-07
1859,0.0,8.758538339037614e-08
1860,9.154367819341758e-10,1.3685780420047422e-07
1861,0.0,1.461948748726627e-07
1862,0.0,1.4638276057965527e-07
1863,0.0,1.3135852894308186e-07
1864,0.0,7.09619705219211e-08
1865,4.706844358715045e-10,7.672155977189732e-08
1866,0.0,8.514822846805714e-08
1867,0.0,2.1886179268904016e-07
1868,0.0,9.583355686793027e-08
1869,4.395167341186834e-09,1.1573940050801923e-07
1870,0.0,6.99553956984289e-08
1871,0.0,1.0621177182201791e-07
1872,6.047339295989218e-10,1.0643317271963326e-07
1873,2.3944017879529156e-09,6.524744522451442e-08
1874,0.0,1.63704291011868e-07
1875,5.721527140956084e-10,9.383304266918913e-08
1876,0.0,1.9891388269854815e-07
1877,0.0,9.277223966819292e-08
1878,0.0,1.3044430935416074e-07
1879,0.0,4.8874601477066903e-08
1880,6.417846254436199e-10,6.995452483948839e-08
1881,0.0,1.4502815659511725e-07
1882,0.0,6.788493145393204e-08
1883,0.0,7.709593430327288e-08
1884,6.601696966868076e-10,1.234517323922546e-07
1885,0.0,8.121501204882975e-08
1886,0.0,1.1809838751375423e-07
1887,0.0,1.4494212674520668e-07
1888,0.0,1.509066223093214e-07
1889,0.0,1.1527851473402961e-07
1890,6.554386478008212e-10,1.2125615223013142e-07
1891,0.0,1.166482297421112e-07
1892,0.0,1.07191561404818e-07
1893,0.0,1.0530892113891355e-07
1894,0.0,1.1090709506333951e-07
1895,0.0,1.1856670223409083e-07
1896,0.0,1.2206849664408992e-07
1897,0.0,1.1711694547500429e-07
1898,0.0,1.058112371055131e-07
1899,0.0,8.56774651225578e-08
1900,5.191053142894475e-10,1.2562348494782327e-07
1901,1.1177477832191585e-09,9.333194128657851e-08
1902,0.0,1.1981092384871772e-07
1903,0.0,1.323053897550608e-07
1904,0.0,1.0856743060116969e-07
1905,0.0,1.1250454967637324e-07
1906,0.0,1.219171730237889e-07
1907,0.0,1.2805680071892311e-07
1908,0.0,1.1296195001619935e-07
1909,0.0,1.5787822782442618e-07
1910,0.0,9.191939476238531e-08
1911,0.0,1.234326796328844e-07
1912,1.5628263128064646e-09,8.126696915411458e-08
1913,0.0,1.1560517609865428e-07
1914,0.0,1.2723813291870556e-07
1915,0.0,1.6021835569368648e-07
1916,0.0,1.2305957142189072e-07
1917,0.0,1.0637431469007197e-07
1918,0.0,8.499918635607173e-08
1919,0.0,1.0036554698444888e-07
1920,0.0,8.556621544641985e-08
1921,0.0,1.6584317208412358e-07
1922,0.0,9.960212610238273e-08
1923,0.0,6.900366367190713e-08
1924,0.0,7.86389118268005e-08
1925,0.0,5.169143779681917e-08
1926,0.0,5.3501464591931835e-08
1927,0.0,7.2469961698296e-08
1928,0.0,6.969885202323667e-08
1929,0.0,5.570203276406005e-08
1930,0.0,5.566909822007915e-08
1931,0.0,4.790249708008787e-08
1932,0.0,5.4797683279872444e-08
1933,0.0,4.9323846118554115e-08
1934,0.0,5.032263672433146e-08
1935,1.196828414151696e-09,3.949533677882755e-08
1936,0.0,5.092380250815154e-08
1937,0.0,6.169647814857626e-08
1938,0.0,6.612259362270834e-08
1939,0.0,7.494084819370528e-08
1940,0.0,4.057252667166722e-08
1941,0.0,5.017554371988808e-08
1942,0.0,5.461581054078124e-08
1943,0.0,4.645176421291808e-08
1944,0.0,9.960877278558655e-08
1945,0.0,3.0499055725385915e-08
1946,0.0,4.733175362758857e-08
1947,0.0,5.4836005070058036e-08
1948,0.0,5.218506249349275e-08
1949,0.0,6.871905711136606e-08
1950,0.0,3.509669221912759e-08
1951,0.0,4.157946698057913e-08
1952,0.0,4.8506099581402395e-08
1953,0.0,3.2321482601460616e-08
1954,0.0,4.104465189946893e-08
1955,0.0,4.598947844769441e-08
1956,0.0,4.447782187000371e-08
1957,0.0,5.301022554249357e-08
1958,0.0,4.1361217562041475e-08
1959,0.0,5.0379861393778924e-08
1960,0.0,4.360124861157999e-08
1961,0.0,5.489045840079143e-08
1962,0.0,5.644341172228451e-08
1963,0.0,4.4615765748545755e-08
1964,0.0,4.806334874540852e-08
1965,0.0,3.9945917906791806e-08
1966,0.0,4.708213552362395e-08
1967,0.0,6.064312607634292e-08
1968,0.0,3.3685618516798854e-08
1969,0.0,5.0867688727862514e-08
1970,0.0,3.9089162129357646e-08
1971,0.0,3.545494275947192e-08
1972,0.0,4.4632278539680215e-08
1973,0.0,3.087394118139741e-08
1974,0.0,4.162922995210039e-08
1975,0.0,2.6272809705574218e-08
1976,0.0,5.713526984862938e-08
1977,0.0,3.6436048400645404e-08
1978,0.0,3.386137148453372e-08
1979,0.0,3.160065709106874e-08
1980,0.0,5.1166357373233495e-08
1981,0.0,6.262294061087914e-08
1982,0.0,4.283176457953175e-08
1983,0.0,2.8418922992656803e-08
1984,0.0,3.363425005176168e-08
1985,0.0,3.4890236033646715e-08
1986,0.0,3.836470630069755e-08
1987,0.0,3.9109229299505444e-08
1988,0.0,2.9982768157132966e-08
1989,0.0,3.9514481020574976e-08
1990,0.0,5.121732016277747e-08
1991,0.0,3.6927232383021646e-08
1992,0.0,4.2426569146769566e-08
1993,0.0,2.7696036852820072e-08
1994,0.0,4.958431132351393e-08
1995,0.0,1.8436332238636055e-08
1996,0.0,2.6156651511399787e-08
1997,0.0,3.452323882324748e-08
1998,0.0,2.8131962537258914e-08
1999,0.0,2.879226779217703e-08
2000,0.0,2.827540224181746e-08
2001,0.0,1.927733195294934e-08
2002,0.0,2.0153619217921914e-08
2003,0.0,1.666769233743537e-08
2004,0.0,2.5988268426146988e-08
2005,0.0,2.8823997855198513e-08
2006,0.0,2.141302735125805e-08
2007,0.0,2.796135556426549e-08
2008,0.0,3.320802965944836e-08
2009,0.0,2.5271420067696226e-08
2010,0.0,1.511613750837526e-08
2011,0.0,3.17389667880974e-08
2012,0.0,2.553189515364096e-08
2013,0.0,2.4544299648265877e-08
2014,0.0,2.2953719147622564e-08
2015,0.0,2.061415149690049e-08
2016,0.0,3.314144159105581e-08
2017,0.0,1.735771881783421e-08
2018,0.0,2.1426173280048033e-08
2019,0.0,2.0663000865894787e-08
