year,tels_ADJ arbres_NOUN,tels_ADJ marbres_NOUN
1926,1.2260752413340015e-08,3.343841648018042e-09
1927,2.8987985345452216e-08,1.1149224876660924e-09
1928,1.2568645679778001e-08,2.2852082448565625e-09
1929,3.0079096546842266e-08,0.0
1930,1.05036033204442e-08,0.0
1931,7.983749661377715e-09,0.0
1932,1.753525857850491e-08,0.0
1933,1.3764794637438627e-08,0.0
1934,1.0783422155213884e-08,0.0
1935,8.377798899061872e-09,1.196828414151696e-09
1936,1.9399543305098632e-08,3.6374143697059935e-09
1937,1.2591118370153254e-08,0.0
1938,2.2040865133021725e-08,1.2965214457594243e-09
1939,3.5176316970364496e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,5.76500234217292e-08,0.0
1943,8.709705845433291e-09,0.0
1944,9.639558484764166e-09,0.0
1945,1.742803235060819e-08,0.0
1946,1.1136883415474585e-08,0.0
1947,1.6689218895749036e-08,0.0
1948,2.6092530802657166e-08,3.2615663503321457e-09
1949,2.846932467548413e-08,2.945102384188658e-09
1950,2.5524867552917385e-08,0.0
1951,1.7058242818279723e-08,0.0
1952,2.2144087452602434e-08,0.0
1953,1.723812381726475e-08,0.0
1954,3.8112890621277984e-08,9.772536113672459e-10
1955,1.8771215692936494e-08,3.754243138587299e-09
1956,1.3081712602058815e-08,8.72114158667614e-10
1957,1.8553580005686854e-08,8.835037701437898e-10
1958,2.0680609225109947e-08,2.4816730892496253e-09
1959,2.5577467255288866e-08,0.0
1960,1.5225833038812198e-08,0.0
1961,1.389631876236308e-08,0.0
1962,1.7123282347597524e-08,0.0
1963,1.939815952312074e-08,1.2932106496776896e-09
1964,2.068549243006146e-08,0.0
1965,1.4774516721161035e-08,5.472043373977442e-10
1966,1.0524241922382771e-08,0.0
1967,1.9228309611207806e-08,4.930335584241163e-10
1968,1.2126823101255013e-08,0.0
1969,1.407944960618579e-08,1.8167031212712459e-09
1970,1.74751555448438e-08,1.3796175313274261e-09
1971,8.221435976452085e-09,0.0
1972,1.846852804021637e-08,0.0
1973,7.718485406371656e-09,5.513203782392395e-10
1974,1.2938814464291681e-08,0.0
1975,2.627280792921738e-08,0.0
1976,1.8854638739185248e-08,0.0
1977,1.3516598507123945e-08,0.0
1978,8.316828115084718e-09,0.0
1979,7.607565244427406e-09,0.0
1980,1.193881615790815e-08,5.685150683554241e-10
1981,1.0753434587229549e-08,0.0
1982,8.069752865935698e-09,1.2415004579935385e-09
1983,9.47297440490047e-09,6.315316047889041e-10
1984,1.3917620833581168e-08,5.799008495621649e-10
1985,1.4437339324047116e-08,0.0
1986,2.3378493807513223e-08,0.0
1987,1.4665960890170027e-08,6.110816852533674e-10
1988,7.795519785247507e-09,5.996553809062277e-10
1989,1.2073869015694072e-08,2.1952488715726304e-09
1990,1.198703181159999e-08,0.0
1991,1.4653663171770859e-08,0.0
1992,1.3774860363469088e-08,5.509944167592096e-10
1993,1.1078414630105726e-08,0.0
1994,1.2659823411809157e-08,0.0
1995,1.572510655023507e-08,5.422450821690461e-10
1996,1.7081895009596337e-08,0.0
1997,1.5823152565985765e-08,0.0
1998,6.675381136744818e-09,4.768129224785866e-10
1999,1.0968483010742602e-08,0.0
2000,1.2812291672048559e-08,0.0
2001,2.365854356867203e-08,4.3812117822561447e-10
2002,1.5334276071143904e-08,0.0
2003,1.2917460878725251e-08,0.0
2004,7.928623979580607e-09,0.0
2005,1.0808999029165989e-08,0.0
2006,5.7650457740976435e-09,0.0
2007,5.991719120856942e-09,0.0
2008,5.960415716543821e-09,0.0
2009,8.105927484791664e-09,0.0
2010,5.668551850135373e-09,0.0
2011,4.971163480860241e-09,0.0
2012,8.510632198976964e-09,0.0
2013,1.338780020176955e-08,0.0
2014,1.147685946278898e-08,0.0
2015,1.0639562120218216e-08,2.2165753954528356e-10
2016,1.118523584864306e-08,2.0713400439298368e-10
2017,8.553078245654433e-09,0.0
2018,1.2132893800753664e-08,0.0
2019,1.1224345897176136e-08,0.0
