year,des_DET êtres_NOUN,des_DET etres_NOUN,des_DET mètres_NOUN
1829,5.79803882772012e-06,9.430493774775783e-09,3.6864656216550884e-08
1830,6.299673941612127e-06,1.7742621372107692e-08,5.4271545479878114e-08
1831,6.860130575603307e-06,1.091384405071949e-08,7.171954763407484e-08
1832,5.816533608538066e-06,9.470978779013706e-09,2.7059939289308943e-08
1833,6.468297954143054e-06,2.0850531079474877e-08,6.255159235024621e-08
1834,5.739803121684872e-06,3.2670858240990697e-08,4.387229424196448e-08
1835,5.894670572104133e-06,1.1344631900556124e-08,5.7479468296151026e-08
1836,5.658199548008724e-06,2.3522624903460354e-08,4.2340726480460944e-08
1837,5.413934978548696e-06,1.2524203896191466e-08,4.940102726891382e-08
1838,4.724653305032689e-06,1.3255540221024376e-08,4.1660268568222136e-08
1839,5.059031593646068e-06,3.425822825420255e-08,6.851645917294036e-08
1840,5.438440098259889e-06,6.879263869663532e-08,5.095751021144679e-08
1841,5.889569322903299e-06,2.8892468861840825e-08,3.5955071808757566e-08
1842,5.490714848122025e-06,1.2074877542289641e-08,4.159124245006751e-08
1843,6.929397528665504e-06,1.9492806480059244e-08,8.269675566552337e-08
1844,5.572536096565273e-06,1.3721403624433748e-08,5.214133058650816e-08
1845,5.378223555396744e-06,1.5066615954850704e-08,4.073566373108406e-08
1846,5.7087240357134306e-06,2.9272507529043423e-08,3.9810608143397985e-08
1847,5.35007803392773e-06,1.887628364727334e-08,5.123562374365065e-08
1848,4.906780738167527e-06,1.769948809737798e-08,8.125673822689805e-08
1849,4.480473094758963e-06,1.6758829879393033e-08,3.267971848686102e-08
1850,4.9912697228648994e-06,1.425689166723032e-08,5.974316508172706e-08
1851,4.733888182784085e-06,1.0964045893402385e-08,3.482696997458845e-08
1852,5.339298112971846e-06,5.859490892490271e-09,5.468858077506411e-08
1853,5.742609815229116e-06,1.851298847554972e-08,2.388772735173461e-08
1854,5.179557682311042e-06,6.390667484090784e-08,6.026970905681495e-08
1855,5.654010610811611e-06,8.491099379170919e-09,8.597238121410555e-08
1856,4.667753586318213e-06,1.967331991759025e-08,4.711242185262421e-08
1857,5.357456004162486e-06,1.2203772437047178e-08,5.174399753116177e-08
1858,5.188275530088049e-06,3.034079210095797e-08,7.585198114057334e-08
1859,5.3992312913919704e-06,1.171199892624486e-08,7.536416912756749e-08
1860,5.465615416255787e-06,5.034902300637967e-09,3.936378173419186e-08
1861,5.971353139955227e-06,1.3204698223745481e-08,8.913171206659243e-08
1862,4.863160434354086e-06,8.13237568952907e-09,5.240864120459321e-08
1863,5.519555337230031e-06,1.198709037586454e-08,6.9425228454989e-08
1864,6.289244431911811e-06,9.589455562952764e-09,2.6371003158942585e-08
1865,5.671747430824325e-06,1.1767110841276462e-08,5.365802580037382e-08
1866,5.249509573701516e-06,1.6543084235820515e-08,2.238181906477621e-08
1867,4.6193912268677195e-06,1.4073153309368536e-08,1.9896527092555516e-08
1868,5.4407775209597276e-06,1.1855697534812748e-08,3.556709415875048e-08
1869,5.981334389559834e-06,1.367385404904553e-08,5.762552746091387e-08
1870,5.542531468449852e-06,1.0894692259455496e-08,4.12851512976431e-08
1871,4.487447533563227e-06,1.4869647735338276e-08,6.266494523288202e-08
1872,5.351290536026454e-06,6.652073447632745e-09,6.228759541482276e-08
1873,4.83848725707503e-06,1.735941301816979e-08,1.4306550610854174e-07
1874,4.134429339330836e-06,7.766991660940192e-09,6.392831863877291e-08
1875,5.093303315106823e-06,1.3731664694205392e-08,7.78127713374488e-08
1876,5.48373549236203e-06,1.0278225159865428e-08,1.1850188741391321e-07
1877,4.9831061552652045e-06,1.2988113584633254e-08,6.122967732835605e-08
1878,4.787789386284658e-06,6.642997596451039e-09,7.307297411607294e-08
1879,5.620579294429717e-06,1.8327975581655664e-08,8.736335144199359e-08
1880,4.683744208477947e-06,3.8507077526617195e-09,7.765594256525787e-08
1881,4.43869839727995e-06,1.2550513517339823e-08,1.3456939029765635e-07
1882,4.227500678410934e-06,8.652000893505374e-09,1.2312462160934956e-07
1883,4.541076982889081e-06,1.3270612164717477e-08,1.0932456495638121e-07
1884,4.5016971057521005e-06,3.300848483434038e-09,8.252121030949411e-08
1885,4.071708261221829e-06,8.379326621454908e-09,7.541393642895855e-08
1886,4.088269534463507e-06,6.4534639854230136e-09,1.0131937955293324e-07
1887,4.155007786721399e-06,5.223139809551469e-09,7.181817096579834e-08
1888,4.441600822246983e-06,6.340614699951175e-09,7.22830080235326e-08
1889,4.139375761269548e-06,4.385595775424633e-09,1.0212172885104565e-07
1890,4.31213093321503e-06,6.554386366985909e-09,1.2846597030602425e-07
1891,4.3076979849843156e-06,1.2748439637277897e-08,1.0517463211456857e-07
1892,4.767830517948823e-06,5.014809900671935e-09,9.026658176480851e-08
1893,4.448224451891747e-06,1.23168328869383e-08,8.621783115225767e-08
1894,4.768374676444864e-06,8.192001299534013e-09,1.1657847664992005e-07
1895,4.5897953953044635e-06,1.8657704714541978e-08,1.059276149018018e-07
1896,5.138671269833139e-06,1.3563167033936452e-08,7.076435082353782e-08
1897,4.796550783225939e-06,1.2236098356765979e-08,4.5448366847722355e-08
1898,4.970299130491185e-06,1.584339415217073e-08,1.1769378194248503e-07
1899,4.975926280792464e-06,1.0502398950507086e-08,4.4220628936386674e-08
1900,4.840657084059785e-06,2.1283318663023465e-08,7.734669493775215e-08
1901,4.808550791324251e-06,2.0119459875900247e-08,1.0842153841394975e-07
1902,4.118746140591156e-06,6.38336894454028e-09,1.1097241392477031e-07
1903,5.06054654891841e-06,1.9980814336406638e-08,8.694354658445036e-08
1904,5.038173604532403e-06,2.8485513503540005e-08,9.99680294100358e-08
1905,4.6400384761113855e-06,9.805442235943929e-09,1.068277145077623e-07
1906,4.791293491734905e-06,1.800464577428329e-08,5.5042775670699484e-08
1907,4.849187014599465e-06,9.257118183114699e-09,8.228549636113414e-08
1908,5.416279876158114e-06,2.1118973680955833e-08,6.335691904446605e-08
1909,5.337604370936333e-06,1.0451868703853506e-08,8.966603104454407e-08
1910,5.076408697846091e-06,1.977335761793597e-08,7.909343224810073e-08
1911,5.1160718825826734e-06,9.576673676292558e-09,1.0800359162566053e-07
1912,5.240157022967651e-06,1.614920552839294e-08,1.0158371627211338e-07
1913,5.150263831410484e-06,1.0605979205990934e-08,9.969620640148946e-08
1914,4.762724287843412e-06,1.2054139020278853e-08,9.777245885134178e-08
1915,4.047869914813873e-06,1.1780762143587253e-08,4.123266705846618e-08
1916,4.458712041355284e-06,1.2086208256434361e-08,5.493730981243061e-08
1917,4.876768883832483e-06,9.8697816586224e-09,8.992468281121546e-08
1918,4.625563562399293e-06,1.72295644418341e-08,4.9391417178412667e-08
1919,4.618656774368901e-06,1.5653342400057113e-08,7.642514421313251e-08
1920,5.180920837233316e-06,6.057785206792232e-08,9.99534583989714e-08
1921,5.078284573301062e-06,2.120369213542972e-08,8.935842177315578e-08
1922,5.710521989499284e-06,1.475587119159627e-08,1.1435800129078189e-07
1923,5.648746025599394e-06,3.290943828559989e-08,8.174279741979262e-08
1924,5.395144953013187e-06,1.6759112098085893e-08,1.0442215603312377e-07
1925,5.621168597258475e-06,1.3197813508725176e-08,1.099817765748412e-07
1926,5.5095360664836335e-06,4.235532569119016e-08,7.913758470756704e-08
1927,6.008317257055751e-06,1.3379069851993108e-08,1.0257286930936971e-07
1928,5.450221820524348e-06,1.3711249358117072e-08,9.483613894190057e-08
1929,5.169148593608952e-06,2.7851015271807e-08,1.3368487317144684e-07
1930,4.999715329745413e-06,2.6259008301110498e-08,8.40288271186651e-08
1931,4.871227659464239e-06,2.8513391647777553e-08,1.094914239274658e-07
1932,4.715888728412665e-06,1.3151444155923286e-08,1.2932252957398305e-07
1933,4.370322201907584e-06,1.1470662197865522e-08,1.4682447924130315e-07
1934,4.74230949265575e-06,1.5576054224197833e-08,1.0423974750040088e-07
1935,5.281603961293513e-06,3.4708024898577605e-08,1.1489552775856282e-07
1936,5.144516286748058e-06,6.0623572828433225e-09,1.200346702034949e-07
1937,4.617162801423547e-06,1.5109341555685774e-08,9.821072122218055e-08
1938,5.4881753968061275e-06,3.111651514231539e-08,1.205764874612214e-07
1939,5.375858748379869e-06,1.8352860564618823e-08,9.788192656401407e-08
1940,4.014144387554097e-06,1.5214697501875207e-08,6.593035806190528e-08
1941,5.292044107818583e-06,5.9030051957620344e-09,1.0625409174735978e-07
1942,6.165518115608393e-06,9.102635312174812e-09,1.3047111258046584e-07
1943,6.390020615754111e-06,8.709705623388686e-09,1.8580705352100324e-07
1944,6.564539248188339e-06,6.4263723231761105e-09,1.0603513977969214e-07
1945,6.864466229217214e-06,2.3963544037997053e-08,5.446259976338297e-08
1946,7.080273519477487e-06,3.062642850437669e-08,8.491873337845846e-08
1947,7.146562012394497e-06,2.264965548448572e-08,1.6331593166718505e-07
1948,6.5122608816636784e-06,2.1743775890925576e-08,1.0654449922320453e-07
1949,5.674230578733841e-06,3.2396126892209054e-08,1.462734218193873e-07
1950,6.1451119819366795e-06,1.1698897850465073e-08,1.0316300924628763e-07
1951,5.494886551105083e-06,1.5992102420092635e-08,1.535241804795362e-07
1952,5.267129580488472e-06,1.370824520563474e-08,1.4235485623625976e-07
1953,5.726289288077169e-06,1.2928593084993167e-08,1.508335856215126e-07
1954,6.334558051435124e-06,2.247683283940205e-08,1.0847514886336285e-07
1955,5.55815675085114e-06,1.407841221379158e-08,1.126272959339758e-07
1956,6.512076325293492e-06,4.098936656760088e-08,1.072700408499827e-07
1957,5.3257608243484356e-06,1.0602045130703175e-08,1.1838950797482539e-07
1958,5.034487230659579e-06,2.7298403371123214e-08,1.2739255272897765e-07
1959,5.5580611899586074e-06,6.898165705315762e-08,1.255621162599141e-07
1960,5.30827907141429e-06,2.35308324492145e-08,1.1973041780244387e-07
1961,5.581456491654535e-06,3.057190145483446e-08,8.059864553544571e-08
1962,5.744543955188419e-06,5.644341122268415e-08,1.2049717029727347e-07
1963,5.827853755135948e-06,2.9097239173658807e-08,1.1768217023089278e-07
1964,5.678167568134995e-06,2.7377857536592387e-08,1.143786059198959e-07
1965,5.662470599077096e-06,3.994591590839036e-08,1.4446193929984474e-07
1966,5.750113473368401e-06,2.5479743426259915e-08,1.0911977410543727e-07
1967,5.426820592902004e-06,3.648448243520619e-08,1.1389075194045972e-07
1968,6.103385103983783e-06,3.952445881694189e-08,1.3653904318289278e-07
1969,5.011829777856747e-06,1.7712855071572164e-08,1.2762339618443974e-07
1970,5.208515879928655e-06,4.5067504450546636e-08,1.1036940109065974e-07
1971,5.303853981786233e-06,4.5731737285947816e-08,1.0636483072090641e-07
1972,5.1460501850897344e-06,2.0007572099078885e-08,9.747279094973749e-08
1973,4.981731031250547e-06,3.804110521032911e-08,8.600598122576741e-08
1974,4.588216228285091e-06,3.4878544608041295e-08,1.518904384489872e-07
1975,4.358430736317587e-06,3.712462159910501e-08,1.1879879124876425e-07
1976,4.759368053441904e-06,2.3425460626835815e-08,8.741695878278222e-08
1977,4.662050805848139e-06,4.172515044587044e-08,1.0813278628063472e-07
1978,4.7471264821297154e-06,2.8514838934512454e-08,1.330692411816159e-07
1979,5.157344290296351e-06,5.091216759289807e-08,1.1177269110262955e-07
1980,5.333808573482202e-06,5.912556716447526e-08,9.153092639380134e-08
1981,5.248308568184257e-06,3.226030242942102e-08,1.3030631818011784e-07
1982,5.699728674812832e-06,3.600351305976801e-08,1.4091030897667167e-07
1983,5.149508680801773e-06,5.557478155449047e-08,1.1620181350480152e-07
1984,5.291015483521733e-06,3.8853356643109294e-08,1.1134096222775725e-07
1985,5.364674620977894e-06,3.549179306006067e-08,1.0527226557144331e-07
1986,5.572473710913073e-06,3.4768015300112864e-08,1.0070735734224456e-07
1987,5.342076171643839e-06,2.93319216138066e-08,1.1366119601063929e-07
1988,5.230794002386574e-06,7.31579574697605e-08,1.499138440053116e-07
1989,5.295488918477531e-06,2.3050112596401107e-08,1.3939830001419296e-07
1990,5.672045588767105e-06,3.868542208795844e-08,1.4112005786159898e-07
1991,5.597699058057515e-06,5.978694539443552e-08,1.2484920475230865e-07
1992,5.555676750645944e-06,1.9284804475550033e-08,1.3278964905438784e-07
1993,5.707599491699966e-06,3.268132431344384e-08,1.1632335505940006e-07
1994,5.820354061825128e-06,3.0067081824292075e-08,1.4558797523100964e-07
1995,5.7467133558475325e-06,2.819674393972349e-08,1.2254739001349435e-07
1996,5.7774171011715225e-06,2.829188838759933e-08,1.32918491324574e-07
1997,6.117326563526149e-06,1.8700088588730068e-08,1.352160223788701e-07
1998,6.045987689162757e-06,2.9085587271993063e-08,1.5114969054152994e-07
1999,6.176169947025301e-06,2.9249287658572598e-08,1.3939113197025677e-07
2000,6.5841924623555315e-06,2.827540179772825e-08,1.3386635355772114e-07
2001,6.280466990915556e-06,5.345078335494691e-08,1.3494132300451156e-07
2002,6.457482172095297e-06,2.5411083903748022e-08,1.296841585229913e-07
2003,6.838753932925101e-06,2.8751767022772157e-08,1.166738428093339e-07
2004,6.405447237511908e-06,2.0702519532012076e-08,1.5020338683946477e-07
2005,6.6029474794504495e-06,2.1167622321627277e-08,1.3421173949978993e-07
2006,6.7224553674805065e-06,3.088417344088157e-08,1.334196280122768e-07
2007,6.8257663627946386e-06,1.1184542542119758e-08,1.038564634292527e-07
2008,6.6850316073896465e-06,2.0435710623711856e-08,1.5539655029428445e-07
2009,6.7479461733910284e-06,2.2887324035991696e-08,1.482907867611516e-07
2010,7.236850777303516e-06,1.6060895724478996e-08,1.6627750820674692e-07
2011,6.885444136628394e-06,3.020937805464641e-08,1.690195627901403e-07
2012,7.372249541504061e-06,1.5659562424552576e-08,1.86893471365579e-07
2013,7.702726605884891e-06,1.0319762711041847e-08,1.985857034370042e-07
2014,8.13146337463877e-06,1.0610681194789251e-08,2.128632603515257e-07
2015,7.563398355614481e-06,1.7732603024844806e-09,1.7311453870405558e-07
2016,7.786374453644385e-06,6.006886321685556e-09,1.7647817873722715e-07
2017,7.261815028414276e-06,7.546834102090116e-09,1.6527565982471515e-07
2018,8.10167472309331e-06,1.4714360063727838e-08,1.9980552146137143e-07
2019,7.59709652697893e-06,9.438654746674047e-09,1.7193658141678725e-07
