year,leurs_DET arrêts_NOUN,leurs_DET marais_NOUN
1800,1.8550571079245515e-07,8.489244152087849e-08
1801,2.28593535211985e-07,1.6906396638205479e-07
1802,8.727576528144709e-08,1.208433673127729e-07
1803,2.1453732079734777e-07,2.3209037181004533e-07
1804,3.188687598409956e-07,1.878606781247072e-07
1805,3.354595605742361e-07,2.1321582721611776e-07
1806,1.8442681692931728e-07,1.4696512717904398e-07
1807,3.4448156771560434e-07,1.822051274302794e-07
1808,3.240485781930147e-07,2.2434132773696547e-07
1809,4.2695678192927744e-07,1.7394535234416253e-07
1810,5.546100538822429e-07,8.658469141664682e-08
1811,3.710473635010203e-07,1.4541045345595194e-07
1812,5.867858305919071e-07,7.468182872116813e-08
1813,5.118820247673739e-07,2.2143210287595139e-07
1814,3.2410775929747615e-07,2.4858749725353846e-07
1815,3.074834751259914e-07,2.1577788800186681e-07
1816,4.63520787974403e-07,4.6352077731626196e-08
1817,3.92332109022675e-07,2.319741412293297e-07
1818,3.9578309918297805e-07,1.227881227805483e-07
1819,6.065715414393935e-07,2.1530183857976226e-07
1820,4.402464455210975e-07,1.3527788667033747e-07
1821,3.845980569572305e-07,9.072569184809254e-08
1822,4.481450304183454e-07,9.825103575167304e-08
1823,3.903661358606314e-07,1.0475648082319822e-07
1824,4.960035617784797e-07,1.1031657720650401e-07
1825,4.675690252753384e-07,1.382454541953848e-07
1826,4.879623451969906e-07,2.686435323084879e-07
1827,5.613319440378461e-07,1.4194600339578756e-07
1828,5.384140742137333e-07,1.5317742452225502e-07
1829,4.809551872320128e-07,1.3802812759422523e-07
1830,6.637827780764383e-07,9.810625556383457e-08
1831,5.534878404489518e-07,7.483778574624012e-08
1832,6.90028427285938e-07,1.1635773944362882e-07
1833,3.729928312878883e-07,1.633291617508803e-07
1834,3.425772909793068e-07,1.9882550361671747e-07
1835,4.1899507152720616e-07,1.8227041209684103e-07
1836,2.990733678487345e-07,1.518889547469371e-07
1837,3.0266825135072395e-07,2.0386620835921576e-07
1838,3.048774193104009e-07,1.4707337925301545e-07
1839,4.712254337846389e-07,1.377320586470887e-07
1840,2.7071178099191684e-07,1.5478343584618415e-07
1841,2.882826368733049e-07,1.245586389586606e-07
1842,3.49500611562803e-07,1.542900918138912e-07
1843,2.9770831577735635e-07,1.1459407561753565e-07
1844,3.98469536477819e-07,1.3995830722146607e-07
1845,3.342556453844736e-07,1.294612946844964e-07
1846,3.0092137848214406e-07,1.2235908286584163e-07
1847,3.8237955379827326e-07,1.2350481881640007e-07
1848,2.791691957604314e-07,9.332457096000724e-08
1849,2.7987245054816867e-07,6.116972883773997e-08
1850,2.7359653032021924e-07,1.0251383741888276e-07
1851,2.5991239027689517e-07,1.1480001038677301e-07
1852,2.8320872846876455e-07,1.2044509389852465e-07
1853,2.5619588761571777e-07,7.226037723739864e-08
1854,2.982311491095402e-07,1.387242463124494e-07
1855,3.523806171301658e-07,1.1940608146687737e-07
1856,2.2831404367096297e-07,9.733116002053066e-08
1857,2.938668544061329e-07,9.177237103585867e-08
1858,2.926418241067097e-07,9.88522543821091e-08
1859,3.416848457504784e-07,8.605773160752506e-08
1860,3.039250229264212e-07,1.7759473019962613e-07
1861,2.6079280335267185e-07,1.028080092169148e-07
1862,2.710791808802071e-07,8.087195624284504e-08
1863,2.727062851093365e-07,8.191177869321109e-08
1864,2.435721775384536e-07,8.342826729457187e-08
1865,2.1980962472412102e-07,9.037141524004255e-08
1866,2.0192292926601851e-07,6.27664036301212e-08
1867,2.9990375338684316e-07,8.783588612004678e-08
1868,2.218003389842238e-07,6.520633633044781e-08
1869,3.0863841438133477e-07,5.323035878745941e-08
1870,2.511513255143427e-07,1.1984161574218888e-07
1871,2.1879625311527207e-07,7.328612383616928e-08
1872,2.4007937371450794e-07,6.53112621762375e-08
1873,2.0711575565712792e-07,4.7289436366781956e-08
1874,2.0313671189597926e-07,5.675878611555163e-08
1875,2.374433831775491e-07,9.326089411842986e-08
1876,2.9988232874700316e-07,6.469235813710839e-08
1877,2.517220196729397e-07,6.80329748092845e-08
1878,2.765902706869383e-07,1.0628796331957346e-07
1879,2.755305716917178e-07,8.919614913338592e-08
1880,2.0922179455595824e-07,6.35366745882493e-08
1881,2.6425804322549595e-07,4.8807553554297556e-08
1882,2.4092494577132584e-07,9.849969728747965e-08
1883,2.3571134510902425e-07,7.520013262096725e-08
1884,2.0399243094715303e-07,4.687204935294176e-08
1885,2.455787080357652e-07,8.18595751184148e-08
1886,1.9102253134839486e-07,2.774989482645651e-08
1887,2.3830574180649933e-07,4.309090329002174e-08
1888,1.8704813919967478e-07,1.0462014188306057e-07
1889,2.1990630294510538e-07,3.821733329800736e-08
1890,1.579607211699141e-07,3.1461055982617836e-08
1891,2.2500996177399202e-07,5.354344878583106e-08
1892,1.9181648358568282e-07,3.384996816180319e-08
1893,1.8044160388086539e-07,4.3724757148311255e-08
1894,1.8463510431665497e-07,5.923446977362801e-08
1895,1.7815098707352206e-07,4.4537745935713247e-08
1896,1.6393739987741185e-07,3.7740984781819975e-08
1897,1.398411300090885e-07,5.127508018176741e-08
1898,1.991740929963015e-07,6.676858532728147e-08
1899,1.4648082036217147e-07,3.2612710754165164e-08
1900,1.5157875121740716e-07,4.2047531678690575e-08
1901,1.7939851926218608e-07,2.0678333711998675e-08
1902,1.532008497839854e-07,3.2407871941586563e-08
1903,1.90087746876344e-07,3.9961630449170116e-08
1904,1.4027772188285326e-07,4.03096898082822e-08
1905,1.7082112790944848e-07,4.3866453580676534e-08
1906,1.0545578166265557e-07,3.189394348623864e-08
1907,1.866852155085752e-07,3.4971336049238744e-08
1908,1.738631700831661e-07,4.174680867663483e-08
1909,1.413752774293009e-07,3.355599886845084e-08
1910,1.2238105018269607e-07,3.153049021875631e-08
1911,1.3673360987898064e-07,3.032613093978398e-08
1912,1.364868360553828e-07,2.135862686714063e-08
1913,1.3469593396209234e-07,2.0151361468379037e-08
1914,1.3393487563462259e-07,3.147469485043075e-08
1915,1.0367070757411057e-07,5.183535378705528e-08
1916,8.24059682713596e-08,3.625862632361532e-08
1917,1.0308438691541966e-07,4.1672411299487067e-08
1918,9.993147731535146e-08,3.5607765624945387e-08
1919,8.655377414790166e-08,4.788081042761405e-08
1920,1.0449679876955997e-07,3.63467123065675e-08
1921,1.264648794574441e-07,1.2873671018098776e-08
1922,1.2616269540188796e-07,2.4347187377316004e-08
1923,1.3906891460635507e-07,2.441668023323018e-08
1924,1.1860294701904195e-07,3.480738541838946e-08
1925,1.1108159814199325e-07,1.7597084678300234e-08
1926,1.136906098153645e-07,1.89484357093761e-08
1927,1.137220975166997e-07,5.1286434654684854e-08
1928,1.1197520155548091e-07,3.313552099371009e-08
1929,7.909688815033178e-08,2.4508894469477127e-08
1930,8.928062666946346e-08,2.4158287814657342e-08
1931,1.3458321213022373e-07,2.2810713318222042e-08
1932,7.342889363215477e-08,4.7126007984843454e-08
1933,1.2961848483428184e-07,2.064719240024715e-08
1934,8.746553525895706e-08,2.2765002327673756e-08
1935,9.335261452747545e-08,5.146362269670135e-08
1936,6.911086991578941e-08,1.4549657478823974e-08
1937,7.554670977683031e-08,3.5255130370615007e-08
1938,7.260519896412632e-08,3.1116513810047763e-08
1939,4.8940961505650193e-08,3.058810182920979e-08
1940,5.832300686847702e-08,2.7893612752905028e-08
1941,1.0920559390115159e-07,5.312704587367989e-08
1942,9.406056733496371e-08,2.730790527039062e-08
1943,6.677440911317944e-08,5.516146828199453e-08
1944,8.675602458652065e-08,2.2492303131116387e-08
1945,5.664110380720899e-08,4.357008265287732e-08
1946,6.542919184227003e-08,3.6194869323935563e-08
1947,8.583026822606143e-08,4.5299308082391576e-08
1948,9.132385980770152e-08,1.3046265179283978e-08
1949,6.086545312200542e-08,2.4542520904446974e-08
1950,8.61464244383825e-08,1.914365022059883e-08
1951,8.742349688617423e-08,1.0661401539380222e-08
1952,6.85412260281737e-08,8.435843135146115e-09
1953,8.18810852454277e-08,1.508335856215126e-08
1954,6.156697907044872e-08,2.9317607896928166e-08
1955,6.663781704219218e-08,1.5016972554349195e-08
1956,7.238547805599183e-08,6.976913269340912e-09
1957,7.863183526524153e-08,2.2087593976038988e-08
1958,6.783239503427296e-08,1.5717262158432277e-08
1959,6.588135303964293e-08,1.4726420971555854e-08
1960,5.81350018125093e-08,2.2838749558218296e-08
1961,7.712456762121178e-08,2.501337270643944e-08
1962,4.6296282363300634e-08,1.9660065575521912e-08
1963,5.690126858581834e-08,3.103705381590771e-08
1964,7.361601461752798e-08,1.520992043424485e-08
1965,6.785333894754331e-08,3.009623839034248e-08
1966,6.591499102093223e-08,2.326411419062424e-08
1967,7.642020083409307e-08,2.5144711202074177e-08
1968,7.590492434594864e-08,1.7067380397861598e-08
1969,9.174350878993209e-08,2.8613074576355757e-08
1970,9.059488315088515e-08,2.0234390163409444e-08
1971,7.347908270727288e-08,1.4387512847768846e-08
1972,7.643918847888287e-08,2.5137719461554298e-08
1973,6.340184444120212e-08,1.9847533394568018e-08
1974,7.819544500797804e-08,2.5877629872272934e-08
1975,8.053187139367424e-08,1.9419033492340532e-08
1976,4.6279568566287566e-08,1.9997344224975677e-08
1977,6.288156884082241e-08,2.762087519814216e-08
1978,5.584155837734528e-08,1.544553818177974e-08
1979,6.729769097546523e-08,2.3407892513205297e-08
1980,5.0029327569589555e-08,1.9329512213062117e-08
1981,4.8074176639545385e-08,1.644642821929665e-08
1982,5.772976985340961e-08,1.5518756057986138e-08
1983,3.473423981770196e-08,2.273513821648976e-08
1984,5.799008617746182e-08,2.145633182237816e-08
1985,5.594469065783869e-08,1.8648229627160617e-08
1986,5.4549819106242126e-08,1.3787316177626963e-08
1987,4.766437067260654e-08,1.4054879038383206e-08
1988,4.31751877583153e-08,1.3792074149421296e-08
1989,6.091815585307359e-08,1.6464367313950845e-08
1990,7.410165281385162e-08,1.961514328741032e-08
1991,4.3374842384480417e-08,7.033758464558559e-09
1992,4.5732536202436336e-08,1.4876849085965205e-08
1993,6.425480769678416e-08,1.3848018731721368e-08
1994,6.06616548104455e-08,1.6352272202979634e-08
1995,7.103410726294612e-08,1.7351842629409475e-08
1996,6.19218685216083e-08,1.3345230698291743e-08
1997,6.856699030777236e-08,2.109753616252874e-08
1998,4.911173268062896e-08,1.3827574862901315e-08
1999,6.946706032628924e-08,1.5995704316651427e-08
2000,4.329670755254256e-08,8.83606254831193e-09
2001,5.257454258056349e-08,2.0153573560000027e-08
2002,5.257465907071435e-08,1.4019908511908596e-08
2003,4.500276706842499e-08,2.375146124222738e-08
2004,4.404791145717901e-08,1.2333415178034102e-08
2005,5.1342746165694564e-08,1.4411998705554652e-08
2006,5.229720212440725e-08,3.459027553276428e-08
2007,5.1528783684418045e-08,5.192823504529542e-09
2008,5.023778948398672e-08,1.575252639440805e-08
2009,5.00660197744196e-08,1.3350939020995156e-08
2010,3.448369023661968e-08,1.0392344762522043e-08
2011,2.906218721232534e-08,1.0707121411712706e-08
2012,4.0851030891353446e-08,1.463828702696901e-08
2013,5.3830114143949004e-08,1.1714325509615264e-08
2014,1.0524063842609621e-07,1.3858849179371191e-08
2015,5.8295932081620094e-08,1.4629397249166232e-08
2016,6.400440888398862e-08,2.0713400772365276e-08
2017,4.502944206397075e-08,9.559323110863716e-09
2018,4.336864195542134e-08,1.523065407127433e-08
2019,1.2474330590706018e-07,1.1479444950168727e-08
