year,petits_ADJ auteurs_NOUN,petits_ADJ moteurs_NOUN
1911,5.2671705663698276e-08,2.6335852187919784e-07
1912,1.458637982620914e-08,3.1412810996833684e-07
1913,2.545435134893026e-08,3.680274811568296e-07
1914,3.147469568309802e-08,3.535880699345739e-07
1915,5.890381071793627e-09,2.1087563606414506e-07
1916,1.648119329900055e-08,1.856881131079291e-07
1917,3.2899274082787144e-08,2.5880762355434683e-07
1918,4.020231614276781e-08,2.3661935166785497e-07
1919,2.8544329566670967e-08,3.0846291232400347e-07
1920,2.4988365154854364e-08,2.6654255469438226e-07
1921,2.0446417892117097e-08,2.589879581904597e-07
1922,2.7298361571226337e-08,3.534031041141361e-07
1923,4.2463792482294593e-08,2.9830814707310083e-07
1924,4.2542360745301266e-08,3.313147479699907e-07
1925,2.969508017258704e-08,1.6387284773600186e-07
1926,3.9011485264417445e-08,2.0397432898278112e-07
1927,5.909089173528059e-08,1.962263596055891e-07
1928,2.9707706517001498e-08,2.1138176475865578e-07
1929,4.01054640608578e-08,1.693341742381449e-07
1930,3.1510809850310295e-08,1.8591378669885472e-07
1931,3.4216069977333063e-08,2.2468552796084396e-07
1932,1.4247397928102146e-08,2.2357455320420883e-07
1933,5.047091256038527e-08,3.2232561197886866e-07
1934,1.7972370258689807e-08,2.456223899827137e-07
1935,3.351119648442591e-08,2.2021643264480417e-07
1936,1.576212893539264e-08,1.8065825235780153e-07
1937,2.1404900962807005e-08,2.946321691066345e-07
1938,1.4261735792331365e-08,2.515251500412319e-07
1939,2.4470480752825097e-08,2.599988686569077e-07
1940,1.5214697057785997e-08,1.293249300982069e-07
1941,3.5418032950929046e-08,2.8629574266858526e-07
1942,2.4273694165799498e-08,8.49579275818968e-08
1943,2.9032351633873077e-08,1.2774234825485564e-07
1944,1.2852744646352221e-08,9.63955866239985e-08
1945,1.089252066321933e-08,1.786373382550721e-07
1946,9.744772988540262e-09,1.809743590541757e-07
1947,3.2186353138285995e-08,1.0013531337449422e-07
1948,1.522064341230589e-08,1.9243241844435488e-07
1949,2.552422173618396e-08,2.3266310300584792e-07
1950,3.084254984742074e-08,1.8080114383423052e-07
1951,2.0256663457729474e-08,2.803948788709931e-07
1952,2.003512733494972e-08,2.1405951888819885e-07
1953,2.2625038065271497e-08,1.906967406206661e-07
1954,1.6613311615287785e-08,1.8763269138410976e-07
1955,1.970977647758332e-08,1.6143245051836175e-07
1956,4.709416479009576e-08,1.2645655100840258e-07
1957,2.120408987282829e-08,1.4136060733083156e-07
1958,1.7371711014124713e-08,3.308897413845102e-07
1959,2.480239236213322e-08,1.9686898800053143e-07
1960,3.045166763193663e-08,1.487979184866539e-07
1961,5.072156383789661e-08,1.3132020465489447e-07
1962,3.9320131151043825e-08,1.204971740165206e-07
1963,2.3277790806019993e-08,1.4613280141517748e-07
1964,3.224503264398493e-08,9.369311165796645e-08
1965,3.0643443338362886e-08,1.0396882743624047e-07
1966,2.880318838993645e-08,1.1798228916060083e-07
1967,4.3386953973989506e-08,9.614154117265628e-08
1968,3.9973601317910834e-08,9.207402812405618e-08
1969,2.0437909559190004e-08,9.038098169877884e-08
1970,3.862929043307872e-08,9.427386615801225e-08
1971,3.6482622478573035e-08,9.403267497987144e-08
1972,3.0267865658295534e-08,9.644676124409557e-08
1973,1.7642251715077606e-08,9.207050061244004e-08
1974,1.743927147135338e-08,1.2151234574098169e-07
1975,2.627280837330659e-08,9.937975464779925e-08
1976,2.171140245366132e-08,9.141643297905233e-08
1977,2.703319568198026e-08,8.75640477904227e-08
1978,2.4356423655724768e-08,7.009897851073532e-08
1979,1.9311512056141567e-08,5.617894494047704e-08
1980,2.4446148438883597e-08,6.708477873207386e-08
1981,1.3916208629893845e-08,6.641826760800384e-08
1982,1.6760255405756652e-08,6.021277221268662e-08
1983,1.6419821946556112e-08,7.136307322852531e-08
1984,1.3917620833581168e-08,6.20493934566646e-08
1985,2.1054452847835137e-08,6.135869312640096e-08
1986,1.6185110141009318e-08,5.3350919293482235e-08
1987,1.5277042575423394e-08,5.683059783878619e-08
1988,1.5591039570495013e-08,4.3175187314226093e-08
1989,1.5366742545097622e-08,5.5430032119829775e-08
1990,1.2531897297662908e-08,5.939029545931618e-08
1991,1.4067516929117119e-08,5.861465074419314e-08
1992,2.3692759754112558e-08,3.581463708934862e-08
1993,1.7171543575944526e-08,2.3818591543545153e-08
1994,1.1604838645595805e-08,5.222177468233724e-08
1995,2.2232048535464344e-08,4.337960746170211e-08
1996,2.081856020907935e-08,3.4697599460287165e-08
1997,4.6510476803263145e-08,3.883864496678768e-08
1998,1.5258013741359377e-08,5.10189841484987e-08
1999,2.467908566394783e-08,2.742120744358978e-08
2000,1.8113929911578452e-08,3.9320481426408094e-08
2001,2.4096665107720128e-08,4.118339197445309e-08
2002,2.9792305511477934e-08,4.6002824660718034e-08
2003,2.7918384049030465e-08,1.2584107073054795e-07
2004,3.2154975848630585e-08,2.9512101928919066e-08
2005,2.7923248158145952e-08,2.6572123279500204e-08
2006,2.5942706094461698e-08,3.3354908168803377e-08
2007,1.7575710498096697e-08,2.5964116912025048e-08
2008,1.745550209930613e-08,3.278228630221314e-08
2009,2.0980046366858573e-08,3.528462633184404e-08
2010,1.7005654884272303e-08,3.0704654652158325e-08
2011,1.4913490886669933e-08,4.2828484675405676e-08
2012,7.148930836198275e-09,5.1063791028926886e-08
2013,1.1714325121037206e-08,3.179602675595916e-08
2014,2.3603352161671864e-08,2.858387562754139e-08
2015,5.0316259783689254e-08,3.4800233986165274e-08
2016,1.3877978100040878e-08,3.355570754592918e-08
2017,9.559322805552384e-09,3.018733646387162e-08
2018,7.228107001822082e-09,3.768941425619232e-08
2019,7.474394381201677e-08,3.239754420292229e-08
