year,les_DET âges_NOUN,les_DET ages_NOUN,les_DET mages_NOUN
1903,4.067445722455432e-06,1.522862072000919e-07,4.471382304416238e-07
1904,4.05784207657689e-06,1.752127785081825e-07,6.073326552780145e-07
1905,4.292719296472569e-06,1.9714099586121137e-07,7.63792336044844e-07
1906,3.9877719473224715e-06,1.594697213169738e-07,5.236779792028301e-07
1907,4.114788865194896e-06,1.6611384312525956e-07,4.906272685900603e-07
1908,3.839723959231378e-06,1.6502267352613842e-07,6.674577832654904e-07
1909,4.0861304952954924e-06,1.4192537295398822e-07,6.023576979430345e-07
1910,3.791140457565234e-06,1.3734467207981993e-07,6.188526526784699e-07
1911,3.934416540118946e-06,1.1651619358232779e-07,6.091828268495192e-07
1912,4.018026743324299e-06,1.5836640621103015e-07,6.240886598618545e-07
1913,3.8033042244478565e-06,1.2462026038884133e-07,5.918136665172824e-07
1914,3.8586638311244315e-06,1.3527422471071304e-07,4.861835911640355e-07
1915,3.941842862786871e-06,1.0013647766538014e-07,3.6402553860170883e-07
1916,3.6346523941688247e-06,9.339342921244054e-08,4.856458311053302e-07
1917,3.8546982779053e-06,1.2501724033775474e-07,4.1343420242867523e-07
1918,3.4596965008404368e-06,1.4243106871703048e-07,4.318877451225944e-07
1919,3.833227204097511e-06,9.760319447105203e-08,5.331344041792363e-07
1920,3.948161456435173e-06,1.5220185467512692e-07,4.93709499949091e-07
1921,3.840897406348631e-06,1.491831250755027e-07,4.566366591518545e-07
1922,3.86013590514267e-06,1.5272326292503635e-07,5.688388302615976e-07
1923,3.943824857799427e-06,1.857790947745741e-07,4.3206910049775615e-07
1924,3.998982030850584e-06,1.4180786755968455e-07,5.801231104385352e-07
1925,3.88235672232895e-06,2.056659280658124e-07,6.169977773140545e-07
1926,3.950191512558376e-06,2.162350840606564e-07,4.391578567464194e-07
1927,3.928987055701327e-06,1.5831899446983044e-07,4.894509650910095e-07
1928,3.470088820733963e-06,1.816740549109852e-07,4.5589905894871663e-07
1929,3.6952727029415655e-06,2.0721155902236887e-07,4.99090198502472e-07
1930,3.4010669338613297e-06,1.5020153454337049e-07,5.966046749961151e-07
1931,3.3702828261539253e-06,1.8476677965395538e-07,8.554017441042561e-07
1932,3.435814804220172e-06,1.8850402860870474e-07,5.698959171240858e-07
1933,3.7956420868567875e-06,1.7435406296506528e-07,4.1294382846501776e-07
1934,3.7250731921290026e-06,2.0967764768897723e-07,4.804613595865703e-07
1935,3.939959057674969e-06,2.345783629564835e-07,5.325886291984716e-07
1936,3.539204286084896e-06,1.9278296159441766e-07,5.23787658579522e-07
1937,3.505367224931888e-06,1.435387475545724e-07,4.2809801215071275e-07
1938,3.530427953535309e-06,1.8410604452068213e-07,6.430746388730313e-07
1939,3.6124546340943198e-06,1.9423444008737079e-07,7.234085899199272e-07
1940,3.210301215972322e-06,1.6736167474107333e-07,4.89406108528101e-07
1941,3.4591611282053236e-06,2.0070217576773075e-07,6.936031198279125e-07
1942,3.88682523322359e-06,1.1530004861981524e-07,6.644923900012145e-07
1943,4.430336844052363e-06,1.916135243806849e-07,5.719373490364887e-07
1944,3.769067433267992e-06,1.6387249246463398e-07,7.101141505927444e-07
1945,3.585817623275034e-06,2.418139515292239e-07,6.317661735977254e-07
1946,3.6292318199571127e-06,1.39211046246146e-07,5.568441707737293e-07
1947,3.3545330850870414e-06,1.5139506270855918e-07,6.628004456388226e-07
1948,3.4192086530993038e-06,1.5655518215140773e-07,5.001068359433702e-07
1949,3.2494297244056725e-06,1.6787084311520317e-07,5.497524586672853e-07
1950,3.660691476170541e-06,2.435497730157721e-07,7.0512447614135e-07
1951,3.4329714253544807e-06,2.0363277519752643e-07,6.076999028437058e-07
1952,3.4165165772037653e-06,1.792616646234535e-07,4.3444591923957887e-07
1953,3.1308743473346112e-06,1.8638721199781827e-07,5.042151194345479e-07
1954,3.4878182475495123e-06,1.7786015704679414e-07,5.550800494802388e-07
1955,3.220202032139241e-06,1.3702987633479324e-07,5.772148838900648e-07
1956,3.159669660135478e-06,1.6744591824213728e-07,4.770464343550884e-07
1957,3.263662861741068e-06,2.4473054721640963e-07,5.318692686273607e-07
1958,3.020195975977913e-06,1.8860714690038805e-07,5.633397819337915e-07
1959,3.1235512949479016e-06,1.2478703781404477e-07,4.673700892965371e-07
1960,3.264557022930603e-06,1.5848708095900221e-07,5.508983385027477e-07
1961,3.6192961232472953e-06,1.737039826976705e-07,6.190809820338927e-07
1962,3.4417796825891855e-06,1.3064430248732606e-07,4.826228838794577e-07
1963,3.4069633443323255e-06,1.6553096215954355e-07,7.442427119030981e-07
1964,3.3583504972511946e-06,1.2898012768935985e-07,5.767602040407382e-07
1965,3.513599111215626e-06,1.871438819467386e-07,6.993271561839265e-07
1966,3.355571465135654e-06,1.1742838434969372e-07,4.77468230286604e-07
1967,3.333892919954451e-06,1.2325838949500678e-07,4.6986098212187244e-07
1968,3.470966206009507e-06,1.6169096947460382e-07,4.922591827494216e-07
1969,3.5802676734419947e-06,1.0945636433334904e-07,4.3010447114966155e-07
1970,3.1588642315227844e-06,1.4210060383934575e-07,4.483756832485142e-07
1971,3.4170344207495873e-06,1.2280769989825302e-07,4.989384017051179e-07
1972,3.6367610221077484e-06,1.220974947813147e-07,6.730752630801362e-07
1973,3.445201116392127e-06,1.6925535645251344e-07,4.796487296232499e-07
1974,3.1987000994604387e-06,1.0688586238316589e-07,5.754959744308508e-07
1975,3.2589705654118006e-06,1.456427431989482e-07,4.534915198917133e-07
1976,3.324701310702949e-06,1.7369121757537798e-07,4.29085869058099e-07
1977,3.3926660591987456e-06,1.7689113179786276e-07,4.6309040513392574e-07
1978,3.327325231339273e-06,1.4495043165752008e-07,5.067324408969398e-07
1979,3.293490692612977e-06,1.386917714008007e-07,4.353868163775587e-07
1980,3.521950844742605e-06,1.5179352064187412e-07,3.246221034203245e-07
1981,3.411368822980876e-06,1.8091071529724445e-07,3.7320742407587204e-07
1982,3.7089825468683557e-06,1.4401404846431376e-07,4.792191781177735e-07
1983,3.3452228365149494e-06,1.7682885022907158e-07,3.5555228627970337e-07
1984,3.4011183913662535e-06,1.7744965835619908e-07,3.902732732541381e-07
1985,3.2435888499549037e-06,1.3655316699612285e-07,4.132688289359976e-07
1986,3.2436159926874097e-06,1.5825441801453621e-07,4.2680735745648235e-07
1987,3.348116592860606e-06,1.7599152890568348e-07,3.978141727145612e-07
1988,3.578143605409423e-06,1.4211832510824252e-07,4.3355084855534187e-07
1989,3.259395782606589e-06,1.3775186780140558e-07,4.1654846683059077e-07
1990,3.2517548333999002e-06,2.0214495100034924e-07,3.721428640801605e-07
1991,3.1610882444965682e-06,1.4126131331337888e-07,3.70444610098275e-07
1992,3.383105735110803e-06,1.6970627947365813e-07,4.507134363507248e-07
1993,3.2476373235112987e-06,1.689458262177368e-07,5.05175723475304e-07
1994,3.4297572995001246e-06,1.0866348842952789e-07,4.6261106234624094e-07
1995,3.201415040621214e-06,1.2634310547765537e-07,4.3108484248932655e-07
1996,3.132926309490358e-06,1.1476898098550237e-07,5.012468555776195e-07
1997,2.9479011658395393e-06,1.0884410461819982e-07,5.015459585422377e-07
1998,3.292393330411869e-06,8.391907480032046e-08,4.2054900006860407e-07
1999,3.300142140005846e-06,6.763897530959184e-08,6.882723013745817e-07
2000,3.144313041048008e-06,7.201391571953764e-08,6.821440621251895e-07
2001,3.0804299342435115e-06,8.674799223395979e-08,4.793045604856161e-07
2002,3.143526456028667e-06,1.2836979390584702e-07,5.857693103905603e-07
2003,3.0876898904352856e-06,6.958761267217284e-08,5.612845299651781e-07
2004,2.9318291154822873e-06,5.285749399286388e-08,4.915746956157818e-07
2005,3.2962944231940128e-06,4.773974515703827e-08,4.1299384179183107e-07
2006,3.2395440285881705e-06,6.341550307098487e-08,5.188541294387505e-07
2007,3.1859967748459894e-06,5.9118296702465045e-08,6.80259866214783e-07
2008,2.9882969414529725e-06,4.81090685067187e-08,4.908827975214081e-07
2009,2.925286153754314e-06,5.769512978481828e-08,8.630428425249193e-07
2010,2.884348120346658e-06,2.7398000090883556e-08,4.945811333811889e-07
2011,3.207930120652236e-06,2.6767803973370974e-08,9.705240735513598e-07
2012,3.0185509842795e-06,2.4851044666540645e-08,9.613609819325575e-07
2013,2.59583869421931e-06,1.8408225277433132e-08,9.519283796777245e-07
2014,2.70983819916637e-06,2.317026327747218e-08,1.2377684690534352e-06
2015,2.8773365627898784e-06,1.6181000206394458e-08,7.622802655760097e-07
2016,3.011935561403334e-06,2.962016298901915e-08,9.880291855779433e-07
2017,2.615480994450081e-06,1.635147350853572e-08,9.232293720629059e-07
2018,2.5293210796917265e-06,2.4523934105680212e-08,8.614354314318007e-07
2019,2.695628694482366e-06,1.1734543781116713e-08,1.0308541362746837e-06
