year,quelques_DET êtres_NOUN,quelques_DET etres_NOUN
1862,9.984749782532276e-08,0.0
1863,7.891500786172401e-08,0.0
1864,8.582562838199692e-08,0.0
1865,1.6332749552816495e-07,2.3534221238463715e-09
1866,6.471264946128485e-08,0.0
1867,7.813026137171164e-08,0.0
1868,5.779652800796953e-08,0.0
1869,6.20206943580115e-08,0.0
1870,1.0378628090279562e-07,0.0
1871,6.266494767537267e-08,0.0
1872,6.228759164006448e-08,0.0
1873,6.883905001586754e-08,5.986004469882289e-10
1874,5.078417908421784e-08,0.0
1875,1.5333692715557845e-07,0.0
1876,8.403960727321191e-08,6.04601479992084e-10
1877,7.421779324445765e-08,0.0
1878,7.971596938105563e-08,0.0
1879,9.958200131165995e-08,0.0
1880,5.904418687308066e-08,0.0
1881,7.530308288039578e-08,0.0
1882,6.455723600140573e-08,0.0
1883,5.181857787306399e-08,0.0
1884,5.677459480324387e-08,6.601696966868076e-10
1885,1.1150949896787665e-07,0.0
1886,8.841245691115773e-08,0.0
1887,6.3330568789155e-08,0.0
1888,9.003673184793115e-08,0.0
1889,7.330210216593969e-08,0.0
1890,3.5393685759999016e-08,0.0
1891,6.374220262728159e-08,1.2748440081367107e-09
1892,3.6984221907232495e-08,0.0
1893,4.680396537004583e-08,0.0
1894,1.2161970630586438e-07,0.0
1895,6.981593125843233e-08,6.018614495673091e-10
1896,6.958494314091013e-08,0.0
1897,4.544836618158854e-08,0.0
1898,5.6017713467859664e-08,0.0
1899,8.125540418291166e-08,0.0
1900,6.177353117919893e-08,0.0
1901,7.824234460329649e-08,1.1177477832191585e-09
1902,7.021706194265676e-08,0.0
1903,6.858280010568762e-08,1.0800440541913758e-09
1904,7.040759175680478e-08,0.0
1905,5.5736196546973815e-08,0.0
1906,6.275905084507372e-08,0.0
1907,4.6799875086378506e-08,0.0
1908,8.152905817127021e-08,0.0
1909,7.151278902384206e-08,0.0
1910,8.978173049456473e-08,0.0
1911,8.61900577575625e-08,0.0
1912,8.856015742964019e-08,5.209421227725386e-10
1913,7.21206616649539e-08,0.0
1914,8.17002767661279e-08,0.0
1915,1.0249262771822032e-07,0.0
1916,5.713480377700364e-08,1.0987462051303964e-09
1917,9.10213252547365e-08,0.0
1918,5.6283244731503146e-08,1.1486376294556067e-09
1919,9.576162574020941e-08,0.0
1920,1.1888404127802232e-07,7.572231730534895e-10
1921,8.481477031807572e-08,7.572747429129834e-10
1922,9.074860729541001e-08,0.0
1923,8.811236762440444e-08,0.0
1924,8.250639638163193e-08,0.0
1925,6.928852358534243e-08,0.0
1926,1.0142985917838132e-07,1.1146138456652466e-09
1927,9.699825342934787e-08,0.0
1928,6.51284337571667e-08,0.0
1929,8.689517105864297e-08,0.0
1930,6.932378404655992e-08,0.0
1931,6.843213729013087e-08,0.0
1932,8.000461848567397e-08,0.0
1933,6.423570564351166e-08,0.0
1934,7.30876426047189e-08,0.0
1935,1.0891138657598276e-07,0.0
1936,1.0548501583329539e-07,0.0
1937,9.569249881380415e-08,1.2591118148108649e-09
1938,7.649476785331899e-08,0.0
1939,7.64702559052921e-08,0.0
1940,6.846613587185857e-08,0.0
1941,8.854508060096578e-08,0.0
1942,1.1226583285228742e-07,0.0
1943,7.83873517207212e-08,0.0
1944,1.0924833127035072e-07,0.0
1945,1.0021118290737263e-07,0.0
1946,1.3642681651049315e-07,0.0
1947,1.7523680728714908e-07,0.0
1948,1.0437011965791498e-07,0.0
1949,8.835307818699789e-08,9.817008317369869e-10
1950,1.233701967251477e-07,2.1270722960764488e-09
1951,1.2047384156943508e-07,0.0
1952,1.1177492176273063e-07,0.0
1953,9.91192115051831e-08,0.0
1954,1.0163437558219357e-07,0.0
1955,1.1638153596393863e-07,0.0
1956,2.2064488547357541e-07,0.0
1957,9.365139641559495e-08,0.0
1958,1.2242920099936327e-07,8.272243445794913e-10
1959,6.898165860746985e-08,0.0
1960,8.58183324403683e-08,1.3841666701708277e-09
1961,8.129346618090949e-08,1.3896318540318475e-09
1962,9.766613118245004e-08,1.2683912808952869e-09
1963,1.0539666916997703e-07,6.466053248388448e-10
1964,1.0707784436903012e-07,0.0
1965,1.0889366652833132e-07,0.0
1966,1.3792296815751115e-07,1.1078149508847446e-09
1967,1.0649524817551992e-07,0.0
1968,1.1183625581168144e-07,0.0
1969,8.811010365761263e-08,0.0
1970,1.0715028953001138e-07,4.5987250119061684e-10
1971,8.375587645659266e-08,1.0276794970565106e-09
1972,9.131661737882268e-08,0.0
1973,6.395316409779639e-08,0.0
1974,7.200732099477136e-08,0.0
1975,5.768594935062765e-08,5.711480177694739e-10
1976,8.570290033205197e-08,0.0
1977,5.8767820165783746e-08,5.876781838942691e-10
1978,9.980193826919503e-08,5.940591352171509e-10
1979,7.432006032814797e-08,0.0
1980,7.163289739153811e-08,1.1370301367108482e-09
1981,9.614835061455551e-08,1.2651099057237047e-09
1982,8.690503117136927e-08,0.0
1983,8.399370443612497e-08,0.0
1984,9.568364234269211e-08,0.0
1985,5.1132241996043604e-08,0.0
1986,7.732885909383924e-08,1.1988970927134801e-09
1987,6.844114830428794e-08,0.0
1988,7.375761112982104e-08,1.1993107618124554e-09
1989,7.57360836267651e-08,5.488122178931576e-10
1990,8.717841781802349e-08,5.44865097484859e-10
1991,7.32683158588543e-08,1.7584395606284886e-09
1992,6.005838981693046e-08,0.0
1993,7.644106414517182e-08,1.1078414852150331e-09
1994,7.859640716034733e-08,0.0
1995,8.838594867111027e-08,5.422450821690461e-10
1996,6.352329484649033e-08,5.338092190498855e-10
1997,6.569005428502805e-08,4.79489448146353e-10
1998,6.818424980181703e-08,0.0
1999,7.495129938916989e-08,0.0
2000,7.024669868016531e-08,1.7672125984802278e-09
2001,6.615629799533451e-08,4.3812117822561447e-10
2002,7.009954616776781e-08,0.0
2003,6.042038069864475e-08,0.0
2004,7.091713927209753e-08,0.0
2005,6.260211815600769e-08,0.0
2006,7.123949430365428e-08,2.058944903460258e-09
2007,6.750670156208116e-08,0.0
2008,6.088138748694405e-08,4.257439678578834e-10
2009,6.913878825010045e-08,0.0
2010,6.140930786102672e-08,0.0
2011,5.468279939968568e-08,0.0
2012,7.182972971975232e-08,0.0
2013,6.442878719425948e-08,0.0
2014,8.163728137944304e-08,2.1654451842767486e-10
2015,7.514190691892964e-08,0.0
2016,9.217463325938979e-08,0.0
2017,6.766994475881916e-08,0.0
2018,6.118076134598027e-08,0.0
2019,7.117255584887516e-08,0.0
