year,trois_DET effets_NOUN,trois_DET méfaits_NOUN
1891,5.991766727220238e-08,0.0
1892,3.823792438240048e-08,0.0
1893,3.8182182970913914e-08,0.0
1894,4.348062176973144e-08,6.301539290376468e-10
1895,1.9259565720020078e-08,0.0
1896,3.184395547251029e-08,0.0
1897,3.1464252980839547e-08,0.0
1898,3.055511599292515e-08,5.6583548957434e-10
1899,3.3165470370022376e-08,2.2110313580014918e-09
1900,3.3741847094148625e-08,0.0
1901,3.800342462945139e-08,0.0
1902,5.695929283788814e-08,0.0
1903,2.808114629715419e-08,0.0
1904,3.332267617395246e-08,0.0
1905,3.818961769042062e-08,1.5482277682110634e-09
1906,1.6975809202790515e-08,1.5432553013283723e-09
1907,2.4685648525313297e-08,1.5428529565042481e-09
1908,3.3397447030125704e-08,1.964555629285769e-09
1909,3.300590289967431e-08,0.0
1910,2.778958396731923e-08,0.0
1911,2.5537796655150657e-08,0.0
1912,3.438217888174222e-08,0.0
1913,4.2954217738255807e-08,0.0
1914,5.022557714173814e-08,0.0
1915,2.9451904026700504e-08,0.0
1916,1.3184954461564757e-08,0.0
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,2.067547733020092e-08,0.0
1919,1.2890987832747669e-08,0.0
1920,6.96645301445642e-08,0.0
1921,4.316466117870732e-08,0.0
1922,4.943216680430851e-08,0.0
1923,4.777176698667063e-08,2.1231896241147297e-09
1924,1.2891624656674594e-08,0.0
1925,4.179307566687385e-08,0.0
1926,2.452150482668003e-08,0.0
1927,3.1217830098739796e-08,0.0
1928,1.9424270192303084e-08,2.2852082448565625e-09
1929,3.230717737778832e-08,1.1140406375176326e-09
1930,3.7812974529316534e-08,0.0
1931,2.3951248095954725e-08,0.0
1932,2.301502677326539e-08,0.0
1933,4.817678300739203e-08,0.0
1934,3.4746584276490466e-08,0.0
1935,3.2314365405738954e-08,0.0
1936,3.15242587589637e-08,0.0
1937,3.021868422159457e-08,0.0
1938,2.463390735840676e-08,0.0
1939,4.5882151411547056e-08,0.0
1940,6.339457314652464e-08,0.0
1941,3.246652724442356e-08,0.0
1942,3.337632992206352e-08,0.0
1943,6.387117679196308e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,2.3665876369705074e-08,0.0
1947,3.9338875268413176e-08,0.0
1948,2.8266908591589868e-08,0.0
1949,3.8286332770809395e-08,0.0
1950,4.2541444145172136e-08,0.0
1951,3.731490694214301e-08,0.0
1952,2.952545175016752e-08,0.0
1953,2.2625037843226892e-08,0.0
1954,3.518113089739927e-08,0.0
1955,2.815682353940474e-08,3.754243138587299e-09
1956,5.058262031454319e-08,0.0
1957,3.003912818488885e-08,0.0
1958,2.978007690446205e-08,0.0
1959,3.797866310328857e-08,0.0
1960,4.567750155892725e-08,1.3841666701708277e-09
1961,4.5857849739761036e-08,0.0
1962,4.8198867119708666e-08,6.341956404476434e-10
1963,5.3668243182869446e-08,0.0
1964,5.2930525518135596e-08,0.0
1965,3.2285055795444606e-08,0.0
1966,4.708213419135632e-08,0.0
1967,3.894965239226167e-08,0.0
1968,5.5693557987623876e-08,0.0
1969,4.269252307231852e-08,0.0
1970,5.058597452034519e-08,0.0
1971,3.802414028086787e-08,0.0
1972,4.15541911991113e-08,0.0
1973,4.686223209482421e-08,0.0
1974,4.1066672951117766e-08,1.6876715580593782e-09
1975,5.597250440914081e-08,5.711480177694739e-10
1976,3.942333526296693e-08,1.7140580066410394e-09
1977,4.172515177813807e-08,0.0
1978,3.920790336842117e-08,0.0
1979,6.261611817937052e-08,0.0
1980,6.992735213096068e-08,1.1370301367108482e-09
1981,5.3767172936147745e-08,0.0
1982,5.897127142162617e-08,0.0
1983,4.673333720006667e-08,6.315316047889041e-10
1984,4.5232267709138796e-08,2.8995041922996734e-09
1985,5.895246868448112e-08,0.0
1986,6.294209820012497e-08,0.0
1987,6.53857421539783e-08,0.0
1988,7.255830025698629e-08,5.996553809062277e-10
1989,7.024796655485943e-08,5.488122178931576e-10
1990,8.009516649920556e-08,0.0
1991,5.6856213959122215e-08,0.0
1992,5.0691487452070305e-08,5.509944167592096e-10
1993,6.203912406022027e-08,1.1078414852150331e-09
1994,6.066165791906997e-08,2.1099706426497278e-09
1995,5.530899649386356e-08,2.1689803286761844e-09
1996,6.565853238882369e-08,5.338092190498855e-10
1997,6.041567113257429e-08,0.0
1998,7.772050381049667e-08,0.0
1999,6.626791737573967e-08,9.140402323914998e-10
2000,6.317785139486887e-08,4.4180314962005696e-10
2001,7.228999643338341e-08,4.3812117822561447e-10
2002,7.272827895477008e-08,0.0
2003,6.833753563029177e-08,0.0
2004,6.078611791693334e-08,1.3214374039449694e-09
2005,7.386149025734312e-08,0.0
2006,8.153422381695918e-08,0.0
2007,5.991719120856942e-08,1.5977917877663117e-09
2008,6.002989838549411e-08,0.0
2009,6.294014198715558e-08,1.907277002999308e-09
2010,6.046454936736723e-08,0.0
2011,6.080115388940044e-08,0.0
2012,5.242549216966097e-08,0.0
2013,4.657838736932263e-08,0.0
2014,4.092691430201967e-08,0.0
2015,4.4553164046945426e-08,0.0
2016,5.012642945168011e-08,2.0713400439298368e-10
2017,4.55325648296423e-08,2.515611330355938e-10
2018,4.801528108444586e-08,5.162933414126769e-10
2019,3.7244419548443375e-08,0.0
