year,vieux_ADJ arbres_NOUN,vieux_ADJ marbres_NOUN
1800,1.0941691925836494e-06,8.489244152087849e-08
1801,5.500531869984115e-07,0.0
1802,9.376550451634103e-07,3.1329761895904085e-08
1803,1.8430705495120492e-06,0.0
1804,8.503167236995068e-07,9.887403784603066e-09
1805,9.893213928080513e-07,0.0
1806,4.4089537709623983e-07,5.76333825108577e-09
1807,4.868293217441533e-07,1.4234775136401367e-08
1808,5.642524456561659e-07,4.5321479902327155e-09
1809,6.167153401293035e-07,6.7770917766551975e-09
1810,7.371399419753288e-07,0.0
1811,3.3845535085674783e-07,2.5070767684098882e-09
1812,6.054562504687055e-07,1.0668832928217853e-08
1813,3.6234345657248923e-07,8.627225156487839e-09
1814,3.7445457223839185e-07,0.0
1815,6.311503284450737e-07,0.0
1816,6.396586513801594e-07,0.0
1817,1.2112475360481767e-06,0.0
1818,5.066500534667284e-07,4.768470951432846e-09
1819,5.869045480721979e-07,3.1053151161586356e-09
1820,5.316183546710818e-07,0.0
1821,3.747365440176509e-07,1.97229765852569e-09
1822,3.5991962477055495e-07,1.1028177482330648e-08
1823,2.8560964437929215e-07,2.075364236020505e-08
1824,2.7537038249647594e-07,8.421112696055388e-10
1825,5.107157221573289e-07,2.0252519661312363e-08
1826,4.923663254885469e-07,1.7615968683770689e-09
1827,3.152307499476592e-07,2.7651818612639545e-09
1828,3.8707111116309534e-07,0.0
1829,6.507040666292596e-07,1.2002446148073886e-08
1830,5.176670470063982e-07,2.0873671680021744e-09
1831,4.381128917430033e-07,1.2472964883158966e-08
1832,5.330807653081138e-07,2.705993873419743e-09
1833,4.424946098424698e-07,2.4325620628928846e-08
1834,4.695268955856591e-07,2.7070139907436896e-08
1835,4.976511718268739e-07,9.832014313815307e-09
1836,5.56478084945411e-07,1.2097349788575684e-08
1837,5.573270414060971e-07,3.478945576063097e-09
1838,4.0334714412892936e-07,6.943378316748294e-09
1839,4.733228706754744e-07,1.4682098203877558e-08
1840,3.8664009593958326e-07,3.821813088222825e-09
1841,3.2231153568318405e-07,8.346713542550788e-09
1842,3.6291714877734194e-07,1.6770663080478698e-08
1843,3.219266488940775e-07,1.3585895075607368e-08
1844,4.3414519268480944e-07,5.488561161115513e-09
1845,3.783394504353055e-07,8.37034175305007e-09
1846,3.659063452232658e-07,5.854501328173001e-09
1847,2.9824525427102344e-07,7.011190739092399e-09
1848,3.0330485856211453e-07,1.6090443422100975e-09
1849,4.885199018644926e-07,8.379414495607307e-09
1850,4.025874602575641e-07,5.431196825611551e-09
1851,4.1147418983200623e-07,1.2253933867611977e-08
1852,4.4011287059220194e-07,9.765818376195057e-09
1853,5.100029625282332e-07,8.360704129017904e-09
1854,3.8915527511562686e-07,1.0391328686409906e-08
1855,4.72317395860955e-07,4.2455496895854594e-09
1856,3.8828918036415416e-07,2.2779632402603056e-08
1857,3.7294728372216923e-07,7.810414537345878e-09
1858,3.2053577569968184e-07,4.404308473482388e-09
1859,4.913947009299591e-07,5.601390462572908e-09
1860,4.535989148735098e-07,7.781213007262977e-09
1861,3.338902274663269e-07,5.659156698811785e-09
1862,4.002935725111456e-07,2.710791813242963e-09
1863,4.3103577240799495e-07,1.4484400345793347e-08
1864,4.3919706627093547e-07,2.1576274988888144e-08
1865,4.86687724787771e-07,1.7415324293779122e-08
1866,3.63461282404387e-07,8.271541673821048e-09
1867,5.211919642533758e-07,1.3102591012170706e-08
1868,3.467791600542114e-07,3.457911734727759e-09
1869,3.9458834066863346e-07,4.2974967584541446e-08
1870,4.117046898954868e-07,1.6628741050794815e-08
1871,3.9192144640765036e-07,6.37270636261178e-09
1872,3.948912592477427e-07,9.675742873582749e-09
1873,4.238091264596733e-07,7.183205141814142e-09
1874,3.775952848172892e-07,1.1949218281515073e-09
1875,4.462791309833847e-07,2.4030413214859436e-08
1876,4.6372932160920755e-07,2.1161051577678336e-08
1877,4.527285284439131e-07,2.2265338017746217e-08
1878,4.5051601205159386e-07,6.6429977074733415e-09
1879,3.6533765523927286e-07,1.588424503040642e-08
1880,5.031591285842296e-07,1.0910338410496934e-08
1881,4.720387494216993e-07,8.367009307619355e-09
1882,5.643766485263768e-07,3.3276925659464496e-09
1883,4.284511874175223e-07,1.3270612164717477e-08
1884,4.4297385670688527e-07,3.9610181801208455e-09
1885,3.989848380570038e-07,1.2246707647989297e-08
1886,3.8785319134149177e-07,1.8069698626277386e-08
1887,4.694296933394071e-07,1.3057849024278312e-08
1888,4.178465076165594e-07,1.2047167707862627e-08
1889,5.431873546513089e-07,1.2530273707511697e-08
1890,5.033768957218854e-07,1.9663159989136147e-08
1891,5.341596533980919e-07,1.2748440525456317e-08
1892,5.146448529558256e-07,1.817868522380195e-08
1893,6.238475975806068e-07,1.1085149687062312e-08
1894,5.129452915753063e-07,8.822155450616265e-09
1895,4.7065566377568757e-07,2.1065151400989635e-08
1896,4.918122158414917e-07,5.307326134129653e-09
1897,5.972381131869042e-07,3.6708296846654775e-08
1898,4.4757587147614686e-07,7.355861253444118e-09
1899,5.63812989184953e-07,1.2160672469008205e-08
1900,5.289683144837909e-07,1.038210584169974e-08
1901,5.175172077542811e-07,4.470991132876634e-09
1902,4.321049686950573e-07,2.0623192042990013e-08
1903,6.296656920312671e-07,1.2420506401156217e-08
1904,5.347752107809356e-07,8.599400302955473e-09
1905,4.851113430959231e-07,7.2250627702885595e-09
1906,4.969282372258021e-07,8.230695236477459e-09
1907,4.489702405408025e-07,9.771402353919711e-09
1908,5.0587306077432e-07,2.0627833663411366e-08
1909,5.022397999709938e-07,1.0451868703853506e-08
1910,5.381559731176822e-07,5.34415089958884e-09
1911,5.022433242629631e-07,1.5429085564733214e-08
1912,5.428216809377773e-07,8.335073964360618e-09
1913,4.7620846999052446e-07,4.772690687104841e-09
1914,4.955590497957019e-07,2.1429579888376793e-08
1915,4.912577651339234e-07,2.3561523843085297e-09
1916,4.351034874616744e-07,1.0987462051303964e-09
1917,4.770394639308506e-07,2.1932848870420685e-09
1918,4.6864414571246016e-07,4.135095466040184e-08
1919,4.5026379780210846e-07,1.8415697411455767e-08
1920,4.641778161840193e-07,9.086678076641874e-09
1921,4.202874777092802e-07,7.572747762196741e-09
1922,4.3898717194679193e-07,2.951174193910333e-09
1923,4.5011620386503637e-07,1.4862327368803108e-08
1924,5.698097993445117e-07,1.0313299547703991e-08
1925,4.729216414034454e-07,1.3197813508725176e-08
1926,4.859716113969625e-07,1.2260752413340015e-08
1927,5.61920955988171e-07,1.1149224654616319e-08
1928,5.141718588674848e-07,5.713020723163709e-09
1929,5.492220225278288e-07,8.912325100141061e-09
1930,5.03122635109321e-07,2.100720708497761e-09
1931,4.505115782649227e-07,1.2545892325022123e-08
1932,5.282496431391337e-07,5.4797681947604815e-09
1933,4.163850348959386e-07,1.7205993074753678e-08
1934,4.2534608724054124e-07,7.188948103475923e-09
1935,4.4522016651171725e-07,2.393656828303392e-09
1936,4.99538259646215e-07,8.487299751891442e-09
1937,3.097414946751087e-07,5.0364472592434595e-09
1938,4.874920591646514e-07,9.075650453382877e-09
1939,3.899982914390421e-07,4.588215141154706e-09
1940,5.401217890721455e-07,2.5357829169792012e-09
1941,4.102588491150527e-07,2.9515025978810172e-09
1942,5.036791321799683e-07,3.034211770724937e-09
1943,4.2967880631294975e-07,0.0
1944,4.78764718536695e-07,1.2852744646352221e-08
1945,5.119484285387443e-07,2.178504043826024e-09
1946,3.9257514572454966e-07,2.7842208538686464e-09
1947,3.4451318242645357e-07,7.152522574216391e-09
1948,4.2509080344643735e-07,6.523132700664291e-09
1949,3.720646191140986e-07,2.945102384188658e-09
1950,4.594476195052266e-07,1.1698897850465073e-08
1951,3.400987225177232e-07,0.0
1952,3.6906814671056054e-07,0.0
1953,2.542623178669601e-07,6.464296653518886e-09
1954,3.3226623941118305e-07,4.886268278880834e-09
1955,3.885641604028933e-07,1.8771215692936494e-09
