year,vieux_ADJ arbres_NOUN,vieux_ADJ marbres_NOUN
1956,2.8256499717826955e-07,0.0
1957,2.8183771405565494e-07,3.534015080575159e-09
1958,2.5809399062382e-07,6.617794756635931e-09
1959,2.6585064460959984e-07,3.8753737996444215e-09
1960,2.076250069649177e-07,6.920833239831836e-09
1961,2.487441008725e-07,3.47407969059077e-09
1962,2.9109580168551474e-07,1.9025869768540815e-09
1963,2.657547781836911e-07,1.0345685197421517e-08
1964,2.0989691051909176e-07,3.041984220075733e-09
1965,1.9316313171202637e-07,6.5664522708175355e-09
1966,2.2876378125147312e-07,3.8773522170743036e-09
1967,1.8488758257717564e-07,3.451234853457663e-09
1968,2.3355362088750553e-07,7.186265360559219e-09
1969,2.043791056394184e-07,4.541757636644661e-09
1970,1.9452606636605196e-07,6.898087434592526e-09
1971,1.9988365806966613e-07,6.166076982339064e-09
1972,1.9545859686331823e-07,6.156176013405457e-09
1973,1.9351345770246553e-07,4.410563025913916e-09
1974,1.8620642094901996e-07,1.6876715580593782e-09
1975,1.7420013875835139e-07,0.0
1976,1.6569228478147124e-07,0.0
1977,1.6161149574145384e-07,2.938390863960194e-09
1978,1.9128704309423483e-07,4.158414057542359e-09
1979,1.790703834103624e-07,2.925986564150662e-09
1980,1.7453412226586806e-07,3.97960553399912e-09
1981,1.4738530751401413e-07,2.5302198114474095e-09
1982,1.7318932066245907e-07,4.345251713999687e-09
1983,1.5914596929178515e-07,6.315316269933646e-09
1984,1.768697615034398e-07,1.1598016991243298e-09
1985,1.726465228557572e-07,2.4062232206745193e-09
1986,1.6604724351054756e-07,1.1988970927134801e-09
1987,1.5277042564321164e-07,1.2221633705067347e-09
1988,1.6130729818542022e-07,3.597932174415064e-09
1989,1.69034166219717e-07,2.1952488715726304e-09
1990,1.863438683358254e-07,1.089730194969718e-09
1991,2.0046211091084842e-07,1.1722930404189924e-09
1992,1.7466523161147052e-07,4.4079553340736766e-09
1993,1.9996538469513325e-07,2.2156829704300662e-09
1994,1.9464479805719748e-07,5.802419433820205e-09
1995,1.6104678479678114e-07,2.7112254663563817e-09
1996,1.724203713138195e-07,2.6690460952494277e-09
1997,1.8604190188398206e-07,0.0
1998,1.6402364622081222e-07,2.3840645013706308e-09
1999,1.901203745546809e-07,1.3710603763428253e-09
2000,1.5551471221897373e-07,8.836062992401139e-10
2001,1.7305787025634345e-07,8.762423564512289e-10
2002,1.6911515388073894e-07,4.38122149670761e-10
2003,1.533427678168664e-07,2.5001538617175356e-09
2004,1.5769153094424837e-07,2.642874807889939e-09
2005,1.7609660574180452e-07,9.007499190971657e-10
2006,1.5647981399524724e-07,1.2353669198716943e-09
2007,1.4260291436585248e-07,2.7961355453243186e-09
2008,1.8179267158302537e-07,1.7029758714315335e-09
2009,1.8119131084404216e-07,1.907277002999308e-09
2010,2.087916470827622e-07,9.447586046817946e-10
2011,1.8508023913454963e-07,3.82397197240536e-10
2012,2.7642531108540425e-07,1.7021263287730903e-09
2013,2.8114379801991163e-07,2.7891249310130206e-09
2014,3.297973023563827e-07,2.815078836704288e-09
2015,3.484456385649537e-07,6.206410940734486e-09
2016,3.798837724389159e-07,8.078226088059637e-09
2017,2.2565033930277423e-07,1.7609279590047322e-09
2018,3.2707183095226355e-07,2.8396134332808742e-09
2019,3.010165414707444e-07,2.806086474294034e-09
