year,ces_DET archers_NOUN,ces_DET marchés_NOUN
1800,3.772997292372793e-08,4.087413714159993e-07
1801,4.0480102825313224e-08,3.166972906143428e-07
1802,8.280008501060365e-08,2.215461734067503e-07
1803,1.1702034896643454e-08,2.710971571673326e-07
1804,7.4155526164076946e-09,3.2628431867465224e-07
1805,8.528632911009026e-09,2.2743022043414385e-07
1806,5.76333825108577e-09,1.9019016406218725e-07
1807,3.131650672116848e-08,2.761546511464985e-07
1808,4.5321479902327155e-09,3.3537894772450727e-07
1809,5.421673421324158e-08,2.507523859662797e-07
1810,3.978215445954447e-08,1.8018976177813784e-07
1811,1.0028307340093079e-07,2.607359803619147e-07
1812,2.400487453257938e-08,2.1604387256957125e-07
1813,0.0,3.7097066751812235e-07
1814,1.3845379953636439e-07,2.9578765747828584e-07
1815,2.966945933380316e-08,2.238695513412381e-07
1816,1.622322720606917e-08,1.96996333912125e-07
1817,5.1376822796100896e-08,2.5844099926786157e-07
1818,2.5034471606844022e-08,2.741870872569052e-07
1819,4.34744116262209e-08,1.997752683280396e-07
1820,8.899860937106041e-08,3.2632822311029486e-07
1821,4.141825016290568e-08,2.199111950318411e-07
1822,2.90742860897808e-08,1.954995099140433e-07
1823,4.9413433012013286e-08,3.182225309927844e-07
1824,3.3347604855293866e-07,6.181096452451129e-07
1825,1.364843740248034e-07,3.5662044695072836e-07
1826,1.0129181582385627e-07,4.870815359936387e-07
1827,2.3964910056406552e-08,4.4335083870805647e-07
1828,9.355747110362245e-08,3.0543763784862676e-07
1829,7.287199643712938e-08,3.7721975232329896e-07
1830,2.2961039070068523e-08,3.4545927007911814e-07
1831,5.3010101197514814e-08,4.521449810113154e-07
1832,2.3000948257134723e-08,3.856041317362724e-07
1833,7.645194632921459e-08,4.146939041049791e-07
1834,6.627516757617968e-08,3.7244779349521195e-07
1835,1.9285873520402674e-07,4.0311259397185495e-07
1836,7.258410095190015e-08,2.7823904957813284e-07
1837,8.975679399725323e-08,4.0007871859870647e-07
1838,1.180374269438289e-07,3.6105566181277027e-07
1839,4.264799935427277e-08,3.3838740520764077e-07
1840,1.1401742516792268e-07,5.465192955966813e-07
1841,2.5040138851295524e-08,3.8266469815084747e-07
1842,8.586579269831418e-08,5.655067703003169e-07
1843,2.776248253510971e-08,4.536507596242245e-07
1844,6.476502356633773e-08,5.345858546945692e-07
1845,4.798996000587863e-08,4.821316963443678e-07
1846,5.73741125720062e-08,4.8709450695128e-07
1847,3.128069714364301e-08,5.398616735874384e-07
1848,4.344419668456112e-08,5.543157506338048e-07
1849,3.6869426622843093e-08,4.114292835311062e-07
1850,5.023857063690684e-08,4.2906454211788514e-07
1851,6.578427580450352e-08,5.378831708924281e-07
1852,5.208436260062399e-08,4.518318483803796e-07
1853,5.852493245583901e-08,3.7085695936411867e-07
1854,3.585008445661231e-08,4.3279886341451856e-07
1855,3.02495415382964e-08,3.385825841917267e-07
1856,2.7956822634678247e-08,4.32295294672258e-07
1857,6.004256203340219e-08,3.7197099800323485e-07
1858,6.06815824255591e-08,4.32600970157182e-07
1859,9.57328563089277e-08,7.541508750819048e-07
1860,4.989130353294513e-08,4.1240428316768885e-07
1861,4.1500482161893615e-08,4.0462969153054473e-07
1862,4.8794253970640966e-08,5.150504485129659e-07
1863,2.996772519026081e-08,3.830874071297785e-07
1864,3.596045905496226e-08,3.466588154310557e-07
1865,3.153585703685735e-08,4.382072145148186e-07
1866,5.1088935748566655e-08,3.522703853064968e-07
1867,9.89973560905355e-08,5.211919571479484e-07
1868,5.680855164058585e-08,3.3097155416328405e-07
1869,6.885762005026663e-08,3.13033563514864e-07
1870,3.956493621615209e-08,4.008100233932055e-07
1871,2.8677178853797614e-08,7.615383879056026e-07
1872,9.071008832961525e-09,6.258995952634905e-07
1873,4.848663470724546e-08,4.944439808696188e-07
1874,8.543690910300938e-08,5.323376477406327e-07
1875,7.952922587151079e-08,5.126488460405199e-07
1876,4.7158914551204134e-08,4.220118388076344e-07
1877,2.9068635498674666e-08,3.642856540864159e-07
1878,3.9254075989703097e-08,3.617414172651934e-07
1879,5.6205792908770036e-08,3.3662381770938055e-07
1880,4.299957145903477e-08,6.424264320514794e-07
1881,4.39267981988678e-08,4.134696922619696e-07
1882,3.5939079712221655e-08,4.4457972592226724e-07
1883,6.256145712590921e-08,3.968544852739342e-07
1884,4.819238963449379e-08,3.617729866789432e-07
1885,5.092052024480154e-08,4.969585027936319e-07
1886,6.001721608583921e-08,4.130216879616455e-07
1887,1.5669419317632105e-08,3.5647927631998755e-07
1888,5.1358978625515306e-08,3.6775565348534656e-07
1889,1.7542383101698533e-08,4.3668002547292417e-07
1890,3.4082809907687306e-08,5.590891909434959e-07
1891,2.2947192146460793e-08,5.838785597234164e-07
1892,4.3879585964745615e-08,4.6637732964427414e-07
1893,4.741980763611764e-08,6.583347307298482e-07
1894,2.5836311312588123e-08,4.4299821411186713e-07
1895,2.2870734195379328e-08,4.983412900116946e-07
1896,2.1229304536518612e-08,5.720117819407733e-07
1897,3.437760875968365e-08,6.758987609600808e-07
1898,3.508180068667599e-08,8.012230452436597e-07
1899,3.040168117252051e-08,4.632110730540262e-07
1900,1.972600127686519e-08,6.789897639691844e-07
1901,6.706486921359556e-09,5.745223781161712e-07
1902,2.8970674081918446e-08,4.76788557079999e-07
1903,1.2420507067290032e-08,5.778235490083716e-07
1904,1.82737265319588e-08,5.718601023829706e-07
1905,1.806265698123255e-08,5.878104332168732e-07
1906,3.4980454088895385e-08,5.293365745728806e-07
1907,1.2342823652033985e-08,5.235414661797222e-07
1908,1.8172140014982574e-08,5.505667104444001e-07
1909,2.3654229686087547e-08,5.148920578790239e-07
1910,2.4048678715082872e-08,4.4570215607109276e-07
1911,2.6601870484199708e-08,5.192685357258142e-07
1912,1.0418842455450772e-08,5.657431501049359e-07
1913,4.295421784927811e-08,4.624206972891898e-07
1914,2.8126322881849575e-08,5.129705762385584e-07
1915,2.238344753990873e-08,7.751741364359077e-07
1916,2.5271162051865304e-08,9.9766153738301e-07
1917,2.522277586791688e-08,8.0493556708916e-07
1918,1.8378202071289707e-08,7.51209029203892e-07
1919,1.9336481471565747e-08,5.754905458843496e-07
1920,7.572231730534895e-09,5.156689795171587e-07
1921,9.087297137000405e-09,5.512959972975295e-07
1922,3.320071123580348e-08,5.828568845345217e-07
1923,1.3800732556745743e-08,4.681633214431713e-07
1924,1.804827398643738e-08,5.272674314937831e-07
1925,5.719052609265418e-08,5.268127196700334e-07
1926,3.7896870752618383e-08,4.59220913739955e-07
1927,3.7907363026334906e-08,4.4819883271429717e-07
1928,1.1426041224282812e-08,4.3990258546955374e-07
1929,1.0026365737658693e-08,4.3224776646866303e-07
1930,1.575540586884472e-08,5.188779965692447e-07
1931,2.2810714206400462e-08,4.995546234454196e-07
1932,2.1919073223131136e-08,5.808554384145737e-07
1933,1.9500125958415992e-08,5.196210217661701e-07
1934,2.036868629318178e-08,5.811066188243785e-07
1935,2.154291145473053e-08,5.278013262000059e-07
1936,2.182448621823596e-08,5.504620688157047e-07
1937,1.0072894296442314e-08,5.728958640816018e-07
1938,1.0372171566075394e-08,5.03050319622389e-07
1939,2.141167065872196e-08,7.44820283671288e-07
1940,3.296517814277422e-08,7.303054676555121e-07
1941,3.24665290207804e-08,5.165129497441967e-07
1942,1.8205270846394228e-08,4.763712375677187e-07
1943,1.7419411690866582e-08,4.993564672872708e-07
1944,3.2131861615880553e-09,3.920087046083154e-07
1945,1.5249528306782167e-08,5.794820623350461e-07
1946,1.9489545977080525e-08,4.761017819987501e-07
1947,2.2649655262441115e-08,4.4822474265515666e-07
1948,1.7395020313060172e-08,4.000854829655509e-07
1949,9.817008428392171e-09,8.08921470252244e-07
1950,7.444753036267571e-09,5.019890778612535e-07
1951,1.4925962243950153e-08,4.5950640270575605e-07
1952,1.4762725042416491e-08,5.335670643091817e-07
1953,1.723812337317554e-08,6.302688753123675e-07
1954,1.9545072227344917e-09,5.326032308516915e-07
1955,1.3139850985055546e-08,5.124541821999173e-07
1956,2.3547081617891763e-08,5.511761500542889e-07
1957,1.76700756249204e-08,5.751609641890809e-07
1958,1.3235589513271862e-08,5.757481176260626e-07
1959,2.4027318024089084e-08,5.913820757541544e-07
1960,2.0762499941540113e-08,5.820420660995751e-07
1961,1.737039845295385e-08,5.954572550592729e-07
1962,1.5854890955679934e-08,7.768896352899901e-07
1963,1.4871922360271128e-08,9.007211900780021e-07
1964,1.0342746159519578e-08,6.692365133176281e-07
1965,1.915215241954371e-08,6.30926621170147e-07
1966,2.3818022221178126e-08,6.048669618508029e-07
1967,2.51447122012749e-08,8.021656086043549e-07
1968,1.5270813724654886e-08,7.392870280398256e-07
1969,1.2262746096336485e-08,9.546774890623055e-07
1970,1.2876430255381877e-08,7.426941195376457e-07
1971,1.6956712034499333e-08,7.697319617250287e-07
1972,1.5390440144535944e-08,7.192465893979261e-07
1973,1.6539611014110278e-08,6.478014213939787e-07
1974,1.2376257851887118e-08,7.960183978639179e-07
1975,1.4849848462006321e-08,8.024629565284158e-07
1976,1.0284348039846236e-08,7.673266324559336e-07
1977,1.4104276413462458e-08,7.234318388782413e-07
1978,1.4851478047361866e-08,8.31682775981335e-07
1979,1.7555920273082393e-08,8.198614622756395e-07
1980,1.5918421469862665e-08,9.607904587483063e-07
1981,8.22321433169293e-09,8.273818750126338e-07
1982,1.1173503899897241e-08,8.255978158899779e-07
1983,7.57837925746685e-09,9.637172269094663e-07
1984,1.3917620167447353e-08,9.498776023519895e-07
1985,1.0226448687866707e-08,9.173726240874203e-07
1986,9.591176519663236e-09,9.687088464715998e-07
1987,7.944061963804927e-09,1.030894814846306e-06
1988,7.195864681897035e-09,1.040402132446161e-06
1989,7.683370939481904e-09,1.142078168925309e-06
