year,deux_DET airs_NOUN,deux_DET mères_NOUN
1904,4.568431410945095e-08,6.019580300886673e-08
1905,4.4898605056076235e-08,7.947568669841587e-08
1906,3.9610220603503166e-08,4.0639058673797024e-08
1907,7.611407992769159e-08,4.577130441330013e-08
1908,6.041008471235898e-08,6.974172439555559e-08
1909,3.960708294670212e-08,7.096269027950797e-08
1910,5.0235016701982715e-08,5.5579165270103204e-08
1911,3.724261854465283e-08,4.2030955826888317e-08
1912,6.668059038261731e-08,7.449472683163094e-08
1913,7.848425115364321e-08,5.2499598945932036e-08
1914,8.906668824693043e-08,6.294939147721834e-08
1915,2.8273827723523937e-08,9.424609315189514e-08
1916,1.0987461607214755e-08,7.25172508708738e-08
1917,3.947912752266802e-08,3.947912929902486e-08
1918,1.8378202071289707e-08,4.135095554858026e-08
1919,5.5247090680055067e-08,4.327688707395083e-08
1920,7.04217537617069e-08,5.224839894069078e-08
1921,6.739745078698789e-08,6.209652880784233e-08
1922,5.459672369756419e-08,6.197465740598318e-08
1923,7.006525715169687e-08,7.855801387179895e-08
1924,3.867487285980076e-08,6.187979550986711e-08
1925,5.27912540349007e-08,6.268961572075682e-08
1926,3.901148493135054e-08,7.022067127770981e-08
1927,6.801026863900717e-08,8.250426319911242e-08
1928,1.0626218438503088e-07,6.627103654732736e-08
1929,6.01581959802644e-08,4.790374563690136e-08
1930,9.348206830850359e-08,7.247486344397203e-08
1931,7.185374428786417e-08,5.0183568411910073e-08
1932,7.342889585260082e-08,6.466126523108073e-08
1933,7.341223895451776e-08,4.7029716121471665e-08
1934,7.7880272897346e-08,6.949316500026725e-08
1935,6.582556189016486e-08,5.2660449334496207e-08
1936,1.0790995830234351e-07,6.668592877900892e-08
1937,3.147779614742774e-08,5.2882695000811e-08
1938,7.779128574636474e-08,5.4453900943940425e-08
1939,4.129393449403551e-08,4.7411556458598625e-08
1940,2.02862628917444e-08,5.32514401463402e-08
1941,1.0330259003765718e-07,3.24665290207804e-08
1942,6.675265851185941e-08,6.068423541449874e-08
1943,4.0645293575281016e-08,2.9032352077962287e-08
1944,5.7837349132228155e-08,3.534504777746861e-08
1945,7.189063611079405e-08,4.7927089408261736e-08
1946,1.238978297735116e-07,4.733175451576699e-08
1947,6.198852764427443e-08,5.1259744449083655e-08
1948,7.284165093324191e-08,3.152847516396662e-08
1949,4.613993886959378e-08,5.104844147396648e-08
1950,1.0635361658017928e-07,7.019338288394295e-08
1951,5.330700991734716e-08,5.970385119624666e-08
1952,3.2688891704601986e-08,5.5887461769543734e-08
1953,7.649417432809003e-08,3.663101288964299e-08
1954,5.374894862519852e-08,5.668070812703263e-08
1955,6.100644922568677e-08,3.003394466460918e-08
1956,8.28508484040924e-08,6.10479919949114e-08
1957,4.770920514207688e-08,3.5340150472684684e-08
1958,5.2115132875840686e-08,3.0607300582907726e-08
1959,5.8905684330312624e-08,6.045583123004405e-08
1960,4.083291726963978e-08,7.266875257094796e-08
1961,4.655266566677696e-08,4.3773401958713265e-08
1962,4.5027890527293835e-08,4.3759497803108616e-08
1963,6.724695289506144e-08,8.21188768096448e-08
1964,2.5552667426431697e-08,6.509845940083636e-08
1965,5.6909250478742734e-08,5.3078822448426877e-08
1966,4.7636043665200134e-08,5.20673028026053e-08
1967,9.909974391097975e-08,6.853166745202088e-08
1968,1.0914140513573756e-07,5.34478481473144e-08
1969,5.6317797758609345e-08,5.04135115875215e-08
1970,7.128024118174814e-08,5.104584774318077e-08
1971,6.320229040124303e-08,4.9842457161553e-08
1972,1.9699764414182752e-07,6.156176279858983e-08
1973,6.009392056194329e-08,6.891505066608516e-08
1974,3.206575832637171e-08,6.300640231771126e-08
1975,4.169380662943922e-08,9.02413881398445e-08
1976,5.5421210287676104e-08,6.513420514053792e-08
1977,5.230335708983347e-08,6.993370132990506e-08
1978,7.12870956709466e-08,6.712868216851575e-08
1979,5.091216703778656e-08,7.432006299268323e-08
1980,4.832377969998802e-08,6.310517230989632e-08
1981,6.768338045581856e-08,7.780425687053949e-08
1982,6.021277043632978e-08,6.269577179640606e-08
1983,5.999550367619122e-08,9.346667828591393e-08
1984,5.972978722734723e-08,1.0264244743041218e-07
1985,5.594469065783869e-08,9.143648171949792e-08
1986,4.6756987059914934e-08,7.792831147046542e-08
1987,6.355249421163833e-08,7.699629245294659e-08
1988,6.296381349635283e-08,9.354624003199419e-08
1989,5.707646888453155e-08,7.573608284960898e-08
1990,5.775569966726124e-08,1.0679355760823128e-07
1991,9.319729549206457e-08,9.84726125086155e-08
1992,5.234446837087958e-08,9.201606454567468e-08
1993,8.69655588653373e-08,9.250476651345707e-08
1994,6.22441331254997e-08,1.1604838223711056e-07
1995,8.892819269856744e-08,1.051955486053302e-07
1996,5.2313302134621154e-08,1.0302518127502935e-07
1997,4.986690405051064e-08,1.3138011079050216e-07
1998,3.671459680720801e-08,1.3922937469601493e-07
1999,6.261175472532798e-08,1.1425502838280366e-07
2000,6.847948741395271e-08,1.0779997172694067e-07
2001,6.440381200567558e-08,1.1873083582969457e-07
2002,3.943099197156741e-08,9.857748162200863e-08
2003,7.417122760422501e-08,1.1959069046163506e-07
2004,5.197653624167131e-08,1.233341555550993e-07
2005,5.854874474131577e-08,1.4231848854961981e-07
2006,6.7533397873909e-08,1.2559564011027646e-07
2007,4.673540981992019e-08,1.5019242738389948e-07
2008,6.897052448606722e-08,1.3453509239980121e-07
2009,5.531103197675691e-08,1.120525217057633e-07
2010,5.3378861386566e-08,1.6674988823073278e-07
2011,4.053410118665113e-08,1.1395436227967792e-07
2012,4.4255286657524096e-08,1.5046797655071664e-07
2013,3.709536461338203e-08,1.4893928135251144e-07
2014,6.886115722082309e-08,1.407539346465203e-07
2015,4.8764659379973985e-08,1.498404959277e-07
2016,3.438424314716748e-08,1.4540806891893965e-07
2017,4.075290205296511e-08,1.3760394601547432e-07
2018,3.1752039775234664e-08,1.4946692472594947e-07
2019,2.90812607328661e-08,1.3494725725760048e-07
