year,mes_DET effets_NOUN,mes_DET méfaits_NOUN
1901,1.63750052184497e-07,1.117747761014698e-08
1902,1.3994308734055494e-07,5.4013122863239005e-09
1903,1.6902689048414743e-07,4.860198465905796e-09
1904,1.3060339565384993e-07,1.2361637935498493e-08
1905,1.3108327290289878e-07,5.676835002077496e-09
1906,1.5586878898687928e-07,4.115347618238729e-09
1907,1.7022812082156946e-07,2.5714217422034835e-09
1908,1.601112886717715e-07,1.178733399775922e-08
1909,1.7218079229053274e-07,8.25147539185167e-09
1910,1.4910179901850285e-07,2.67207544979442e-09
1911,1.8568105453198314e-07,5.3203743632934675e-09
1912,1.4794756120206642e-07,2.0837684910901544e-09
1913,1.490140120186112e-07,7.954484182448596e-09
1914,1.6808826774905583e-07,1.3393487430235496e-09
1915,1.0367070757411057e-07,0.0
1916,1.1536834976233479e-07,0.0
1917,1.4475680476522257e-07,0.0
1918,1.5506608530557742e-07,1.1486376294556067e-08
1919,1.2614752264994422e-07,2.762354567309444e-09
1920,7.799398415997416e-08,6.057785384427916e-09
1921,1.196494060495823e-07,1.5145494858259667e-09
1922,1.1657138132559197e-07,4.426761179843197e-09
1923,1.3163775314239956e-07,5.307974060286824e-09
1924,1.1989211035068337e-07,2.578324886925998e-09
1925,1.0558250940206904e-07,4.399271169575059e-09
1926,1.3040981594603096e-07,6.6876830739914794e-09
1927,2.084905104116075e-07,7.804457524684949e-09
1928,1.4511073009870756e-07,5.713020723163709e-09
1929,1.570797343308783e-07,1.1140405931087116e-08
1930,1.3864756454040617e-07,8.402882833991043e-09
1931,1.7678302555168557e-07,4.5621426636444085e-09
1932,1.4356993294217801e-07,3.287861094491973e-09
1933,1.6058926721740363e-07,1.1470662197865522e-09
1934,7.788026756827549e-08,1.1981580172459871e-09
1935,1.4122575908714907e-07,5.98414207075848e-09
1936,7.032334092826886e-08,4.849885826274658e-09
1937,8.939694051690594e-08,8.813782592653752e-09
1938,1.1150084711086805e-07,6.482607339819424e-09
1939,1.1011716072317768e-07,3.058810094103137e-09
1940,1.4961119632062037e-07,5.0715658339584024e-09
1941,9.444808313219255e-08,1.7709016475464523e-08
1942,1.0316320242509391e-07,3.034211770724937e-09
1943,1.016132320508234e-07,1.4516175816936538e-08
1944,9.960876745651603e-08,3.2131861615880553e-09
1945,1.4813827231563437e-07,2.832055301382752e-08
1946,9.88398429768722e-08,9.744772988540262e-09
1947,1.3709001223105588e-07,7.152522574216391e-09
1948,1.0763168800664857e-07,4.348755133776194e-09
1949,7.166416160497846e-08,9.817008428392171e-09
1950,9.25276482099946e-08,2.1270722960764488e-09
1951,1.1727541882056158e-07,3.1984206394497505e-09
1952,8.119498917658063e-08,4.2179215675730575e-09
1953,7.541679192257789e-08,8.619061908632375e-09
1954,8.79528236907845e-08,4.886268278880834e-09
1955,1.0230312419423626e-07,3.754243138587299e-09
1956,1.1947963796110628e-07,6.976913269340912e-09
1957,8.658336625444463e-08,0.0
1958,1.0919361015382378e-07,5.790570245522986e-09
1959,1.3331286830009503e-07,6.200598257066758e-09
1960,1.4879791310207224e-07,8.304999854491513e-09
1961,1.1811870548328329e-07,1.250668635321972e-08
1962,1.4967017425426832e-07,6.976152100435229e-09
1963,7.694603154639879e-08,9.69907976156037e-09
1964,1.1681219180825764e-07,1.1559539991878864e-08
1965,1.0998807431494839e-07,8.20806533852192e-09
1966,8.253221173148972e-08,4.431259803538978e-09
1967,1.281887316295638e-07,4.437302025817047e-09
1968,1.3743732718562995e-07,7.186265360559219e-09
1969,1.1853987857968207e-07,4.995933444718048e-09
1970,6.714138511831891e-08,2.2993624781975086e-09
1971,1.2845993468957317e-07,7.193756479395574e-09
1972,9.695977354340357e-08,6.669190977248718e-09
1973,1.1467463911785103e-07,2.205281512956958e-09
1974,6.019361992182226e-08,4.500457340128605e-09
1975,7.025120307702082e-08,9.138368284311582e-09
1976,7.541855651105323e-08,6.284879672247001e-09
1977,7.34597738194509e-08,3.526069214387917e-09
1978,7.782174393788921e-08,2.3762365408686037e-09
1979,6.788288975378975e-08,4.096381456264453e-09
1980,1.0574380615580026e-07,6.253665585376211e-09
1981,9.741345929903389e-08,6.325549528618524e-09
1982,1.1173504166350767e-07,7.449002525916626e-09
1983,9.220361718575987e-08,3.157658134966823e-09
1984,9.97429476790046e-08,2.3196033982486597e-09
1985,8.60224770304896e-08,4.210890636180409e-09
1986,8.092555081606889e-08,4.7955883708539204e-09
1987,6.477466030219148e-08,5.499735000746853e-09
1988,1.2892590450785946e-07,8.994830658082265e-09
1989,1.1525056264893863e-07,6.585746725740194e-09
1990,8.77232781970605e-08,8.172976073694826e-09
1991,9.554188062921298e-08,7.033758464558559e-09
1992,7.989419148479726e-08,5.5099441120809445e-09
1993,1.3183313818387887e-07,7.200969598386564e-09
1994,6.38266113295316e-08,1.002236071911966e-08
1995,1.1604045013768882e-07,4.337960657352369e-09
1996,1.0462660671173296e-07,5.3380921904988554e-09
1997,1.1747491646119101e-07,4.315404922294874e-09
1998,1.168191645639638e-07,5.2449422582867555e-09
1999,9.963038327676088e-08,5.027221222642098e-09
2000,9.056964433984405e-08,3.092622158362701e-09
2001,9.989162785828398e-08,7.886181485616817e-09
2002,8.674818463560996e-08,5.695587723675288e-09
2003,1.0042284381839295e-07,7.917153876935146e-09
2004,1.0571499320377598e-07,6.166707589017051e-09
2005,8.376974081070188e-08,1.170974872621855e-08
2006,1.0294724539505751e-07,1.2353669365250397e-08
2007,9.946253820558582e-08,1.2382886716011399e-08
2008,1.3027764800277453e-07,9.792111205220166e-09
2009,1.1825117529618012e-07,7.1522885392028e-09
2010,1.204567241508414e-07,6.613310343794865e-09
2011,1.330742236405058e-07,7.647943611743813e-09
2012,1.572764811719196e-07,1.8042539906559796e-08
2013,2.2480347894315855e-07,1.3945625099154313e-08
2014,2.2369048968684524e-07,1.689047204878058e-08
2015,2.327404096114094e-07,2.194409667866104e-08
2016,2.957873492803742e-07,2.2577605840456982e-08
2017,1.8917397337503417e-07,2.5910795869998893e-08
2018,2.2071540373147513e-07,2.1942466732483012e-08
2019,2.1632376379088214e-07,2.3213988398218532e-08
