year,vos_DET arbres_NOUN,vos_DET marbres_NOUN
1800,2.452448306655697e-07,2.829747991484055e-08
1801,2.0954406210194065e-07,2.3811825844433088e-09
1802,8.727576528144709e-08,1.7902721083373763e-08
1803,2.1648764692017153e-07,9.75169611727722e-09
1804,1.9280438001700873e-07,1.9774807569206132e-08
1805,3.724169839181002e-07,8.528632911009026e-09
1806,2.5935023462153595e-07,5.76333825108577e-09
1807,3.131650583299006e-08,5.693910232196231e-09
1808,9.290903113523541e-08,4.5321479902327155e-09
1809,1.3328280257240976e-07,1.129515236897305e-08
1810,1.216865905817599e-07,2.8081521108447305e-08
1811,8.022645658911642e-08,2.5070767684098882e-09
1812,2.9339291440777515e-08,0.0
1813,2.013019195779009e-08,0.0
1814,3.776012391654149e-08,3.1466771410748606e-09
1815,9.710004511553905e-08,2.1577788444915313e-08
1816,5.3304887615013286e-08,4.6352077731626196e-09
1817,8.251429051142622e-08,1.556873407970727e-09
1818,4.410835741097685e-08,1.668964877410417e-08
1819,8.280840368968256e-08,4.140420006848444e-09
1820,6.407899899585345e-08,1.542642635854463e-08
1821,7.987805794584801e-08,5.9168927535324656e-09
1822,5.81485721795616e-08,2.0051231786055723e-09
1823,6.028439170080446e-08,9.882686891060644e-10
1824,5.305300909697053e-08,3.2842340402794434e-08
1825,2.289415235168235e-08,8.805443485471187e-09
1826,3.435113926641975e-08,7.927186018719112e-09
1827,3.226045686144374e-08,6.452091305675367e-09
1828,4.3109814384934e-08,8.255071293206129e-09
1829,3.772197620932616e-08,7.715858174606183e-09
1830,6.366469884611092e-08,3.1310507520032616e-09
1831,2.962329181954715e-08,1.4032085715598441e-08
1832,6.223786064296633e-08,0.0
1833,9.730248251571538e-08,1.3900354645102198e-08
1834,5.694063975880681e-08,4.667265685043276e-09
1835,8.395027606411531e-08,8.31939672707449e-09
1836,6.115882467128131e-08,8.064899859050456e-09
1837,3.965997741328664e-08,1.3915781860163179e-09
1838,4.166027012253437e-08,3.1560809521380406e-09
1839,8.110110893966294e-08,1.5381244722334486e-08
1840,5.86011346115356e-08,6.3696887764308485e-09
1841,3.0818632978935057e-08,4.494383976094696e-09
1842,5.0311989685525305e-08,6.037438549100216e-09
1843,4.1939069994612055e-08,7.088293507706567e-09
1844,5.378790129961786e-08,4.390849017710252e-09
1845,4.296775601986269e-08,1.674068439427856e-09
1846,7.552306957592236e-08,8.196302303531411e-09
1847,4.0988500593641675e-08,1.0786447290911383e-09
1848,6.757985970828884e-08,1.206783295515379e-08
1849,6.954914288925806e-08,7.54147322368226e-09
1850,4.480737292311687e-08,6.788996032014438e-09
1851,4.837079048414239e-08,1.9348316282474798e-09
1852,2.083374606165478e-08,9.765818376195057e-09
1853,5.1955805879799755e-08,1.4332636188996162e-08
1854,6.338710845099627e-08,1.0391328908454511e-09
1855,3.6087172361476405e-08,6.8990182455763716e-09
1856,7.455152228885709e-08,4.659470143053568e-09
1857,4.1004677098221975e-08,9.763018171682347e-10
1858,5.43198036551118e-08,4.404308473482388e-09
1859,3.05530396538245e-08,9.675129142294736e-09
1860,6.179198219768978e-08,7.323494033428801e-09
1861,3.4898129941396405e-08,1.4619487231914974e-08
1862,5.692662699563478e-08,7.680577063240435e-09
1863,3.296449718748207e-08,7.491931519609807e-09
1864,5.418042470228812e-08,6.233146221390484e-09
1865,8.142840757230374e-08,4.706844247692743e-09
1866,4.865612979187972e-08,2.432806400776144e-09
1867,2.8631587767335986e-08,8.73506067478047e-09
1868,5.137468861438066e-08,3.951899141263482e-09
1869,6.641586347555517e-08,1.0743741896135361e-08
1870,3.4977698959437475e-08,5.734048791339319e-09
1871,1.5931766128574054e-08,9.559059321873065e-09
1872,5.1402382683640724e-08,5.442605477412599e-09
1873,2.2746816319418883e-08,5.986004469882289e-10
1874,2.3898437340186263e-08,4.779687312606029e-09
1875,7.037478155780263e-08,2.860763570478042e-09
1876,3.567148842975598e-08,1.5719638923883394e-08
1877,5.009700787539373e-08,1.855444864418132e-08
1878,2.8383716710322915e-08,4.831270938865373e-09
1879,5.803859082220697e-08,6.720257683667796e-09
1880,4.1716000653835295e-08,5.134277225593564e-09
1881,3.9046041566681566e-08,9.761510710859511e-09
1882,4.7918773837807294e-08,0.0
1883,5.497824950850827e-08,6.319338941018771e-10
1884,4.951272725151057e-08,9.242375753615306e-09
1885,6.31672263384786e-08,3.86738152613475e-09
1886,4.452890078887606e-08,1.9360391623202133e-09
1887,4.1132223627116105e-08,8.4876022321545e-09
1888,3.4873380183597646e-08,1.014498351992188e-08
1889,7.267558821411058e-08,3.132568426877924e-09
1890,4.194807401436407e-08,4.5880703680722945e-09
1891,4.2707275382802834e-08,2.5496880162734215e-09
1892,3.0715710863660206e-08,3.761107425503951e-09
1893,2.586534902926374e-08,6.15841644346915e-09
1894,3.0247388593807045e-08,1.1972924873759894e-08
1895,3.851913210617397e-08,5.416753268150387e-09
1896,4.304831158208344e-08,5.89702897624278e-10
1897,3.146425275879494e-08,2.913356778044829e-09
1898,7.921697098289826e-08,1.584339326399231e-08
1899,5.030096517089078e-08,0.0
1900,4.2047530790512155e-08,1.038210584169974e-08
1901,4.638653217092781e-08,1.1177477832191585e-09
1902,5.7941350939394454e-08,2.455141867585553e-09
1903,4.428180622184641e-08,5.940242076007962e-09
1904,4.2997002402955786e-08,1.2361637935498493e-08
1905,4.954328680639719e-08,7.741138396966107e-09
1906,5.349951892608118e-08,1.5432553013283723e-09
1907,4.782844253981011e-08,6.685696440911215e-09
1908,3.6835418271152776e-08,2.9468334439286537e-09
1909,5.3359539009534274e-08,5.500983557560346e-10
1910,3.6874638009720684e-08,1.6032452032632705e-09
1911,3.724261898874204e-08,1.0640748282497725e-08
1912,7.44947250552741e-08,2.6047106693738442e-09
1913,7.106006005841436e-08,8.484783542428431e-09
1914,4.486818383497848e-08,4.687720711604726e-09
1915,1.6493066468115103e-08,5.890380960771324e-09
1916,4.065360870164625e-08,1.0987462051303964e-09
1917,1.9739564316445524e-08,0.0
1918,4.364822991931305e-08,1.1486376294556067e-09
1919,2.7623545728605592e-08,7.366278698128781e-09
1920,6.512119510304615e-08,4.543339038320937e-09
1921,2.499006651612845e-08,9.087297137000405e-09
1922,3.836526624168002e-08,1.475587119159627e-08
1923,3.6094223609950404e-08,1.0615948120573648e-09
1924,4.383152241160815e-08,3.867487219366694e-09
1925,5.49908882874206e-08,6.598906754362588e-09
1926,6.799144325331241e-08,2.229227691330493e-09
1927,4.4596899950732904e-08,8.919379901328739e-09
1928,5.027458083173286e-08,4.5704163786908225e-09
1929,4.3447585085232276e-08,1.3368487650211591e-08
1930,4.621585425468311e-08,1.0503603542488804e-09
1931,2.5091784650044247e-08,4.5621426636444085e-09
1932,6.137340458067797e-08,0.0
1933,5.850037831933719e-08,6.882397318719313e-09
1934,5.6313426810561396e-08,5.990790086229936e-09
1935,6.103825000991492e-08,2.393656828303392e-09
1936,7.881064600923082e-08,4.849885826274658e-09
1937,7.428759996042089e-08,6.295559185076627e-09
1938,8.038432619539293e-08,1.2965214457594243e-09
1939,1.6823456405745674e-08,3.058810094103137e-09
1940,6.846613587185857e-08,2.5357829169792012e-09
1941,2.9515025090631752e-08,8.854508237732261e-09
1942,4.5513175450651033e-08,3.034211770724937e-09
1943,4.645176376882887e-08,5.806470415592457e-09
1944,4.819779420017767e-08,3.2131861615880553e-09
1945,5.2284097051824574e-08,4.357008087652048e-09
1946,5.986074658181906e-08,1.3921104269343232e-09
1947,4.0530960365714463e-08,8.344609447874518e-09
1948,4.67491183542279e-08,4.348755133776194e-09
1949,2.9451024508020396e-08,0.0
1950,6.274863384447826e-08,4.2541445921528975e-09
1951,4.371174711081949e-08,4.264560704569931e-09
1952,4.428817668156171e-08,3.1634410646574906e-09
1953,4.094054262271385e-08,1.0773827385790469e-09
1954,2.149958033825783e-08,2.9317608341017376e-09
1955,3.003394510869839e-08,1.1262729415761896e-08
1956,3.226822542501395e-08,0.0
1957,4.0641172205369e-08,4.417518795207798e-09
1958,3.722509556158826e-08,4.9633461784992505e-09
1959,2.7902692156800413e-08,2.325224457422337e-09
1960,2.2146666722733244e-08,1.314958364417862e-08
1961,2.1539293348915578e-08,2.779263708063695e-09
1962,1.8391673961559718e-08,3.805173953708163e-09
1963,1.8751554087259592e-08,2.5864212993553792e-09
1964,3.407022375334634e-08,7.909158661334459e-09
1965,2.9001830270658502e-08,1.6416130677043839e-09
1966,3.5450078761378734e-08,2.769537488234164e-09
1967,2.7116845879859852e-08,2.465167847631733e-09
1968,3.27873341532392e-08,5.3896989093971115e-09
1969,3.088395400530075e-08,4.087581828571274e-09
1970,3.495031181133257e-08,5.058597540852361e-09
1971,4.1107179438171215e-08,1.541519245584766e-09
1972,2.411169108818001e-08,4.104117490300041e-09
1973,2.3155456441159572e-08,1.102640756478479e-09
1974,1.912694358452427e-08,1.0688586238316589e-08
1975,5.254561630252397e-08,5.711480177694739e-09
1976,2.6853577028695952e-08,0.0
1977,8.815172591880582e-09,2.938390863960194e-09
1978,1.9009891771837317e-08,3.5643548113029055e-09
1979,3.803782677724854e-08,5.851973350345929e-10
1980,3.013129928897129e-08,2.2740602734216964e-09
1981,2.71998629175485e-08,6.325549528618524e-10
1982,2.0484757001781873e-08,6.207502289967692e-10
1983,1.894594880980094e-08,1.89459470334441e-09
1984,2.2616133243946734e-08,4.059305780401701e-09
1985,1.7445117794778753e-08,2.4062232206745193e-09
1986,3.1770774455708306e-08,7.1933827783254856e-09
1987,1.7110287964250404e-08,3.6664902225425067e-09
1988,1.5591040236628828e-08,1.1993107618124554e-09
1989,4.006329090699978e-08,2.7440609784434855e-09
1990,2.9967580417178397e-08,2.179460389939436e-09
1991,2.9307325899452508e-08,0.0
1992,2.1488781531964207e-08,3.30596661157756e-09
1993,3.37891670199042e-08,0.0
1994,3.7979471789739705e-08,2.637463358823311e-09
1995,1.8978578708583882e-08,0.0
1996,2.2419987200095193e-08,1.067618438099771e-09
1997,2.109753616252874e-08,1.438468344439059e-09
1998,3.6237781220194165e-08,2.3840645013706308e-09
1999,2.3308025731694215e-08,1.3710603763428253e-09
2000,2.8275401575683645e-08,4.859834756842929e-09
2001,2.847787658466494e-08,1.3143635069212678e-09
2002,3.504977230672779e-08,1.3143663935011318e-09
2003,2.375145990995975e-08,2.083461403401543e-09
2004,1.365485272075695e-08,1.3214374039449694e-09
2005,1.6663873836364473e-08,1.3511248786457486e-09
2006,1.7706927479821388e-08,2.0589449589714093e-09
2007,2.0371846098932167e-08,7.988958938831558e-10
2008,3.363377326648376e-08,4.257439678578834e-10
2009,5.531103330902454e-08,4.76819250749827e-10
2010,2.3618965672156378e-08,2.8342759250676863e-09
2011,2.6003009301334146e-08,1.911985902935953e-09
2012,4.1872306844048524e-08,6.808505426114664e-10
2013,5.215663834157169e-08,1.3945624655065103e-09
2014,3.139895587978003e-08,1.5158116567492996e-09
2015,3.524354924566708e-08,1.5516027351836215e-09
2016,3.686985428075218e-08,3.1070099826280284e-09
2017,4.226227057202436e-08,7.54683426862357e-10
2018,3.381721258577386e-08,5.162933414126769e-10
2019,4.005050735500504e-08,2.04079020349468e-09
