year,six_DET êtres_NOUN,six_DET mètres_NOUN
1865,9.41368871743009e-10,5.342268121211191e-07
1866,9.731225825149181e-10,5.522470822860726e-07
1867,9.220341823379385e-09,5.401179166142356e-07
1868,5.433861360870651e-09,5.270845573335237e-07
1869,4.883519144627257e-10,5.030024556873514e-07
1870,0.0,5.034494785505217e-07
1871,0.0,4.981331993558769e-07
1872,0.0,4.571788385643316e-07
1873,1.1972008939764578e-09,5.124019901714405e-07
1874,2.9873046258899194e-09,4.6422712784988107e-07
1875,5.721527140956084e-10,5.080716078964542e-07
1876,1.209202959984168e-09,5.949278436556682e-07
1877,5.566334504436554e-09,5.176691185715399e-07
1878,4.831270938865373e-09,5.223811769816677e-07
1879,0.0,5.186816878222089e-07
1880,0.0,4.7620420517979767e-07
1881,8.367009307619355e-09,5.591951328653977e-07
1882,2.6621540527571597e-09,5.657077224441309e-07
1883,1.8958017378167824e-09,5.409354049135118e-07
1884,4.621187876807653e-09,6.773341363341956e-07
1885,1.933690763067375e-09,6.729243529068896e-07
1886,1.1616235084943582e-08,6.350208597849516e-07
1887,6.528924623161458e-10,5.686693277384691e-07
1888,1.268122939990235e-09,5.95383716550657e-07
1889,0.0,6.948036870291219e-07
1890,6.554386478008212e-10,5.05343211720799e-07
1891,1.2748440081367107e-09,4.6276836351832884e-07
1892,6.268512375839919e-10,6.437762209987596e-07
1893,1.847525021858587e-09,5.26544625234493e-07
1894,6.301539290376468e-09,6.496886761908627e-07
1895,0.0,5.910279394782947e-07
1896,6.48673198488936e-09,5.230664792410522e-07
1897,4.078699600285063e-09,5.325616281304235e-07
1898,2.8291773368493978e-09,4.928427055350681e-07
1899,5.527578395003729e-09,4.820048555842504e-07
1900,3.633737311048435e-09,5.450605691237342e-07
1901,1.1177477832191585e-09,5.365189539308091e-07
1902,2.9461704187383475e-09,5.126336399818854e-07
1903,5.400220270956879e-10,4.6603902204012115e-07
1904,5.374625189347171e-10,5.632607376071519e-07
1905,3.0964554253998244e-09,3.7931577656635795e-07
1906,5.658602919567102e-09,4.5011613192258437e-07
1907,2.5714217422034835e-09,5.183986395707052e-07
1908,2.9468334439286537e-09,4.832806599353034e-07
1909,4.950885035270858e-09,5.682515769045438e-07
1910,6.412980813053082e-09,4.419612513739679e-07
1911,2.128149656499545e-09,4.2935419641843e-07
1912,1.5628263128064646e-09,3.683060785242276e-07
1913,1.590896969716482e-09,4.544662055572246e-07
1914,0.0,4.232341899168546e-07
1915,0.0,5.089289336623892e-07
1916,1.0987462051303964e-09,3.472038112573017e-07
1917,0.0,3.564087962537599e-07
1918,1.1486376294556067e-09,3.262130743308944e-07
1919,5.524709134618888e-09,3.158292108951244e-07
1920,3.028892692213958e-09,2.960742606639144e-07
1921,1.5145494858259667e-09,4.081710924808135e-07
1922,2.951174193910333e-09,3.438118030274495e-07
1923,4.246379248229459e-09,3.004313335885911e-07
1924,1.289162443462999e-09,3.3776055641254743e-07
1925,0.0,4.1023202457246555e-07
1926,3.343841648018042e-09,2.9871651396895516e-07
1927,2.2298449753321847e-09,3.668094890052487e-07
1928,2.2852082448565625e-09,3.40496036255189e-07
1929,3.342121912552898e-09,3.108173416421778e-07
1930,4.201441416995522e-09,3.266620698383349e-07
1931,7.983749661377715e-09,3.5014446275738464e-07
1932,6.575721855917038e-09,3.6824044258310096e-07
1933,2.2941324395731044e-09,3.7738479452542606e-07
1934,3.5944740517379614e-09,3.7861793877880245e-07
1935,0.0,3.8298510141032693e-07
1936,3.6374143697059935e-09,3.6252896773447674e-07
1937,1.2591118148108649e-09,3.8402911051171884e-07
1938,3.8895642262559704e-09,3.7080511938736294e-07
1939,0.0,3.808218487222348e-07
1940,0.0,3.3472335303486034e-07
1941,0.0,3.4827731187903055e-07
1942,6.068423541449874e-09,3.39831728979334e-07
1943,2.9032352077962287e-09,3.7161409260910716e-07
1944,0.0,3.4059774556283173e-07
1945,4.357008087652048e-09,3.4856063813037963e-07
1946,4.1763312808029696e-09,3.494197073905525e-07
1947,0.0,3.135189201586286e-07
1948,5.435944139264848e-09,3.1963351432295894e-07
1949,8.835307596655184e-09,3.6322929553023187e-07
1950,3.190608444114673e-09,3.6372936307316195e-07
1951,1.0661401761424827e-09,3.9873642343479787e-07
1952,3.1634410646574906e-09,3.490330147126741e-07
1953,1.4005975934594517e-08,3.2213742739983786e-07
1954,9.772535891627854e-09,4.348778439577927e-07
1955,0.0,3.941955259989527e-07
1956,0.0,3.558225709632268e-07
1957,1.7670075402875796e-09,3.330809086321551e-07
1958,0.0,3.5322480762545183e-07
1959,2.325224457422337e-09,3.5343410687005417e-07
1960,2.7683333958528067e-09,3.5227042438634726e-07
1961,2.779263708063695e-09,3.5921984364861714e-07
1962,6.341956404476434e-09,3.2217139755985613e-07
1963,0.0,3.582193537354783e-07
1964,1.2167936658258327e-09,3.2123352422530616e-07
1965,1.6416130677043839e-09,3.288698025016856e-07
1966,5.539074754423723e-10,3.2625150092613353e-07
1967,4.930335584241163e-10,3.2145789363724475e-07
1968,9.88111459321317e-09,3.341613454832526e-07
1969,7.266812429573832e-09,3.415401770290316e-07
1970,3.6789800095249348e-09,2.8650056838053217e-07
1971,5.138397485282553e-10,3.0676233020443533e-07
1972,3.0780880067027283e-09,2.7497588050984234e-07
1973,1.102640756478479e-09,3.241763950612153e-07
1974,1.1251143350321513e-09,2.593388450655709e-07
1975,1.1422960355389478e-09,2.8214712388674457e-07
1976,0.0,2.91389864903735e-07
1977,2.938390863960194e-09,2.9677748925038827e-07
1978,7.128709622605811e-09,3.059404543037658e-07
1979,3.5111840102075575e-09,2.6509439976507565e-07
1980,2.8425752862659692e-09,2.9847040439179295e-07
1981,1.8976649140967083e-09,3.22603035618485e-07
1982,1.8622506869903077e-09,3.358258764407651e-07
1983,6.315316047889041e-10,3.265018522213836e-07
1984,1.739702604197646e-09,3.108268606943909e-07
1985,3.6093347199894765e-09,3.3326190873594896e-07
1986,2.997242676272549e-09,3.434840252225513e-07
1987,6.110816852533674e-10,3.122627334484207e-07
1988,5.996553809062277e-10,3.7058701662928684e-07
1989,2.1952488715726304e-09,3.495933786901162e-07
1990,4.90378582185258e-09,3.454444721384675e-07
1991,3.5168792322792797e-09,3.317589225559914e-07
1992,2.2039776670368383e-09,3.311476493017551e-07
1993,2.7696036575264316e-09,3.799896166611916e-07
1994,2.1099706426497278e-09,3.49727641957287e-07
1995,1.626735190995987e-09,3.199245974805365e-07
1996,2.6690460952494277e-09,3.379012234461243e-07
1997,2.397447240731765e-09,3.807146189416244e-07
1998,0.0,3.2757047430109765e-07
1999,6.398281821029528e-09,3.459642412551034e-07
2000,4.4180314962005696e-10,3.415138460916012e-07
2001,2.1906058911280724e-09,3.027417458945081e-07
2002,3.066854992184176e-09,3.4655460900978596e-07
2003,1.6667691671301554e-09,3.5793868402578255e-07
2004,3.523833003171717e-09,3.391689222809191e-07
2005,3.602999676388663e-09,3.909254635559023e-07
2006,2.058944903460258e-09,3.3684339983963696e-07
2007,5.991719037590215e-09,3.33938473318085e-07
2008,1.2772318758180745e-09,3.4272388838019197e-07
2009,2.384096253749135e-09,3.948063271863589e-07
2010,4.723792912386671e-09,5.030839806963172e-07
2011,1.911985902935953e-09,6.397504836996859e-07
2012,2.7234021704458655e-09,7.676590136895811e-07
2013,3.6258624991347688e-09,8.266966862180425e-07
2014,6.496335469563519e-09,7.459958943911715e-07
2015,4.211493209727024e-09,7.516407318775009e-07
2016,6.421154274960372e-09,7.875234615539739e-07
2017,5.534344982294215e-09,7.129242476366926e-07
2018,8.002546736385341e-09,7.845077423240809e-07
2019,5.1019753422032466e-09,6.303490671655254e-07
