year,nombreux_ADJ auteurs_NOUN,nombreux_ADJ moteurs_NOUN
1800,3.144164395507687e-08,0.0
1801,2.6193008650921e-08,0.0
1802,3.5805442166747525e-08,0.0
1803,5.655983770225248e-08,0.0
1804,7.4155526164076946e-09,0.0
1805,7.107194477384837e-08,0.0
1806,6.627838899930794e-08,2.881669125542885e-09
1807,6.832692633906845e-08,0.0
1808,3.852325747288887e-08,0.0
1809,2.4849335034105025e-08,0.0
1810,1.4040760554223652e-08,0.0
1811,7.771937760026049e-08,0.0
1812,1.4136203674297576e-07,0.0
1813,8.91479885467561e-08,0.0
1814,4.405347908686963e-08,0.0
1815,4.045835311217161e-08,1.0788894222457657e-08
1816,8.1116134253989e-08,0.0
1817,1.292204956371279e-07,1.556873407970727e-09
1818,7.27191817873063e-08,0.0
1819,4.6579724966022695e-08,0.0
1820,5.6959109429044474e-08,0.0
1821,4.6348993976153e-08,0.0
1822,2.4061478143266868e-08,1.0025615893027862e-09
1823,5.0401702367253165e-08,0.0
1824,5.052667617633233e-08,0.0
1825,5.107157008410468e-08,0.0
1826,3.787433300317389e-08,8.807984341885344e-10
1827,3.6869092667757286e-08,0.0
1828,6.787502826455238e-08,0.0
1829,7.201467866480016e-08,0.0
1830,6.053365098068753e-08,0.0
1831,3.897801548191637e-08,0.0
1832,7.576782934393123e-08,0.0
1833,8.571885246055899e-08,0.0
1834,7.654315226091057e-08,0.0
1835,7.33619529569296e-08,0.0
1836,6.04867480547e-08,0.0
1837,5.775049416456568e-08,6.957890930081589e-10
1838,8.647661786653771e-08,6.312161904276081e-10
1839,9.648235987924636e-08,6.9914751765765e-10
1840,7.96211097053856e-08,0.0
1841,7.447836480878323e-08,0.0
1842,5.9032732480091e-08,0.0
1843,9.923610377882142e-08,0.0
1844,1.0428266250528395e-07,3.841992946007622e-09
1845,7.533307666562905e-08,0.0
1846,1.2060272069902567e-07,1.1709002656346001e-09
1847,9.222412700182758e-08,0.0
1848,8.769291781618449e-08,0.0
1849,9.971503800443315e-08,0.0
1850,8.350465208195601e-08,0.0
1851,1.0383596560359365e-07,1.2898877521649865e-09
1852,1.3021090694564919e-07,6.510545436100301e-10
1853,1.5108987838630128e-07,0.0
1854,1.4547860871516605e-07,0.0
1855,1.1250706677401467e-07,1.0613874223963649e-09
1856,1.1959306789322e-07,0.0
1857,1.2350217559742305e-07,4.881509085841174e-10
1858,1.2429937612523645e-07,4.893676019968041e-10
1859,1.059172092254812e-07,3.055304009791371e-09
1860,1.0024032803812588e-07,0.0
1861,1.410073195984296e-07,0.0
1862,1.1249785814015922e-07,2.2589932147099034e-09
1863,1.1038112290862045e-07,0.0
1864,1.1986820425136102e-07,1.4384183844029508e-09
1865,1.2708480312539905e-07,0.0
1866,1.2893873702068959e-07,0.0
1867,1.4606962395191658e-07,2.426405742994575e-09
1868,1.3782248231564154e-07,0.0
1869,1.6310953299125686e-07,1.4650557433881772e-09
1870,1.9151723051891167e-07,6.307453670473251e-09
1871,1.1789506970671937e-07,1.0621177271019633e-09
1872,1.0945684181251636e-07,6.047339295989218e-10
1873,1.604249177944439e-07,5.9860045809045914e-09
1874,1.6669159208504425e-07,3.5847653734322193e-09
1875,2.0082559615275386e-07,2.2886108563824337e-09
1876,2.013322983884791e-07,6.04601479992084e-10
1877,1.7503029425824934e-07,1.8554447978047506e-09
1878,2.204267417482697e-07,1.8117265465633636e-09
1879,1.6800645141756831e-07,7.94212251520321e-09
1880,1.7007292285597941e-07,1.2835692508872398e-09
1881,1.9453295863058884e-07,4.8807553554297556e-09
1882,2.1496893509720394e-07,5.324308105514319e-09
1883,2.1422559370876115e-07,4.423537092179686e-09
1884,2.4954414357125643e-07,0.0
1885,2.1979617770284676e-07,4.511945039809007e-09
1886,2.445862889999262e-07,2.5813855497602844e-09
1887,3.323222586004704e-07,0.0
1888,2.5806301096054085e-07,4.4384300679212174e-09
1889,2.925818876065023e-07,6.891650361495749e-09
1890,2.58242835116107e-07,5.243509182406569e-09
1891,2.740914624155266e-07,1.2748440525456317e-08
1892,2.902321227793436e-07,1.56712811616444e-08
1893,4.674238027746469e-07,1.9091091374434654e-08
1894,3.06254804627315e-07,1.0082462864602348e-08
1895,3.238014585349447e-07,1.1435367319734269e-08
1896,4.2989341864085873e-07,2.4767521367152767e-08
1897,4.0961796798910655e-07,2.0393496669157685e-08
1898,3.8533397628270905e-07,2.093591255913907e-08
1899,4.510503970323043e-07,1.9346524382513053e-08
1900,5.045703801442869e-07,6.748368974740515e-09
1901,4.996332449991314e-07,1.7883964531506535e-08
1902,4.0166122516893665e-07,2.1114219705964388e-08
1903,5.470423047881923e-07,1.7820726228023887e-08
1904,5.761598345088714e-07,1.1286712897629059e-08
1905,6.34773357433005e-07,2.0643035725242953e-08
1906,6.327346682155621e-07,6.173021205313489e-09
1907,6.86569592289743e-07,1.6457098794830927e-08
1908,7.794374710101692e-07,1.4734167663732478e-08
1909,8.036936947064532e-07,2.2003934674330594e-08
1910,7.914687216725724e-07,2.8858414324872683e-08
1911,8.533880304639752e-07,2.2345570727111408e-08
1912,8.07460310170427e-07,2.7088990606216612e-08
1913,8.808265761217626e-07,3.2878535449754054e-08
1914,8.819611707622244e-07,3.147469485043075e-08
1915,5.843257895321585e-07,3.534228465440492e-09
1916,6.120016564636899e-07,6.592477230782379e-09
1917,5.395480684455833e-07,2.3029491202919417e-08
1918,6.593180046365887e-07,1.1486376294556067e-08
1919,6.887470362926251e-07,2.8544329566670967e-08
1920,8.291593758258387e-07,2.7260034229925623e-08
1921,1.021563662106928e-06,3.559191341651058e-08
1922,1.1273485824858653e-06,4.352981974875547e-08
1923,1.0095766356243985e-06,2.229349149729387e-08
1924,1.051956587616587e-06,3.867487308184536e-08
1925,1.1526090020197444e-06,8.798542339150117e-09
1926,1.3029836054556654e-06,8.916910765321973e-09
1927,1.2431386267053313e-06,1.4493992672726108e-08
1928,1.3025686484979815e-06,1.82816659588525e-08
1929,1.4371124734680052e-06,3.230717737778832e-08
1930,1.5450800674443599e-06,2.3107928015519974e-08
1931,1.538582637294894e-06,3.193499864551086e-08
1932,1.4444668750002165e-06,1.9727165678773417e-08
1933,1.8433354398439405e-06,2.2941325283909464e-08
1934,1.9577901184675284e-06,1.677421224144382e-08
1935,2.0370018773974152e-06,7.180970484910176e-09
1936,2.178811200792552e-06,1.8187071404440758e-08
1937,1.9579188119678292e-06,2.392312481447334e-08
1938,2.1444463982334128e-06,1.2965214679638848e-08
1939,2.105990688505699e-06,1.2235240376412548e-08
1940,1.9246592728450196e-06,2.7893612752905028e-08
1941,1.9775068267335882e-06,1.4757512545315876e-08
1942,2.12091413231974e-06,2.1239483061208375e-08
1943,1.9596836864366196e-06,2.9032352077962287e-09
1944,2.098210643453058e-06,9.639558484764166e-09
1945,1.6164500493687228e-06,3.921307367704685e-08
1946,1.6983747173071606e-06,2.227376683094917e-08
1947,1.6629614947305527e-06,1.3112957830685446e-08
1948,2.2472192995337537e-06,2.391815279167986e-08
1949,1.7012874877764261e-06,9.817008539414473e-09
1950,2.0962297639925964e-06,9.571825110299415e-09
1951,1.8188351305070682e-06,2.8785784422780125e-08
1952,2.249206772830803e-06,1.8980646387944944e-08
1953,2.1170571926631965e-06,1.8315507332999914e-08
1954,2.300454980286304e-06,1.3681550115052232e-08
1955,2.163382532671676e-06,1.220129064449793e-08
1956,2.399186087131966e-06,1.0465369904011368e-08
1957,2.2405656636692584e-06,1.0602045463770082e-08
1958,2.21696132030047e-06,1.2408365002158916e-08
