year,nombreux_ADJ auteurs_NOUN,nombreux_ADJ moteurs_NOUN
1959,2.065574335574638e-06,1.007597205671118e-08
1960,2.267957142976229e-06,6.920833239831836e-09
1961,2.255372464787797e-06,7.64297514166401e-09
1962,2.116945097441203e-06,8.8787386332001e-09
1963,2.2120368612377206e-06,1.0345685197421517e-08
1964,1.98337374968105e-06,6.083968440151466e-09
1965,1.98635166270833e-06,5.47204326295514e-09
1966,2.056658559013158e-06,9.970334780007306e-09
1967,1.9583292214520043e-06,6.902469706915326e-09
1968,1.8037526388070546e-06,5.838840522187638e-09
1969,1.6990716176223941e-06,7.2668124850849836e-09
1970,1.5557486676698318e-06,2.7592350626548523e-09
1971,1.7799409306462621e-06,7.193756701440179e-09
1972,1.7729787487041904e-06,7.182205497002769e-09
1973,1.8050228618449182e-06,9.37244681864513e-09
1974,1.6674194966981304e-06,7.313243344242437e-09
1975,1.6152065427377238e-06,3.998036124386317e-09
1976,1.5660776853110292e-06,3.4281160132820787e-09
1977,1.5685130847487017e-06,4.11374712072643e-09
1978,1.3651479093823582e-06,8.316828115084718e-09
1979,1.5220982731989352e-06,3.5111840102075575e-09
1980,1.610034701116092e-06,6.822181042309694e-09
1981,1.5592479485349031e-06,1.8976649140967083e-09
1982,1.5580831131956074e-06,4.345251713999687e-09
1983,1.5680930118833203e-06,5.052252838311233e-09
1984,1.4793270111113088e-06,5.219107812592938e-09
1985,1.5508109072470688e-06,9.624892882698077e-09
1986,1.4980219020799268e-06,3.5966913891627428e-09
1987,1.5979785530362278e-06,6.110816741511371e-09
1988,1.4331764077724074e-06,4.197587610832443e-09
1989,1.3747745697401115e-06,5.488121956886971e-09
1990,1.386136773362523e-06,7.083246433836621e-09
1991,1.4225776112652966e-06,2.344586080837985e-09
1992,1.3868530004401691e-06,2.2039776670368383e-09
1993,1.3881253835279495e-06,2.2156829704300662e-09
1994,1.4157902796796407e-06,3.164955852952289e-09
1995,1.4548435274264193e-06,3.795715741716776e-09
1996,1.489861574555107e-06,1.6014276571496566e-09
1997,1.482101879446418e-06,9.110299181713799e-09
1998,1.4399749943549978e-06,4.291316191284977e-09
1999,1.5104515114217065e-06,4.570201106446348e-09
2000,1.5820970702407067e-06,5.743440834038438e-09
2001,1.5619019677615142e-06,4.381211837767296e-09
2002,1.4931202940715593e-06,3.504977197366088e-09
2003,1.577597004143172e-06,5.000307723435071e-09
2004,1.5055576341183041e-06,4.404791198453495e-09
2005,1.5677552482884494e-06,6.305249655724765e-09
2006,1.5717986343588564e-06,4.941467679486777e-09
2007,1.4368142728926614e-06,3.1955835755326234e-09
2008,1.275103159059654e-06,6.811903485726134e-09
2009,1.3536898677557474e-06,1.1443662017995848e-08
2010,1.2078738791387877e-06,8.030448306328708e-09
2011,1.1567515230126446e-06,1.9502257586623273e-08
2012,1.039999233398703e-06,1.7702113552786614e-08
2013,9.619692491469323e-07,2.5659950608769577e-08
2014,7.304046789613494e-07,8.012147389990787e-09
2015,7.678216888962197e-07,1.4629397249166232e-08
2016,6.986629728089611e-07,9.942432654952427e-09
2017,8.238627060563886e-07,9.810884549210641e-09
2018,7.297806519090955e-07,8.002547069452248e-09
2019,7.061133828756283e-07,6.377469219387422e-09
