year,quels_PRON ont_VERB,quels_DET monts_NOUN
1800,5.973912564627426e-07,0.0
1801,8.000773732419475e-07,2.3811825844433088e-09
1802,5.102275508761522e-07,2.2378401354217203e-09
1803,4.5637936807452206e-07,0.0
1804,5.413353534322596e-07,4.943701892301533e-09
1805,4.0368863096773566e-07,0.0
1806,6.426122070024576e-07,0.0
1807,5.01064093327841e-07,0.0
1808,4.940041264944739e-07,0.0
1809,4.7439640837865227e-07,0.0
1810,6.996979351470145e-07,7.020380277111826e-09
1811,4.613021360455605e-07,2.5070767684098882e-09
1812,5.147711874542438e-07,2.6672082320544632e-09
1813,4.6011867027573317e-07,0.0
1814,6.38775475181319e-07,0.0
1815,4.693168875746778e-07,0.0
1816,5.029200593753558e-07,0.0
1817,4.7017577031738256e-07,0.0
1818,5.722165212773689e-07,0.0
1819,5.154822915187651e-07,0.0
1820,5.363649577816432e-07,0.0
1821,6.429690273535016e-07,0.0
1822,5.734652290811937e-07,6.015369535816717e-09
1823,6.937646332971781e-07,0.0
1824,5.498986723750932e-07,0.0
1825,5.071935262890293e-07,1.0566531649658373e-08
1826,5.205518789352936e-07,8.807984341885344e-10
1827,6.45209127014823e-07,0.0
1828,5.118144059679253e-07,0.0
1829,6.146967166387185e-07,0.0
1830,6.710885571692415e-07,0.0
1831,5.753154965759677e-07,0.0
1832,5.006088770187489e-07,2.705993873419743e-09
1833,4.587117032883725e-07,0.0
1834,5.992768663531933e-07,1.8669061851994684e-09
1835,6.753837240580651e-07,1.0588323107185715e-08
1836,5.746241313886458e-07,1.2097349788575684e-08
1837,6.679575363932599e-07,0.0
1838,5.863998566724149e-07,2.5248647617104325e-09
1839,6.348259660171607e-07,2.0974426639952526e-09
1840,6.427015932786162e-07,5.0957510988602905e-09
1841,6.29213772640469e-07,4.494383976094696e-09
1842,5.661775688281523e-07,4.695785538189057e-09
1843,7.448614951499621e-07,0.0
1844,5.274507515196092e-07,2.1954245643662773e-09
1845,7.070148839716239e-07,1.674068439427856e-09
1846,6.949293265279266e-07,4.6836012845830055e-09
1847,7.199953699910111e-07,2.1572894581822766e-09
1848,7.771684238377929e-07,1.6090443422100975e-09
1849,9.158700464695357e-07,0.0
1850,7.05376706378047e-07,8.82569484161877e-09
1851,6.642922016908415e-07,6.449438538780328e-09
1852,6.158975978109993e-07,1.3021090872200602e-09
1853,5.965959957165978e-07,0.0
1854,5.964622857845825e-07,0.0
1855,7.594227042773127e-07,1.1144567935161831e-08
1856,7.046154451018083e-07,5.177189066341015e-09
1857,6.921980002516648e-07,2.4407544874094356e-09
1858,6.278586255348273e-07,8.31924928945682e-09
1859,6.528166238695121e-07,4.073738679721828e-09
1860,6.078500405237719e-07,1.0527523297554353e-08
1861,5.876090938272682e-07,1.886385547766878e-09
1862,6.749871488409553e-07,9.035972636795009e-09
1863,5.943598750945966e-07,4.994620828036034e-10
1864,6.376988039846765e-07,4.794727948009836e-10
1865,5.784711518685981e-07,1.4120533076145136e-09
1866,6.544249373519051e-07,1.4596839292835284e-09
1867,8.497273142893391e-07,4.85281148598915e-10
1868,7.992715893578861e-07,2.9639245502366407e-09
1869,6.109282537636318e-07,1.953407657850903e-09
1870,6.920997179804544e-07,1.7202146374017957e-09
1871,5.491148442615668e-07,2.1242354542039266e-09
1872,6.289233027700902e-07,2.4189357183956872e-09
1873,7.033555249336132e-07,5.986004469882289e-10
1874,5.257656141566258e-07,3.5847653734322193e-09
1875,7.500921839209695e-07,2.2886108008712824e-09
1876,6.281809277197681e-07,7.255217759905008e-09
1877,6.630122584283527e-07,3.092407996341251e-09
1878,5.634469744109083e-07,2.4156354694326865e-09
1879,7.19067571708365e-07,4.27652757650776e-09
1880,5.904418571844872e-07,6.417846254436199e-10
1881,6.289201763820529e-07,0.0
1882,5.923292718534867e-07,2.6621540527571597e-09
1883,5.965456040257777e-07,1.8958017378167824e-09
1884,5.670857774475735e-07,1.9805090900604227e-09
1885,6.013778062197161e-07,1.9336907075562237e-09
1886,5.491897709930527e-07,1.9360391623202133e-09
1887,6.829255028151238e-07,6.528924623161458e-10
1888,6.004562038697259e-07,3.1703073499755874e-09
1889,5.958145123940994e-07,0.0
1890,5.728533665205759e-07,6.554386478008212e-10
1891,5.908902096507518e-07,3.824531802365527e-09
1892,6.50671566404526e-07,6.268512375839919e-10
1893,6.546396917883612e-07,3.695050043717174e-09
1894,6.339348743722439e-07,5.671385139294216e-09
1895,6.807053125612583e-07,1.2037228991346183e-09
1896,6.887729995241898e-07,0.0
1897,6.700720831531726e-07,5.826713556089658e-10
1898,6.314724174671937e-07,2.26334195829736e-09
1899,6.284856652882809e-07,0.0
1900,7.111742661436438e-07,1.038210628578895e-09
1901,6.158790313293139e-07,0.0
1902,5.033041077240341e-07,0.0
1903,5.443422139705945e-07,2.1600881083827517e-09
1904,6.073326659361555e-07,1.6123875568041512e-09
1905,5.692317301964067e-07,0.0
1906,5.48884500517488e-07,5.144184522798412e-10
1907,5.847413007131763e-07,1.5428530120153994e-09
1908,4.940857465385307e-07,9.822778146428846e-10
1909,4.730845972744646e-07,1.1001967115120692e-09
1910,5.07159882090491e-07,4.275320542035388e-09
1911,5.623635388474213e-07,2.128149656499545e-09
1912,5.073976154790216e-07,5.209421227725386e-10
1913,4.884053481646333e-07,0.0
1914,4.38636710953233e-07,0.0
1915,5.31312366547354e-07,1.1780761921542648e-09
1916,5.241019493951171e-07,2.197492410260793e-09
1917,4.244006177600568e-07,2.1932848870420685e-09
1918,4.502659365357431e-07,2.2972752589112133e-09
1919,4.2816494527642135e-07,9.207848372660976e-10
1920,3.8466938434567055e-07,7.572231730534895e-10
1921,4.369475163912284e-07,5.300923255902035e-09
1922,4.6112096185879636e-07,3.6889677978990676e-09
1923,4.426850210847988e-07,1.0615948120573648e-09
1924,4.512068585427187e-07,2.578324886925998e-09
1925,3.6843896822347233e-07,1.0998177923937646e-09
1926,3.611348731169528e-07,0.0
1927,3.868780922289261e-07,0.0
1928,4.0448185956165617e-07,1.1426041224282812e-09
1929,3.8880019559428547e-07,0.0
1930,4.4220169570508006e-07,1.0503603542488804e-09
1931,3.9120372008483173e-07,1.1405356659111021e-09
1932,3.8029590854193884e-07,0.0
1933,4.393263708379891e-07,0.0
1934,4.409221432410959e-07,2.3963160344919743e-09
1935,3.123722223108416e-07,0.0
1936,3.2130493821114214e-07,2.424942913137329e-09
1937,3.7143797726457706e-07,0.0
1938,4.1877642331655807e-07,2.5930428915188486e-09
1939,3.991747092868536e-07,0.0
1940,4.107968365474335e-07,0.0
