year,dois_VERB hériter_VERB,dois_VERB mériter_VERB
1800,0.0,6.288328968651058e-09
1801,4.7623651688866175e-09,2.3811825844433088e-09
1802,0.0,0.0
1803,0.0,7.801356893821776e-09
1804,0.0,2.2246657849223084e-08
1805,0.0,5.685755422035754e-09
1806,0.0,1.152667650217154e-08
1807,0.0,0.0
1808,0.0,6.798221985349073e-09
1809,6.7770917766551975e-09,4.518061036407062e-09
1810,0.0,1.4040760554223652e-08
1811,1.0028307073639553e-08,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,2.8757416448144113e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,0.0
1817,4.670620334934483e-09,1.5568733857662664e-08
1818,9.536941902865692e-09,1.1921177378582115e-09
1819,1.035105001712111e-09,2.6912729822470283e-08
1820,1.0679833017945839e-08,7.119888678630559e-09
1821,8.875339574387908e-09,1.97229765852569e-09
1822,4.010246357211145e-09,1.0025615893027862e-08
1823,9.882686891060644e-10,2.9648061783404955e-09
1824,2.5263338088166165e-09,5.052667617633233e-09
1825,4.4027217427355936e-09,0.0
1826,7.0463874735082754e-09,4.403992281964975e-09
1827,9.217273055917019e-10,9.217273055917019e-10
1828,2.7516904310687096e-09,7.337841001486822e-09
1829,8.57317605795771e-10,4.286587973467704e-09
1830,0.0,2.1917355041978226e-08
1831,0.0,1.5591206103948707e-09
1832,4.058990921151917e-09,4.058990921151917e-09
1833,1.50587169400751e-08,1.1583628500844156e-09
1834,9.334530925997342e-10,2.8003592777992026e-09
1835,7.563087933704082e-10,7.563087933704082e-10
1836,1.3441500135158435e-09,1.3441500135158435e-09
1837,6.957890930081589e-10,1.3915781860163179e-09
1838,5.680945491803868e-09,1.2624323808552163e-09
1839,1.11863602825224e-08,2.7965900706306e-09
1840,6.369688665408546e-10,7.0066574764382494e-09
1841,3.2102742686390684e-09,1.926164561183441e-09
1842,6.708265054555795e-10,4.695785538189057e-09
1843,2.953455480181333e-09,1.7720733769266417e-09
1844,3.2931368743049916e-09,2.195424508855126e-09
1845,3.348136878855712e-09,2.7901139176833567e-09
1846,7.610851504580296e-09,0.0
1847,1.6179670936367074e-09,1.6179670936367074e-09
1848,2.413566457803995e-09,8.045221711050488e-10
1849,1.6758829879393033e-09,5.02764896381791e-09
1850,0.0,2.0366988096043315e-09
1851,1.9348316282474798e-09,1.2898877521649865e-09
1852,6.510545436100301e-10,1.3021090872200602e-09
1853,7.166318205520383e-09,0.0
1854,1.0391328908454511e-09,2.5978321716024766e-09
1855,5.306937111981824e-09,5.306937111981824e-10
1856,5.694908100650764e-09,1.0354378465748937e-09
1857,4.881508974818871e-09,0.0
1858,9.787352039936081e-10,4.893676019968041e-10
1859,2.5460866748261424e-09,1.5276520048956854e-09
1860,2.746310290291376e-09,4.577183909670879e-10
1861,5.187560159214399e-09,1.4147891747029462e-09
1862,1.3553959066214816e-09,4.517986262886353e-10
1863,2.9967726078439227e-09,4.994620828036034e-10
1864,1.9178911792039344e-09,2.8768367688059016e-09
1865,8.47231973466478e-09,0.0
1866,3.4059290943133647e-09,2.432806400776144e-09
1867,4.85281148598915e-10,4.85281148598915e-10
1868,6.421836395986702e-09,0.0
1869,1.953407657850903e-09,4.883519144627257e-10
1870,5.734048791339319e-09,0.0
1871,1.0621177271019633e-09,0.0
1872,3.0236697590169115e-09,6.047339518033823e-09
1873,1.7958012854535355e-09,1.1972008939764578e-09
1874,2.3898436563030145e-09,0.0
1875,0.0,3.432916173551348e-09
1876,5.441413541973361e-09,0.0
1877,6.184815992682502e-10,8.040260901509555e-09
1878,1.2078177347163432e-09,1.8117265465633636e-09
1879,5.498392852132383e-09,3.0546627449723474e-09
1880,3.8507077526617195e-09,0.0
1881,2.091752326904839e-09,0.0
1882,6.655385131892899e-09,1.3310770263785798e-09
1883,0.0,0.0
1884,5.941527270181268e-09,1.3203393933736152e-09
1885,6.445635691854079e-10,0.0
1886,0.0,1.2906927748801422e-09
1887,3.264462256069578e-09,1.3057849246322917e-09
1888,4.4384300679212174e-09,6.340614699951175e-09
1889,5.012109394186837e-09,0.0
1890,0.0,0.0
1891,0.0,0.0
1892,2.5074049503359674e-09,6.268512375839919e-09
1893,6.158416554491453e-10,6.158416554491453e-10
1894,5.041231432301174e-09,2.520615716150587e-09
1895,1.2037228991346183e-09,0.0
1896,1.7691086373616827e-09,0.0
1897,0.0,0.0
1898,0.0,1.13167097914868e-09
1899,1.6582735185011188e-09,0.0
1900,0.0,5.191053142894475e-10
1901,0.0,0.0
1902,0.0,0.0
1903,1.0800440541913758e-09,0.0
1904,0.0,0.0
1905,0.0,0.0
1906,0.0,0.0
1907,3.0857059130084963e-09,0.0
1908,0.0,0.0
1909,0.0,0.0
1910,1.068830135508847e-09,0.0
1911,1.0640748282497725e-09,0.0
1912,1.0418842455450772e-09,5.209421227725386e-10
1913,0.0,1.590896969716482e-09
1914,0.0,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,0.0
1919,9.207848372660976e-10,0.0
1920,0.0,0.0
1921,3.0290989716519334e-09,7.572747429129834e-10
1922,3.6889677978990676e-09,1.1066902949607993e-08
1923,4.246379248229459e-09,0.0
1924,1.289162443462999e-09,0.0
1925,0.0,1.0998177923937646e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,1.1149224876660924e-09,0.0
1928,3.4278122562625413e-09,0.0
1929,2.2280812750352652e-09,0.0
1930,1.2604324695075775e-08,0.0
1931,0.0,0.0
1932,0.0,0.0
1933,0.0,0.0
1934,0.0,1.1981580172459871e-09
1935,0.0,1.196828414151696e-09
1936,0.0,0.0
1937,2.5182236296217297e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,0.0
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,0.0
1948,0.0,0.0
1949,0.0,1.9634016634739737e-09
1950,2.1270722960764488e-09,0.0
1951,0.0,0.0
1952,0.0,0.0
1953,0.0,0.0
1954,2.9317608341017376e-09,0.0
1955,1.8771215692936494e-09,0.0
1956,2.616342476002842e-09,0.0
1957,1.7670075402875796e-09,8.835037701437898e-10
1958,0.0,8.272243445794913e-10
1959,0.0,1.5501495642666896e-09
1960,8.305000243069571e-09,6.920833350854139e-10
1961,2.779263708063695e-09,6.948159270159238e-10
1962,1.9025869768540815e-09,1.2683912808952869e-09
1963,3.2330267352165265e-09,1.2932106496776896e-09
1964,6.083968329129164e-10,6.083968329129164e-10
1965,1.0944086747954884e-09,2.73602163147757e-09
1966,1.1078149508847446e-09,1.1078149508847446e-09
1967,4.930335584241163e-10,2.9582012395223956e-09
1968,3.1439910674890825e-09,8.982831700699023e-10
1969,4.5417578031781147e-10,9.083515606356229e-10
1970,1.8394900047624674e-09,0.0
1971,1.0276794970565106e-09,0.0
1972,2.0520587451500205e-09,0.0
1973,1.102640756478479e-09,0.0
1974,0.0,1.1251143350321513e-09
1975,5.711480177694739e-10,1.1422960355389478e-09
1976,0.0,1.7140580066410394e-09
1977,5.876781838942691e-10,1.7630346071939584e-09
1978,5.940591352171509e-10,0.0
1979,5.851973350345929e-10,0.0
1980,5.685150683554241e-10,5.685150683554241e-10
1981,1.2651099057237047e-09,2.5302198114474095e-09
1982,0.0,0.0
1983,1.89459470334441e-09,3.78918940668882e-09
1984,5.799008495621649e-10,5.799008495621649e-10
1985,1.2031116103372597e-09,0.0
1986,1.7983456945813714e-09,1.7983456945813714e-09
1987,2.4443267410134695e-09,1.2221633705067347e-09
1988,1.1993107618124554e-09,1.1993107618124554e-09
1989,3.2928733073589456e-09,1.0976244357863152e-09
1990,1.6345953479657283e-09,1.6345953479657283e-09
1991,0.0,5.861465202094962e-10
1992,0.0,0.0
1993,5.539207426075166e-10,2.2156829704300662e-09
1994,5.274926606624319e-10,1.5824779264761446e-09
1995,5.422450821690461e-10,1.0844901643380922e-09
1996,0.0,2.6690460952494277e-09
1997,4.79489448146353e-10,2.3974471297094624e-09
1998,1.9072516899143466e-09,1.43043876743576e-09
1999,1.3710603763428253e-09,4.570201106446348e-09
2000,4.4180314962005696e-10,0.0
2001,2.190605918883648e-09,8.762423564512289e-10
2002,1.3143663935011318e-09,5.257465574004527e-09
2003,1.2500769308587678e-09,6.667076668520622e-09
2004,1.7619165015858584e-09,3.0833537945085254e-09
2005,4.5037495954858286e-10,4.5037495954858286e-10
2006,8.235779835885637e-10,2.8825228870488218e-09
2007,0.0,1.997239706952314e-09
2008,8.514879357157668e-10,2.9802078582719105e-09
2009,9.53638501499654e-10,1.907277002999308e-09
2010,1.8895172093635892e-09,2.3618964561933353e-09
2011,4.971163480860241e-09,5.353560705856353e-09
2012,3.063827413996023e-09,9.872333173177594e-09
2013,2.2313000336282585e-09,7.530637446961919e-09
2014,5.413613113347537e-09,7.362513709807672e-09
2015,2.659890530054554e-09,6.206410940734486e-09
2016,3.935546111222266e-09,7.042556315894899e-09
2017,3.5218559180094644e-09,9.559323110863716e-09
2018,3.0977600484760615e-09,9.551427204712581e-09
2019,2.2958890344426663e-09,6.377469219387422e-09
