year,cents_ADJ eaux_NOUN,cents_ADJ mots_NOUN
1870,0.0,2.5229814681893004e-08
1871,0.0,7.647247457498452e-08
1872,0.0,8.768641635015229e-08
1873,5.986004469882289e-10,4.070482972906575e-08
1874,5.974609140757536e-10,3.2860349108432274e-08
1875,3.432916173551348e-09,4.520006413599731e-08
1876,3.627608879952504e-09,6.831997012568536e-08
1877,0.0,5.813727099734933e-08
1878,0.0,8.333942247418236e-08
1879,6.720257683667796e-09,8.308682453161964e-08
1880,1.2835692508872398e-09,6.931274043608937e-08
1881,4.8807553554297556e-09,5.159655458442103e-08
1882,1.3310770263785798e-09,6.322616030729478e-08
1883,6.319338941018771e-10,4.2339571848515334e-08
1884,4.621187876807653e-09,6.007544328667791e-08
1885,0.0,6.574548194748786e-08
1886,0.0,7.873225627008651e-08
1887,0.0,6.333056745688737e-08
1888,6.340614699951175e-10,7.989174832800927e-08
1889,0.0,5.07476087818759e-08
1890,6.554386478008212e-10,5.046877760150892e-08
1891,1.9122659011827636e-09,7.521579448166449e-08
1892,3.1342561879199593e-09,6.39388275658348e-08
1893,0.0,4.92673315477532e-08
1894,1.2603078580752936e-09,5.8604314290278126e-08
1895,0.0,4.513960760732516e-08
1896,5.89702897624278e-10,3.892039046604623e-08
1897,0.0,4.136966680334808e-08
1898,0.0,7.355861697533328e-08
1899,1.6582735185011188e-09,3.592926134388108e-08
1900,2.07642125715779e-09,3.841379481173135e-08
1901,3.353243460679778e-09,3.24146860464225e-08
1902,1.4730852093691738e-09,4.075535642300565e-08
1903,1.6200660812870638e-09,3.510143287144274e-08
1904,1.0749250378694342e-09,4.6759240035498806e-08
1905,0.0,3.6641388589941926e-08
1906,5.144184522798412e-10,6.635998062165527e-08
1907,0.0,5.708556116701402e-08
1908,2.9468334439286537e-09,4.174680867663483e-08
1909,5.500983557560346e-10,3.905698164885507e-08
1910,5.344150677544235e-10,4.702852507421085e-08
1911,2.6601871816467337e-09,5.213966502992662e-08
1912,1.5628263128064646e-09,5.730363383804615e-08
1913,0.0,5.1438998838193584e-08
1914,1.3393487430235496e-09,5.357394883276356e-08
1915,2.3561523843085297e-09,3.652036184575991e-08
1916,0.0,1.4283700444650549e-08
1917,1.0966424435210342e-09,2.3029491202919417e-08
1918,0.0,3.675640414257941e-08
1919,0.0,3.867296172188617e-08
1920,0.0,4.694783584113793e-08
1921,3.0290989716519334e-09,5.376650591415455e-08
1922,1.4755870969551665e-09,4.426761179843197e-08
1923,1.0615948120573648e-09,3.6094224498128824e-08
1924,6.445812328337297e-09,6.961477083677892e-08
1925,3.299453377181294e-09,4.179307566687385e-08
1926,0.0,5.684530535177146e-08
1927,0.0,2.7873062080630007e-08
1928,2.2852082448565625e-09,4.6846768242403414e-08
1929,2.2280812750352652e-09,5.013182757807044e-08
1930,2.100720708497761e-09,3.886333388436469e-08
1931,0.0,2.9653927313688655e-08
1932,1.0959536611565568e-09,7.562080384104775e-08
1933,0.0,6.997103696448903e-08
1934,0.0,5.511526879331541e-08
1935,0.0,5.984141893122796e-08
1936,0.0,3.6374142808881516e-08
1937,0.0,2.895957251780601e-08
1938,0.0,5.4453899167583586e-08
1939,3.058810094103137e-09,1.1929358834095183e-07
1940,0.0,2.7893612752905028e-08
1941,0.0,5.60785480274717e-08
1942,0.0,2.4273694165799498e-08
1943,0.0,5.8064703267746154e-08
1944,0.0,6.105053529381621e-08
1945,0.0,5.664110602765504e-08
1946,0.0,4.872386583087973e-08
1947,1.1920870957027319e-09,4.7683485604466114e-08
1948,1.0871887834440486e-09,4.240036233227329e-08
1949,0.0,5.104844191805569e-08
1950,0.0,7.12569203642488e-08
1951,0.0,4.157946520422229e-08
1952,0.0,3.690681538159879e-08
1953,0.0,3.770839640537815e-08
1954,0.0,6.645324646115114e-08
1955,1.8771215692936494e-09,6.569925403709931e-08
1956,0.0,6.104799155082219e-08
1957,8.835037701437898e-10,3.799066305987253e-08
1958,3.3088973783179654e-09,3.722509589465517e-08
1959,0.0,6.66564332618691e-08
1960,0.0,5.1906251741229426e-08
1961,0.0,4.655266749864495e-08
1962,0.0,6.215117309693596e-08
1963,0.0,4.4615767080813384e-08
1964,0.0,6.38816644027429e-08
1965,3.830430195250756e-09,5.1984411442163037e-08
1966,0.0,6.646889971761993e-08
1967,9.860671168482327e-10,5.768492528090974e-08
1968,8.982831700699023e-10,8.354033553814588e-08
1969,9.083515606356229e-10,7.948076330421827e-08
1970,1.3796175313274261e-09,9.151462876388905e-08
1971,1.0276794970565106e-09,8.375587867703871e-08
1972,1.0260293725750103e-09,9.644676168818478e-08
1973,1.102640756478479e-09,1.091614336701241e-07
1974,5.625571675160757e-10,9.450960192225466e-08
1975,1.1422960355389478e-09,1.1879878769605057e-07
1976,1.142705374768127e-09,8.741696433389734e-08
1977,0.0,6.99337050491522e-08
1978,1.1881182704343018e-09,6.95049209298304e-08
1979,5.851973350345929e-10,4.447499790671827e-08
1980,1.7055452605774235e-09,5.400893243745486e-08
1981,1.2651099057237047e-09,6.70508271127801e-08
1982,1.8622506869903077e-09,4.717701784784367e-08
1983,0.0,6.946847719291327e-08
1984,0.0,7.248760880429472e-08
1985,4.812446441349039e-09,6.436646771135202e-08
1986,0.0,7.612996455463872e-08
1987,1.2221633705067347e-09,6.416357933858308e-08
1988,1.1993107618124554e-09,6.236415828198005e-08
1989,5.488122178931576e-10,5.2137160366783064e-08
1990,0.0,6.81081360198732e-08
1991,0.0,7.619905062483667e-08
1992,0.0,6.77723122066709e-08
1993,0.0,6.924009454678526e-08
1994,0.0,5.8551684389840375e-08
1995,5.422450821690461e-10,6.073145186746842e-08
1996,0.0,7.740233343156433e-08
1997,0.0,1.098030821822249e-07
1998,0.0,9.44089606491616e-08
1999,4.570201161957499e-10,4.8901153348879234e-08
2000,4.4180314962005696e-10,6.008522746014933e-08
2001,2.190605918883648e-09,6.089884152515879e-08
2002,4.38122149670761e-10,4.5564704009848356e-08
2003,4.1669229178253886e-10,6.500399507558541e-08
2004,4.404791253964646e-10,6.430995114214966e-08
2005,2.251874686720612e-09,5.089237120614598e-08
2006,7.000412693969338e-09,7.618096020678422e-08
2007,1.5977917877663117e-09,6.231388027799767e-08
2008,2.554463751636149e-09,7.322796591324732e-08
2009,1.430457752249481e-09,6.007922337403215e-08
2010,4.723793023408973e-10,7.274640978494062e-08
2011,0.0,6.65371118202529e-08
2012,6.808505426114664e-10,9.021269420372846e-08
2013,0.0,6.972812371941473e-08
2014,0.0,7.037697002942878e-08
2015,0.0,5.6301015405324506e-08
2016,0.0,5.965459592971456e-08
2017,7.54683426862357e-10,5.7859061541876144e-08
2018,5.162933414126769e-10,6.608554770082264e-08
2019,0.0,6.351959314088163e-08
