year,premiers_ADJ êtres_NOUN,premiers_ADJ etres_NOUN,premiers_ADJ maîtres_NOUN
1800,3.458580977167003e-08,0.0,6.068237272671695e-07
1801,8.334139067756041e-08,0.0,3.286031995397565e-07
1802,1.7902721083373763e-08,0.0,3.5805442166747525e-07
1803,7.606323038089613e-08,0.0,5.831514016119144e-07
1804,3.213406074564773e-08,0.0,5.215605518582578e-07
1805,6.254330742194725e-08,8.528632911009026e-09,4.5770329926142495e-07
1806,2.881669125542885e-09,0.0,5.648071406127997e-07
1807,0.0,8.540865792383556e-09,4.811354097356002e-07
1808,2.945896149242344e-08,0.0,5.234631195172312e-07
1809,4.969867006821005e-08,0.0,4.4051096548258784e-07
1810,6.084329839950442e-08,4.680253518074551e-09,3.43998630469855e-07
1811,7.521229861140455e-09,2.5070767684098882e-09,5.866559695810736e-07
1812,2.1337665856435706e-08,0.0,6.187922862999073e-07
1813,6.901780125190271e-08,0.0,6.84426514796499e-07
1814,0.0,0.0,3.209610781595984e-07
1815,2.697223555614414e-09,0.0,5.852975375475467e-07
1816,3.7081662185300956e-08,0.0,3.9167507104309607e-07
1817,5.7604317760251433e-08,0.0,5.293369789161062e-07
1818,3.814776761146277e-08,0.0,5.900982784634579e-07
1819,6.521161566297451e-08,0.0,6.200278925838631e-07
1820,5.102586797534059e-08,1.1866481131050932e-09,4.877123869206912e-07
1821,2.3667571014129862e-08,0.0,6.252183489818819e-07
1822,5.514088741165324e-08,0.0,5.554191204737435e-07
1823,4.4472091786929013e-08,0.0,5.949377537284306e-07
1824,4.8000341479337294e-08,8.421112696055388e-09,6.366360949527916e-07
1825,3.3460683113162304e-08,0.0,4.834188414015728e-07
1826,1.145037931138404e-08,0.0,6.015853397656201e-07
1827,3.041700225026034e-08,0.0,6.73782635018938e-07
1828,8.346793833879929e-08,9.172301251858528e-10,5.219039280746074e-07
1829,6.515613648616636e-08,0.0,6.438455208979121e-07
1830,5.0096812032052185e-08,0.0,6.074238547704169e-07
1831,1.4032085715598441e-08,0.0,5.971432039952873e-07
1832,7.306183391619925e-08,0.0,7.482073134390532e-07
1833,1.2394482951094687e-07,0.0,5.791814186029143e-07
1834,5.787409307345115e-08,9.334530925997342e-10,5.936761544589331e-07
1835,5.067268915581735e-08,0.0,5.604247945711904e-07
1836,6.922372364215335e-08,6.720750067579218e-10,5.040562619518241e-07
1837,3.826840000442644e-08,0.0,4.6617869076115426e-07
1838,5.049729523420865e-08,0.0,6.00286610197287e-07
1839,1.3283802502428443e-07,0.0,4.970938709547568e-07
1840,4.968357103507515e-08,0.0,4.4078245764467283e-07
1841,7.833069304297169e-08,0.0,5.88764302644762e-07
1842,7.379091471193533e-08,0.0,4.2664566501926515e-07
1843,1.0278025541765601e-07,0.0,6.645274820415992e-07
1844,4.9945906965831455e-08,0.0,5.109850462758914e-07
1845,5.0780073479472776e-08,0.0,5.585808393604452e-07
1846,7.727941664370519e-08,0.0,5.075852556046812e-07
1847,9.276344314912421e-08,5.393223645455691e-10,4.017951482637727e-07
1848,4.827133182061516e-08,8.045221711050488e-10,3.2019982598718855e-07
1849,6.368355087715827e-08,0.0,4.0137397960826604e-07
1850,1.1677073530336202e-07,0.0,4.738719194818941e-07
1851,8.384270699934859e-08,0.0,4.1018429741690454e-07
1852,7.291811243703705e-08,3.2552727180501506e-09,4.160238502581848e-07
1853,3.941475057445132e-08,0.0,3.8936996893390585e-07
1854,7.429800064073788e-08,1.558699391779328e-09,4.837163663506949e-07
1855,5.306937111981824e-08,0.0,5.301630139342706e-07
1856,3.882891874695815e-08,0.0,5.451579978554832e-07
1857,6.248331629876702e-08,0.0,5.8285215948084e-07
1858,3.572383633354548e-08,4.893676019968041e-10,4.379840097268328e-07
1859,4.582955881460293e-08,5.092173349652285e-10,4.949592469216668e-07
1860,4.439868561689764e-08,0.0,4.856392140373256e-07
1861,5.14040046084574e-08,0.0,4.239651515414167e-07
1862,5.1505043785482485e-08,0.0,4.5586480046377886e-07
1863,3.296449690992631e-08,0.0,4.5650833269128555e-07
1864,7.479775376850739e-08,0.0,5.887925964565e-07
1865,5.3658027354686055e-08,0.0,4.645655318213926e-07
1866,7.006482860560936e-08,0.0,3.7513874495687105e-07
1867,4.804283548764943e-08,0.0,5.027512557376212e-07
1868,6.372437866275504e-08,0.0,3.749364519967102e-07
1869,1.0499566371890978e-07,4.883519144627257e-10,3.9849516042522737e-07
1870,1.0952032880595652e-07,0.0,4.0941108681025185e-07
1871,6.266494523288202e-08,0.0,3.5049884017368527e-07
1872,9.071008832961525e-08,0.0,3.1748529971675765e-07
1873,1.0894527946447852e-07,0.0,4.4835172863244566e-07
1874,5.616132625618775e-08,0.0,2.628828010275974e-07
1875,5.778742462325681e-08,0.0,3.478688590519141e-07
1876,7.13429741949767e-08,6.04601479992084e-10,5.326539158634347e-07
1877,5.999271479595336e-08,0.0,3.8531403978581125e-07
1878,3.32149880932775e-08,0.0,4.372300085320191e-07
1879,8.430868803088742e-08,0.0,4.410932726850447e-07
1880,4.6208491255583795e-08,0.0,4.120257381945436e-07
1881,8.506459181489845e-08,0.0,3.3816660482965943e-07
1882,5.523969548448804e-08,0.0,3.45414494784535e-07
1883,6.888079440159345e-08,0.0,3.165988685660537e-07
1884,5.0833065756705764e-08,0.0,4.416535182016901e-07
1885,3.8029249083137984e-08,0.0,3.7062404456555953e-07
1886,4.840097744818195e-08,0.0,4.878818697928722e-07
1887,3.3297514079322355e-08,0.0,3.8520654777052243e-07
1888,2.8532765483646472e-08,0.0,4.026290252312492e-07
1889,5.7639258699282436e-08,0.0,3.4771509926923017e-07
1890,3.342736931699619e-08,0.0,4.1423723434741433e-07
1891,4.461954006274027e-08,0.0,3.0532514683212497e-07
1892,3.0715710863660206e-08,0.0,3.830061094944881e-07
1893,5.9120800699474785e-08,6.158416554491453e-10,3.793584550937368e-07
1894,1.764431090123253e-08,0.0,2.9932311473857e-07
1895,5.537125247201402e-08,6.018614495673091e-10,4.4597933368528686e-07
1896,5.89702899844724e-08,0.0,4.428668809453029e-07
1897,2.7968225069230357e-08,0.0,3.035717638377733e-07
1898,4.583267454449924e-08,2.8291774478717002e-09,3.7628058846550516e-07
1899,2.9296165493519766e-08,1.6582735185011188e-09,3.4879021093559004e-07
1900,4.9315005412609025e-08,0.0,3.478005555779262e-07
1901,3.409130755471779e-08,5.588738916095792e-10,3.2750011091930986e-07
1902,2.6515532880466708e-08,4.910283846193408e-10,3.005093677233006e-07
1903,3.6181475593366486e-08,0.0,3.720751742264383e-07
1904,5.374625189347171e-08,1.6123875568041512e-09,4.2137060773939083e-07
1905,5.160758931310738e-08,0.0,3.8550869041475977e-07
