year,mêmes_ADJ ondes_NOUN,mêmes_ADJ mondes_NOUN
1921,1.6660044011018726e-08,7.572747429129834e-10
1922,1.2542490601674672e-08,0.0
1923,8.492758496458919e-09,1.0615948120573648e-09
1924,2.836157442231979e-08,1.289162443462999e-09
1925,1.9796720707176974e-08,5.499089184013428e-09
1926,1.4489979882625903e-08,0.0
1927,2.7873062080630007e-08,4.4596899506643695e-09
1928,1.7139061725401916e-08,0.0
1929,1.1140405931087116e-08,2.2280812750352652e-09
1930,2.4158287814657342e-08,0.0
1931,1.710803587684495e-08,0.0
1932,2.082311922890767e-08,0.0
1933,3.211785326584504e-08,3.4411986593596566e-09
1934,1.5576054224197833e-08,1.1981580172459871e-09
1935,2.752705441366743e-08,4.787313656606784e-09
1936,2.66743711563322e-08,0.0
1937,5.162358363008934e-08,0.0
1938,2.074434313215079e-08,1.2965214457594243e-09
1939,9.176430282309411e-09,0.0
1940,1.7750480196809804e-08,2.5357829169792012e-09
1941,3.836953510472085e-08,2.066051862925633e-08
1942,9.102635090130207e-09,0.0
1943,8.709705845433291e-09,0.0
1944,1.2852744646352221e-08,0.0
1945,8.714016175304096e-09,0.0
1946,1.9489545977080525e-08,5.568441707737293e-09
1947,1.4305045148432782e-08,2.3841741914054637e-09
1948,1.9569398546082084e-08,2.174377566888097e-09
1949,1.47255123650325e-08,2.945102384188658e-09
1950,1.914365022059883e-08,2.1270722960764488e-09
1951,1.1727541604500402e-08,0.0
1952,1.370824520563474e-08,0.0
1953,6.464296653518886e-09,0.0
1954,1.4658803948464083e-08,0.0
1955,1.3139850985055546e-08,3.754243138587299e-09
1956,7.849027205963921e-09,8.72114158667614e-10
1957,1.236905244894615e-08,8.835037701437898e-10
1958,1.8198935691771112e-08,1.6544486891589827e-09
1959,6.975672928177801e-09,6.200598257066758e-09
1960,8.997083078554624e-09,0.0
1961,1.528595028332802e-08,7.64297514166401e-09
1962,1.2683912586908264e-08,1.9025869768540815e-09
1963,1.8104948651398445e-08,1.2932106496776896e-09
1964,1.3384730657151067e-08,1.8251904432275978e-09
1965,2.6265809083270142e-08,4.924839203113152e-09
1966,9.416426749453422e-09,5.539074754423723e-10
1967,8.874604162656397e-09,4.930335584241163e-10
1968,8.982831367632116e-09,4.4914158503495116e-10
1969,1.3625273354023193e-08,4.087581828571274e-09
1970,5.058597540852361e-09,1.8394900047624674e-09
1971,1.0276794526475896e-08,3.5968783507200897e-09
1972,1.128632298730281e-08,3.0780880067027283e-09
1973,6.615844760915479e-09,5.513203782392395e-10
1974,5.625571564138454e-09,5.625571675160757e-10
1975,9.709516746170266e-09,1.1422960355389478e-09
1976,7.998937512354587e-09,0.0
1977,5.876781727920388e-09,4.11374712072643e-09
1978,7.72276909088987e-09,1.1881182704343018e-09
1979,9.363157360553487e-09,1.1703946700691858e-09
1980,6.822181042309694e-09,2.2740602734216964e-09
1981,8.855769451088236e-09,6.958104314946922e-09
1982,7.449002747961231e-09,1.8622506869903077e-09
1983,6.946847541655643e-09,1.89459470334441e-09
1984,6.958810416790584e-09,2.8995041922996734e-09
1985,8.421781494405423e-09,5.414002135495366e-09
1986,7.1933827783254856e-09,5.994485352545098e-09
1987,6.721898593298192e-09,6.110816741511371e-09
1988,9.594486094499644e-09,3.597932174415064e-09
1989,7.683371272548811e-09,5.488121956886971e-09
1990,9.262707045820662e-09,4.90378582185258e-09
1991,1.2895223555631219e-08,4.68917216167597e-09
1992,6.61193322315512e-09,3.856960972825618e-09
1993,1.0524494165053966e-08,2.2156829704300662e-09
1994,5.802419433820205e-09,3.6924485691258724e-09
1995,3.253470381991974e-09,5.422450821690461e-10
1996,1.014237493990322e-08,3.736664311304594e-09
1997,1.6302641014931396e-08,4.794894259418925e-09
1998,9.536258005482523e-09,7.152193948201102e-09
1999,9.140402212892695e-09,5.0272213059088244e-09
2000,3.97622823555821e-09,1.2812291672048559e-08
2001,6.571817756650944e-09,6.133696661692056e-09
2002,6.133709984368352e-09,1.3143663935011318e-09
2003,7.083769126836614e-09,5.416999737661854e-09
2004,7.488145215006625e-09,6.607186797680242e-09
2005,7.205999352777326e-09,4.954124666056714e-09
2006,5.353256948836815e-09,4.941467679486777e-09
2007,6.7906151812735516e-09,7.589511241690161e-09
2008,8.089135583588813e-09,4.6831836186811415e-09
2009,7.629108011997232e-09,3.337734755248789e-09
2010,1.2754241218715379e-08,8.502827775203059e-09
2011,6.500752380844688e-09,8.795135286732148e-09
2012,1.327658516458996e-08,5.7872298064864935e-09
2013,1.1714325509615264e-08,6.693900100884775e-09
2014,1.667392801607548e-08,8.012147389990787e-09
2015,1.6402658786773827e-08,5.319781060109108e-09
2016,1.5949318310504168e-08,6.628288140575478e-09
2017,1.33327402451755e-08,5.7859059765519305e-09
2018,1.3681773936013997e-08,5.6792268665617485e-09
2019,1.5050828139351324e-08,4.08158040698936e-09
