year,plusieurs_DET auteurs_NOUN,plusieurs_DET moteurs_NOUN
1880,2.022263343670616e-06,7.059630879879819e-09
1881,1.7968152215552813e-06,1.3945015364669189e-08
1882,1.804940429339652e-06,1.1979693681496428e-08
1883,1.749824900088015e-06,2.0221884611260066e-08
1884,1.8088649555991765e-06,1.4523733327109767e-08
1885,1.7719052913811595e-06,1.6114089618213256e-08
1886,1.8676324149424772e-06,1.8069698626277386e-08
1887,1.9149336260015914e-06,1.9586773092328258e-08
1888,1.8837965853890637e-06,4.4384300679212174e-09
1889,2.0750133122859893e-06,2.756660116842724e-08
1890,1.9184689104001507e-06,4.0637195830584005e-08
1891,1.684706364413202e-06,3.1233678310371715e-08
1892,1.7796306432948938e-06,6.393882534538875e-08
1893,1.8290496939243894e-06,4.310891560388441e-08
1894,1.8098020126977588e-06,4.7891699495039575e-08
1895,1.7381758485868204e-06,8.365874326621281e-08
1896,1.8263098788273702e-06,6.191880586037257e-08
1897,1.7212112071174346e-06,3.437760942581747e-08
1898,1.8344387342494883e-06,7.695362658211025e-08
1899,1.8473166765176074e-06,4.864268987603282e-08
1900,1.6938406812716522e-06,5.035321548607641e-08
1901,1.7095952253853852e-06,8.383108651699445e-08
1902,1.448533683445774e-06,2.798861702402178e-07
1903,1.6989092728181276e-06,5.94024243127933e-08
1904,1.8150109646342116e-06,3.4397600323643474e-08
1905,1.7138881078793133e-06,4.2318222703841e-08
1906,1.71867209441956e-06,4.4754405514879636e-08
1907,1.520738782456732e-06,3.805703963077889e-08
1908,1.6885356135531993e-06,4.714933510285846e-08
1909,1.72565850292683e-06,8.086446001698278e-08
1910,1.58614394862866e-06,5.93200721876741e-08
1911,1.7269934065033965e-06,5.0543553897774984e-08
1912,1.6394047968049108e-06,6.042928768490441e-08
1913,1.6465783438945891e-06,8.537813100950586e-08
1914,1.7257508897472462e-06,5.558297289098846e-08
1915,1.3159111631466658e-06,5.654765544704787e-08
1916,1.2778418430059446e-06,5.933229374477378e-08
1917,1.211789907529237e-06,4.605898240583883e-08
1918,1.240528635371163e-06,7.236417332023848e-08
1919,1.3001481771746093e-06,9.392005040353979e-08
1920,1.4712846594377993e-06,1.037395760405957e-07
1921,1.7879256590802584e-06,1.2040668728729997e-07
1922,1.5663357375572673e-06,1.0033992259295132e-07
1923,1.5244501052613657e-06,9.448194049355152e-08
1924,1.67075448542775e-06,7.6060582721027e-08
1925,1.5815379299510823e-06,5.719052387220813e-08
1926,1.6351384877211217e-06,6.57622148958481e-08
1927,1.6054883360538952e-06,3.233275258640589e-08
1928,1.8498761007457176e-06,5.3702393643106916e-08
1929,1.6643767435375878e-06,6.238627636712124e-08
1930,1.9494687997223537e-06,8.40288265635536e-08
1931,1.8522298796952441e-06,8.097803316786667e-08
1932,1.7677732584431283e-06,9.315605897786128e-08
1933,2.0968370340046505e-06,6.652983897126319e-08
1934,2.0656243826522314e-06,7.188948103475923e-08
1935,2.5767715587932116e-06,5.0266792506192814e-08
1936,2.3752315909675303e-06,7.881064467696319e-08
1937,2.289065267779833e-06,9.065604777980241e-08
1938,2.40893677627696e-06,5.3157377832846464e-08
1939,2.209990270785056e-06,3.976452944698394e-08
1940,2.0920209005126367e-06,3.296517903095264e-08
1941,2.434989600175186e-06,2.6563522936839945e-08
1942,2.3636509922653204e-06,4.8547388331598995e-08
1943,2.238394415599032e-06,4.3548528338988035e-08
1944,2.0757183278874436e-06,2.8918675454292497e-08
1945,1.7319106966340314e-06,3.92130714566008e-08
1946,1.7025510903323493e-06,5.986074569364064e-08
1947,1.5985888008884785e-06,4.7683485604466114e-08
1948,1.8873597094071215e-06,5.3272248834446145e-08
1949,1.8573779758668252e-06,3.534122838821929e-08
1950,2.0164645775366807e-06,4.9986199845974966e-08
1951,1.920118410936311e-06,9.915103604818398e-08
1952,2.141649636300258e-06,6.537778263204785e-08
1953,2.2086346183058936e-06,5.7101286476957114e-08
1954,2.2809099551324152e-06,6.352148629318322e-08
1955,2.115516036127474e-06,6.194501400713648e-08
1956,2.317207337121374e-06,3.9245136917998025e-08
1957,2.0983213993019945e-06,5.212672249399475e-08
1958,2.0779875686827154e-06,6.617795006436111e-08
1959,2.083401019259412e-06,5.5805385201779245e-08
1960,2.3039453846962488e-06,3.3219999640010656e-08
1961,2.171994612609751e-06,2.5013373761151314e-08
1962,2.143581278701845e-06,2.663621678777872e-08
1963,2.3290723567548355e-06,2.7804029301137234e-08
1964,2.1233049007918225e-06,2.494427064902993e-08
1965,2.170212345831146e-06,3.502107759345563e-08
1966,2.2283697695968385e-06,3.323444808245313e-08
1967,1.9706551555032092e-06,3.1061114957875446e-08
1968,2.044492497077499e-06,1.9313088017725022e-08
1969,1.7840025048343477e-06,3.40631842732364e-08
1970,1.9047919437298333e-06,2.4373243423525537e-08
1971,1.862669151364571e-06,2.466430859549007e-08
1972,2.0064004013775616e-06,2.4624705829978666e-08
1973,1.9654571907778973e-06,2.5360738176161135e-08
1974,1.8243728749922639e-06,1.743927147135338e-08
1975,1.7608493974030637e-06,3.71246211550158e-08
1976,1.7214855971836585e-06,2.5710871542905522e-08
1977,1.711906579882072e-06,2.8796231898997604e-08
1978,1.6615833873245833e-06,2.316830560733507e-08
1979,1.7198949313623757e-06,1.2874341259738742e-08
1980,1.7419301672205734e-06,1.9898028225107112e-08
1981,1.854651151100839e-06,1.2018543993352893e-08
1982,1.7300308678969145e-06,2.1105508341001666e-08
1983,1.8807011263888285e-06,1.3893695416378193e-08
1984,1.7646382435287933e-06,1.2757819078945687e-08
1985,1.7288714282415185e-06,1.2632671797518924e-08
1986,1.737801359924518e-06,1.7983456612746807e-08
1987,1.8802983485777247e-06,1.1610551853280526e-08
1988,1.7354026478066942e-06,1.0793796967334401e-08
1989,1.6546687824359196e-06,2.0854864946073803e-08
1990,1.849816929855308e-06,1.6345953535168434e-08
1991,1.7121339390691048e-06,5.8614650910726596e-09
1992,1.7290204243902707e-06,1.4876849585565566e-08
1993,1.7138307741859649e-06,1.0524493831987058e-08
1994,1.7734303110472638e-06,1.4242301504818755e-08
1995,1.7503671876362148e-06,1.7894087434022765e-08
1996,1.7759832697805678e-06,1.5480467130402076e-08
1997,1.771713524778562e-06,8.151320507465698e-09
1998,1.684580090532961e-06,2.288702027897216e-08
1999,1.8408770543487663e-06,2.7878226616095958e-08
2000,1.8781052251171104e-06,2.7833598648108193e-08
2001,1.6836996834523887e-06,2.0591695237826002e-08
2002,1.9132794779608275e-06,3.855474961511618e-08
2003,1.8221953208552577e-06,3.041853657848037e-08
2004,1.8865720123883989e-06,2.3785873548565206e-08
2005,1.847888402295439e-06,1.8014998715010222e-08
2006,1.702335658215759e-06,2.1824816065496577e-08
2007,1.7723504848188298e-06,2.236908436259455e-08
2008,1.547153558600911e-06,2.0435710179622646e-08
2009,1.4895833406747272e-06,3.051643204798893e-08
2010,1.4001322425905016e-06,2.5036102524467196e-08
2011,1.3062688032361436e-06,5.009403181155392e-08
2012,1.1230629737291054e-06,3.846805451956925e-08
2013,1.0107789252256083e-06,2.872798843256419e-08
2014,8.150735761464079e-07,3.053277775055818e-08
2015,8.600312538797894e-07,3.1032055813895454e-08
2016,8.817694390206299e-07,2.754882277855586e-08
2017,8.467547474300119e-07,2.5156113636626287e-08
2018,8.433651921824215e-07,2.3233200696637368e-08
2019,7.563678658950579e-07,2.1173197861656945e-08
