year,mêmes_ADJ eaux_NOUN,mêmes_ADJ mots_NOUN
1926,8.693987751939858e-08,5.896307015973434e-07
1927,1.0703256236865855e-07,8.161232472048141e-07
1928,8.912311955100449e-08,6.467139428423252e-07
1929,9.35794162160164e-08,8.41100700199604e-07
1930,9.348207186121726e-08,5.661442514792725e-07
1931,9.808606904471162e-08,5.383328129937581e-07
1932,1.1726704229886309e-07,6.005826094224176e-07
1933,6.882397229901471e-08,6.630043003497121e-07
1934,9.106000931069502e-08,5.894937658013077e-07
1935,9.454944205344873e-08,6.032014994161727e-07
1936,1.066974846253288e-07,6.025983338986407e-07
1937,8.436049370175169e-08,7.000661526035401e-07
1938,8.427389275311725e-08,6.690050895485911e-07
1939,6.270560959364957e-08,6.882322622914216e-07
1940,1.1918179865233469e-07,5.122281550029584e-07
1941,1.269146139293298e-07,7.201666107903293e-07
1942,6.675266206457309e-08,7.160739983191888e-07
1943,1.0741970157823744e-07,8.216155720219831e-07
1944,5.7837350908584995e-08,8.225756573665421e-07
1945,7.406913482554955e-08,8.125820158966235e-07
1946,7.65660743695662e-08,7.823660439498781e-07
1947,4.52993091926146e-08,7.414781748593668e-07
1948,8.480072466454658e-08,6.979752242841641e-07
1949,6.97007607186606e-08,6.557761480507907e-07
1950,7.976520777219775e-08,7.115056632756023e-07
1951,8.635735326834038e-08,8.038696819312463e-07
1952,8.857634981040974e-08,7.349728434746794e-07
1953,6.679773179030235e-08,7.218464475045039e-07
1954,5.2771696346098906e-08,7.446672611877148e-07
1955,6.006789021739678e-08,7.320774102481664e-07
1956,8.285084618364635e-08,7.325758701881568e-07
1957,9.100088504965242e-08,6.970844879106153e-07
1958,7.69318617699355e-08,6.675700205960311e-07
1959,7.673240531858028e-08,7.843756861802831e-07
1960,7.33608302994071e-08,7.522945679738768e-07
1961,7.434530147065743e-08,7.566545718873385e-07
1962,8.498221859554178e-08,8.111362035378988e-07
1963,7.759263809248296e-08,8.302412197735975e-07
1964,6.023128662491217e-08,9.138120162788255e-07
1965,6.675892905150249e-08,8.213536943912914e-07
1966,8.53017496638131e-08,8.419393680014764e-07
1967,7.740626983832044e-08,8.766136829763127e-07
1968,8.578604138165247e-08,8.412421834691486e-07
1969,8.44766958607579e-08,7.493900398003461e-07
1970,8.047769028962648e-08,7.960392736094946e-07
1971,8.27281994020268e-08,8.211159183701966e-07
1972,7.182205763456295e-08,7.700350579398219e-07
1973,6.119655893144227e-08,7.977606060194375e-07
1974,8.044567323395313e-08,8.100823265522195e-07
1975,8.738564361010503e-08,7.442058631568216e-07
1976,5.4278505245974884e-08,7.793250915710814e-07
1977,6.581995393162288e-08,8.556594366382342e-07
1978,5.524750079644036e-08,8.625738701084629e-07
1979,4.9741775143274936e-08,7.379338171631389e-07
1980,5.855705254020904e-08,7.612416652591492e-07
1981,8.286470176699368e-08,8.292795428133104e-07
1982,9.621628294098628e-08,8.516693128512998e-07
1983,6.567928778622445e-08,7.723631370026851e-07
1984,6.72685018798802e-08,8.101214916678146e-07
1985,4.812446263713355e-08,7.423198553624388e-07
1986,4.855533219938479e-08,8.188467290892731e-07
1987,6.355249837497468e-08,8.934014203987317e-07
1988,6.296381371839743e-08,8.251258236668946e-07
1989,5.927171997655023e-08,8.330969194503268e-07
1990,6.919786699199904e-08,7.715289598309027e-07
1991,5.6856212182765375e-08,8.2939732237719e-07
1992,5.7854414592384273e-08,8.270426405942999e-07
1993,5.594599628011565e-08,8.386360264012183e-07
1994,7.279398772652712e-08,8.028438287510653e-07
1995,6.01892011786731e-08,7.922200779830746e-07
1996,5.2847113352072483e-08,7.836319468879083e-07
1997,5.801822311468641e-08,8.27598796604434e-07
1998,6.24624902911819e-08,8.282240742119029e-07
1999,5.4385392189715276e-08,8.49143361847382e-07
2000,6.229424087678126e-08,7.943620516925876e-07
2001,4.687896648647438e-08,8.977103220786375e-07
2002,8.411944918407244e-08,8.683580858814821e-07
2003,5.958699844654802e-08,8.354680289812677e-07
2004,6.651234940591166e-08,8.043148795877642e-07
2005,5.044199724579812e-08,8.120260304167459e-07
2006,5.723866891571561e-08,8.050474775700422e-07
2007,6.710725841685417e-08,8.640059263598232e-07
2008,6.30101055776322e-08,8.382898499803559e-07
2009,7.104606680741199e-08,9.226452561961196e-07
2010,6.329882751288096e-08,9.235015454578388e-07
2011,6.577231914661752e-08,9.208124538417906e-07
2012,6.638293115202032e-08,9.297014003095683e-07
2013,6.10818418067538e-08,9.257105944016075e-07
2014,6.647916706015167e-08,1.064316279553168e-06
2015,5.896090726764669e-08,8.762122547523177e-07
2016,7.622531228435037e-08,8.637488235763158e-07
2017,4.7293493565803146e-08,8.865014251568937e-07
2018,5.343635933741098e-08,9.6056373877218e-07
2019,6.173390687536084e-08,9.16314775167848e-07
