year,seuls_ADJ auteurs_NOUN,seuls_ADJ moteurs_NOUN
1800,1.8550569791386806e-07,1.5720821977538435e-08
1801,1.3334621939975477e-07,2.3811825844433088e-09
1802,2.215461734067503e-07,0.0
1803,1.4627543976075685e-07,0.0
1804,1.9527622896475805e-07,1.9774807569206132e-08
1805,1.847870549909203e-07,1.421438877713399e-08
1806,1.181484350354367e-07,8.645007376628655e-09
1807,9.679647661187119e-08,5.693910232196231e-09
1808,2.1074488643080258e-07,3.852325747288887e-08
1809,1.423189246452239e-07,2.259030518203531e-09
1810,1.4040760731859336e-07,0.0
1811,1.178326058948187e-07,1.7549536934780008e-08
1812,1.7336853375127248e-07,1.0668832928217853e-08
1813,1.8979895344273245e-07,1.4378708002027452e-08
1814,1.4789382873914292e-07,0.0
1815,1.9689731800554e-07,1.6183340889597275e-08
1816,6.952811304472561e-08,1.8540831092650478e-08
1817,1.479029805295795e-07,7.784366928831332e-09
1818,1.5974377731708955e-07,4.887682791832049e-08
1819,1.645816922746235e-07,9.315945348475907e-09
1820,1.7562392429226747e-07,2.3732962262101864e-09
1821,2.46537211978648e-07,6.903041693817613e-09
1822,2.325942887182464e-07,1.804610860745015e-08
1823,1.927123918221696e-07,4.941343334508019e-09
1824,1.0694812857536817e-07,1.51580028528997e-08
1825,1.5057307223287353e-07,1.7610886970942374e-08
1826,1.8672926671570167e-07,1.6735169694470642e-08
1827,8.111200600069424e-08,2.6730091917670507e-08
1828,9.080578422526742e-08,2.8434133270138773e-08
1829,1.2259641835044022e-07,9.430493719264632e-09
1830,1.0854309095975623e-07,2.0873671680021744e-09
1831,1.153749238369528e-07,2.6505050598757407e-08
1832,1.0147476814381662e-07,0.0
1833,1.4942881421120546e-07,6.950177322551099e-09
1834,1.3908450569033448e-07,1.6802156110884425e-08
1835,1.5126175867408165e-07,7.563087933704082e-09
1836,1.7339534963412007e-07,9.409050427677812e-09
1837,1.2176309382994077e-07,8.349468672008697e-09
1838,1.3003052856674913e-07,1.8936485712828244e-09
1839,1.167576328953146e-07,1.3283802502428443e-08
1840,1.2803074866951647e-07,2.7389662093924017e-08
1841,1.842697372467228e-07,4.494383976094696e-09
1842,1.200779422561027e-07,1.6770663080478698e-08
1843,1.2522652070856566e-07,8.860366662588604e-09
1844,1.1361321838876393e-07,1.756339607084101e-08
1845,8.984167010339661e-08,8.37034175305007e-09
1846,1.0362467151026067e-07,7.025401593807601e-09
1847,1.6772925448549358e-07,1.1865092020002521e-08
1848,1.0539240236084879e-07,1.287235473768078e-08
1849,8.128032646936845e-08,7.54147322368226e-09
1850,1.3238542351245997e-07,1.3577992064028876e-08
1851,1.0383596560359365e-07,2.257303499675345e-08
1852,1.6732101926208998e-07,1.1067927019325907e-08
1853,1.0630038360659455e-07,1.0152284346531815e-08
1854,1.07550256700506e-07,8.832629738719788e-09
1855,1.1940608146687737e-07,4.776243400783642e-09
1856,9.318940641378504e-08,7.765783571755946e-09
1857,9.421312796575876e-08,6.345961978126979e-09
1858,8.661806560894547e-08,5.3830437884982985e-09
1859,1.0184346876940253e-07,1.5276520048956854e-09
1860,1.2541484295525152e-07,6.408057640072684e-09
1861,9.054650718098856e-08,9.903524222920623e-09
1862,1.2153383011082042e-07,2.84633134839396e-08
1863,1.0438757414021893e-07,5.494082966350788e-09
1864,9.014088675485254e-08,4.315255264231155e-09
1865,5.836486849375433e-08,5.6482134525026595e-09
1866,1.2504625601650332e-07,4.865612912574591e-10
1867,7.618913855367282e-08,1.067618526917613e-08
1868,1.1608704397758629e-07,3.951899252285784e-09
1869,9.327521865998278e-08,4.883519366671862e-09
1870,1.2672248317358026e-07,1.4335121534259088e-08
1871,6.797553453452565e-08,1.0621177271019633e-09
1872,1.015952975080836e-07,6.652073114565837e-09
1873,8.979007048992571e-08,4.190203295451056e-09
1874,8.304706966555386e-08,5.974609251779839e-09
1875,8.868367018521894e-08,1.1443054503956773e-08
1876,5.441413364337677e-08,4.836811839936672e-09
1877,7.916564470633602e-08,2.4739263970730008e-09
1878,9.602150896625972e-08,2.4156354694326865e-09
1879,6.781350947449027e-08,2.443730107160036e-09
1880,8.728270728397547e-08,7.701415505323439e-09
1881,1.0946836681569039e-07,4.183504653809678e-09
1882,1.2179354769159545e-07,1.3310770263785798e-09
1883,8.278333751832179e-08,6.319338941018771e-10
1884,6.733731083841121e-08,7.2618666635548834e-09
1885,6.316722789279083e-08,1.2891271161663553e-08
1886,7.808691293575976e-08,1.355227396970804e-08
1887,7.573552807116357e-08,6.528924512139156e-09
1888,8.369611492753393e-08,6.974675947901687e-09
1889,6.766347837583453e-08,1.0024218788373673e-08
1890,9.176140736144589e-08,5.243509182406569e-09
1891,7.33035321331954e-08,1.4023283867459213e-08
1892,7.459529882680727e-08,2.193979398157353e-08
1893,5.850495554682311e-08,1.847524977449666e-08
1894,5.608369946230596e-08,8.192000855444803e-09
1895,8.66680522904062e-08,9.027921521465032e-09
1896,7.371286159241208e-08,8.255840455717589e-09
1897,6.992056000854063e-08,8.157399200570126e-09
1898,6.450524381307332e-08,1.584339415217073e-08
1899,6.411990938204326e-08,1.1607914629507832e-08
1900,7.371295396296773e-08,1.142031713641245e-08
1901,9.10964459421848e-08,6.147612641171918e-09
1902,5.2049010434984666e-08,1.5221880644844532e-08
1903,6.642270733436817e-08,1.5120615870500842e-08
1904,6.073326375144461e-08,4.299700151477737e-09
1905,5.3671893596174414e-08,2.37394921498435e-08
1906,7.356183573392627e-08,9.259531807970234e-09
1907,8.177121202379567e-08,6.685696440911215e-09
1908,7.219741604558294e-08,1.4243028090277221e-08
1909,1.0011790152475442e-07,1.0451868703853506e-08
1910,7.909343224810073e-08,1.5498036631811374e-08
1911,7.927357614789798e-08,7.448523575703803e-09
1912,7.449472150256042e-08,2.0837684910901544e-09
1913,8.113574523349598e-08,2.5454351515463713e-08
1914,6.897646187553619e-08,9.37544086809794e-09
1915,1.060268601804637e-07,1.8849219074468238e-08
1916,7.91097249930317e-08,4.394984820521586e-09
1917,4.386569685266295e-08,3.289927441585405e-09
1918,7.121553124989077e-08,1.2635013924011673e-08
1919,5.524708868165362e-08,1.1049418269237776e-08
1920,5.3762846619065385e-08,1.0601124422748853e-08
1921,5.376650591415455e-08,1.2116395886607734e-08
1922,7.894391274021473e-08,9.591316185719734e-09
1923,7.325004247604738e-08,7.431163684401554e-09
1924,6.83256118350073e-08,1.1602462102189293e-08
1925,8.028669640225417e-08,2.1996355847875293e-09
1926,7.022067194384363e-08,1.0031524944054127e-08
1927,6.578042643923254e-08,6.689535148041159e-09
1928,3.884854038460617e-08,2.2852082448565625e-09
1929,5.124586976990031e-08,6.684243825105796e-09
1930,5.566909777598994e-08,9.453243521306831e-09
1931,5.360517718600022e-08,5.7026783295555106e-09
1932,4.274219378430644e-08,7.6716757391182e-09
1933,6.194157720074145e-08,1.3764794637438627e-08
1934,4.4331848414458364e-08,3.5944740517379614e-09
1935,5.2660450222674626e-08,1.196828414151696e-08
1936,4.4861444337129797e-08,2.182448710641438e-08
1937,6.799204044227736e-08,1.510934133364117e-08
1938,6.871563584809337e-08,1.0372171566075394e-08
1939,6.72938256229827e-08,4.588215141154706e-09
1940,6.593035806190528e-08,1.0143131667916805e-08
1941,7.37875680556499e-08,5.9030051957620344e-09
1942,6.371844563091145e-08,9.102635090130207e-09
1943,4.645176332473966e-08,8.709705845433291e-09
1944,7.069009200222354e-08,0.0
1945,6.971212940243277e-08,1.5249527862692958e-08
1946,7.099762910911522e-08,5.568441707737293e-09
1947,5.602809238780537e-08,9.536696765621855e-09
1948,5.435943961629164e-08,1.3046265401328583e-08
1949,4.810334175431308e-08,4.908504269707237e-09
1950,5.8494489252325366e-08,4.2541445921528975e-09
1951,7.462980988748313e-08,8.529121409139861e-09
1952,6.326882129314981e-08,1.1599284199803606e-08
1953,6.679773179030235e-08,2.1547654771580937e-09
1954,7.622578124255597e-08,3.9090144454689835e-09
1955,7.320774386698758e-08,6.569925492527773e-09
1956,8.372295923209094e-08,6.976913269340912e-09
1957,6.626278548083064e-08,1.0602045463770082e-08
1958,6.617794667818089e-08,1.5717262158432277e-08
1959,7.750747954560211e-08,9.300897829689347e-09
1960,5.329041741219953e-08,2.7683333403416555e-09
1961,7.781938649031872e-08,9.03260666262895e-09
1962,9.512934440181198e-08,8.244543714397423e-09
1963,7.56528208967211e-08,8.405868889838075e-09
1964,7.118242706383171e-08,1.1559539991878864e-08
1965,9.576076109851783e-08,6.0192477668863376e-09
1966,7.200797114137458e-08,4.985167390003653e-09
1967,8.825301023307475e-08,1.232583901611406e-08
1968,6.557467457923849e-08,8.084548142051062e-09
1969,6.449295852917203e-08,4.541757636644661e-09
1970,6.208279046404641e-08,1.1956685419534097e-08
1971,5.241165368374823e-08,3.083038491169532e-09
1972,4.771036543615992e-08,9.234264020108185e-09
1973,6.174788325097325e-08,1.268036875501366e-08
1974,6.356896165016224e-08,1.2938814464291681e-08
1975,5.88282453861666e-08,6.282628195464213e-09
1976,5.656391621755574e-08,1.0284348483935446e-08
1977,5.7592462354705276e-08,8.815172591880582e-09
1978,7.485144948304878e-08,1.3663360221016774e-08
1979,5.676414005506558e-08,1.0533551808578068e-08
1980,6.253665674194053e-08,1.0801786132219604e-08
1981,5.123695245856652e-08,5.69299452024552e-09
1982,6.579952582796977e-08,7.449002747961231e-09
1983,8.273064366903782e-08,8.841442245000053e-09
1984,7.248760880429472e-08,1.4497521405587577e-08
1985,6.376491512583016e-08,7.218669662023558e-09
1986,6.593933932208529e-08,4.7955883708539204e-09
1987,5.255302326645506e-08,1.711028652096047e-08
1988,5.756691479064102e-08,1.6190695006912392e-08
1989,5.378359801966326e-08,1.0427432250992297e-08
1990,7.464652185262821e-08,7.083246433836621e-09
