year,seuls_ADJ auteurs_NOUN,seuls_ADJ moteurs_NOUN
1991,7.209602159718997e-08,2.9307325455363298e-09
1992,8.59551292364813e-08,1.1019888113139586e-08
1993,7.090185505376212e-08,1.883330469354405e-08
1994,6.910153871331204e-08,1.318731612798274e-08
1995,8.4590233484505e-08,1.0844901865425527e-08
1996,7.63347216548027e-08,1.1209993822092201e-08
1997,8.247218374890508e-08,1.2946214766884623e-08
1998,7.629006404386018e-08,1.0966696883940585e-08
1999,8.820488517358172e-08,8.226361813967742e-09
2000,8.438440346481002e-08,8.83606254831193e-09
2001,9.770102593620322e-08,1.3581756164171566e-08
2002,8.192883882429669e-08,1.4019908789464353e-08
2003,5.75035379313249e-08,1.0000615446870142e-08
2004,7.752432651386698e-08,1.0571499231559756e-08
2005,6.845699118684934e-08,9.908249332113428e-09
2006,6.835697519136374e-08,8.235780057930242e-09
2007,6.550946096695043e-08,9.18730247434496e-09
2008,7.365370890966005e-08,9.79211112195344e-09
2009,5.912558620480013e-08,1.7642312499788204e-08
2010,4.6293170186118004e-08,6.140930874920514e-09
2011,3.135657067332431e-08,1.1089518636708817e-08
2012,2.3489343803362317e-08,8.851056776393307e-09
2013,3.653753921639691e-08,9.761937924679387e-09
2014,3.2265134564113396e-08,1.1043770342666903e-08
2015,3.879006982288047e-08,1.0639562120218216e-08
2016,4.018399835103992e-08,1.1806638333666797e-08
2017,3.8740413543791874e-08,1.1320251402935355e-08
2018,2.8654280725959325e-08,7.228107001822082e-09
2019,3.3673039467885246e-08,7.1427654901867754e-09
