year,les_DET airs_NOUN,les_DET mères_NOUN
1800,1.3324968762162825e-05,3.156741243515171e-06
1801,9.998585923653991e-06,3.586060948634895e-06
1802,9.871112979453756e-06,4.003495945426039e-06
1803,1.2858586558195384e-05,4.345355687718211e-06
1804,1.5327947807008968e-05,4.647079611785898e-06
1805,1.2190259582212093e-05,3.672997879178297e-06
1806,1.3604359764940455e-05,2.9133674495085415e-06
1807,9.542993836930691e-06,3.6327146588632786e-06
1808,1.1763189775138017e-05,2.9980160043407977e-06
1809,9.46985633731856e-06,4.124989767539944e-06
1810,1.557588387868236e-05,3.989916163238405e-06
1811,1.0391833313860843e-05,2.6700367570242634e-06
1812,1.0028703343323286e-05,3.0966288102618478e-06
1813,1.183942828220097e-05,3.1805703049059275e-06
1814,1.101022309057953e-05,3.2001707754858444e-06
1815,8.515134723552364e-06,3.2933100069243437e-06
1816,7.467319932175087e-06,3.2840446575477245e-06
1817,9.496927731333926e-06,3.0857230239877964e-06
1818,1.0029286769963619e-05,3.198451941521796e-06
1819,9.241417828320664e-06,2.8703462048307316e-06
1820,1.0386730480149708e-05,2.9298342152372925e-06
1821,9.884169799079245e-06,3.268097271025283e-06
1822,9.61155804191094e-06,3.006682149475637e-06
1823,8.369647432004967e-06,2.5428153564988065e-06
1824,9.600068523241134e-06,2.9238104328754844e-06
1825,1.0828053007116978e-05,3.0642941766245713e-06
1826,9.133879913747478e-06,2.394010229500587e-06
1827,6.846590473230663e-06,3.063821621074325e-06
1828,7.461666939434508e-06,3.0635485656071992e-06
1829,8.055356147451675e-06,2.644824733999407e-06
1830,9.430724787762301e-06,2.645737775752721e-06
1831,8.018557679179139e-06,2.5694307179691123e-06
1832,9.112434710800699e-06,2.7966447275762363e-06
1833,1.0465808713888691e-05,2.8240885310282238e-06
1834,8.686714238592685e-06,2.8918377437125997e-06
1835,8.70738324465492e-06,2.8777548379821383e-06
1836,8.332386045140083e-06,3.008879849442092e-06
1837,7.959827073023007e-06,3.231244561474611e-06
1838,7.293702950050829e-06,2.8101745668251965e-06
1839,7.055097526631471e-06,2.7196839313958776e-06
1840,6.677344650540817e-06,2.551697333874614e-06
1841,7.537724059147877e-06,2.6947043090252976e-06
1842,6.920917101638224e-06,3.2816832487014835e-06
1843,7.585655282582593e-06,2.8961584805919927e-06
1844,7.089025793050041e-06,3.177328072700991e-06
1845,6.053989366705537e-06,2.7371019295507892e-06
1846,5.999107713705598e-06,2.8300658594382355e-06
1847,5.701716169426163e-06,2.5288826650538e-06
1848,6.272859550904286e-06,2.8359405490618883e-06
1849,6.230932918072085e-06,2.598456616098588e-06
1850,6.899656739278726e-06,2.8086076211408795e-06
1851,6.306261127519974e-06,2.5733261210802993e-06
1852,6.749482395207451e-06,2.899145993495722e-06
1853,6.968049916622476e-06,2.96506412578168e-06
1854,6.6852613400669725e-06,2.6326432149836876e-06
1855,7.634559651137351e-06,3.1947761627293403e-06
1856,6.480805353703545e-06,3.2279774160315355e-06
1857,7.01619282494903e-06,2.8776496581173205e-06
1858,6.3020758886978e-06,2.9141840691693233e-06
1859,6.959473168421937e-06,3.2279286941161445e-06
1860,7.022773090170631e-06,3.2241683083356065e-06
1861,7.099411860167493e-06,3.058302473490926e-06
1862,6.448973493888843e-06,2.953859352672339e-06
1863,6.414591609882336e-06,3.142615533135995e-06
1864,6.506445842546782e-06,3.081571568586128e-06
1865,5.8444885695507764e-06,3.195005909617521e-06
1866,5.933615113917767e-06,3.1855167037520005e-06
1867,6.235862642256507e-06,3.2562364804533672e-06
1868,5.725807923795401e-06,3.019250941704854e-06
1869,5.786481651171016e-06,3.414068146412319e-06
1870,6.216282130822037e-06,3.159460791657409e-06
1871,5.228805733281661e-06,2.7137107885266687e-06
1872,5.312587347816589e-06,3.1397785704712078e-06
1873,4.743908711191125e-06,2.6703565989549816e-06
1874,5.086184728497756e-06,2.9066472801986265e-06
1875,5.059546225538725e-06,3.1903235573338407e-06
1876,5.622189149789847e-06,2.7618195517220556e-06
1877,5.453770590690965e-06,3.1326092049255294e-06
1878,5.661645488430622e-06,2.8891000631858788e-06
1879,4.9705468612160075e-06,3.4371063168947558e-06
1880,5.092560776631672e-06,2.9605523952369595e-06
1881,4.6862222120580554e-06,2.7736635921371544e-06
1882,4.654776411427974e-06,3.2984087710019594e-06
1883,4.673151266842979e-06,3.0794139043166524e-06
1884,4.776327870104069e-06,2.660483961136606e-06
1885,4.115538224880311e-06,2.633042081257031e-06
1886,4.749103958090473e-06,2.489746403711024e-06
1887,4.286238905137907e-06,2.7173383330136858e-06
1888,4.136617135941378e-06,2.4918615721958304e-06
1889,4.393740184127637e-06,2.6037909073295396e-06
1890,3.71699246670687e-06,2.5857054097855325e-06
1891,3.5829491729089114e-06,2.582833895203862e-06
1892,3.7648685022872996e-06,2.484211439224282e-06
1893,3.584814301405004e-06,2.6493508276104194e-06
1894,3.7456348422892916e-06,2.697058761214066e-06
1895,3.4932039127966164e-06,2.536846082534794e-06
1896,3.2740304334311077e-06,2.7922432170868206e-06
1897,3.1312759176671534e-06,2.6901937140166865e-06
1898,3.361628749587453e-06,2.782778832255417e-06
1899,3.362978596044286e-06,2.7074078126076984e-06
1900,3.5008463044050586e-06,2.7035004865894052e-06
1901,3.4393098715668202e-06,2.901114344311395e-06
1902,3.139144510555525e-06,2.695745816794215e-06
1903,3.284413992332702e-06,2.7686929033876595e-06
1904,2.8754244212336744e-06,2.8576881092590156e-06
1905,2.86680175776155e-06,2.9922080599931178e-06
1906,2.9651078818915266e-06,2.6986391752359395e-06
1907,3.1772486011050205e-06,2.838849589181791e-06
1908,3.5833495246606617e-06,3.0484991313528553e-06
1909,3.83418556992865e-06,3.0970538187347074e-06
1910,4.158283601896073e-06,3.1434294376353478e-06
1911,3.5673109337608366e-06,2.832035074007422e-06
1912,3.4496786867066476e-06,2.8860193417301616e-06
1913,3.7995920649791515e-06,2.918235255222612e-06
1914,3.5224870913452833e-06,2.9860779413581895e-06
1915,3.3504486083302254e-06,4.268170027188489e-06
1916,3.2621775183372392e-06,4.276320172635906e-06
1917,3.5257055444049e-06,4.647570825966341e-06
1918,3.842192910497033e-06,3.741112685418102e-06
1919,3.598427042561525e-06,3.49161606472137e-06
1920,3.47338261974528e-06,2.874419223530822e-06
1921,3.3978916675891924e-06,2.7216453597489476e-06
1922,3.2521939488106e-06,2.6494167073565222e-06
1923,3.3121758917786792e-06,2.8195958563514978e-06
1924,3.4781603801548044e-06,2.932844441971838e-06
1925,3.682189920084511e-06,2.834230400594606e-06
1926,3.2412969517281454e-06,2.914715167889881e-06
1927,3.245539367924266e-06,2.9813026838354517e-06
1928,3.1455890976417322e-06,2.8165190961715325e-06
1929,3.111515525233699e-06,2.380704856363991e-06
1930,3.3779589330151794e-06,2.3874692089975724e-06
1931,2.9756575230521776e-06,2.323271147020023e-06
1932,2.972226369024611e-06,2.127246023775342e-06
1933,2.59695791271497e-06,2.2344850378885894e-06
1934,2.801293334186994e-06,1.920647372699591e-06
1935,2.5468508866310913e-06,2.1195830832709817e-06
1936,3.1948622023492135e-06,2.104850409523351e-06
1937,2.445195036671066e-06,2.000728715145783e-06
1938,2.598229063011104e-06,2.2896568765418124e-06
1939,2.720811654199906e-06,2.3308132917065905e-06
1940,2.842612751408069e-06,2.099628224172534e-06
1941,3.3233918941277807e-06,2.4202320787480858e-06
1942,3.5469934971388284e-06,2.4334378778689825e-06
1943,3.6464634760591252e-06,2.1600069679550415e-06
1944,3.6148344975117652e-06,2.1913929764139084e-06
1945,3.5596755836309057e-06,2.63163278191314e-06
1946,3.1893250564962727e-06,2.5865410568925995e-06
1947,2.9229974742861486e-06,2.000322110617958e-06
1948,3.0191232767151632e-06,2.271137390152944e-06
1949,2.5946352124606165e-06,2.652555579629734e-06
1950,2.7098902108946277e-06,2.484420464909931e-06
1951,2.9883909462569136e-06,2.2165053703560034e-06
1952,2.2639694776671604e-06,2.1332137674079377e-06
1953,2.347617026998705e-06,1.8024613437361836e-06
1954,2.7832183491227624e-06,2.0805728979667037e-06
1955,2.5031416512888427e-06,2.0282298773821594e-06
1956,2.667797218691703e-06,2.57273669568292e-06
1957,2.60545267138923e-06,1.9878834613962226e-06
1958,2.5495054600810363e-06,2.2972019557698786e-06
1959,2.1237049807609765e-06,1.972565330632392e-06
1960,2.7551836652150996e-06,2.2008250049054823e-06
1961,2.3227696104299866e-06,2.2796910670308534e-06
1962,2.598933818376281e-06,2.1943169343785485e-06
1963,2.8651081862562933e-06,2.316786879674737e-06
1964,2.677554412855443e-06,2.2255155922579206e-06
1965,2.7135862268323763e-06,2.155437867301657e-06
1966,2.6227519995813964e-06,2.349675613189106e-06
1967,3.0997019209166865e-06,2.2418235818832954e-06
1968,3.874295273931239e-06,2.3907806721013003e-06
1969,2.6033354814103404e-06,2.252711910344374e-06
1970,2.76521328146373e-06,2.3205166463924343e-06
1971,3.0943429010221735e-06,2.6241796575732224e-06
1972,3.6531776146375705e-06,2.449645202240447e-06
1973,2.7147015728701263e-06,2.340354992469429e-06
1974,2.1073391138770603e-06,2.5877630207560287e-06
1975,2.064700005632858e-06,2.5250454935843436e-06
1976,2.120289774865114e-06,2.609367786732264e-06
1977,2.1050632454944207e-06,2.679224911261713e-06
1978,2.7017809429707995e-06,3.0053450856826203e-06
1979,2.590083479248051e-06,2.687226235309481e-06
1980,2.4861163652190044e-06,3.0989757391353123e-06
1981,2.3834669704569933e-06,3.6808372598784445e-06
1982,2.230976434702825e-06,3.2043126978464898e-06
1983,2.3897155401186865e-06,3.2347048062320027e-06
1984,2.6808815292156396e-06,3.0450593939690407e-06
1985,2.4356993861829324e-06,3.5804601772326805e-06
1986,2.50089924236363e-06,3.3497185754072234e-06
1987,2.3923847791706976e-06,3.5082199545399817e-06
1988,2.2888845663260327e-06,3.2351408556507977e-06
1989,2.4295917810945866e-06,3.545875799204623e-06
1990,2.481860441605477e-06,3.4985788275321283e-06
1991,2.812917117012148e-06,3.794712455373883e-06
1992,2.4552311685965833e-06,3.6404201111395196e-06
1993,2.629461711478598e-06,4.005954778563137e-06
1994,2.501897675699638e-06,3.736758007022445e-06
1995,2.6591697732669672e-06,3.5885778508770727e-06
1996,2.4144190717834135e-06,4.515492229018037e-06
1997,2.427655047654298e-06,4.160529989860606e-06
1998,2.6777814383649456e-06,4.2131188813243625e-06
1999,2.632435851523951e-06,4.609504884456328e-06
2000,2.6777688617585227e-06,4.632306016105758e-06
2001,2.6076973185240604e-06,4.46270238896318e-06
