year,aux_ADP archers_NOUN,aux_ADP marchés_NOUN
1800,2.5153315874604232e-08,4.904896400148573e-07
1801,4.524246932646747e-08,6.453004743889323e-07
1802,4.923248297927785e-08,8.347143420905923e-07
1803,6.631153226521747e-08,8.054901172727114e-07
1804,1.2359254952798437e-08,5.981879098726495e-07
1805,4.264316499913434e-08,5.600468853117491e-07
1806,4.8988375134229045e-08,4.466587029128277e-07
1807,4.555128185756985e-08,4.89676267534378e-07
1808,5.211970233176544e-08,5.211970233176544e-07
1809,9.03612189517844e-08,4.721373727534228e-07
1810,1.310470927329277e-07,3.48678895534249e-07
1811,7.521230127593981e-08,6.693895215903467e-07
1812,6.13457871168066e-08,6.427972039091401e-07
1813,6.039057609541487e-08,4.5149144511924533e-07
1814,1.258670891957081e-07,6.041619826646638e-07
1815,8.091670444798638e-09,3.9649185623602534e-07
1816,2.7811246638975717e-08,5.075552280686679e-07
1817,1.0742426326260102e-07,4.359245622254093e-07
1818,7.271918400775235e-08,4.899603709418443e-07
1819,6.314140676977331e-08,3.012155502801761e-07
1820,1.447710706869998e-07,6.182436891322141e-07
1821,6.804427243878308e-08,3.5599973102762306e-07
1822,1.0927921323400369e-07,3.348555708271306e-07
1823,1.3341626792229277e-07,4.308851373480138e-07
1824,8.084268454666699e-08,4.109502924620756e-07
1825,1.8315322147799407e-07,6.128588552201109e-07
1826,1.1890778839340754e-07,8.02407384981052e-07
1827,8.295545889103195e-08,6.194007369231258e-07
1828,1.2107437419306422e-07,4.4760830064660695e-07
1829,1.997550072019294e-07,5.358235171115666e-07
1830,1.6490200493990415e-07,5.928122845944017e-07
1831,1.4499821077151864e-07,6.579488740499073e-07
1832,1.0147477369493174e-07,5.83141684273869e-07
1833,1.2510319358227662e-07,6.417330382646469e-07
1834,1.1761508744712046e-07,8.951815289037768e-07
1835,1.9588397748293573e-07,5.112647158966865e-07
1836,2.069990974185032e-07,5.188418867874134e-07
1837,2.066493561825311e-07,6.018575504640467e-07
1838,2.2471296645676375e-07,5.087602517050982e-07
1839,1.9226556569051922e-07,5.87983038258244e-07
1840,2.0828882296708429e-07,5.503410989149415e-07
1841,1.4574644513487556e-07,5.88764294207067e-07
1842,1.5496091654298993e-07,6.802180791964929e-07
1843,1.3467757359331145e-07,5.747424438595772e-07
1844,1.3611632643240057e-07,7.13512974925834e-07
1845,1.4955010768646915e-07,8.32570037800906e-07
1846,1.1943182376406014e-07,6.21748029061564e-07
1847,1.4993161734366822e-07,8.602191883255728e-07
1848,1.1021953838508125e-07,8.367030659428565e-07
1849,8.128032336074398e-08,5.094684070172661e-07
1850,1.0319273968661946e-07,5.078168783256842e-07
1851,1.58011256301549e-07,6.314000415841292e-07
1852,1.7057629664307683e-07,6.783988624192716e-07
1853,1.4690951677387432e-07,4.956703492098313e-07
1854,9.975676001916511e-08,5.237229743215721e-07
1855,9.021793445640469e-08,5.391848389990628e-07
1856,1.6204602104608057e-07,5.301441774463456e-07
1857,1.391230109448749e-07,4.4324102077553107e-07
1858,1.6491687482300676e-07,3.5919580909649085e-07
1859,1.4359929401130955e-07,6.324479500108282e-07
1860,1.510470736820757e-07,5.15848626037041e-07
1861,1.4195050224152794e-07,5.220571779318561e-07
1862,1.269554205096668e-07,6.406504553524428e-07
1863,1.0738434552681753e-07,5.004609988645825e-07
1864,1.0931979610440123e-07,4.794728170054441e-07
1865,1.8215487035400102e-07,5.426991265267134e-07
1866,1.1969407864853565e-07,4.179561585715419e-07
1867,1.2326141174412442e-07,5.765140258517931e-07
1868,8.150792496497417e-08,5.196747565605619e-07
1869,9.474027440337096e-08,4.507488142735383e-07
1870,9.461180505709876e-08,4.902611863144557e-07
1871,8.07209470377046e-08,5.48052753401862e-07
1872,1.4634560596693547e-07,4.862060904997634e-07
1873,9.517747390219711e-08,5.267684173304588e-07
1874,1.4398808501070448e-07,5.986558448967116e-07
1875,1.4647110013754627e-07,4.565778795040387e-07
1876,7.557518655332274e-08,5.380953211897577e-07
1877,1.2678872252092077e-07,5.405528895607858e-07
1878,1.1051532200490044e-07,5.888111331842083e-07
1879,8.491961978052132e-08,5.632797979160387e-07
1880,1.4568511486068303e-07,5.917254384257831e-07
1881,8.227558995210771e-08,6.721497243233898e-07
1882,7.720246864018065e-08,6.875012559248717e-07
1883,1.1248423104071037e-07,6.591070587091963e-07
1884,6.469663205166398e-08,5.386984867072897e-07
1885,8.701608367189806e-08,7.928131822154683e-07
1886,1.2326116061167625e-07,6.827764877925802e-07
1887,9.336362438716606e-08,6.463635600084672e-07
1888,1.249101126976626e-07,6.163077728160715e-07
1889,8.583237531833987e-08,5.983205824122706e-07
1890,5.374596928620079e-08,6.121796900515619e-07
1891,7.202868712585797e-08,7.744677077425877e-07
1892,1.698766900481985e-07,7.033270890133281e-07
1893,7.513268235337378e-08,7.390099767690117e-07
1894,6.931692952960589e-08,6.326745278784074e-07
1895,6.018614562286473e-08,5.121841013533412e-07
1896,7.371286314672432e-08,6.115218980085046e-07
1897,3.4960282224716366e-08,8.559442221667268e-07
1898,7.52561234440563e-08,1.0043579550256254e-06
1899,8.070264634341129e-08,7.257710308294918e-07
1900,7.371295307478931e-08,8.367977670786786e-07
1901,4.415103666000064e-08,7.310070486710174e-07
1902,5.6959292948910445e-08,6.378458579092694e-07
1903,7.29029747681409e-08,7.927523597572872e-07
1904,6.825773990470907e-08,6.632287750107935e-07
1905,1.0373125780560599e-07,7.003150130913127e-07
1906,7.150416370116375e-08,9.192658012580068e-07
1907,7.817122138487065e-08,7.014838274699287e-07
1908,5.009616854678711e-08,8.830677415971877e-07
1909,6.601180374543603e-08,7.31080717741861e-07
1910,7.481810881948547e-08,6.669500294265163e-07
1911,6.756875214897207e-08,7.847551728445978e-07
1912,5.4177979436076384e-08,7.45989098049904e-07
1913,8.855992877920826e-08,6.96282540957327e-07
1914,4.687720567275733e-08,9.676795116320136e-07
1915,2.3561524065129902e-08,8.152287023222016e-07
1916,3.296238548777808e-08,9.63600427894562e-07
1917,2.5222776089961485e-08,1.149281274592795e-06
1918,2.5270027848023346e-08,1.6678218344168272e-06
1919,2.8544329455648665e-08,9.741903568283306e-07
1920,5.2248399384779987e-08,1.2206437531858683e-06
1921,5.603832975431544e-08,9.723407856654376e-07
1922,5.607231023940784e-08,7.318911912079784e-07
1923,9.660512834130941e-08,8.25920778879663e-07
1924,3.867487285980076e-08,7.722082955297083e-07
1925,6.70888877785103e-08,8.149650057021063e-07
1926,8.693987663122016e-08,7.022067052275816e-07
1927,5.3516278963883224e-08,6.834474675088131e-07
1928,4.6846768242403414e-08,7.186980042206415e-07
1929,6.572840050012019e-08,8.934605943977658e-07
1930,7.247486544237347e-08,8.392379413635354e-07
1931,4.904303274599897e-08,8.679476195538882e-07
1932,3.616646937487644e-08,1.0301964721293189e-06
1933,4.9323846118554115e-08,8.786527132542687e-07
1934,4.912447693072863e-08,8.830424462757946e-07
1935,5.8644592293433107e-08,8.641101203465951e-07
1936,4.607391668187688e-08,1.0124136906597414e-06
1937,5.2882697110234744e-08,9.254471819986065e-07
1938,3.6302600703308485e-08,1.1940962849621428e-06
1939,3.8235127064467633e-08,1.1807006785602425e-06
1940,4.817987386829259e-08,1.313535562985635e-06
1941,6.788455664263893e-08,1.047783371177502e-06
1942,4.247896612241675e-08,8.859898343871464e-07
1943,4.3548527450809615e-08,8.535511710761057e-07
1944,3.855823393905666e-08,5.944394274592923e-07
1945,2.6142048081823077e-08,7.080138288984017e-07
1946,6.125285967328864e-08,7.461711675205152e-07
1947,5.364391952866754e-08,6.05580225965241e-07
1948,7.175445815299497e-08,6.207848173289676e-07
1949,3.0432725006690475e-08,1.4715695897393744e-06
1950,2.9779013033248702e-08,7.104421229087166e-07
1951,3.7314906276009197e-08,8.486475735480781e-07
1952,3.374337254058446e-08,7.845334266676218e-07
1953,4.201792602742671e-08,9.99811163637787e-07
1954,3.615838206627586e-08,8.345745641236135e-07
1955,3.191106667799204e-08,8.278105951831094e-07
1956,3.401245152190313e-08,1.0151409242098453e-06
1957,3.622365629674107e-08,1.099962219086592e-06
1958,4.301566669528967e-08,1.1548052043508505e-06
1959,3.5653441088356885e-08,1.2695725217781728e-06
1960,4.152500010512483e-08,1.0332804549761931e-06
1961,4.307858814112109e-08,1.378514753014315e-06
1962,5.3272433631068594e-08,1.7605270841158926e-06
1963,5.948769010721833e-08,1.627505639589799e-06
1964,2.494427053800763e-08,1.5526287597822375e-06
1965,7.551420078133475e-08,1.3997487258166075e-06
1966,5.262120927884695e-08,1.4750555692444323e-06
1967,5.669885827508381e-08,1.544674091746856e-06
1968,6.19815382352229e-08,1.618706278350146e-06
1969,4.814263210306535e-08,1.585981863172492e-06
1970,4.276814286052755e-08,1.6481830016346066e-06
1971,4.1107178549992796e-08,1.642745701246895e-06
1972,5.28405137423249e-08,1.7083389138861094e-06
1973,3.6938466119185165e-08,1.481397816860408e-06
1974,3.656621694325679e-08,1.9818889995804057e-06
1975,4.283610000044291e-08,1.7585647356099798e-06
1976,3.7137926234276364e-08,2.144286554539576e-06
1977,2.879623084428573e-08,1.95050392903795e-06
1978,5.0495025494257106e-08,1.775642772372521e-06
1979,4.9156574366548966e-08,1.5501877896895166e-06
1980,5.9125566220785686e-08,1.6765509371907683e-06
1981,3.352541277923393e-08,1.8413675206829794e-06
1982,4.2211014461557284e-08,1.6338145769623225e-06
1983,2.7787390832756387e-08,1.860492147898185e-06
1984,3.305434970179988e-08,1.8817783029589918e-06
1985,4.2710463832307255e-08,1.846174768616038e-06
1986,4.555809107742448e-08,1.8409065205560182e-06
1987,2.7498676058446136e-08,1.9921262719435617e-06
1988,2.4585871116755698e-08,2.3482505184801994e-06
1989,3.237991919036176e-08,2.2869005533721065e-06
1990,2.7243254763220648e-08,2.169652816519374e-06
1991,2.7548886727402078e-08,2.21504774344794e-06
1992,3.305966445044106e-08,2.022149601543788e-06
1993,3.7112690975948937e-08,2.4045698410191108e-06
1994,6.646407668675636e-08,2.9001546408835566e-06
1995,3.8499401333602634e-08,2.6895356768363854e-06
1996,2.8825697162560004e-08,2.72936654255318e-06
1997,2.8289877773701733e-08,2.4377243335038656e-06
1998,3.0516027926807965e-08,2.673490143934032e-06
1999,3.2448428749498603e-08,2.687278310986585e-06
2000,3.887867761065422e-08,2.9636155431944644e-06
2001,3.417345340039901e-08,3.1150416361924727e-06
2002,4.8631559557144044e-08,3.562809297363856e-06
2003,3.79189990518114e-08,3.051854264413123e-06
2004,2.81906634980178e-08,3.042829803234781e-06
2005,4.0083372288002295e-08,3.064351176362834e-06
2006,4.323784352777693e-08,2.555562559791724e-06
2007,3.5151420996193394e-08,2.2045533114578575e-06
2008,3.363377326648376e-08,2.9504055873985635e-06
2009,4.339055270641268e-08,2.5037779778358527e-06
2010,4.5820793936890425e-08,2.5593510599719593e-06
2011,6.424272841476508e-08,1.976228759303922e-06
2012,7.012760905311666e-08,1.6503817050761427e-06
2013,8.534722284458951e-08,1.756312030920526e-06
2014,7.860566056394624e-08,1.2929873491884791e-06
2015,9.974589239292175e-08,1.2920418157591484e-06
2016,8.948188856550132e-08,1.3034942867307109e-06
2017,8.754327734949996e-08,1.646970758883981e-06
2018,7.099033222379703e-08,1.34262086248782e-06
2019,7.908062005235195e-08,1.8716597196544171e-06
