year,deux_DET êtres_NOUN,deux_DET etres_NOUN,deux_DET maîtres_NOUN
1861,8.57362188355637e-07,1.4147891747029462e-09,6.234503944213543e-07
1862,7.260403727116227e-07,9.035972525772706e-10,6.763425397515732e-07
1863,8.171199858963973e-07,1.4983862484108101e-09,6.468034072781847e-07
1864,8.208573980539313e-07,3.356309563606885e-09,6.544803698993462e-07
1865,7.55448500200373e-07,5.6482132304580546e-09,5.751763580974512e-07
1866,7.429790809254655e-07,4.865613023596893e-09,6.602636477559543e-07
1867,7.293775627914556e-07,4.85281148598915e-10,6.255274094257857e-07
1868,6.658950297833144e-07,1.4819622196071691e-09,5.251086050428455e-07
1869,9.38124014027153e-07,2.441759683335931e-09,5.3230357610623e-07
1870,7.362518417153296e-07,1.1468097582678638e-09,5.424409983412204e-07
1871,6.25587322389265e-07,2.1242354542039266e-09,4.906983801511444e-07
1872,7.129812757966647e-07,6.047339295989218e-10,5.400273712652393e-07
1873,6.111710710854368e-07,2.3944017324417644e-09,4.848663713863388e-07
1874,6.404781114355274e-07,1.1949218281515073e-09,4.845407864939588e-07
1875,1.0212926468966543e-06,1.1443054281912168e-09,5.864565201241234e-07
1876,8.585341007005809e-07,1.209202959984168e-09,4.909363982008585e-07
1877,7.180571302001226e-07,5.566334393414252e-09,5.325126606336994e-07
1878,5.453296836321897e-07,0.0,6.220261381528758e-07
1879,9.500000679452114e-07,6.10932526790009e-10,6.054341312733413e-07
1880,7.739922800453769e-07,6.417846254436199e-10,5.782479226557058e-07
1881,6.177641544979906e-07,2.789003084036068e-09,6.616909833390139e-07
1882,6.342581748697285e-07,2.6621540527571597e-09,6.242751431351223e-07
1883,6.357255095679193e-07,4.423537092179686e-09,5.598934502692998e-07
1884,6.278213575683367e-07,1.3203393933736152e-09,5.750077951560684e-07
1885,5.227410753150252e-07,6.445635691854079e-10,5.65282252118493e-07
1886,6.072709552995548e-07,0.0,5.730675889381587e-07
1887,6.189420318492012e-07,0.0,6.124131521900722e-07
1888,7.49460674853708e-07,0.0,5.928474635652492e-07
1889,6.603454227871453e-07,6.265136742733546e-10,5.882963296510724e-07
1890,6.456070735794128e-07,6.554386478008212e-10,5.492575803067723e-07
1891,7.094506706550874e-07,6.374220040683554e-10,4.831658919624005e-07
1892,6.958048679450712e-07,0.0,5.911206955033776e-07
1893,8.042891899151527e-07,3.695050043717174e-09,5.09301062212586e-07
1894,7.385404146020846e-07,1.8904617871129403e-09,5.740702413437049e-07
1895,7.800124208756642e-07,3.0093072478365457e-09,5.579255653032078e-07
1896,8.503516060187621e-07,4.1279202278587945e-09,5.84985296203655e-07
1897,7.976770852735626e-07,1.1653427112179315e-09,5.220735272981614e-07
1898,8.674257809815344e-07,1.6975064687230201e-09,4.769993191544586e-07
1899,9.402410832137775e-07,1.6582735185011188e-09,5.096427333484144e-07
1900,8.809217106886535e-07,2.07642125715779e-09,5.611528548499223e-07
1901,8.293688420479839e-07,2.7943695135590474e-09,5.415488191218287e-07
1902,7.561836952163503e-07,0.0,4.866091196653599e-07
1903,9.115571586448823e-07,2.7001101354784396e-09,4.584787092198894e-07
1904,9.185234297603984e-07,1.6123875568041512e-09,5.971208842936448e-07
1905,7.43149300319601e-07,0.0,5.465243888558291e-07
1906,9.007467234312116e-07,5.144184522798412e-09,4.933272972351688e-07
1907,8.686262518153853e-07,0.0,4.71084457664972e-07
1908,9.90627164298985e-07,0.0,4.4595412607151275e-07
1909,1.0968960708623854e-06,2.7504918342913243e-09,4.659333132650545e-07
1910,1.053866540701165e-06,5.344150788566537e-09,4.970060096809448e-07
1911,8.938228788224478e-07,1.0640748282497725e-09,4.868142351455162e-07
1912,9.080021428076179e-07,4.167536871158006e-09,3.8810189195714884e-07
1913,9.030991208192063e-07,2.121195885607108e-09,4.931780326344892e-07
1914,8.853095181393655e-07,2.678697486047099e-09,4.861835929403924e-07
1915,5.807915819389109e-07,2.3561523843085297e-09,4.3235395486007633e-07
1916,6.010141841983341e-07,1.0987462051303964e-09,4.3290601681178487e-07
1917,8.619609417337415e-07,2.1932848870420685e-09,2.620975412259696e-07
1918,8.201272478913779e-07,2.2972752589112133e-09,4.3992820764060525e-07
1919,8.885573485883924e-07,2.762354511798293e-09,4.502637721559566e-07
1920,9.495578794371795e-07,4.543339038320937e-09,4.2253052701113347e-07
1921,1.0957765184116397e-06,3.786373770076068e-09,4.5739393161881026e-07
1922,1.218834967176008e-06,2.951174138399182e-09,3.68158968200305e-07
1923,1.0679644297795221e-06,4.246379248229459e-09,4.2145313194907885e-07
1924,1.1073905810121687e-06,0.0,4.976167167214385e-07
1925,1.1416108804951364e-06,1.0998177923937646e-09,4.377274676059528e-07
1926,1.0611123428816427e-06,3.3438415369957397e-09,3.7116639894918535e-07
1927,1.345711417855e-06,1.1149224876660924e-09,4.1698100639031566e-07
1928,1.2168734073725318e-06,6.855624623547385e-09,4.1019488916660407e-07
1929,1.012662927735164e-06,1.1140406375176326e-09,4.456162625565696e-07
1930,1.0167488788681567e-06,6.3021621254932825e-09,4.747628699064421e-07
1931,9.580499593653258e-07,9.124285327288817e-09,4.756033682440375e-07
1932,9.447120490335692e-07,2.1919073223131136e-09,4.844115242264024e-07
1933,8.23593570231651e-07,0.0,4.42767554176271e-07
1934,9.872821919998387e-07,1.1981580172459871e-09,4.0377924115375663e-07
1935,1.0089263042800667e-06,3.590485242455088e-09,4.500074819446809e-07
1936,9.772520073170199e-07,3.6374143697059935e-09,3.916282889093736e-07
1937,9.29224540868745e-07,0.0,5.11199408137486e-07
1938,1.0955605951323832e-06,1.0372171566075394e-08,4.09700763981391e-07
1939,1.0170544086918198e-06,6.117620188206274e-09,4.3282163897373493e-07
1940,8.08914734307109e-07,5.0715658339584024e-09,4.970134450665853e-07
1941,7.998572257861269e-07,0.0,5.194644430162043e-07
1942,1.0043241189805485e-06,0.0,4.6423440869247656e-07
1943,1.2280684451582147e-06,2.9032352077962287e-09,5.922599557450781e-07
1944,1.359177694837399e-06,0.0,3.8879552022308417e-07
1945,1.2874958983388751e-06,4.357008087652048e-09,4.269867988071496e-07
1946,1.3879340983180555e-06,0.0,3.7865403257342223e-07
1947,1.3887815057955777e-06,2.3841741914054637e-09,4.7325859142688387e-07
1948,1.347026952203123e-06,3.2615663503321457e-09,4.4683460354022486e-07
1949,1.092633056032355e-06,1.9634016634739737e-09,4.1525943927922526e-07
1950,1.3155942539810894e-06,6.381216888229346e-09,4.3392273596509767e-07
1951,1.1130503096978828e-06,1.4925962688039363e-08,3.9660415396269855e-07
1952,1.1810180566840245e-06,2.1089607837865287e-09,3.8066740781772523e-07
1953,1.2400675686308205e-06,2.1547654771580937e-09,4.1156021701738155e-07
1954,1.3388374995315644e-06,9.772536113672459e-10,3.606065899219857e-07
1955,1.004260028025783e-06,9.385607846468247e-10,3.087864914874672e-07
1956,1.322997121633307e-06,2.616342476002842e-09,3.471014409228701e-07
1957,1.1741765035822027e-06,1.7670075402875796e-09,4.6914051310409377e-07
1958,1.0712555216230157e-06,0.0,4.036854894806652e-07
1959,1.040150344522317e-06,9.300897829689347e-09,4.3636710778116594e-07
1960,1.275509575293654e-06,3.4604166754270693e-09,3.5227042793906094e-07
1961,1.1596477982322995e-06,4.168895617606694e-09,4.196688276891791e-07
1962,1.319126958776451e-06,1.7123282791686734e-08,4.001774387418777e-07
1963,1.219497661963942e-06,3.879631726988464e-09,3.814971449855875e-07
1964,1.1206669157104443e-06,5.4755713296827935e-09,4.392625223559321e-07
1965,1.2120576187157894e-06,7.113656441681826e-09,3.885150938742754e-07
1966,1.1981019198969989e-06,3.877352328096606e-09,4.431259830184331e-07
1967,1.2158207454149306e-06,4.930335584241163e-10,3.9442683785750887e-07
1968,1.1655224412265852e-06,5.8388404389209114e-09,4.1770167857890783e-07
1969,1.0841175424047833e-06,3.1792303789579535e-09,4.0784985877451163e-07
1970,1.0738023128453733e-06,7.357959935783143e-09,4.2814131262502997e-07
1971,1.1700130535530207e-06,4.11071787720374e-09,4.1672402595338554e-07
1972,9.716497899603382e-07,3.0780881177250308e-09,4.2990630433337174e-07
1973,9.57092183284658e-07,3.859242703185828e-09,3.2968960006485304e-07
1974,9.293444378499771e-07,6.750686065704059e-09,3.7072517944380934e-07
1975,8.395875923383755e-07,2.2845920710778955e-09,4.1179772924948566e-07
1976,1.0324343051593132e-06,3.428116124304381e-09,4.467978156341701e-07
1977,8.967969193918179e-07,3.526069047854463e-09,3.6083440635437114e-07
1978,1.0318807355247372e-06,2.3762365408686037e-09,3.9386120187501206e-07
1979,1.065644312348013e-06,1.1118749032590358e-08,3.885710224693639e-07
1980,1.131344998128725e-06,5.6851505725319385e-09,3.905698555684012e-07
1981,1.0272692563262353e-06,2.5302198114474095e-09,3.2576579211962553e-07
1982,1.0292038865600261e-06,4.966001831974154e-09,3.656218812153611e-07
1983,9.9971452627301e-07,6.315315825844436e-09,3.940757302700604e-07
1984,1.0212053638269936e-06,6.378909289672663e-09,4.279668361917288e-07
1985,1.0406915649241455e-06,1.8046674155058895e-09,4.102610620115854e-07
1986,1.0574272728547385e-06,3.596691222629289e-09,3.866443258893071e-07
1987,1.1060578373189855e-06,6.721898371253587e-09,3.495387190799448e-07
1988,1.0284090237178134e-06,1.2592762832497328e-08,3.6399080505233883e-07
1989,9.85666741115665e-07,8.780995597312824e-09,3.742899234993047e-07
1990,1.0188977235259244e-06,4.90378582185258e-09,3.7432232957712586e-07
1991,9.911737564038958e-07,1.1136783939491579e-08,3.8099523891332865e-07
1992,9.13548753089799e-07,5.509944167592096e-10,4.209597435078649e-07
1993,9.854250215823868e-07,6.647048689245594e-09,4.093474168520572e-07
1994,1.0032910289226038e-06,5.274926495602017e-09,4.1091677793758663e-07
1995,1.0600891222622977e-06,4.3379606018412176e-09,3.9258542949838215e-07
1996,9.85945650455733e-07,4.270473752399084e-09,3.6832836158851023e-07
1997,1.0184356220577229e-06,4.315405033317177e-09,4.003736833180227e-07
1998,1.028485524301459e-06,3.814503379828693e-09,4.6107810902640267e-07
1999,1.0680560116327342e-06,2.2851005809787495e-09,4.0903301368189204e-07
2000,1.0802087402339566e-06,1.7672125984802278e-09,3.848105425419135e-07
2001,1.0335278624040711e-06,1.3143635457790737e-08,3.868609996793282e-07
2002,1.0563125485418823e-06,2.6287329535357173e-09,3.623270212749219e-07
2003,1.1175687113507138e-06,6.667076501987168e-09,3.879405094942001e-07
2004,1.0822572598101488e-06,4.404791337231373e-09,3.6119289514857655e-07
2005,1.0020842609037572e-06,8.106749271874492e-09,3.70208219635515e-07
2006,1.153832791089826e-06,3.294311934354255e-09,4.122007721818477e-07
2007,1.2155201360997125e-06,7.988958938831558e-10,3.8706506177987876e-07
2008,1.1703701758847274e-06,1.7029758436759579e-09,3.59753651757444e-07
2009,1.180127647160134e-06,9.53638501499654e-10,3.504621641781114e-07
2010,1.3897399497864171e-06,2.8342757585342326e-09,2.3099347656874158e-07
2011,1.3207999387532254e-06,1.5295887612065684e-09,3.009466014169959e-07
2012,1.4828924506105068e-06,3.404252713057332e-10,2.79829561744549e-07
2013,1.522862241642997e-06,1.952387529424726e-09,2.6217774884429446e-07
2014,1.7527113698179164e-06,1.5158116151159362e-09,3.0770975101290787e-07
2015,1.4882087384648912e-06,1.551602762939197e-09,3.2583658882145983e-07
2016,1.5503979824416092e-06,1.035670049720494e-09,3.351428166098458e-07
2017,1.442954641106553e-06,1.760927903493581e-09,3.038858493731311e-07
2018,1.5080929003374877e-06,3.614053278866436e-09,2.883498217975955e-07
2019,1.5374803723489094e-06,2.0407902590058313e-09,3.153020919910432e-07
