year,meilleurs_ADJ êtres_NOUN,meilleurs_ADJ maîtres_NOUN
1869,1.4650557433881772e-09,1.8166690551879583e-07
1870,0.0,2.373896155205557e-07
1871,1.4869648623516696e-08,1.8056000783417403e-07
1872,5.442605477412599e-09,1.8988644967521395e-07
1873,0.0,2.3345417732301144e-07
1874,5.974609140757536e-10,2.5690820493196043e-07
1875,2.2886108563824337e-09,1.9796483741174598e-07
1876,1.813804439976252e-09,2.726752545978428e-07
1877,6.184815992682502e-10,1.6822698922780432e-07
1878,2.4156354694326865e-09,2.397518130692333e-07
1879,6.720257683667796e-09,1.7778135941171058e-07
1880,3.8507077526617195e-09,3.1832516356189444e-07
1881,0.0,2.31487258306462e-07
1882,0.0,1.7769878168927278e-07
1883,0.0,2.0411464984881889e-07
1884,0.0,2.297390482297601e-07
1885,0.0,2.2688637102419307e-07
1886,1.2906927748801422e-09,1.9360391090295082e-07
1887,1.3057849246322917e-09,1.2796691661876025e-07
1888,6.340614699951175e-10,1.616856764030672e-07
1889,0.0,2.7002739927395325e-07
1890,2.6217545912032847e-09,2.1039580500037403e-07
1891,3.1871101313640793e-09,1.5234385841722542e-07
1892,3.1342561879199593e-09,1.5295170507911848e-07
1893,3.695050043717174e-09,1.367168495081117e-07
1894,2.520615716150587e-09,1.4808617265771318e-07
1895,3.611168697403855e-09,1.667156150908511e-07
1896,0.0,1.6511681066866402e-07
1897,0.0,1.6314797290917227e-07
1898,0.0,1.657897930051888e-07
1899,5.527578395003729e-10,1.3874222304366413e-07
1900,0.0,1.739002837286563e-07
1901,2.794369402536745e-09,1.559258180350298e-07
1902,0.0,1.4239823187267575e-07
1903,5.400220270956879e-10,1.7712722044649354e-07
1904,0.0,1.9993605349100108e-07
1905,2.580379465655369e-09,1.7030505167214827e-07
1906,0.0,1.7078693304029002e-07
1907,2.057137349353866e-09,1.6302813321544818e-07
1908,0.0,1.9252645611089747e-07
1909,5.500983557560346e-10,1.8098236376218324e-07
1910,1.6032452032632705e-09,1.8704527848800723e-07
1911,7.448523575703803e-09,1.500345494509503e-07
1912,2.0837684910901544e-09,1.8441351090636715e-07
1913,7.954484182448596e-09,1.7075627201101895e-07
1914,2.0090231700464756e-09,2.1563515417710732e-07
1915,0.0,1.3312261160081107e-07
1916,0.0,9.449217230894646e-08
1917,0.0,1.0637431557825039e-07
1918,0.0,1.5047153212321973e-07
1919,9.207848372660976e-10,1.906024547082552e-07
1920,2.2716695191604686e-09,1.658318788955171e-07
1921,2.2718242842501013e-09,2.589879520842331e-07
1922,7.377935484775833e-10,1.6747913783587975e-07
1923,0.0,1.9851822496974592e-07
1924,0.0,1.5083200455290324e-07
1925,1.0998177923937646e-09,1.5617413273716352e-07
1926,0.0,1.504728697199198e-07
1927,0.0,1.8507713683835192e-07
1928,3.4278122562625413e-09,1.988131205221677e-07
1929,2.2280812750352652e-09,1.8827286796252451e-07
1930,1.0503603542488804e-09,1.438993675328959e-07
1931,0.0,1.4826963923297853e-07
1932,1.0959536611565568e-09,1.622011418511704e-07
1933,4.588264879146209e-09,1.6517754231060167e-07
1934,1.1981580172459871e-09,1.3419369615519372e-07
1935,0.0,1.5319403523506026e-07
1936,0.0,9.699771652549316e-08
1937,0.0,1.3346584970541642e-07
1938,0.0,1.2965214102322875e-07
1939,0.0,1.4835228512311005e-07
1940,0.0,1.369322839561704e-07
1941,0.0,1.5938114472646703e-07
1942,0.0,1.09231626410633e-07
1943,0.0,1.567747038855316e-07
1944,0.0,1.542329339798698e-07
1945,0.0,1.3071024218547223e-07
1946,2.7842208538686464e-09,1.4199525999458729e-07
1947,0.0,1.0967201080624989e-07
1948,0.0,1.1959076329226548e-07
1949,0.0,1.1485899953367351e-07
1950,2.1270722960764488e-09,1.2230665058510226e-07
1951,6.396841278899501e-09,1.3753208272238027e-07
1952,0.0,9.806667833345273e-08
1953,0.0,1.3467284631918375e-07
1954,0.0,1.0163437891286264e-07
1955,0.0,1.4923116520293433e-07
1956,0.0,1.316892419556126e-07
1957,0.0,1.1132147648140744e-07
1958,2.4816730892496253e-09,1.1663863458410972e-07
1959,0.0,1.2943748295413116e-07
1960,3.460416619915918e-09,9.758375135726638e-08
1961,0.0,8.893643616003644e-08
1962,6.341956404476434e-10,1.0654486859440482e-07
1963,1.939815863494232e-09,1.1444914072011869e-07
1964,3.6503808864551957e-09,1.0951143081250336e-07
1965,0.0,1.1272409583540366e-07
1966,0.0,1.3903077711319156e-07
1967,4.930335584241163e-10,1.3016085631534224e-07
1968,3.1439910674890825e-09,1.369881887924862e-07
1969,0.0,1.2262745929803032e-07
1970,1.8394900047624674e-09,1.0439106024051625e-07
1971,1.0276794970565106e-09,1.3719521696486936e-07
1972,1.0260293725750103e-09,1.990497029424887e-07
1973,2.205281512956958e-09,1.0309690967602592e-07
1974,5.625571675160757e-10,9.788495036744393e-08
1975,3.4268881066168433e-09,7.13935004448274e-08
1976,2.285410749536254e-09,7.313314215329214e-08
1977,5.876781838942691e-10,8.521333727529168e-08
1978,0.0,1.0277223161381244e-07
1979,4.096381456264453e-09,8.368322146345974e-08
1980,1.1370301367108482e-09,9.26679526447316e-08
1981,0.0,8.349725100220695e-08
1982,0.0,7.13862734480486e-08
1983,1.2630632095778083e-09,8.71513625710918e-08
1984,5.799008495621649e-10,1.1192086279976365e-07
1985,0.0,6.797580898165734e-08
1986,1.7983456945813714e-09,8.871838308444069e-08
1987,1.2221633705067347e-09,7.944061541920178e-08
1988,2.99827696004229e-09,7.975416571603944e-08
1989,2.1952488715726304e-09,6.256459073039622e-08
1990,2.179460389939436e-09,6.865300072878e-08
1991,0.0,7.268216517530846e-08
1992,2.2039776670368383e-09,8.375115045922144e-08
1993,1.661762283333701e-09,8.308811061397137e-08
1994,1.0549853213248639e-09,8.703629084116926e-08
1995,1.626735190995987e-09,1.0085758717082172e-07
1996,2.6690460952494277e-09,8.487566494075338e-08
1997,3.835915585170824e-09,8.295167419625216e-08
1998,9.536258449571733e-10,7.247556688128043e-08
1999,2.7421207526856506e-09,1.0054442323159662e-07
2000,3.97622823555821e-09,9.056964433984405e-08
2001,5.695575122643959e-09,9.244356813375987e-08
2002,8.76244299341522e-10,9.025316316524368e-08
2003,1.6667691671301554e-09,7.583799477295372e-08
2004,2.2023955992267474e-09,8.501247195091821e-08
2005,3.1526248278623825e-09,5.899912114415429e-08
2006,4.117890028965121e-09,9.882935891880607e-08
2007,2.3966877371606188e-09,9.90630895092437e-08
2008,2.554463751636149e-09,7.280222158456695e-08
2009,6.198650481792356e-09,8.248973215607691e-08
2010,4.723792912386671e-09,6.991213974405497e-08
2011,7.265546830836911e-09,5.277081160937058e-08
2012,7.489355802192676e-09,6.263824725571965e-08
2013,6.693900100884775e-09,6.414987696601315e-08
2014,4.114345752981308e-09,8.315309241169189e-08
2015,7.75801378694041e-09,6.583228931433815e-08
2016,6.214019965256057e-09,9.238176856829483e-08
2017,5.7859059765519305e-09,5.811062209204465e-08
2018,1.1100306451794495e-08,6.427852072832252e-08
2019,4.846876677788714e-09,5.612172992996989e-08
