year,quels_DET auteurs_NOUN,quels_DET moteurs_NOUN
1914,3.080502164465315e-08,0.0
1915,2.3561524065129902e-08,0.0
1916,2.4172416068779512e-08,8.789969418998567e-09
1917,4.386569596448453e-08,1.0966424435210342e-09
1918,3.445912799548978e-08,3.44591288836682e-09
1919,3.314825391953491e-08,0.0
1920,3.483226640454973e-08,7.572231730534895e-10
1921,3.1048264403921166e-08,0.0
1922,2.951174238319254e-08,0.0
1923,3.1847844361720945e-08,0.0
1924,3.480738630656788e-08,0.0
1925,6.488924952918751e-08,3.299453377181294e-09
1926,4.2355325469145555e-08,0.0
1927,2.4528295394787847e-08,1.1149224876660924e-09
1928,2.8565103837863148e-08,2.2852082448565625e-09
1929,5.570203143179242e-08,0.0
1930,3.991369423861357e-08,0.0
1931,2.3951248984133144e-08,0.0
1932,4.712600820688806e-08,0.0
1933,4.3588516795978194e-08,1.1470662197865522e-09
1934,4.193553237996639e-08,2.3963160344919743e-09
1935,3.949533766700597e-08,2.393656828303392e-09
1936,4.00115567344983e-08,1.2124714565686645e-09
1937,2.3923124703451037e-08,1.2591118148108649e-09
1938,3.241303669909712e-08,1.2965214457594243e-09
1939,3.364691103513451e-08,0.0
1940,4.564409250562562e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,4.551317678291866e-08,0.0
1943,4.645176332473966e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,0.0
1945,1.5249528306782167e-08,0.0
1946,1.5313214696277555e-08,0.0
1947,1.549713246618012e-08,0.0
1948,3.4790041070209554e-08,1.0871887834440486e-09
1949,3.337782761292374e-08,1.9634016634739737e-09
1950,2.8715476219076663e-08,1.0635361480382244e-09
1951,4.157946698057913e-08,5.330700769690111e-09
1952,2.0035128001083535e-08,3.163441175679793e-09
1953,3.3398865451061965e-08,1.0773827385790469e-09
1954,2.834035517373934e-08,3.9090144454689835e-09
1955,4.1296675856727916e-08,0.0
1956,2.0058624983221307e-08,0.0
1957,3.3573143820575524e-08,0.0
1958,2.9780077070995503e-08,8.272243445794913e-10
1959,4.5729412256889646e-08,7.750747821333448e-10
1960,3.8756666320693967e-08,0.0
1961,3.335116449676434e-08,2.0844477810477713e-09
1962,3.868593489997352e-08,1.2683912808952869e-09
1963,3.81497122781127e-08,0.0
1964,4.1370986192390546e-08,0.0
1965,2.9001830270658502e-08,5.472043373977442e-10
1966,3.4342264143560897e-08,3.3234448526542337e-09
1967,3.007504689733764e-08,3.9442684118817795e-09
1968,4.9854715911124003e-08,8.982831700699023e-10
1969,3.905911816204366e-08,2.2708788183223305e-09
1970,4.598724956395017e-08,1.8394900047624674e-09
1971,4.778709827846228e-08,5.138397374260251e-09
1972,2.975485280387602e-08,3.0780880067027283e-09
1973,3.087394118139741e-08,6.064524216142786e-09
1974,2.418995759256859e-08,5.625571675160757e-10
1975,3.084199384773001e-08,5.711480177694739e-10
1976,5.0850389676782015e-08,1.7140580066410394e-09
1977,2.1744093636755224e-08,1.1753563677885381e-09
1978,4.099008155122874e-08,1.7821774056514528e-09
1979,3.2185852649746494e-08,5.851973350345929e-10
1980,3.9227538550790086e-08,0.0
1981,2.9097527720622907e-08,6.325549528618524e-10
1982,3.103751122779386e-08,1.2415004579935385e-09
1983,3.220811262139023e-08,6.315316047889041e-10
1984,3.421415017967888e-08,2.3196033982486597e-09
1985,4.752291005161169e-08,2.4062232206745193e-09
1986,4.1961398355994106e-08,5.994485463567401e-10
1987,4.1553553487005956e-08,6.110816852533674e-10
1988,3.7778288053402775e-08,1.1993107618124554e-09
1989,4.006329135108899e-08,1.0976244357863152e-09
1990,3.105731050112581e-08,1.634595292454577e-09
1991,3.634108391992186e-08,0.0
1992,4.187557633983374e-08,1.1019888335184191e-09
1993,4.099013484193392e-08,2.2156829704300662e-09
1994,4.0616934704473806e-08,2.637463358823311e-09
1995,3.687266580953974e-08,1.626735190995987e-09
1996,4.5907594170557786e-08,0.0
1997,3.020783534424254e-08,4.315405144339479e-09
1998,3.6237781664283375e-08,9.536258449571733e-10
1999,4.067479064673307e-08,3.1991407301035224e-09
2000,3.578605589638073e-08,8.836062992401139e-10
2001,4.074526804842549e-08,4.381211837767296e-09
2002,3.9430994469569214e-08,7.448076710936391e-09
2003,3.2501999314149543e-08,0.0
2004,3.347641364115361e-08,0.0
2005,3.783149615799175e-08,3.15262471684008e-09
2006,3.541385407146436e-08,8.235779835885637e-10
2007,4.753430449255802e-08,2.396687653893892e-09
2008,3.874270149140102e-08,1.2772318758180745e-09
2009,3.528462499957641e-08,2.860915504498962e-09
2010,3.542844861925687e-08,3.7790344187271785e-09
2011,2.2943831279320648e-08,5.35356059483405e-09
2012,1.5659562757619483e-08,3.0638275250183256e-09
2013,4.574165224369153e-08,6.414987374636638e-09
2014,2.1221362889178863e-08,3.681256854903836e-09
2015,1.8397575463069415e-08,3.768178269414335e-09
2016,2.4441812129794016e-08,2.8998760059906203e-09
2017,2.4652991648110856e-08,2.0124890642847504e-09
2018,3.949643945233561e-08,5.6792268665617485e-09
2019,2.3724185727047598e-08,1.275493877184175e-09
