year,certaines_DET in_ADJ,certaines_DET mines_NOUN
1800,0.0,2.138031902632065e-07
1801,0.0,1.8335106233280385e-07
1802,0.0,2.1259481286506343e-07
1803,0.0,1.6577883066304366e-07
1804,0.0,1.3347994420875864e-07
1805,2.842877711017877e-09,7.391481871010797e-08
1806,0.0,1.2391177506287931e-07
1807,0.0,1.4519471314144994e-07
1808,0.0,2.5380027723898024e-07
1809,0.0,3.840352036377226e-08
1810,0.0,4.680253518074551e-09
1811,0.0,1.7048122691321055e-07
1812,0.0,7.734903562095496e-08
1813,0.0,7.189353823378042e-08
1814,0.0,1.7936059748535627e-07
1815,0.0,5.933891955578474e-08
1816,0.0,1.1588019788177917e-07
1817,1.556873407970727e-09,4.826307531402563e-08
1818,0.0,4.410835785506606e-08
1819,0.0,1.2421260464634543e-07
1820,0.0,9.374520004712394e-08
1821,0.0,4.339054981983281e-08
1822,0.0,9.825103575167304e-08
1823,0.0,2.8659792761231984e-08
1824,0.0,1.3473780313688621e-07
1825,0.0,6.86824590534485e-08
1826,0.0,7.310627125889368e-08
1827,0.0,1.115290046982409e-07
1828,0.0,7.979902250099258e-08
1829,8.57317605795771e-10,1.225964176843064e-07
1830,1.0436835840010872e-09,7.618890274230239e-08
1831,0.0,4.677361786775691e-08
1832,0.0,8.117981309396782e-08
1833,3.4750886612755494e-09,6.370995730975437e-08
1834,9.334530925997342e-10,4.667265329771908e-08
1835,0.0,9.756383434478266e-08
1836,0.0,8.064900214321824e-08
1837,0.0,5.914207168444818e-08
1838,1.2624323808552163e-09,8.205810320127682e-08
1839,0.0,7.271134450093086e-08
1840,6.369688665408546e-10,8.407989326997267e-08
1841,0.0,7.961480008589206e-08
1842,0.0,8.854910049649334e-08
1843,1.7720733769266417e-09,9.805472700463724e-08
1844,5.488561272137815e-10,5.70810381184117e-08
1845,5.580227946389016e-10,8.928364536586741e-08
1846,0.0,9.308657222817374e-08
1847,5.393223645455691e-10,6.094342808182773e-08
1848,0.0,1.1424214818589462e-07
1849,0.0,5.6980020701757894e-08
1850,1.3577992064028876e-09,7.467895812851566e-08
1851,6.449438760824933e-10,5.804495062378123e-08
1852,1.3021090872200602e-09,4.296960143257422e-08
1853,5.971931837933653e-10,8.719020749836659e-08
1854,0.0,8.624802916301633e-08
1855,5.306937111981824e-09,1.0030111496917016e-07
1856,5.177189232874468e-10,8.387046679381172e-08
1857,0.0,6.83411300883563e-08
1858,0.0,6.361778565056042e-08
1859,2.5460866748261424e-09,7.129042955966725e-08
1860,9.154367819341758e-10,6.041882594232106e-08
1861,9.431927461278633e-10,8.394415323964566e-08
1862,4.517986262886353e-10,7.273958169129457e-08
1863,0.0,4.3453202203114216e-08
1864,0.0,5.9454627443500385e-08
1865,3.294791106611683e-09,6.589582302041208e-08
1866,0.0,5.303517980337347e-08
1867,4.85281148598915e-10,1.475254656213565e-07
1868,0.0,9.385760968427803e-08
1869,0.0,6.983432321305827e-08
1870,1.7202146374017957e-09,6.594156287675901e-08
1871,0.0,7.541035929037321e-08
1872,1.8142017887967654e-09,8.88958875400192e-08
1873,5.986004469882289e-10,7.362785359177337e-08
1874,5.974609140757536e-10,1.326363223697058e-07
1875,0.0,8.58229043387837e-08
1876,0.0,1.469181629687455e-07
1877,0.0,8.163956799478456e-08
1878,1.2078177347163432e-09,8.213160640480055e-08
1879,3.665595160740054e-09,8.61414832797891e-08
1880,0.0,5.262633928637683e-08
1881,1.3945015142624584e-09,1.6245943168513577e-07
1882,0.0,6.921600470555234e-08
1883,1.2638677882037541e-09,7.583206773631446e-08
1884,0.0,9.506443987561397e-08
1885,6.445635691854079e-10,1.302018359794488e-07
1886,0.0,1.0131937955293324e-07
1887,0.0,1.0511568637738833e-07
1888,0.0,1.1730136928456147e-07
1889,6.265136742733546e-10,1.1151943341003445e-07
1890,0.0,2.4644493645809007e-07
1891,0.0,1.376831497701403e-07
1892,6.268512375839919e-10,7.772955501472723e-08
1893,1.2316833108982905e-09,1.5396041463944243e-07
1894,0.0,1.1027693469500832e-07
1895,6.018614495673091e-10,9.990900018408411e-08
1896,1.179405795248556e-09,2.1936947636191917e-07
1897,1.1653427112179315e-09,1.7421873366174623e-07
1898,1.6975064687230201e-09,1.324055016738157e-07
1899,0.0,8.623022296205818e-08
1900,0.0,1.4119663926948078e-07
1901,1.676621730339889e-09,1.5424919386219926e-07
1902,4.910283846193408e-10,1.541829117712723e-07
1903,1.0800440541913758e-09,1.5228621741414372e-07
1904,0.0,1.617762119821009e-07
1905,0.0,2.4410390686568917e-07
1906,2.0576738091193647e-09,1.5638321215760698e-07
1907,1.028568674676933e-09,2.2834224289169924e-07
1908,4.911389073214423e-10,1.105062534811907e-07
1909,1.1001967115120692e-09,1.919843244380104e-07
1910,5.344150677544235e-10,1.8811410207320023e-07
1911,0.0,1.7238012617326604e-07
1912,5.209421227725386e-10,1.844135173456607e-07
1913,5.30298971401777e-10,1.4265042658223592e-07
1914,0.0,1.4130128889178195e-07
1915,0.0,1.3547876331898578e-07
1916,1.0987462051303964e-09,1.2635581025932652e-07
1917,3.289927441585405e-09,1.4914336610161172e-07
1918,0.0,3.8249633238507386e-07
1919,0.0,4.1067002420902554e-07
1920,7.572231730534895e-10,2.476119700389745e-07
1921,1.5145494858259667e-09,2.2566786928024385e-07
1922,0.0,2.899528706024057e-07
1923,0.0,1.5393124996876395e-07
1924,1.289162443462999e-09,1.4180786589435002e-07
1925,0.0,1.165806882141851e-07
1926,2.229227691330493e-09,1.1703445257360556e-07
1927,1.1149224876660924e-09,9.588333593768539e-08
1928,1.1426041224282812e-09,1.165456167129264e-07
1929,0.0,1.1474618588636076e-07
1930,0.0,1.2604324606257933e-07
1931,1.1405356659111021e-09,1.5169123912528448e-07
1932,3.287861094491973e-09,1.6658496271304557e-07
1933,0.0,1.3764794015713733e-07
1934,0.0,1.317973783443449e-07
1935,1.196828414151696e-09,1.0292724450522428e-07
1936,7.274828739411987e-09,1.988453242063315e-07
1937,3.777335333410292e-09,2.5559969252242354e-07
1938,0.0,1.724373461797768e-07
1939,1.5294050470515685e-09,1.789403940577472e-07
1940,0.0,8.875239898564757e-08
1941,2.9515025978810172e-09,1.0035108788386538e-07
1942,0.0,8.192371581117186e-08
1943,5.806470415592457e-09,7.83873519427658e-08
1944,2.8918675454292497e-08,1.1567470359352683e-07
1945,4.357008087652048e-09,1.8081584229889813e-07
1946,9.744772988540262e-09,1.113688359311027e-07
1947,7.152522574216391e-09,1.4901088896124293e-07
1948,5.435944139264848e-09,9.893417640682856e-08
1949,2.945102384188658e-09,1.8554145420068835e-07
1950,4.2541445921528975e-09,2.11643691017116e-07
1951,2.1322803522849654e-09,9.48864777861047e-08
1952,3.1634410646574906e-09,1.0861148247442998e-07
1953,2.1547654771580937e-09,1.271311660389074e-07
1954,3.9090144454689835e-09,1.27042971698188e-07
1955,1.8771215692936494e-09,1.2670570370687528e-07
1956,8.72114158667614e-10,1.2645654789977812e-07
1957,8.835037701437898e-10,1.1132147825776428e-07
1958,8.272243445794913e-10,1.5551817433845372e-07
1959,7.750747821333448e-10,1.82917649915737e-07
1960,0.0,1.6402374969359812e-07
1961,2.779263708063695e-09,1.3479428861984388e-07
1962,1.9025869768540815e-09,1.3635205675655016e-07
1963,6.466053248388448e-10,1.1250932718809281e-07
1964,0.0,8.821754304833007e-08
1965,2.188817349590977e-09,8.208064716797026e-08
1966,2.215629901769489e-09,9.194863803685394e-08
1967,9.860671168482327e-10,7.494110221273331e-08
1968,0.0,7.141351421324771e-08
1969,0.0,9.719361404592064e-08
1970,1.3796175313274261e-09,8.507641613419992e-08
1971,1.0276794970565106e-09,4.9842455607240765e-08
1972,1.5390440033513642e-09,4.668433745136369e-08
1973,0.0,5.954260151597168e-08
1974,1.6876715580593782e-09,7.031964388559686e-08
1975,0.0,6.91089083737495e-08
1976,1.142705374768127e-09,7.484720554451485e-08
1977,1.1753563677885381e-09,8.403797702172255e-08
1978,5.940591352171509e-10,4.871284975394019e-08
1979,5.851973350345929e-10,5.266776037515797e-08
1980,1.1370301367108482e-09,5.6851505725319385e-08
1981,1.2651099057237047e-09,4.8706730648717667e-08
1982,1.2415004579935385e-09,5.152227045002178e-08
1983,1.2630632095778083e-09,3.978649143476787e-08
1984,2.3196033982486597e-09,5.741018327398706e-08
1985,0.0,5.23353551606931e-08
1986,5.994485463567401e-10,4.3160295337685284e-08
1987,0.0,4.155355315393905e-08
1988,5.996553809062277e-10,2.8783458949632745e-08
1989,5.488122178931576e-10,4.0612105234316687e-08
1990,5.44865097484859e-10,7.955030678630237e-08
1991,5.861465202094962e-10,4.278869480955905e-08
1992,5.509944167592096e-10,5.289546534115175e-08
1993,0.0,3.711268981021476e-08
1994,5.274926606624319e-10,4.0616935148563016e-08
1995,0.0,2.9281234659173094e-08
1996,0.0,4.05695006477913e-08
1997,0.0,4.123609276263096e-08
1998,0.0,4.1005910667024636e-08
1999,0.0,3.8389688983286874e-08
2000,0.0,3.269343284983961e-08
2001,4.3812117822561447e-10,3.1106604181374564e-08
2002,0.0,4.5564703121669936e-08
2003,0.0,3.041853702256958e-08
2004,0.0,2.7309706163158864e-08
2005,0.0,3.1526246502266986e-08
2006,0.0,3.006059667853833e-08
2007,0.0,2.236908480668376e-08
2008,4.257439678578834e-10,3.022782113504263e-08
2009,4.76819250749827e-10,2.7178697958873954e-08
2010,0.0,2.692562084405381e-08
2011,0.0,2.7150200754277876e-08
2012,3.404252713057332e-10,2.3489343803362317e-08
2013,0.0,2.4544299925821633e-08
2014,0.0,2.403644172588315e-08
2015,0.0,2.9258795830600093e-08
2016,0.0,2.609888527516091e-08
2017,0.0,1.6099912070188793e-08
2018,0.0,1.7295827436925038e-08
2019,2.55098775436835e-10,1.6581420680950032e-08
