year,veux_VERB être_VERB,veux_VERB etre_VERB,veux_VERB mettre_VERB
1836,1.1862123301398242e-06,6.048674894287842e-09,1.438240531115298e-07
1837,1.0569036703600432e-06,2.0873671680021744e-09,1.2872098409388855e-07
1838,9.569237136020092e-07,1.8936485712828244e-09,1.2119350856210076e-07
1839,9.116883461501857e-07,2.0974426639952526e-09,1.4961756278353278e-07
1840,8.465316341244034e-07,1.9109065441114126e-09,1.1146955358753985e-07
1841,8.770469435148698e-07,3.852329122366882e-09,8.924562422407689e-08
1842,1.0914346830759314e-06,1.341653010911159e-09,9.995314798061372e-08
1843,9.427429858988035e-07,1.7720733769266417e-09,1.2050098519011954e-07
1844,8.831095215100504e-07,3.2931368743049916e-09,9.220782715146925e-08
1845,9.045549518305052e-07,5.580227946389016e-10,1.132786238144945e-07
1846,9.525273867438955e-07,0.0,1.0245377524142896e-07
1847,8.267811608675402e-07,1.6179670936367074e-09,6.148275133455172e-08
1848,8.238307032115699e-07,4.0226108000140925e-09,7.079795238951192e-08
1849,8.245344247370667e-07,3.3517659758786067e-09,5.53041381579078e-08
1850,8.00422640168108e-07,6.788996032014438e-10,1.2831202411689446e-07
1851,6.359146595968923e-07,2.579775504329973e-09,1.3285843181165546e-07
1852,9.70071255324001e-07,1.3021090872200602e-09,1.282577386518824e-07
1853,9.71633312474296e-07,1.7915795513800958e-09,1.3317408331658953e-07
1854,9.643152907301555e-07,1.0391328908454511e-09,1.1534375232713501e-07
1855,1.1457676691861707e-06,4.2455496895854594e-09,1.178140038859965e-07
1856,9.261991635867162e-07,5.177189232874468e-10,1.361600823202025e-07
1857,9.928990039043128e-07,9.763018171682347e-10,1.2935998938701232e-07
1858,1.1191837074875366e-06,1.468102750479261e-09,1.1108644315527272e-07
1859,1.1156952268720488e-06,2.5460866748261424e-09,9.52236405282747e-08
1860,1.1150019645356224e-06,9.154367819341758e-10,1.3914639396261919e-07
1861,1.0313813163520535e-06,9.431927461278633e-10,1.2733102039419464e-07
1862,1.0897382480834494e-06,2.710791813242963e-09,1.0572087916216333e-07
1863,1.0973182043017005e-06,9.989241656072068e-10,1.4784077961849107e-07
1864,1.1397067964935559e-06,4.315255264231155e-09,1.332934402853425e-07
1865,1.0995188404194778e-06,9.41368871743009e-10,1.3555711575463647e-07
1866,1.1546098903636448e-06,1.4596839292835284e-09,1.0947628936719411e-07
1867,1.1229406027268851e-06,2.91168689159349e-09,1.7858346268440073e-07
1868,8.86213399553526e-07,9.87974813071446e-10,1.1361710505752853e-07
1869,1.1696027968355338e-06,3.906815315701806e-09,1.294132516704849e-07
1870,1.0384362667537061e-06,5.160643912205387e-09,1.2500225921030506e-07
1871,9.261666491511278e-07,0.0,1.0090118252037428e-07
1872,1.0340950211684685e-06,1.2094678591978436e-09,1.5360241434336785e-07
1873,8.23075595235423e-07,5.986004469882289e-10,1.4186831265305955e-07
1874,9.463780656915333e-07,1.1949218281515073e-09,9.081406204813902e-08
1875,1.1580370937736006e-06,5.721527140956084e-10,1.2987867137326248e-07
1876,1.0961424550259835e-06,1.209202959984168e-09,1.5356877725025697e-07
1877,8.949429002313991e-07,1.8554447978047506e-09,1.0637883463004982e-07
1878,8.539271334484511e-07,3.0195443923020093e-09,9.239805365268694e-08
1879,1.0856271046577604e-06,7.331190321480108e-09,1.4173635065617418e-07
1880,8.940060070017353e-07,3.2089231272180996e-09,1.6044616302224313e-07
1881,8.715634294276242e-07,1.3945015142624584e-09,1.1853262549266219e-07
1882,9.450646984987543e-07,3.3276925659464496e-09,8.785108462916469e-08
1883,8.335208008247719e-07,3.159669414998234e-09,1.1374810071629327e-07
1884,8.21911271486897e-07,1.3203393933736152e-09,1.2477207178562821e-07
1885,6.774363328077015e-07,1.933690763067375e-09,9.990735350129398e-08
1886,8.266887334684725e-07,4.5174246565693466e-09,1.064821546492567e-07
1887,7.488676487810153e-07,0.0,1.1621485640489482e-07
1888,8.077943220996531e-07,1.9021844099853524e-09,9.003672829521747e-08
1889,8.288776029985456e-07,5.012109283164534e-09,7.768769449967294e-08
1890,7.74728505348321e-07,5.898947663673937e-09,8.389614691850511e-08
1891,7.50883145883563e-07,6.374220040683554e-10,9.816298529585765e-08
1892,6.688502480756142e-07,6.268512375839919e-10,1.0092304592035362e-07
1893,6.669565095762664e-07,1.2316833108982905e-09,8.375446469699455e-08
1894,6.282634785748087e-07,1.8904617871129403e-09,5.923446977362801e-08
1895,6.909369290042378e-07,1.2037228991346183e-09,7.101964882849643e-08
1896,7.353594924097706e-07,1.7691086373616827e-09,7.48922701632182e-08
1897,5.78009974105953e-07,0.0,5.884980680548324e-08
1898,7.163477562244225e-07,2.26334195829736e-09,1.1429877133650734e-07
1899,7.517506901422166e-07,5.527578395003729e-10,7.738609753005221e-08
1900,7.251901479321532e-07,2.595526460424935e-09,8.253774552713367e-08
1901,6.169967718960834e-07,1.1177477832191585e-09,5.3651895370876446e-08
1902,5.828507028127206e-07,9.820567692386817e-10,7.512734612191707e-08
1903,6.485664698629989e-07,0.0,7.2902970771338e-08
1904,7.142876938814879e-07,0.0,5.5896101969210576e-08
1905,6.812201718275901e-07,1.5482277682110634e-09,7.225062859106401e-08
1906,6.6514303398435e-07,0.0,6.01869558636281e-08
1907,7.477694339286245e-07,1.5428529565042481e-09,7.559980019777868e-08
1908,7.052754540382011e-07,9.822778146428846e-10,9.135183631769905e-08
1909,7.855404646761599e-07,5.500983557560346e-10,8.746563651129691e-08
1910,7.567317084067327e-07,1.6032452032632705e-09,6.840512867256621e-08
1911,6.581302613994922e-07,2.128149656499545e-09,8.299783615939305e-08
1912,7.6005454729966e-07,0.0,8.960204667118887e-08
1913,8.352208737960609e-07,0.0,9.227201758221781e-08
1914,8.14993711628631e-07,0.0,8.839701592933125e-08
1915,5.159973852641997e-07,3.534228465440492e-09,6.361611326610728e-08
1916,6.537540002682363e-07,0.0,8.680095220370276e-08
1917,5.998634264869906e-07,0.0,5.3735480065597585e-08
1918,7.454657975358714e-07,1.2635013924011673e-08,8.270190932080368e-08
1919,7.909541750450444e-07,9.207848372660976e-10,7.274200441997891e-08
1920,6.852869773865677e-07,1.514446346106979e-09,9.313845339420368e-08
1921,6.611008416257391e-07,7.572747429129834e-10,6.133925722906497e-08
1922,7.134463544389291e-07,7.377935484775833e-10,8.705963949751094e-08
1923,7.961961046021315e-07,1.0615948120573648e-09,1.1146745748646936e-07
1924,8.263531299235183e-07,1.289162443462999e-09,6.703644572780831e-08
1925,9.480429525865475e-07,1.0998177923937646e-09,9.788378463326808e-08
1926,7.690835559515108e-07,2.229227691330493e-09,1.0477370437911304e-07
1927,9.83361587714171e-07,1.1149224876660924e-09,1.1595194138180887e-07
1928,8.683791179464606e-07,9.140832868403947e-09,6.170062505361784e-08
1929,8.388726087105169e-07,1.1140406375176326e-09,8.355304714768863e-08
1930,7.993242547854607e-07,2.100720708497761e-09,5.882018072611572e-08
1931,6.386999871210719e-07,1.1405356659111021e-09,7.52753521737759e-08
1932,7.715513561379339e-07,2.1919073223131136e-09,6.24693612394367e-08
1933,6.80210291648109e-07,0.0,5.850037609889114e-08
1934,7.548395615231129e-07,1.1981580172459871e-09,1.0184343324226575e-07
1935,6.869794901831483e-07,3.590485242455088e-09,7.77938495843955e-08
1936,6.995960575295612e-07,9.699771652549316e-09,5.33487423126644e-08
1937,5.980780883874104e-07,0.0,8.184226629737168e-08
1938,6.015859526087297e-07,3.8895642262559704e-09,7.649476430060531e-08
1939,6.239972663024673e-07,1.5294050470515685e-09,5.199976982339649e-08
1940,4.894060907645326e-07,0.0,7.60734906180005e-08
1941,7.142636491153098e-07,2.9515025978810172e-09,1.0035108743977617e-07
1942,7.767582133055839e-07,0.0,4.8547388331598995e-08
1943,7.693573138567444e-07,2.9032352077962287e-09,6.67744117777147e-08
1944,9.800218094824231e-07,3.2131861615880553e-09,7.069009200222354e-08
1945,8.125820158966235e-07,8.714016175304096e-09,7.84261473540937e-08
1946,1.0162406169911264e-06,2.7842208538686464e-09,9.048717686255259e-08
1947,1.0156581993214786e-06,1.1920870957027319e-09,1.2397705972944095e-07
1948,1.007824039334082e-06,2.174377566888097e-09,7.610321262063735e-08
1949,7.784887543493824e-07,0.0,5.5956945743673714e-08
1950,9.31657666569663e-07,0.0,8.401935502888591e-08
1951,9.168805377157696e-07,1.0661401761424827e-09,1.140769967378219e-07
1952,7.771520245114516e-07,0.0,6.959570697517847e-08
1953,7.293880912584427e-07,0.0,9.696444891460487e-08
1954,8.140522709254583e-07,2.9317608341017376e-09,5.570345606997762e-08
1955,8.212406896745961e-07,0.0,7.133061785680184e-08
1956,9.270573286812578e-07,0.0,8.459507228053553e-08
1957,7.757163302812842e-07,1.7670075402875796e-09,4.682570065028813e-08
1958,7.486380582122365e-07,8.272243445794913e-10,5.542403158642628e-08
1959,8.138285352288221e-07,3.8753737996444215e-09,5.348016074435691e-08
1960,8.498783472532523e-07,0.0,7.197666462843699e-08
1961,7.830575441403198e-07,1.3896318540318475e-09,7.156604198144123e-08
1962,8.63774459958222e-07,1.2683912808952869e-09,7.039571414679813e-08
1963,8.670977535985003e-07,0.0,7.112658551022832e-08
1964,8.286364732157381e-07,6.083968329129164e-10,6.449006662023749e-08
1965,7.649916824448155e-07,2.188817349590977e-09,7.058935835857483e-08
1966,8.125822432702989e-07,1.1078149508847446e-09,7.311578542612551e-08
1967,9.200006161336205e-07,4.930335584241163e-10,7.346199737412462e-08
1968,8.452844895145972e-07,2.245707925174756e-09,6.422724396770718e-08
1969,7.46664966300159e-07,4.995933389206897e-09,8.129746476015498e-08
1970,7.845424647712207e-07,1.8394900047624674e-09,7.174011074084774e-08
1971,8.283096804007073e-07,2.0553589941130213e-09,8.118667693679527e-08
1972,6.484505661319417e-07,5.130146973897354e-09,6.412683717371692e-08
1973,6.913557513144042e-07,1.102640756478479e-09,5.843995865006946e-08
1974,4.657973420307826e-07,1.6876715580593782e-09,5.963106275430619e-08
1975,5.585827693721512e-07,1.1422960355389478e-09,5.02610255637137e-08
1976,6.839091497568006e-07,1.142705374768127e-09,4.9707683302813166e-08
1977,5.994317575641617e-07,1.7630346071939584e-09,5.465406971438824e-08
1978,6.504947691610141e-07,1.7821774056514528e-09,5.8811853165252614e-08
1979,7.080887485244602e-07,2.3407893401383717e-09,6.378650851956991e-08
1980,7.043901746328629e-07,1.1370301367108482e-09,5.400893243745486e-08
1981,6.445735039051215e-07,3.795329828193417e-09,6.325549861685431e-08
1982,7.517285212088609e-07,6.207502289967692e-10,6.393727147724348e-08
1983,7.275244229276723e-07,1.2630632095778083e-09,6.378468953016636e-08
1984,6.958809990464943e-07,3.479405208395292e-09,6.088959025873919e-08
1985,6.436646913243749e-07,1.804667348892508e-08,6.496802740230123e-08
1986,7.684930096729659e-07,5.994485463567401e-10,6.593933932208529e-08
1987,6.929666369615006e-07,6.110816852533674e-10,8.249602956311719e-08
1988,6.440298534471367e-07,0.0,5.217001941559829e-08
1989,7.381524369520776e-07,3.2928733073589456e-09,6.805271368648391e-08
1990,6.603764859391958e-07,3.814055737905164e-09,5.4486509526441296e-08
1991,7.649211966054281e-07,1.1722930404189924e-09,5.7442360201775955e-08
1992,6.711111950608029e-07,5.5099441120809445e-09,5.56504353710352e-08
1993,7.178812779784494e-07,3.877445031719162e-09,5.262247171344825e-08
1994,7.268848776220693e-07,4.747434001473039e-09,6.646407513244412e-08
1995,7.114255708984274e-07,1.626735190995987e-09,4.609083248396928e-08
1996,6.998238859523553e-07,1.067618438099771e-09,6.725996115619637e-08
1997,6.89985313329089e-07,3.3564262480467733e-09,7.52798428038659e-08
1998,7.075904022713075e-07,0.0,6.293930709944107e-08
1999,7.417436336254468e-07,9.140402323914998e-10,7.083811937036444e-08
2000,7.961292567415512e-07,5.3016375733960786e-09,5.169096795043515e-08
2001,7.82046299718786e-07,1.3143635069212678e-09,5.2136421402337874e-08
2002,7.995729447429767e-07,2.6287329535357173e-09,7.185203543258467e-08
2003,7.617135224791127e-07,1.2500769308587678e-09,6.542069286297192e-08
2004,8.752320468374819e-07,2.2023955992267474e-09,7.267905743901792e-08
2005,8.561627851122466e-07,3.1526248278623825e-09,6.530436991170063e-08
2006,9.248780656889721e-07,2.4707338397433887e-09,8.112242966262784e-08
2007,1.1695835837599589e-06,4.7933754743212376e-09,8.827799291566407e-08
2008,1.2474298500819714e-06,2.1287198670449925e-09,7.322796591324732e-08
2009,1.327941618001205e-06,1.430457752249481e-09,9.154929614396679e-08
2010,1.6013658523661434e-06,2.3618964561933353e-09,1.0014441187422563e-07
2011,1.900131678667094e-06,1.529588788962144e-09,1.0515923065668176e-07
2012,2.192338797613047e-06,1.0212758139171996e-09,1.2970203044915252e-07
2013,2.395858473391854e-06,3.0680376017500066e-09,1.3220453354279016e-07
2014,2.703125119296601e-06,8.661780737106994e-10,1.2516272818174912e-07
2015,2.8573872441484127e-06,6.649726186358507e-10,1.5006214937329787e-07
2016,3.048598273380776e-06,1.0356699942093428e-09,1.5949318310504168e-07
2017,2.9701823223149404e-06,2.012489092040326e-09,1.474148234592576e-07
2018,3.3450646697019693e-06,1.0325866828253538e-09,1.6418128723216796e-07
2019,3.483373802737333e-06,7.65296326310505e-10,1.8851800120955886e-07
