year,pires_ADJ maux_NOUN
1924,2.9650736976805092e-08
1925,4.5092530598367375e-08
1926,3.343841470382358e-08
1927,2.3413372574054847e-08
1928,2.6279895593006586e-08
1929,3.119313873867213e-08
1930,2.8359728787563654e-08
1931,3.649714130915527e-08
1932,2.4110979879310435e-08
1933,1.261772819560747e-08
1934,2.7557634396657704e-08
1935,1.9149254626427137e-08
1936,3.273672888326473e-08
1937,2.5182236740306507e-08
1938,3.1116513810047763e-08
1939,3.058810094103137e-08
1940,1.7750480196809804e-08
1941,2.3612020783048138e-08
1942,3.944475324146879e-08
1943,2.0322646676618206e-08
1944,5.462416652335378e-08
1945,2.178504132643866e-08
1946,3.7586982415405146e-08
1947,3.695469885656166e-08
1948,2.6092530802657166e-08
1949,1.3743811422273211e-08
1950,3.509669355139522e-08
1951,1.7058242818279723e-08
1952,1.2653764258629963e-08
1953,1.723812381726475e-08
1954,1.8567819282111486e-08
1955,1.3139850985055546e-08
1956,3.1396108823855684e-08
1957,2.03205861026845e-08
1958,1.4062814024384807e-08
1959,2.325224279786653e-08
1960,1.7302083321624195e-08
1961,1.80652133252579e-08
1962,2.980719671086263e-08
1963,2.133797494252576e-08
1964,2.6769461314302134e-08
1965,1.586892572902343e-08
1966,1.5509408868297214e-08
1967,2.021437595089992e-08
1968,1.5719955115400808e-08
1969,1.862120768691966e-08
1970,2.0694262303777577e-08
1971,2.003974941544584e-08
1972,1.2312352026810913e-08
1973,1.1026407342740185e-08
1974,1.9689501584707614e-08
1975,1.8847885030481848e-08
1976,2.1140049710766107e-08
1977,2.4094806150287695e-08
1978,2.4356424432880885e-08
1979,1.0533551808578068e-08
1980,1.591842213599648e-08
1981,2.0241758491579276e-08
1982,2.4209258597807093e-08
1983,2.652432762317858e-08
1984,2.4935737030773453e-08
1985,2.8273122509858695e-08
1986,1.3187867686781374e-08
1987,3.177624918748734e-08
1988,2.5185526553173077e-08
1989,2.9635859988275115e-08
1990,2.669838927715773e-08
1991,2.05151273746651e-08
1992,3.305966345124034e-08
1993,2.5480353826878854e-08
1994,3.481451571474281e-08
1995,2.76544991351102e-08
1996,3.3096171137003694e-08
1997,2.924885578181602e-08
1998,3.146965354972053e-08
1999,2.8792268125243936e-08
2000,2.5624583344097118e-08
2001,3.3735329196815655e-08
2002,4.162160394116654e-08
2003,3.9169076870848585e-08
2004,3.655976854588516e-08
2005,3.1976622238971686e-08
2006,2.800165077587735e-08
2007,4.1942033845998594e-08
2008,3.916844448781376e-08
2009,3.576144536054926e-08
2010,3.684558436134466e-08
2011,3.4033352136475514e-08
2012,3.199997422598244e-08
2013,3.7932100127591184e-08
2014,4.0060736949953935e-08
2015,2.7042219130635203e-08
2016,3.686985294848455e-08
2017,3.9746659297179576e-08
2018,3.614053412093199e-08
2019,3.392813852087784e-08
