year,six_DET auteurs_NOUN,six_DET moteurs_NOUN
1957,2.1204090039361745e-08,1.5903067307476704e-08
1958,1.9853383825818582e-08,8.272243334772611e-09
1959,3.1002990952266885e-08,1.162612162097787e-08
1960,2.4222917227589846e-08,5.536666680683311e-09
1961,2.431855783413539e-08,4.86371165564492e-09
1962,1.77574772664002e-08,1.331810839388936e-08
1963,2.392439668597035e-08,8.405868889838075e-09
1964,2.2510682873289056e-08,1.0951143103454797e-08
1965,2.6265808472647478e-08,1.2038495200705768e-08
1966,2.1602390987141007e-08,5.539074976468328e-09
1967,3.3526282194884516e-08,8.874604162656397e-09
1968,1.7965663401398047e-08,7.63540694559417e-09
1969,2.40713171617557e-08,1.1354394091611653e-08
1970,2.161400769473687e-08,5.518469958776251e-09
1971,2.5178148455040628e-08,1.3359833239690033e-08
1972,2.9754851360586088e-08,8.20823486957778e-09
1973,2.9219980657302358e-08,1.5436970590698706e-08
1974,2.7002743374637816e-08,1.462648602235106e-08
1975,1.6563292515314743e-08,7.4249242310031605e-09
1976,3.6566571104401646e-08,1.0284348039846236e-08
1977,2.938390863960194e-08,1.2928919712607012e-08
1978,3.148513472162051e-08,5.940591241149207e-09
1979,2.0481906837233055e-08,6.43717057435822e-09
1980,2.330911752501663e-08,7.95921106799824e-09
1981,2.846497215713839e-08,3.1627747087981106e-09
1982,2.7313010075857846e-08,6.2075020679230875e-09
1983,3.157658090557902e-08,7.57837925746685e-09
1984,3.943325666000419e-08,1.0438215292118969e-08
1985,4.271046272208423e-08,1.0828004826102244e-08
1986,4.855533219938479e-08,6.593934065435292e-09
1987,4.583112822587054e-08,7.33298027855156e-09
1988,5.097070765458511e-08,5.996553809062277e-09
1989,4.006329046291057e-08,4.939309961038418e-09
1990,3.323677177924367e-08,7.083246489347772e-09
1991,5.5683920585636315e-08,4.10302547493302e-09
1992,2.975369906010883e-08,3.856960972825618e-09
1993,5.096070809784692e-08,8.308810806045841e-09
1994,5.01118035955983e-08,8.439882570598911e-09
1995,3.7957153864454085e-08,1.0844901643380922e-09
1996,4.3238546965085334e-08,3.736664311304594e-09
1997,5.6100263989833365e-08,7.671831170341648e-09
1998,4.86349165385036e-08,6.198567881199324e-09
1999,2.69641859951264e-08,4.113180906983871e-09
2000,5.12491649118374e-08,1.1486881668076876e-08
2001,3.417345251222059e-08,3.5049693702937645e-09
2002,3.636413881125122e-08,1.0514931148009055e-08
2003,4.000246089930215e-08,4.1669229178253886e-10
2004,3.611928844904355e-08,3.0833539332864035e-09
2005,3.693074779320682e-08,4.954124666056714e-09
2006,4.406142295465543e-08,4.117890028965121e-09
2007,2.3966877593650793e-08,2.3966877371606188e-09
2008,3.27822857748572e-08,8.514879357157668e-10
2009,3.1946890466372224e-08,6.198650259747751e-09
2010,1.5116137341841807e-08,1.4171379625338432e-09
2011,1.529588808391047e-08,2.2943831279320648e-09
2012,1.1914884523456237e-08,4.085103366691101e-09
2013,1.171432484348145e-08,2.2313000891394097e-09
2014,1.212649292092749e-08,3.464712211576071e-09
2015,9.752931795503628e-09,2.659890530054554e-09
2016,9.94243232188552e-09,3.1070100381391796e-09
2017,9.810883938587978e-09,4.024978184080652e-09
2018,1.3681773047835577e-08,3.0977601039872127e-09
2019,5.3570741176400816e-09,2.2958890344426663e-09
