year,vos_DET airs_NOUN,vos_DET mers_NOUN
1800,2.2009151834367913e-08,9.432493897065797e-09
1801,3.5717737434382e-08,4.7623651688866175e-09
1802,3.3567602031325805e-08,2.2378401354217203e-09
1803,5.265915836716317e-08,1.950339223455444e-09
1804,1.359518080334965e-07,2.4718509461507665e-09
1805,4.548604315424143e-08,2.842877711017877e-09
1806,1.0374009207225754e-07,6.627838899930794e-08
1807,1.7081730252499483e-08,0.0
1808,4.75875534533543e-08,2.2660739951163578e-09
1809,1.3554183553310395e-08,1.5813214071513926e-08
1810,1.0530570193623134e-07,4.680253518074551e-09
1811,8.774768467390004e-08,1.7549536934780008e-08
1812,6.134578844907423e-08,5.3344164641089264e-09
1813,6.039057609541487e-08,0.0
1814,9.125363398254649e-08,2.8320092937406116e-08
1815,1.8880564667256294e-08,2.4275012222574333e-08
1816,3.0128852301913867e-08,4.6352077731626196e-09
1817,7.472992091805963e-08,6.22749374290521e-09
1818,5.0068943213688044e-08,1.5497530370112145e-08
1819,5.175524897538253e-08,3.519356894798875e-08
1820,7.950542535439808e-08,1.542642635854463e-08
1821,6.015507691969901e-08,0.0
1822,2.5064039732569654e-08,1.4035862250239006e-08
1823,5.731958552246397e-08,0.0
1824,3.8737119290033206e-08,3.536867243525421e-08
1825,5.459374818883589e-08,1.0566531649658373e-08
1826,2.8185549894033102e-08,6.1655891503420435e-09
1827,2.0278000945062047e-08,0.0
1828,5.3199348259980184e-08,1.2841221419535032e-08
1829,3.0006116702452346e-08,0.0
1830,6.575206312753323e-08,2.817945699007396e-08
1831,3.2741533706470705e-08,3.1182412207897414e-09
1832,4.058990832334075e-08,3.111892887819323e-08
1833,4.749287596528262e-08,1.7375443306377747e-08
1834,2.893704542650255e-08,1.0267984462686286e-08
1835,5.218530674255817e-08,6.806779140333674e-09
1836,2.822714967321005e-08,4.032449929525228e-09
1837,1.8090516529234435e-08,2.7831563720326358e-09
1838,3.787297009338886e-08,2.0830134062066463e-08
1839,2.6567605448946097e-08,4.055055669027752e-08
1840,3.375935120342177e-08,4.458782010274831e-09
1841,3.5955072252846776e-08,1.0914932957462042e-08
1842,6.439934541191406e-08,2.0124794275488966e-08
1843,3.7804230856863796e-08,2.953455480181333e-09
1844,3.56756482688958e-08,7.1351298203126134e-09
1845,5.6918324276011845e-08,1.3392547071333638e-08
1846,4.9763260845381296e-08,5.854501328173001e-09
1847,3.020205241455187e-08,5.393223645455691e-10
1848,5.5512030749937935e-08,8.045221711050488e-10
1849,3.854530761238095e-08,0.0
1850,5.159636806695289e-08,8.146795238417326e-09
1851,2.4507867735223954e-08,3.2247193804124663e-09
1852,4.5573818718835923e-08,1.4323200403509873e-08
1853,4.060913649794884e-08,7.763511611358354e-09
1854,6.33871053423718e-08,2.234135720868835e-08
1855,8.278822249963014e-08,1.4328730202350926e-08
1856,3.572260576234498e-08,6.730345780692204e-09
1857,5.272029879321849e-08,1.2691923956253959e-08
1858,5.1872966366772744e-08,1.468102750479261e-09
1859,4.786642771037464e-08,9.675129142294736e-09
1860,6.087654602637826e-08,1.2816115280145368e-08
1861,4.810282866474225e-08,8.488735048217677e-09
1862,3.885468324860142e-08,9.939570055905733e-09
1863,5.044567208400963e-08,6.99246927027275e-09
1864,6.856460954551835e-08,2.1576274988888144e-08
1865,4.7068444919418084e-08,2.3534221793575227e-09
1866,5.1575495207956124e-08,1.4596839292835284e-09
1867,5.386620571812273e-08,0.0
1868,5.236266353847441e-08,0.0
1869,7.325278961189952e-08,7.325278605918584e-09
1870,2.8670243512607385e-08,5.734048791339319e-09
1871,2.549082545044712e-08,1.0621177271019633e-09
1872,3.9307707089264454e-08,9.675742873582749e-09
1873,2.9930021461233025e-08,1.7958012854535355e-09
1874,3.5847653734322193e-08,5.974609251779839e-09
1875,3.37570102426632e-08,5.149374260327022e-09
1876,5.6832537564943664e-08,7.255217759905008e-09
1877,6.865146029433333e-08,3.0924081073635534e-09
1878,3.442280499532657e-08,0.0
1879,6.048231937505477e-08,3.665595160740054e-09
1880,3.3372801855335865e-08,2.5671385017744797e-09
1881,1.8128519629900808e-08,4.8807553554297556e-09
1882,5.923292589748996e-08,1.9966155395678697e-09
1883,4.613117443597048e-08,9.479008689083912e-09
1884,3.4328825115892414e-08,3.300848483434038e-09
1885,1.4180398411056672e-08,2.5782542767416317e-09
1886,2.5813855941692054e-08,2.5813855497602844e-09
1887,2.7421483972389638e-08,1.9586774424595887e-09
1888,3.4873380627686856e-08,5.706553452000662e-09
1889,2.7566601445982997e-08,1.2530273485467092e-09
1890,1.8352282582512203e-08,2.6217545912032847e-09
1891,4.971891465199718e-08,3.1871101313640793e-09
1892,3.635737289009455e-08,8.775916882086676e-09
1893,2.2170299485146927e-08,1.0469308087124318e-08
1894,2.6466465019581165e-08,2.2055386850183822e-08
1895,2.407445731655855e-08,2.4074457982692365e-09
1896,3.715128332748563e-08,1.179405795248556e-09
1897,3.43776108691074e-08,5.826713556089658e-10
1898,1.697506502029711e-08,2.26334195829736e-09
1899,2.65323762960179e-08,4.9748205555033564e-09
1900,3.426095018799202e-08,3.633737311048435e-09
1901,3.409130766574009e-08,2.235495566438317e-09
1902,2.1114220427609354e-08,0.0
1903,1.4580595175672784e-08,0.0
1904,2.0961038238453966e-08,5.374625189347171e-10
1905,1.3934049136743454e-08,2.580379465655369e-09
1906,3.806696413644062e-08,2.572092316910357e-09
1907,3.394276593127188e-08,5.142843373384665e-10
1908,2.7503778587956162e-08,0.0
1909,3.13556076103616e-08,0.0
1910,5.076943265791556e-08,5.878565634276356e-09
1911,3.724261787851901e-08,4.788336838146279e-09
1912,3.2298411722919695e-08,2.0837684910901544e-09
1913,3.606033122105501e-08,0.0
1914,3.616241528447972e-08,4.68772043404897e-09
1915,2.1205371236732162e-08,1.1780761921542648e-09
1916,2.8567401111345703e-08,0.0
1917,2.8512703309502285e-08,6.579854550103903e-09
1918,6.087779347296873e-08,3.44591288836682e-09
1919,3.314825391953491e-08,0.0
1920,2.8017257847068322e-08,8.329454459499175e-09
1921,3.634918815942356e-08,1.5145494858259667e-09
1922,5.976127831486266e-08,9.591316185719734e-09
1923,4.352538862661959e-08,1.0615948120573648e-09
1924,5.0277336072213075e-08,9.02413699321869e-09
1925,4.2892892793133797e-08,4.399271169575059e-09
1926,3.78968714187522e-08,6.687682962969177e-09
1927,5.9090890403012963e-08,2.2298449753321847e-09
1928,3.313552077166548e-08,1.1426041224282812e-09
1929,6.461435875237953e-08,3.342121912552898e-09
1930,3.7812974085227324e-08,1.0503603542488804e-09
1931,2.8513392535955973e-08,0.0
1932,2.6302887090601246e-08,0.0
1933,3.211785326584504e-08,0.0
1934,1.677421224144382e-08,2.3963160344919743e-09
1935,2.393656828303392e-08,1.196828414151696e-09
1936,2.0612015205756506e-08,3.6374143697059935e-09
1937,3.651424218542587e-08,2.5182236296217297e-09
1938,2.2040865133021725e-08,7.779128452511941e-09
1939,3.6705721129237645e-08,1.5294050470515685e-09
1940,4.3108308034334186e-08,0.0
1941,2.6563523380929155e-08,0.0
1942,2.7307905936524435e-08,0.0
1943,5.8064703711835364e-08,2.9032352077962287e-09
1944,3.213186161588055e-08,0.0
1945,1.5249527862692958e-08,4.357008087652048e-09
1946,6.125285700875338e-08,2.7842208538686464e-09
1947,4.0530959921625254e-08,1.1920870957027319e-09
1948,2.9354097819123126e-08,0.0
1949,2.552422073698324e-08,9.817008317369869e-10
1950,3.19060831088791e-08,2.1270722960764488e-09
1951,1.7058242818279723e-08,3.1984206394497505e-09
1952,2.741649041126948e-08,0.0
1953,2.693456835345387e-08,3.232148326759443e-09
1954,2.8340354951694735e-08,9.772536113672459e-10
1955,3.378819002364253e-08,2.815682353940474e-09
1956,2.8779766569897447e-08,0.0
1957,2.6505112771246786e-08,1.7670075402875796e-09
1958,3.7225095728121715e-08,3.3088973783179654e-09
1959,3.7978666100890734e-08,7.750747821333448e-10
1960,4.0832916214927906e-08,6.920833350854139e-10
1961,2.640300600376122e-08,2.779263708063695e-09
1962,3.107558699255719e-08,1.9025869768540815e-09
1963,3.879631949033069e-08,1.939815863494232e-09
1964,2.9203048756976102e-08,7.300761994954996e-09
1965,3.994591679656878e-08,1.6416130677043839e-09
1966,4.7636043332133227e-08,5.539074976468328e-09
1967,4.9303355398322424e-08,4.437302081328198e-09
1968,4.2668450106475575e-08,4.042274071025531e-09
1969,3.860494268703718e-08,1.8167031212712459e-09
1970,2.3453497643988186e-08,4.1388523719376735e-09
1971,2.620582706391872e-08,5.138397485282553e-10
1972,2.4111690422046195e-08,1.0260293725750103e-09
1973,7.718485461882807e-09,2.7566018356850464e-09
1974,1.9689501584707614e-08,3.3753429495853027e-09
1975,1.313640396460869e-08,2.8557400888473694e-09
1976,2.1140049488721502e-08,5.713526873840635e-10
1977,1.763034590540613e-08,5.876781838942691e-10
1978,2.316830594040198e-08,1.1881182704343018e-09
1979,2.867466974976196e-08,5.851973350345929e-10
