year,vos_DET airs_NOUN,vos_DET mers_NOUN
1980,1.5349907178663358e-08,1.7055452605774235e-09
1981,3.099519241267501e-08,3.795329828193417e-09
1982,9.9320033308814e-09,2.483000915987077e-09
1983,3.410270732473464e-08,3.157658134966823e-09
1984,2.899504214504134e-08,2.8995041922996734e-09
1985,2.225756545737312e-08,2.4062232206745193e-09
1986,2.2779044428489215e-08,1.1988970927134801e-09
1987,1.8332450224534114e-08,3.0554083707556856e-09
1988,1.1993107784658008e-08,1.798966087207532e-09
1989,1.2622680567453415e-08,5.488122178931576e-10
1990,1.47113579651581e-08,1.089730194969718e-09
1991,2.0515127652220855e-08,5.2753188484189195e-09
1992,2.1488782808720686e-08,5.509944167592096e-10
1993,1.717154241021035e-08,1.661762283333701e-09
1994,1.7407257746349103e-08,0.0
1995,1.626735279813829e-08,2.7112254108452305e-09
1996,1.7615704006601618e-08,3.736664533349199e-09
1997,1.8220598585472203e-08,9.58978896292706e-10
1998,1.2873949017944142e-08,1.43043876743576e-09
1999,9.597422329088445e-09,9.140402323914998e-10
2000,1.5021306976059634e-08,1.3254094488601709e-09
2001,1.533424159871899e-08,4.3812117822561447e-10
2002,2.2782351449812666e-08,4.38122149670761e-10
2003,1.4584229823810801e-08,1.2500769308587678e-09
2004,2.2904915297772277e-08,0.0
2005,1.711424801875694e-08,4.5037495954858286e-10
2006,2.017765970974139e-08,2.4707338397433887e-09
2007,2.5165220352008077e-08,3.994479413904628e-09
2008,2.639612536881053e-08,2.9802078582719105e-09
2009,2.288732470212551e-08,9.53638501499654e-10
2010,4.2986517012622016e-08,1.8895172648747405e-09
2011,3.823972066774317e-08,1.1471915639660324e-09
2012,5.7531869934734914e-08,6.808505426114664e-10
2013,6.387096518345459e-08,1.9523875849358774e-09
2014,7.665676071688665e-08,2.381989674948848e-09
2015,7.403361701463496e-08,3.3248631625681924e-09
2016,7.726098316673813e-08,4.764082156549776e-09
2017,4.779661522125167e-08,2.7671724078803805e-09
2018,6.815071795784888e-08,2.8396134332808742e-09
2019,5.892781684835313e-08,3.826481798085979e-09
