year,vieux_ADJ effets_NOUN,vieux_ADJ méfaits_NOUN
1800,1.5720821977538435e-08,0.0
1801,1.904946067554647e-08,0.0
1802,6.713520406265161e-09,0.0
1803,0.0,0.0
1804,2.2246657849223084e-08,0.0
1805,8.528632911009026e-09,0.0
1806,2.881669125542885e-09,0.0
1807,8.540865792383556e-09,0.0
1808,2.4926814390369145e-08,0.0
1809,1.8072244145628247e-08,0.0
1810,1.4040760554223652e-08,0.0
1811,5.0141535368197765e-09,0.0
1812,1.600324850414836e-08,0.0
1813,0.0,0.0
1814,9.440030979135372e-09,0.0
1815,6.47333635583891e-08,0.0
1816,1.8540831092650478e-08,0.0
1817,2.3353100786493997e-08,0.0
1818,1.3113295338484932e-08,0.0
1819,1.7596785362172795e-08,0.0
1820,0.0,0.0
1821,3.94459531705138e-09,0.0
1822,1.0025615893027862e-09,0.0
1823,9.882686891060644e-10,0.0
1824,9.263223965660927e-09,0.0
1825,4.402721520690989e-09,0.0
1826,1.7615968683770689e-09,0.0
1827,8.295545583791863e-09,0.0
1828,1.1923991571904935e-08,0.0
1829,8.573175946935407e-09,0.0
1830,3.1310507520032616e-09,0.0
1831,1.7150327380477393e-08,0.0
1832,1.352996914505411e-08,0.0
1833,1.1583628278799551e-08,0.0
1834,9.334531370086552e-09,0.0
1835,2.0420337421001022e-08,0.0
1836,1.344150035720304e-08,1.3441500135158435e-09
1837,1.3915782304252389e-08,0.0
1838,1.3255539776935166e-08,0.0
1839,1.11863602825224e-08,0.0
1840,8.280594876453051e-09,0.0
1841,1.6693427085101575e-08,0.0
1842,6.037438549100216e-09,0.0
1843,9.451057714215949e-09,4.134837805480629e-09
1844,6.037417232818143e-09,0.0
1845,1.6182660544927785e-08,0.0
1846,1.6978054517835517e-08,0.0
1847,1.77976389181822e-08,0.0
1848,5.63165514222419e-09,0.0
1849,1.3407063903514427e-08,0.0
1850,1.3577992064028876e-08,0.0
1851,1.5478653248024443e-08,3.2247193804124663e-09
1852,8.463708844885787e-09,0.0
1853,2.2693340318014066e-08,0.0
1854,6.234797567117312e-09,0.0
1855,1.4328730202350926e-08,0.0
1856,3.882891874695815e-08,0.0
1857,1.0739319655783675e-08,4.881509085841174e-10
1858,4.893676130990343e-09,4.893676019968041e-10
1859,5.601390462572908e-09,0.0
1860,2.5632230560290736e-08,0.0
1861,2.2165028923382124e-08,4.715963619617014e-09
1862,1.0843167252971853e-08,0.0
1863,3.3963420520422005e-08,0.0
1864,1.4384183621984903e-08,0.0
1865,8.47231973466478e-09,4.706844358715045e-10
1866,6.3252967308358166e-09,4.865612912574591e-10
1867,5.338092634588065e-09,0.0
1868,1.5807597009143137e-08,0.0
1869,1.5138908793232986e-08,4.395167341186834e-09
1870,2.8670243512607385e-08,0.0
1871,3.504988654867702e-08,0.0
1872,1.814201766592305e-08,0.0
1873,1.6760813181804224e-08,4.190203295451056e-09
1874,3.525019565131515e-08,0.0
1875,1.3159512590732447e-08,0.0
1876,7.859819461941697e-09,0.0
1877,3.401648740464225e-08,0.0
1878,7.850815109122777e-09,0.0
1879,3.29903571127943e-08,2.443730107160036e-09
1880,1.9253539207397807e-08,6.417846254436199e-10
1881,2.6495528548942104e-08,0.0
1882,2.3293848627758962e-08,0.0
1883,2.2117685738454185e-08,4.423537092179686e-09
1884,1.8484751507230612e-08,0.0
1885,2.7716232864349877e-08,0.0
1886,3.9366128135043255e-08,0.0
1887,1.828098916689669e-08,0.0
1888,3.4239320712003973e-08,6.340614699951175e-10
1889,2.4434033463194282e-08,0.0
1890,2.4906667839275087e-08,0.0
1891,1.7210394887001712e-08,0.0
1892,2.8835156484774416e-08,3.1342561879199593e-09
1893,2.278614097406262e-08,0.0
1894,7.561847148451761e-09,0.0
1895,1.625025936036195e-08,0.0
1896,2.358811634906033e-08,5.89702897624278e-10
1897,3.612562560206811e-08,2.330685422435863e-09
1898,1.4711722506888236e-08,1.13167097914868e-09
1899,1.1055156790007459e-08,2.2110313580014918e-09
1900,2.0245106924221545e-08,0.0
1901,1.8442838423116115e-08,1.1177477832191585e-09
1902,1.5712908307818907e-08,0.0
1903,1.7280704867062013e-08,0.0
1904,3.0097901948522576e-08,0.0
1905,2.0126959654476195e-08,0.0
1906,2.777859720026754e-08,1.0288369045596824e-09
1907,1.7485668024619372e-08,0.0
1908,2.062783388545597e-08,0.0
1909,1.0451868703853506e-08,5.500983557560346e-10
1910,2.0307773240801907e-08,0.0
